,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
44,-0.685,0.215,-0.696,0.2562,0.655,-0.8724,-0.9872,-1,-0.9924,0.2174,-0.7112,-0.6474,0.6282,-0.6954,0.717,-1,-1,-0.9568,-1,-1,-1,0.8218,-1,-1,0.5187,0.391,-1,-0.8924,-0.8008,-0.9088,-1,-1,-0.89,-0.9936,-1,0.4828,-1,-0.8412,-0.9968,-1,-0.6778,-1,-0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.0237000000000001,0.0236000000000001,0.0227999999999999,0.1864,0.9362,-0.0648,-0.8486,-0.8556,-0.8372,0.0266999999999999,0.0254000000000001,0.0481,0.0989,0.0234000000000001,0.1176,0.6742,0.9424,-0.00800000000000001,-0.8718,-0.1362,-0.9524,0.8384,-0.9406,-0.9508,0.0737000000000001,0.0456000000000001,0.9942,0.1266,-0.9192,-0.9,-0.95,0.863,-0.7888,-0.8284,-0.9522,0.8742,-0.4212,-0.8276,-0.9016,-0.9324,0.0471999999999999,0.9256,-0.625,-0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.0283,0.0248999999999999,0.0243,0.1896,0.9286,-0.0694,-0.8538,-0.8644,-0.846,0.0250999999999999,0.0244,0.0495000000000001,0.0952,0.0268999999999999,0.1161,0.6816,0.945,0.0072000000000001,-0.8802,-0.1474,-0.948,0.8428,-0.9392,-0.9428,0.0701000000000001,0.0448999999999999,0.9956,0.1452,-0.9222,-0.9008,-0.9476,0.8552,-0.7886,-0.8264,-0.9522,0.875,-0.4026,-0.8328,-0.9024,-0.9356,0.0466,0.9238,-0.6496,-0.7024,-0.9542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,-1,-1,-1,0.9394,1,0.3796,-1,-1,-1,-1,-1,-1,0.684,-1,-1,0.9996,1,0.9676,-1,-1,-1,0.9998,-1,-1,0.8048,-1,0.999,0.9674,-1,-1,-1,0.9972,-1,-1,-1,0.9998,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,-1,0.457,-1,0.7128,0.9946,-0.2662,-1,-1,-1,0.4655,-1,-1,0.1382,-1,0.6028,0.9002,0.9194,-0.9104,-1,-0.718,-1,0.7726,-1,-1,0.5,0.7116,0.929,-0.5436,-1,-0.5854,-1,0.8842,-1,-1,-1,0.649,-0.1518,-0.833,-1,-1,-0.097,0.388,-0.9968,-0.942,-1,-1,0.9306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.0739000000000001,0.0653999999999999,0.0694999999999999,-0.3986,0.9142,-0.2686,-0.8658,-0.9608,-0.8814,0.0738000000000001,0.0747,0.1419,0.2745,0.0700000000000001,0.3295,-1,-1,-1,-0.94,-0.3178,-1,0.913,-0.8908,-0.8648,0.2024,0.1473,-1,-0.2074,-0.8964,-0.9508,-1,-1,-0.9304,-0.934,-0.9026,0.8648,-0.7,-0.8672,-0.844,-0.7864,-0.8532,-1,-0.8568,-0.8832,-0.882,-1,-1,-0.5102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,-1,-1,-1,0.9742,0.94,0.91,-0.2998,-1,-1,-1,-1,0.4174,0.8718,-1,0.7978,0.9714,0.979,0.6804,-1,0.386,-1,0.9722,-1,-1,0.7704,-1,1,0.8762,-1,-1,-1,0.997,-1,-1,-1,0.9664,0.574,-1,-1,-1,-1,1,-0.1706,-0.6544,-1,-1,0.9996,0.5002,0.0728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-1,0.386,-1,0.923,0.9992,0.8174,-0.256,-1,-1,-1,-1,-1,0.6848,-1,0.7838,0.9998,0.9968,0.1776,-1,0.1896,-1,1,-1,-1,0.8212,0.6022,1,0.7052,-1,-0.3504,-1,0.9668,-0.4896,-0.2884,-1,0.8878,-0.47,-1,-1,-1,0.2642,0.9584,-0.824,-1,-1,-1,0.951,0.257,-1,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-1,-1,-1,0.8252,0.541,-0.3964,-1,-1,-1,0.4418,-1,-0.1876,0.4568,-1,0.78,0.8286,0.7514,-0.5958,-1,-0.9524,-1,0.7808,-1,-1,0.4374,-0.00819999999999999,1,-0.3674,-1,-0.6076,-1,0.1266,-1,-1,-1,0.705,-0.9924,-1,-1,-1,-0.1502,0.4422,-0.9326,-0.9812,-1,-1,0.8244,-0.475,-1,0.346,-0.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.0229999999999999,0.0256000000000001,0.0230999999999999,0.1897,0.9202,-0.0921999999999999,-0.861,-0.8574,-0.8348,0.0234000000000001,0.0226999999999999,0.0491999999999999,0.0942000000000001,0.0233000000000001,0.1217,0.6614,0.9482,0.00259999999999994,-0.8776,-0.1344,-0.948,0.8292,-0.9374,-0.9412,0.0718000000000001,0.0449999999999999,0.9926,0.1456,-0.9182,-0.9014,-0.9506,0.8636,-0.7784,-0.8352,-0.9482,0.8694,-0.4374,-0.8366,-0.9068,-0.9262,0.0495000000000001,0.9194,-0.6384,-0.6962,-0.9578,-0.9532,0.8994,-0.127,-0.9038,0.3086,0.3222,-0.2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,-0.9522,0.0213000000000001,-0.9496,0.1914,0.5886,-0.5428,-0.8672,-0.8556,-0.8448,0.0257000000000001,-0.9478,-0.9414,0.0940000000000001,-0.9556,0.1177,0.0548,0.7396,-0.3222,0.0946,-0.5886,0.0255000000000001,0.3086,0.0471999999999999,0.0444,0.0707,0.0495000000000001,0.6988,-0.2062,-0.9446,0.0964,0.0277000000000001,0.679,-0.8962,-0.8022,0.028,0.4086,-0.6636,-0.9316,0.0974999999999999,0.0499000000000001,0.0506,0.5384,-0.804,-0.761,0.0238,0.0250999999999999,0.5924,-0.318,0.0727,-0.1538,-0.1496,-0.4816,0.0218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.1016,-0.8828,0.0978000000000001,-0.5664,-1,0.1416,0.4757,0.4058,0.3437,0.0923,0.0980000000000001,0.1888,-0.8014,0.095,-0.7636,0.8712,-1,0.338,0.3384,0.4878,0.0963000000000001,-1,0.1841,0.1838,-0.8648,-1,-1,0.1648,0.1896,-0.6418,0.093,0.9698,0.4703,0.4714,0.0962000000000001,-1,0.8314,0.4694,0.3429,0.1847,0.1901,-1,0.6743,0.6391,0.0982000000000001,0.0960000000000001,-1,0.4292,0.2692,0.472,0.8242,0.5086,0.0988,0.1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0486,0.0466,0.0499000000000001,-0.4402,-1,-1,0.27,0.2319,0.1912,0.0445,0.0482,-0.8726,-0.8914,0.0459000000000001,-0.7002,-1,-1,-0.0188,0.1866,0.0908,0.046,-1,0.0989,0.0940000000000001,-0.7892,-0.901,-1,-1,0.0968,0.1827,0.0488,-1,0.2596,0.2742,0.0475000000000001,-1,0.5808,0.2625,0.1782,0.0935999999999999,0.0961000000000001,-1,0.4174,0.3851,0.0489999999999999,0.0526,-1,-0.1932,0.1329,0.724,0.3986,0.6843,0.0517000000000001,0.0485,-0.7998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.0251999999999999,0.0255000000000001,0.0222,0.1905,0.9388,0.0456000000000001,0.1424,0.121,0.0972,0.024,0.0257000000000001,-0.9424,-0.841,0.0250999999999999,0.1205,0.765,0.9466,0.0334000000000001,0.0926,0.018,0.0225,0.9308,0.0482,0.05,0.0754999999999999,0.0533999999999999,0.9998,0.1798,0.0458000000000001,0.0965,0.0266999999999999,0.8546,0.1457,0.1446,0.0259,0.9098,0.3487,0.1387,0.0984,0.0502,0.0459000000000001,0.947,0.2368,0.2145,0.0247999999999999,0.0224,0.9124,-0.1124,0.0698000000000001,0.7185,0.403,0.4386,0.0263,0.0235000000000001,0.0941000000000001,-0.9378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,-0.9518,0.0217000000000001,-0.95,0.1875,0.7098,-0.4178,-0.8726,-0.86,-0.8316,0.0254000000000001,-0.9516,-0.9602,0.0931,-0.9516,0.1145,0.3098,0.8568,-0.1628,0.1013,-0.4838,0.0243,0.5114,0.0484,0.0467,0.0722,0.0495000000000001,0.777,-0.0584,-0.9504,0.0996999999999999,0.0237000000000001,0.7918,-0.8608,-0.804,0.0232000000000001,0.6538,-0.5862,-0.9002,0.1016,0.0479000000000001,0.0457000000000001,0.682,-0.7616,-0.7704,0.0225,0.0227999999999999,0.7062,-0.236,0.0703,0.0436000000000001,0.042,-0.4008,0.0228999999999999,-0.9578,0.0966,0.0475000000000001,0.0241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.0491999999999999,0.0469999999999999,0.0477000000000001,-1,-1,-1,-0.843,-0.8542,-0.6976,0.0461,0.0510999999999999,0.0942000000000001,-0.7196,0.0502,-0.6742,-1,-1,-1,-0.8016,-1,0.0486,-1,0.0931,0.0926,-0.7808,0.1009,-1,-1,0.0918000000000001,-0.789,0.0466,-1,-0.8092,-0.8292,0.0461,-1,-0.4678,-0.8268,-0.749,0.0961000000000001,-0.9438,-1,-1,-0.6976,0.0495000000000001,0.0455000000000001,-1,-1,-0.9122,0.3014,-1,-0.285,0.0483,0.0443,0.1892,0.0952999999999999,0.0527,0.0487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.0235000000000001,0.0254000000000001,0.0235000000000001,-0.6898,0.9394,0.0536000000000001,-0.8272,-0.8382,-0.8302,0.0227999999999999,0.0236000000000001,0.0499000000000001,0.0959000000000001,0.0242,0.1191,0.7742,0.9434,0.0466,-0.8556,-0.00319999999999998,0.0232000000000001,0.9436,0.0475000000000001,0.0521,0.0709,0.0492999999999999,0.9998,0.1878,0.0457000000000001,-0.8808,0.0261,0.8468,-0.7596,-0.809,0.0232000000000001,0.9094,-0.3668,-0.801,-0.8804,0.0479000000000001,-0.9246,0.944,-0.6006,-0.6566,0.0248999999999999,0.0227999999999999,0.9134,-0.0944,-0.889,0.3742,0.4124,-0.1538,0.0237000000000001,0.0250999999999999,0.0955999999999999,0.0479000000000001,0.0241,0.0230999999999999,-0.9356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,-1,-1,-1,0.9842,0.9996,0.9478,-1,-1,-1,-1,-1,-1,0.9538,-1,-1,1,0.9968,0.8654,-1,-0.3392,-1,1,-1,-1,0.9074,-1,1,0.8874,-1,-1,-1,0.9966,-1,-1,-1,0.999,0.3684,-1,-1,-1,-1,0.9842,-1,-1,-1,-1,0.9976,0.508,0.8974,1,0.9966,0.7544,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,-0.8784,0.1451,-0.8732,-0.205,-1,-1,-0.9852,-0.9432,-0.832,0.1429,-0.8666,-0.8046,0.4709,-0.8718,0.555,-1,-1,-0.6912,-0.8564,-0.533,-1,-1,-1,-1,0.3741,0.2751,-1,-0.5744,-0.934,-0.89,-1,-1,-0.9764,-0.9194,-1,-1,-0.9322,-0.9638,-0.8732,-0.9062,-0.8304,-1,-0.9742,-0.9786,-1,-1,0.5694,-1,-0.881,-0.2406,-0.159,-0.8542,-1,-0.8638,0.4755,0.2688,0.1484,-0.866,-0.8608,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.0250999999999999,0.0226,0.0230999999999999,0.1905,0.9422,-0.0346,-0.8438,-0.852,-0.8316,0.0246,0.0266999999999999,0.0461,0.0965,0.0286999999999999,0.1215,0.684,0.9506,0.0266,-0.8724,-0.0872000000000001,-0.951,0.8874,-0.9332,-0.9464,0.0749,0.0463,0.9974,0.1384,-0.9214,-0.8908,-0.9494,0.8526,-0.7798,-0.8242,-0.9514,0.8952,-0.4136,-0.8316,-0.9002,-0.9356,0.0488999999999999,0.9348,-0.616,-0.6974,-0.952,-0.9456,0.9094,-0.0988,-0.8932,0.3548,0.347,-0.1922,-0.9538,0.0237000000000001,0.0978000000000001,0.0490999999999999,0.0265,0.0236000000000001,0.0478000000000001,0.0267999999999999,0.8748,-0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,-1,-0.1492,-1,0.6178,1,0.4364,-0.5436,-0.0412,0.5858,0.4334,-1,-1,0.1944,-1,0.2934,0.9998,0.9998,0.4866,0.2508,0.6336,-0.1878,1,-0.3324,-0.4696,0.3252,0.0124,1,0.9478,-0.1544,0.214,-1,0.9998,0.0851999999999999,0.1118,-0.1798,0.9996,0.248,-0.3024,-0.4238,-1,-0.3818,1,0.1712,0.389,-1,-1,0.9994,0.6558,0.1806,0.9978,0.8972,0.37,-1,-1,0.514,-0.2506,-1,-1,-1,-1,0.9998,-0.4338,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0225,0.0255000000000001,0.0233000000000001,0.1858,0.7672,-0.315,-0.9002,-0.909,-0.8248,0.0226,0.0233000000000001,0.0485,0.0986,0.0271999999999999,0.1296,0.4266,0.912,-0.1296,-0.8678,-0.3696,0.024,0.6594,-0.9358,-0.9346,0.0729,0.0505,0.8494,0.00160000000000005,0.0469999999999999,-0.8722,0.024,0.8476,-0.8472,-0.885,0.0242,0.7008,-0.5456,-0.8824,-0.9348,-0.9732,0.0506,0.735,-0.7334,-0.7856,0.0243,0.0246,0.7556,-0.1776,0.0722,0.1376,0.11,-0.3184,0.0259,0.0244,0.0951,0.0494000000000001,0.0234000000000001,0.0247999999999999,0.0498000000000001,0.0234000000000001,0.648,-0.8944,0.0237000000000001,-0.3326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,-0.8458,0.2352,-0.8486,0.3228,-1,-0.762,-0.9082,-1,-0.7236,0.2309,-1,-0.6376,0.6667,-0.852,0.7574,0.225,-1,-0.8944,-0.917,-1,-1,-1,-1,-1,0.5575,0.4167,-1,-0.996,-1,-0.9926,-1,0.2464,-0.8382,-0.8848,-1,-1,-1,-0.9744,-0.997,-1,-0.6982,-1,-0.9858,-0.6966,-1,-1,-1,-0.8134,-0.8828,-1,-0.726,-0.9768,-1,-1,-0.0756,0.4209,0.2433,-1,-0.6942,-1,-1,-0.9782,-1,0.0536000000000001,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,-0.8418,0.2643,-0.8432,0.3196,-1,-0.0312,-0.814,-1,-0.733,0.2597,-1,-0.5904,0.7149,-0.8358,0.7883,-1,-1,-0.3788,-1,-0.8222,-1,-1,-1,-1,0.6023,0.4526,-1,-0.5038,-1,-0.878,-1,-1,-0.8216,-0.9904,-1,-1,-1,-0.986,-0.9964,-1,-0.5678,-1,-0.8614,-0.6538,-1,-1,-1,-0.3468,-0.8668,-0.8514,-0.827,-0.898,-1,-1,0.7125,0.4545,0.2673,-1,-0.6598,-1,-1,-0.9224,-1,0.2566,-1,-0.9936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.0249999999999999,0.0228999999999999,0.0244,0.1864,0.8894,0.6223,0.1468,0.1267,0.0998000000000001,0.024,0.0245,0.0486,0.0973999999999999,0.0246999999999999,0.115,0.9272,0.9728,0.5428,0.0985,-0.242,0.0233000000000001,0.7662,0.0488999999999999,0.0482,0.0691999999999999,0.0492999999999999,0.9726,0.6003,0.0470999999999999,0.1014,0.0259,0.9254,0.1451,0.1382,0.0207999999999999,0.8006,0.345,0.1441,0.0987,0.0486,0.0488999999999999,0.8786,0.2398,0.2128,0.022,0.0223,0.8724,0.4621,0.0729,0.2834,0.3854,0.4334,0.0228999999999999,0.0236000000000001,0.0969,0.0464,0.0235000000000001,0.0266999999999999,0.0518000000000001,0.0238,0.7616,0.1484,0.0232000000000001,0.4361,0.0219,0.2377,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,-0.9628,0.0503,-0.9652,0.3459,-1,-0.1388,-0.6874,-0.687,-0.7014,-1,-1,-0.9262,0.1803,-0.9518,0.2242,0.7326,0.9426,-0.0856,0.1884,-0.1878,0.0509999999999999,0.8532,0.0989,0.0992999999999999,0.1428,0.0891999999999999,-1,0.0464,-0.9018,0.1858,0.0490999999999999,0.8256,-0.8412,-0.584,0.0415000000000001,0.8728,-0.4882,-0.8706,0.1919,0.0932999999999999,0.0955999999999999,-1,-0.7056,-0.483,0.0475000000000001,0.0466,-1,-0.22,0.1389,-1,-1,-0.31,0.0471999999999999,-1,0.1834,0.091,0.0468999999999999,-1,0.0948,0.0510999999999999,0.8754,-0.7736,0.0478000000000001,-0.3072,0.0455000000000001,-0.7414,-0.7106,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,-0.9524,0.0239,-0.9512,0.1893,0.811,-0.2692,-0.8722,-0.8534,-0.842,0.0224,-0.943,-0.9762,0.0968,-0.9494,0.119,0.5266,0.9356,-0.0911999999999999,0.0976999999999999,-0.3246,0.0249999999999999,0.7104,0.0469999999999999,0.0513999999999999,0.0726,0.0470999999999999,0.9154,0.048,-0.9294,0.0975999999999999,0.0230999999999999,0.8494,-0.817,-0.8276,0.0237000000000001,0.7344,-0.5132,-0.8808,0.0956999999999999,0.0494000000000001,0.0491999999999999,0.7858,-0.7018,-0.7694,0.0225,0.0224,0.8008,-0.1636,0.0725,0.1828,0.1878,-0.3024,0.0239,-0.9576,0.0952999999999999,0.0483,0.0237000000000001,-0.957,0.0488,0.0237000000000001,0.6992,-0.9048,0.0264,-0.298,0.0241,-0.8112,-0.7878,0.0257000000000001,-0.9352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.0766,0.0720000000000001,0.0718000000000001,-0.4122,-1,-0.0246,0.3838,0.3259,0.2721,0.0724,0.0754999999999999,-0.829,-0.7928,0.0719000000000001,-0.6826,-1,-1,-0.0938,0.2645,-1,0.0712999999999999,-1,0.1361,0.1379,-0.7844,0.1461,-1,-0.6058,0.1405,0.2704,0.0709,0.5928,0.3765,0.3785,0.0749,-1,0.7317,0.3755,0.2638,0.1354,0.1432,-1,-0.2952,0.5215,0.0739000000000001,0.0772999999999999,-1,-1,0.2025,0.6672,0.6724,0.0546,0.0747,0.0734999999999999,0.267,-0.816,-0.8974,0.0763,-0.8018,0.0702,-1,0.3843,0.073,0.0444,0.0677000000000001,0.5635,0.6033,0.0745,0.1411,0.0728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0254000000000001,0.024,0.0229999999999999,0.1933,0.9464,0.6277,0.145,0.121,0.0959000000000001,0.0257000000000001,0.0236000000000001,0.0488999999999999,0.0964,0.0228999999999999,-0.8628,0.7804,0.954,0.5378,0.097,0.6243,0.0228999999999999,0.9454,0.0465,0.0491999999999999,0.0704,0.0494000000000001,0.9998,0.5934,0.0462,0.0949,0.0229999999999999,0.86,0.1428,0.1462,0.0250999999999999,0.9204,0.3477,0.1434,0.0942000000000001,0.0502,0.0494000000000001,0.9442,0.2383,0.2146,0.0213000000000001,0.0243,0.9098,0.4632,0.0723,0.7314,0.391,0.4308,0.0265,0.0243,0.0963000000000001,0.0513999999999999,0.026,0.0234000000000001,0.0483,0.0261,0.9316,0.1453,0.0233000000000001,0.4357,0.0258,0.2362,0.261,0.0246,0.0486,0.0246999999999999,0.0745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.1165,-1,0.1183,-0.7956,0.9542,0.3742,-0.146,0.4879,0.4117,0.1165,0.1284,0.2234,-0.9272,0.1208,-0.9614,0.973,0.97,0.8586,0.4075,0.7468,0.121,0.9854,0.2262,0.2276,-1,-1,0.9976,0.8166,0.2361,0.4096,0.1152,0.9942,0.55,0.5548,0.1225,0.9874,0.8935,0.5479,0.4118,0.227,-0.6868,0.9932,0.165,0.7133,0.1177,0.1173,0.9914,0.637,0.3271,0.9336,0.9356,0.7332,0.1221,0.1196,-0.7338,-0.6476,0.1207,0.123,-0.6222,0.1226,0.9902,0.5518,0.1247,0.5662,0.1194,0.7615,0.7891,0.119,0.2235,0.1167,-0.6372,0.1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.0488,0.0444,0.0450999999999999,0.3513,-1,-0.3156,0.2731,0.2235,0.1838,0.0455000000000001,0.0459000000000001,-0.8762,-0.8042,0.05,0.2271,-1,-1,-0.1278,0.1884,-1,0.05,-1,0.0915999999999999,0.0953999999999999,0.1421,0.0947,-1,-1,0.0981000000000001,0.1855,0.0477000000000001,-1,0.2625,0.2734,0.048,-1,0.5838,0.2686,0.1907,0.1009,0.0920000000000001,-1,0.4163,0.3807,0.0548,0.0498000000000001,-1,-1,0.1374,0.6044,0.55,0.0531999999999999,0.0485,0.0454000000000001,0.192,-0.923,-0.916,0.0496000000000001,0.097,0.0516000000000001,-1,0.2687,0.0498000000000001,-0.05,0.0505,0.4205,0.45,0.0448999999999999,0.0948,0.0462,-0.9246,0.0489999999999999,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,-0.9512,0.0261,-0.95,0.1873,0.9054,-0.1162,-0.8618,-0.8614,-0.8412,0.0254000000000001,-0.9584,-0.9516,0.0959000000000001,-0.9532,0.1219,0.6306,0.943,-0.025,0.0953999999999999,-0.174,0.0230999999999999,0.7922,0.0491999999999999,0.0457000000000001,0.0669999999999999,0.0475000000000001,0.9856,0.1256,-0.9238,0.0959000000000001,0.0246999999999999,0.8522,-0.7992,-0.8196,0.0206,0.8294,-0.443,-0.8476,0.0938000000000001,0.0501,0.0501,0.8966,-0.6634,-0.7306,0.0243,0.0221,0.8906,-0.1292,0.0740000000000001,0.289,0.3104,-0.243,0.0247999999999999,-0.9496,0.0999000000000001,0.0463,0.0265,-0.9518,0.0499000000000001,0.0232000000000001,0.7764,-0.869,0.0262,-0.2302,0.0238,-0.7532,-0.7328,0.028,-0.9232,-0.9536,0.0709,0.0251999999999999,0.125,0.0494000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,-1,-1,-1,0.98,0.9996,0.7914,-1,-1,-1,-1,-1,-1,0.9518,-1,-1,0.9996,0.9998,0.7954,-1,0.7668,-1,0.9994,-1,-1,-1,-1,1,0.9352,-1,-1,-1,0.9976,-1,-1,-1,0.999,0.7264,-1,-1,-1,-1,0.9994,-1,-1,-1,-1,0.9992,0.7354,0.9082,0.8826,0.8232,0.9632,-1,-1,0.9788,-1,-1,-1,-1,-1,0.9994,-1,-1,1,-1,-1,-1,-1,0.9028,-1,-1,-1,0.9306,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
