,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,712_E-1-M,712_E-1-D,712_E-1-X,712_E-2-S,712_E-2-M,712_E-2-D,712_E-2-X,712_E-3-S,712_E-3-M,712_E-3-D,712_E-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-1-X2,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-2-X2,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_E-3-X2,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,715_E1_1-5,715_E1_20-24,715_E2_1-5,715_E2_10-14,715_E2_20-24,715_E3_1-5,715_E3_10-14,715_E3_20-24,715_E3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E2_1-5,716_E2_10-14,716_E2_20-24,716_E3_1-5,716_E3_10-14,716_E3_30-34,717_E1_1-5,717_E1_10-14,717_E1_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_20-24,717_E3_30-34
716_E2_1-5,-0.538790473875381,-1.58483960442457,0.487987449474127,-0.766869262750884,-0.866519650538759,0.307927900153133,-0.885116970140364,0.51781223770774,-0.068080915076863,1.08088284135668,0.154223466581471,0.653253942261862,-0.889254469224847,-1.19271679650485,0.302431180190089,0.0695483181166806,0.115965848327958,0.397007699435884,0.0883004815471607,0.439530533920931,-2.18337190934981,-1.92334700660541,0.35969318624918,0.174891876355095,-0.653249043230084,0.177321457063282,0.264273921055398,-0.266400456550128,0.775934908280996,-0.26020761508472,-0.163303862448246,-0.125672327210373,0.381488021362411,-0.653249043230084,0.231618306954639,-0.163303862448246,-0.336819509568717,-0.026708380791093,-1.24698342759895,-0.381369812506338,0.748954744187815,0.659201929042937,-1.0380215902789,-0.524185395285434,0.336226114028958,0.399223804130506,-0.266400456550128,0.212240743235269,0.389570979142413,0.549808713798268,-2.64200376238947,0.350390048280942,0.326522569923626,-0.0948711055372195,0.0247289066011726,0.404574901350892,-0.362918324831431,-0.436331618252041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E2_10-14,-0.785990581492153,-1.61339979268156,-0.257289217697574,-0.296596451314492,-0.699645171952953,-1.3880171786994,0.938751193288438,-0.651878765418494,0.025934974413597,-0.124824542018042,-0.707855378038445,0.695804113948694,-1.23014504813879,0.70928840307561,-1.24313107324791,0.325647059782745,0.0651439722320822,0.456809830704106,-1.2107580018029,-0.327326374156834,-1.02908233280996,-0.970751395057039,-1.20748253356328,-1.33157338314442,-0.495043348437767,0.327669742340047,0.262030312684916,-2.09780052988135,0.808466408901955,-0.355108308828581,-1.99082857330594,-2.24400399242337,-2.16711522563469,-0.495043348437767,0.194954696675974,-1.99082857330594,-2.21744737787485,-1.92379795676667,1.09184172059791,-0.0508953636333555,-0.0903611266096177,0.572723943410256,0.690570284399291,-0.648103302851775,-0.72861808572882,-1.42417825333018,-2.09780052988135,0.430653169171209,-0.327446341131609,-0.248101324374838,0.0661454421372738,-1.39609894876218,0.109660878374084,-2.24990494295124,-1.11370253554301,-0.417103585667146,-0.395783785417517,-1.10126199353689,0.0354949626897781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E2_20-24,0.344503107700506,-0.00805144888488066,-0.179071769135663,-0.43188134176862,-0.595781363269905,-0.747005841640345,0.893842185442479,0.756730106113603,0.206558247228185,1.33111789462696,-0.441710586339933,0.814843606533339,-0.965630152763011,0.012516762859004,-1.10260655795125,-0.494101443614158,-0.327823440467973,0.693101120112753,-0.725487760291852,-1.75724252772073,-0.106150316582075,-0.269149910417716,0.500364785308341,-1.98015180043005,-0.455566683964579,0.378836412022624,0.378692450834049,0.435790925196246,0.910413286743422,-0.21973808930508,-2.76396869053136,-1.86736469029049,-0.825052741977186,-0.455566683964579,0.30087521661443,-2.76396869053136,-2.55241078499551,-2.23617240147276,0.42220983975165,1.55548798413499,0.00770790605374545,0.889592694697896,-0.60598905582529,-0.788046322118642,-1.2639195915278,0.516555546021249,0.435790925196246,0.484734663142102,0.526397241649944,0.659169083424263,0.0291816982470223,1.0828854861945,0.449098531929572,-1.86826749714436,0.634397342047633,-0.024448215441679,-0.142546006364976,-1.53209922832651,0.00420222483023533,-1.61961155371126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E3_1-5,-0.739639105412006,-0.719916667222925,1.61576064728198,-0.153154216123752,-1.25341877354319,0.878905774511345,0.232895358462868,-0.0984295685274526,0.849357410834522,0.137488655553093,1.20542324719764,1.16655316553438,0.0162759135949462,1.28118494707656,0.821753874953917,0.515550457645196,0.542312744294505,1.53496971893901,0.641220336604105,-1.0654577415676,0.239122787896795,-0.244557465331364,1.34603168461056,0.734616671230538,0.251809144384512,1.10853006382516,-0.92460722998004,0.527074834896344,1.59845958694777,0.409458820793131,0.664022102400504,0.782752235566126,-0.399389913498419,0.251809144384512,0.268217214306396,0.664022102400504,0.432561773237884,0.879776181217527,1.54162587143141,1.79249471469603,0.0357105700521501,1.2360789534148,0.511596225395475,-1.08503657318004,0.338225309806563,0.0827754401519353,0.527074834896344,1.26633761087723,0.547842534661144,0.684439233406717,0.548401735851773,1.13925120445752,0.580699027635908,0.86449746950216,1.17375007965589,0.800296234317875,0.542179719934941,0.598701188701554,0.514596374533358,0.702795878699608,-0.903653209160249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E3_10-14,0.449951799829766,0.53817322888688,-0.0653241407589146,0.363383945467041,0.617604516116076,-0.26437866716211,0.9572431966802,0.889185089828732,-0.00175145614046082,1.49378099719053,-0.0246109151045329,0.420523618189502,0.360263684694689,0.833522439953629,-0.517505047101075,0.194180699314398,-0.144186287468704,0.450969767866747,-0.253595383376628,0.113057690577838,0.757969333039778,0.512743855287752,0.0997763177028176,-1.25423162620854,-0.554091161159279,0.17442162526688,-0.0107433467876,-0.821727744750406,0.615018528093962,-0.551810804435811,-2.02452202747372,-1.52824074683202,0.226734195386947,-0.554091161159279,-0.0654811485288558,-2.02452202747372,-1.93034479258184,-1.57871880184477,1.09889944617398,0.950504361860429,0.498744992219311,0.400417919658366,0.725820930748333,-0.13547569737793,-0.0220601389368282,1.51671895276696,-0.821727744750406,0.176232750059932,-0.760846810438305,-0.195481173036018,-0.0014431439918513,0.265900589066101,-0.0660015801787456,-1.26697486982157,0.1169447647486,-0.00415991469712259,-0.385260089709107,-0.83638485644745,-0.0174187119763762,-1.20071530376833,0.101375764529068,0.748376432397371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E3_30-34,0.599975797149746,0.342287098313711,0.214956760235264,-0.498321284804996,0.765793588170034,-0.654732447346358,0.722198233508043,0.290778722731015,-1.78254952110769,0.832861303400094,0.0236671276598754,-0.780002465159482,-0.550595093291022,-0.0792740452804814,-1.48724233475737,-0.46511716568136,-0.16001918248641,0.840212881986081,-1.67243239655817,0.297466761696223,-0.512156888356593,-0.448335969381835,-0.9852611805666,-1.21836579258032,-0.528656224284313,0.612969447800575,-0.544934727554197,-0.53239230264805,0.572778731987896,-0.552749036548606,-0.413812930455828,-0.420000370514279,0.105214830455444,-0.528656224284313,-1.79339567927766,-0.413812930455828,-0.621961598937488,-0.321455805418671,0.288165438214412,0.617328782237326,0.0144713485798489,0.139866949374686,0.245923133805991,0.140579344016605,-2.13625015049517,0.131763371201708,-0.53239230264805,0.337441672307824,0.131425049262272,0.321603886899398,-0.403218613028414,-0.507823948934746,-0.965559213126309,-0.379289375986245,0.287130973548128,0.28197288164463,0.249762880986086,-0.145847232271465,-0.42211873769033,-0.249602972034667,-0.198666811277698,0.405669534117358,-0.34268836115987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717_E1_1-5,-0.200350890414076,1.32061971483926,-0.866000890143099,0.0576985090507861,-0.834764367870374,1.24781064040304,-0.889277413304011,0.806254821304281,0.7440992842256,0.0501737656773317,0.340782397315341,0.742433669326178,-0.987816793760441,0.641685051720168,0.694129928379536,1.03504369620275,-1.02821185694049,-2.54792355804095,0.888484116870783,-0.293561700634984,1.7476610746327,1.0238679648547,1.1580846382188,0.90841027143596,0.249076364051054,-3.20138574576632,0.67486563816998,0.419723422370987,-2.59504379937195,0.00201051772342951,0.54457267119307,0.622106280943093,1.06168001734352,0.249076364051054,0.742433669326179,0.54457267119307,0.346574290569791,-1.25098326388879,-0.406460273180526,-0.0356933595261689,0.536046679660601,-1.99480094510227,0.276150018215959,1.51071266586086,0.423379997971516,-0.50862537383728,0.419723422370987,-1.74799751197398,0.968737642359932,1.0580516327869,0.773706323389102,0.667619212998918,0.909473016434995,0.662094736466307,-1.49092044969812,1.2842482138079,0.582206104829067,0.543913074073011,0.756878254803959,0.781022730361848,0.879413532386298,1.54498923736853,0.579178843288171,0.538082614951116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717_E1_10-14,0.0407991518903054,0.388949541829021,0.556332771716472,-0.0365444136690863,-0.824671364597137,1.09478897200677,0.344454870377088,0.835442147728729,0.315766786700892,0.0850339517463542,1.16263611922201,-0.840496723028005,-0.98955453630949,0.54609983271881,0.721981857417379,-0.332133050735481,-0.0389130576455953,-0.895917304492087,0.686736910213236,-0.561487099020456,0.312645454699044,0.0387034944338871,0.665063609570952,-0.306609387985784,0.182011106068404,-1.46247981989461,0.246558735870403,0.416623586150224,-0.601656319449884,0.229524641510036,0.559850357070899,0.707396375483241,-1.14501147068516,0.182011106068404,-1.27534106638774,0.559850357070899,0.328351992523185,0.209019203745653,0.275565834022878,0.940003420886206,0.684161672519903,-0.678696852943648,-0.484572588206703,0.631600370021214,0.356838478144151,0.332423741186178,0.416623586150224,0.154387837649828,-0.323763926496978,-0.76930818514601,0.727501547824199,0.239239810973642,-0.485160357214004,0.76983066096078,0.0376404855739829,0.721027317498821,-0.0717674464784746,0.547532382634032,0.690860210417446,-0.303965700261941,0.644494434700049,-1.05370700009111,0.163540229335571,0.530298732178165,1.3395284812466,NA,NA,NA,NA,NA,NA,NA,NA,NA
717_E1_30-34,0.385433936723243,0.573436255511792,0.617155993634911,0.308117268033388,-0.244767967606936,0.412575577628381,0.905834491931088,0.29972147729153,0.160871377770572,0.737760799752089,0.485319498966038,-0.614388663985433,-0.179982627825995,0.785923261097352,0.13699143503835,-0.012545961499115,0.113353293112407,0.653655982501965,0.0299056638874948,0.782221214612885,-0.115347599732677,-0.184238610219707,0.0667904045666052,-0.899229613593093,-0.302027302114747,0.445404570792668,-0.383651328192576,-0.12352917970188,0.81753704236082,-0.306403663125146,-0.00244437027004727,0.0404695411385303,0.00110290785674842,-0.302027302114747,-1.75123264351829,-0.00244437027004727,-0.212666103845559,0.127465632537355,1.03458066349168,1.05700073125255,0.541859621942031,-0.11112428030692,1.05476145456891,0.149663113760217,0.366872224074032,0.222054376423298,-0.12352917970188,0.428982772387083,-0.162149056831158,0.0401938797754109,0.251174721783954,-0.894886715223691,-2.92992348376266,0.0879024374915605,0.38031893715746,0.269126496892503,-0.0415840275034998,-0.0452203359882139,0.224706693020762,-0.025131301621323,0.331222022693884,0.515813454556796,-0.166175127720324,-0.0687849560983048,0.805384919859901,0.518170976782153,NA,NA,NA,NA,NA,NA,NA,NA
717_E2_1-5,0.12029139398508,1.4577936657914,0.970790215323603,1.22308496372792,0.394515674454011,0.831737759293433,1.41996598605278,0.800977397749947,0.0699365951385011,-0.672234669306372,0.298312389568346,-0.425269606074689,0.954866358801305,0.763522763851548,0.565875250315318,-0.0932483240724239,0.775661478698401,0.873006549857652,0.389241406779465,0.866833424127956,1.01316811139733,-0.480671438798778,0.664882474347753,0.370290659937349,-0.223682577025099,0.14224088465869,-1.78147876754472,0.62582109829963,0.842111448325195,0.411988556890004,0.780719931388879,0.915410481583961,1.36292683752901,-0.223682577025099,-0.729587025323647,0.780719931388879,0.526922133482552,0.713589828732417,1.42582909817217,-0.458157484062457,1.07406256390865,0.0985634484988173,0.636203249275547,0.27244421079679,0.708881864919529,0.96355548138242,0.62582109829963,0.614401512699661,0.433451116738358,0.668454781174263,0.414264692778767,0.630685004550182,0.325413106854542,0.994700489990567,0.762015640150483,1.60699130975289,0.307541015591614,0.502434894211561,-0.264627856947614,1.08967698682307,0.910549165022538,-0.0434920830078777,0.660280048048704,-0.788985995737365,0.773736792132244,-0.148570192569881,0.159104090209346,NA,NA,NA,NA,NA,NA,NA
717_E2_10-14,0.684802945963585,1.26806398183352,-0.499096967786675,0.346159000721668,-0.145225302158877,0.183770195677768,0.917714290921596,-0.706761990408895,0.602885476444987,-0.973294792146694,0.124834037704002,-0.314829385155028,-0.582512233554427,0.585897944456637,-0.697376118291462,0.0287078542803863,-0.0216685405617554,-0.464437217260571,-0.110057741017813,-1.19708421743083,1.18768655392518,0.679323831519446,1.24348305989542,-1.82562310096635,-0.0477093722877681,-0.891716800401579,0.483580595992177,-0.00324706670105888,-0.555903588276333,0.019577022455265,-1.88444799329302,-0.985285015265231,0.0873540976457804,-0.0477093722877681,0.267555307915883,-1.88444799329302,-1.76388222324996,-1.86852939298689,0.298566131098715,1.23132138188012,-0.0880246082958055,-0.377381865181894,0.0510056546032244,-0.165831178498967,-0.299328167312964,1.76594366185285,-0.00324706670105888,0.345793593545146,-0.0769900174989626,0.568049443278764,0.519536859360564,-0.0185008483926593,0.575339424606677,-0.988178772655004,-0.38041583359829,0.417561892338367,0.21687626898518,-0.634496723288281,0.488814019907386,-0.899991987280002,0.487471202229279,-0.329065772139924,1.01826405383136,0.000309237542578478,-0.530501038400669,-0.382623848927026,-0.127934864737877,0.819292027061992,NA,NA,NA,NA,NA,NA
717_E2_20-24,0.216523681497117,0.684376262702612,-0.0733333388060814,0.455259874867188,-0.173919779778677,0.68684044664131,0.620680682445101,-0.223928837890912,0.401829359128351,-1.23884756245103,0.286035879997856,-0.868421215164211,0.168214134685226,0.638623645209345,0.204705132618531,0.590651276921567,-0.0875420094229496,-0.533392369535111,0.438017387987318,0.389337854900046,0.757364861296123,-0.180343683432599,0.574871589322657,0.435147331886798,-0.19890911474555,-1.89126026299608,0.340683428202354,-0.0294739360724016,-1.09513988932196,-0.233327058958503,0.0945349358787244,0.140011366784611,0.277148147617897,-0.19890911474555,0.263229381496347,0.0945349358787244,-0.122112457014209,-0.347747551088438,-0.0131423778228322,-1.31481322228535,-0.667185689721501,0.340680267811986,0.930062396993502,0.510406624733419,0.455278005662883,-0.0864802297294852,-0.0294739360724016,0.255101485106421,-0.0891847707296578,0.0945790428253991,0.356887149288029,-0.800305924665752,0.595397384252851,0.201058053822258,-0.515085042155254,0.607118497300165,0.0636631087789749,0.0663810392420521,0.321742859207582,0.074413319839528,0.44141233741857,0.819385375933989,-0.0563833148884813,0.0460944825285119,-1.63248669424936,-0.0498812702858875,0.535931245917826,0.883456725759216,-0.189723688961508,NA,NA,NA,NA,NA
717_E3_1-5,-1.15204069974895,1.1805753933712,-1.2117454619072,-0.51162278883552,-1.93875314502308,1.61278561717064,1.06944934686594,-1.22739302838593,1.31276231115455,0.695366079565453,-0.53036324749029,-2.22505699213368,-1.24568754228799,0.915935428327698,-1.16259621945234,1.56841717540351,-0.555990015039615,-2.26394499121918,1.34833513757926,-1.03544180571803,2.06032447549809,-0.755313393547085,1.94490469917033,1.53330204308748,0.569735145628773,-2.04571913742028,1.20738642735347,0.770455911127448,-2.07680841510515,0.442774525033457,0.91978547318508,1.10102325940357,1.3590500465976,0.569735145628773,1.12579419272686,0.91978547318508,0.678670342002808,-0.843868858853259,-0.332311659046653,-0.102743050713876,-0.609975001457987,-0.945219132725072,-0.124014925246243,1.06458381788339,-0.576222441112709,-0.135416658951195,0.770455911127448,-0.695797241310339,0.81245344897647,0.888311513733895,1.06216706864756,-1.21974079076187,1.23366751014666,1.19273792983409,-1.16771016199972,1.44343043035062,0.943244672222719,0.990701485855072,1.02823120725251,1.05178170636201,0.645829769912511,2.05253187165601,1.04155487217806,0.992087316475968,-3.08379653527161,-2.18320971110485,0.957201684478164,1.35085446253834,-0.760126771971067,-0.930200782651464,NA,NA,NA,NA
717_E3_10-14,0.938452599624365,1.80429760447798,1.81162044955701,1.45476027029195,1.53285130711699,0.991558288982044,2.88942917334774,2.20790072407384,1.32119493078394,0.0831363396813033,1.42204962285259,1.82859099865866,1.51337947974206,-0.0169487211212008,0.993414704380612,-0.0605101025127138,1.03756161821243,2.02865458395998,1.09211373817719,0.754550285382532,2.07658210212966,-0.340608716961461,0.238537038794524,-0.123571018736876,0.502572278550896,1.53679801211937,1.31552171410749,1.12203448253446,1.79930359347005,0.523306831375881,-1.07357504703761,-0.289803598503087,2.03360977315891,0.502572278550896,0.915852398796617,-1.07357504703761,-1.00439217455025,-0.480029308835908,2.90561903414939,1.81069404749557,2.14465597094901,1.96289889610984,1.40196287935057,1.24145301649924,1.28842655432629,0.565125355700697,1.12203448253446,2.01179697112322,0.00218192087048506,1.26973762673868,1.13908368800581,2.09125814783934,1.15457029976957,-0.0941936881971234,1.95187145465727,1.64161513833528,0.858395804567671,0.309398953255669,1.08386900425889,-0.72539598517569,1.89015764143629,0.0648113480861279,1.88530494682544,0.867214390940899,1.75535760537103,0.902259072298346,0.97688811123555,-1.221886492615,2.4600985112443,1.15235692428647,2.47525220220554,NA,NA,NA
717_E3_20-24,-0.247700221553226,-1.42116301418589,1.48355751596021,-0.0135518458586786,0.258128629049258,1.31056615886832,-0.0298838558072156,-0.552347345890566,0.99344285683394,0.098519010914311,1.22537318386256,1.90513249528568,-0.287911096855308,-0.252551094720159,1.16967261435066,-0.357981824219303,-0.197057002033399,1.73224263026671,1.03438834713733,1.32282809957943,-1.27322904661131,-1.09235248229598,1.25434179737179,0.221411290359798,0.219617273952419,1.2491118802264,1.27100870266867,-0.990372651806987,1.73609691409298,0.481469507553753,-0.867992789925321,0.0248490788733477,-1.62918098909961,0.219617273952419,1.08436732418032,-0.867992789925321,-0.239328998341585,0.753680173350403,-0.273451144858688,2.07834106165075,0.155555179145282,1.9716120795979,-0.889650715040672,0.0941465836722888,0.1530638560205,-1.40736577409033,-0.990372651806987,1.57996668331918,1.18350844520513,0.0873896012185521,-0.727534885981927,0.333609576311562,1.28446718313471,-0.337418191179459,0.477400245794464,1.25161208103757,0.404084745769273,0.262532087383446,-0.0321445934192519,-0.392733894396686,-2.34052978792306,-1.32169513593274,0.380035706965172,0.602549369738252,1.69821019444906,-1.23016188664906,1.03560920671269,0.750224844547263,-1.29315950135987,1.12857225776765,0.686916631141544,0.0808173886263025,NA,NA
717_E3_30-34,0.831427361860445,0.581719348078666,0.357477153480207,0.201874104605488,1.1668133373051,0.328760658825232,1.10404853232901,0.480374013562433,-1.63251299532289,1.09441910145644,0.56183401164059,-0.62632948455843,0.345625159844251,0.361275464209518,-0.485588997661705,-0.140714014407389,0.0233372158557688,0.780033460573647,-1.30681570650022,0.495363431625028,0.319554990458515,0.398868036624,-0.0500168115664038,-1.01174717663956,-0.828696966800741,0.481950120514131,-0.39957634375908,-0.399599307731496,0.539127059790263,-0.781967850516167,-0.281291512005316,-0.271546413057243,0.311980447252336,-0.828696966800741,-1.62789585227358,-0.281291512005316,-0.496473357732143,-0.199019150996729,0.683294994528946,1.03480177478182,0.49073715788977,0.262715676123193,0.611046018658401,0.571211913122822,-0.125819836051401,0.309464117970664,-0.399599307731496,0.462470430653119,0.288782681164146,0.461717258984728,-0.246888028635496,-0.252414698574072,-0.756921180901297,-0.222001998411146,0.335943249060808,0.635186900215424,0.123690011721276,-0.18226461525481,-0.267840660379627,-0.0920842976689998,-0.0299445717609987,0.646760453818368,-0.201788276400361,-0.288690133243468,0.511431587913788,0.760414406105913,0.0729782767130886,-0.176880988824019,0.295306361404944,0.176153682028545,1.10025198278978,1.15887929570745,0.8583605765298,NA
