,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
72,0.8994,0.8318,0.9994,0.6338,0.9998,0.9982,0.8182,0.5914,0.9898,-1,0.202,-1,0.7481,0.8212,-1,-0.0348000000000001,-1,-0.4532,0.87,0.5374,0.0980000000000001,0.9714,0.9826,1,0.8066,0.5222,0.9996,0.4764,0.6818,0.9986,0.373,-1,-1,-1,0.939,-0.3888,-0.4082,0.9372,1,0.9818,0.9966,-0.809,-0.7146,0.9956,0.9976,0.9738,0.4744,0.945,0.7504,0.775,0.6536,-1,0.986,0.606,0.7366,0.7116,0.9648,0.3778,0.9186,0.935,0.1148,-0.313,-0.1044,1,0.9978,0.4118,0.892,0.9568,0.9992,0.0840000000000001,-0.7374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.8164,0.3596,0.9184,-1,0.6564,0.734,0.6402,0.3868,0.7374,-1,0.6516,-1,-1,0.8356,-1,-1,-1,-0.9098,0.3924,0.95,0.9684,0.929,0.9562,0.9996,-1,-0.1864,0.748,-1,-1,0.8776,0.8132,-1,-1,-1,0.918,-0.7442,-0.7516,0.8596,0.9944,0.9968,0.9998,0.985,0.9852,0.4606,0.489,-0.6044,0.2538,0.7014,-1,0.4412,-0.2438,-1,0.8942,-0.5576,-0.0938,0.3522,0.4352,0.1586,0.9,0.8194,0.3912,-0.628,0.6422,1,0.6162,0.498,0.9972,0.9792,0.997,0.319,-0.89,-0.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.7798,0.176,0.952,-1,0.418,0.7936,0.3134,0.3882,0.843,-1,0.2078,-1,-1,-0.1512,-1,-1,-1,0.8138,0.739,0.9998,0.9828,0.5086,0.9674,0.9992,-1,-0.2732,0.8228,-1,-1,0.9128,0.2184,-1,-1,-1,0.8188,0.0631999999999999,0.2448,0.9998,0.9978,0.9366,0.997,0.7592,0.7908,-0.326,0.1576,0.2844,0.1832,0.8802,-1,0.3818,-0.3172,-1,0.9506,-0.6696,-0.1926,0.2784,0.3578,0.226,-1,0.477,0.1376,0.7298,0.861,0.9246,0.2772,0.6468,1,1,0.9974,0.387,-0.9316,0.2462,0.8674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,-0.8194,-0.5738,-0.3848,-0.5772,0.1488,-0.144,-0.7344,-0.787,-0.447,0.1196,-0.565,0.1178,0.1158,0.036,0.1145,0.3992,0.3207,0.4846,0.733,-1,-1,0.9078,-0.5048,-0.5318,-0.0688,-0.5786,-0.2048,0.2265,0.2254,-0.471,0.6624,0.1175,0.1182,0.1162,0.04,-0.2092,-0.246,-1,-1,-1,0.7912,0.869,0.8688,-0.0816,-0.4688,-0.0864,-0.107,-0.6722,0.1188,-0.7766,-0.6902,0.3067,-0.4666,-0.5168,-0.5742,-0.3334,-0.421,-0.493,0.5459,0.8176,-0.6814,0.523,0.7702,0.9466,0.748,0.0162,-1,0.7704,-1,0.1376,0.0346,0.8402,0.9356,0.8654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,-0.59,-0.0165999999999999,0.3676,-0.0688,0.519,0.4842,-0.4382,-0.8112,0.2022,0.2956,0.152,0.2927,0.3023,0.6168,0.2965,0.0396000000000001,0.673,0.4662,0.847,0.6128,0.9232,0.907,-0.8334,0.1544,0.0669999999999999,-0.5366,0.4308,-0.5174,-0.505,0.3488,0.796,0.3012,0.3009,0.2908,0.7384,-0.299,-0.459,0.8654,0.9934,0.9694,0.8738,0.913,0.9202,0.4716,0.363,0.5126,0.1538,-0.1466,-1,-0.9792,-0.3758,-0.4274,0.319,-0.3938,-0.2426,-0.0768,0.3984,-0.2388,0.6846,0.9264,0.1732,0.5614,0.7436,0.9656,0.9882,-0.388,-1,0.8744,0.7064,0.749,0.5968,0.9406,0.931,0.9732,-0.9512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,-1,0.722,0.8114,0.4844,0.9824,0.7658,-1,-1,0.371,0.7066,-1,0.7091,0.703,0.6692,0.7004,0.531,0.9773,0.9996,0.9994,0.9708,0.9916,0.9998,-0.8674,0.9342,0.6138,-1,0.8376,-1,-1,0.7156,0.8996,0.7054,0.7109,0.7047,0.8392,0.7722,0.6554,0.9828,1,0.9998,0.9894,0.9992,1,0.984,0.9776,0.7712,-0.129,0.4748,-1,-1,0.4548,-1,0.7854,0.5858,0.5424,0.1946,0.7614,-0.328,0.9316,0.9956,0.8778,0.9974,0.9936,1,1,0.608,0.91,0.9648,0.9988,0.897,0.9264,1,1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.0731999999999999,0.764,0.9632,0.479,0.999,0.971,0.3406,-0.5722,0.941,0.6747,0.3544,0.6735,0.677,0.5944,0.6656,0.3872,0.9689,0.9806,0.9672,0.9746,0.9902,0.9926,0.6624,0.4432,0.8302,-1,0.9768,0.2888,-1,0.9696,0.602,0.6682,0.6568,0.6637,0.9256,0.8424,0.7906,0.9698,1,0.9996,0.8948,0.9816,0.9808,0.9668,0.9878,0.9168,-0.5834,0.2856,-1,-1,0.4758,-1,0.1834,0.577,0.5704,-1,0.0972,-0.6814,0.5652,0.935,0.9118,0.99,0.963,0.9958,0.9996,0.861,0.9246,0.9588,0.9906,0.8586,0.9556,0.9914,0.963,0.954,-0.3874,0.1658,0.5692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,-0.8464,-1,-1,-0.935,-0.6924,-0.8492,-0.761,-0.7128,-0.9554,0.1198,-0.6754,0.1131,0.1148,-0.7306,0.1149,0.4052,0.3121,0.3772,-0.2206,-1,-1,0.2406,-0.2118,-1,-0.9046,-0.8018,-0.9564,-0.8856,-0.757,-0.9924,-0.644,0.1204,0.1133,0.1204,-0.6408,-0.8064,-0.5752,-1,-1,-1,0.6316,0.3438,0.322,-1,-1,-0.82,-0.926,-0.9572,-0.8466,-0.9396,-0.999,-0.8968,-0.5682,-0.9948,-0.9732,-0.457,-0.2382,-0.2752,-0.6748,-0.5598,-0.5268,-0.00880000000000003,-0.2906,0.6296,0.0558000000000001,-0.9374,-1,-1,-1,0.112,0.0904,0.3298,0.168,0.1292,-0.7414,-0.4312,-1,-0.4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,-0.2374,-0.341,0.413,-0.7556,-0.8944,0.1836,-0.3088,-0.9366,0.3922,0.5419,-0.1658,0.5417,0.5443,-0.112,0.5392,0.1768,0.1176,0.9576,0.9846,-1,0.107,0.7062,0.4924,0.958,-0.6696,-0.2966,0.1582,-0.1362,-0.0346,0.3724,0.2136,0.5353,0.5422,0.5355,0.6408,-0.3732,-0.8946,-1,0.7954,-1,0.1322,-0.000600000000000045,-0.0108,-0.6456,-0.7462,-0.3256,0.3358,0.4416,-1,-1,-1,-1,0.8552,-0.7782,-0.6144,0.337,0.8304,0.2194,0.7874,0.5174,-0.2766,0.9476,0.6466,0.4888,0.2488,-0.2864,-0.8794,-0.086,0.4798,0.6706,0.7618,0.996,0.626,0.2452,-0.67,0.0262,0.9818,0.956,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.3588,0.02,-0.9638,-1,-0.5918,-1,0.0975999999999999,-0.3674,-1,0.5661,-0.4858,0.5703,0.5681,-0.0758,0.5664,0.153,0.181,0.9894,0.983,0.99,0.9968,0.4222,0.671,0.277,-0.998,-0.532,-1,-1,-1,-0.9994,0.2618,0.5684,0.5671,0.5587,0.6204,-0.157,-0.653,0.9808,0.9894,0.9936,-0.6358,-0.3804,-0.3844,-0.4452,-0.489,-0.9992,-0.592,0.2566,-1,-0.2448,-0.807,-1,0.5888,-0.6656,-1,-0.1638,0.653,-0.8468,0.6772,0.6056,-0.2294,0.9814,0.6214,0.9016,0.1366,-0.1192,0.974,0.99,0.993,0.5036,0.6352,0.9994,0.8512,0.8068,0.1982,0.634,0.9604,0.9156,-0.5154,-0.7656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.2247,-0.445,0.6845,0.2184,0.4196,0.6055,0.1814,0.2605,0.4237,0.0472999999999999,0.1418,0.0483,0.0475000000000001,-0.6852,0.0458000000000001,-0.865,0.1368,0.0109999999999999,0.2854,-1,-1,0.5864,-0.081,0.8519,0.546,0.334,0.6588,0.0899000000000001,0.0972,0.5087,-0.6852,0.0448999999999999,0.0466,0.0454000000000001,-0.6916,0.5093,0.5105,0.8512,-1,0.9612,0.7952,0.6314,0.634,-0.1322,0.0588,0.6372,0.4501,0.4158,0.0422,0.2277,0.2245,0.1377,0.4865,0.4069,0.1771,0.5156,0.5135,0.3732,-0.7738,-0.515,0.2632,-1,0.2518,0.7866,0.4606,0.6102,0.994,0.9506,0.9624,-0.5264,-0.1504,0.4444,-1,0.4924,0.2206,0.5217,0.5956,0.525,0.2228,0.7945,0.3236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.22,-0.0744,-0.243,0.2199,-0.1508,-0.0135999999999999,0.1824,0.2625,0.4111,0.0498000000000001,-0.974,0.0499000000000001,0.0467,-0.7944,0.0451999999999999,-0.8948,0.1293,0.5656,0.6042,0.958,0.9062,0.00960000000000005,-0.2846,0.0147999999999999,-0.452,-0.7854,0.0589999999999999,0.0984,0.0944,-0.00480000000000003,-0.3774,0.0490999999999999,0.0491999999999999,0.0476000000000001,-0.849,-0.0758,-0.1134,0.3742,0.5774,0.544,0.5406,0.659,0.6418,-0.2696,-0.3276,-0.2692,-0.4646,-0.4568,0.0481,-0.7152,0.2263,0.1404,-0.6618,-0.2504,0.1808,-0.257,-0.1728,-0.7636,0.2649,-0.0988,-0.525,-0.1096,0.0138,0.5834,-0.504,-0.6094,0.5722,0.777,0.7136,-0.5364,-0.8166,-0.0774,0.6438,0.3332,0.217,-0.1144,-0.2932,-0.00760000000000005,0.2234,-0.3318,-0.4234,0.0909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.1223,0.3641,0.4319,0.1156,0.6388,0.3724,0.0876999999999999,0.1355,0.2303,0.0225,0.0646,0.0244,-0.9536,0.1925,0.0217000000000001,0.0942000000000001,0.0659000000000001,0.5426,0.3168,0.9647,-0.6574,-0.5438,0.3862,0.6108,0.3201,0.1906,0.4125,0.0467,0.0457000000000001,0.3069,0.1895,0.0226,0.0254000000000001,0.0216000000000001,0.1824,0.3005,0.3046,0.9342,0.955,0.9805,0.9029,-0.3376,-0.3358,0.4722,0.5663,0.391,0.2596,0.226,0.0226,0.1182,0.1171,0.0716000000000001,0.2806,0.2397,0.1006,0.307,0.3008,0.208,-0.8242,-0.9262,0.1382,0.5649,0.6381,-0.8346,0.0878000000000001,0.3741,0.9189,0.947,-0.6526,0.2338,-0.2818,0.7591,0.5822,-0.8518,0.1128,0.2977,0.7139,0.668,0.1175,0.5354,0.5688,0.0494000000000001,0.0459000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,-0.1782,-0.1964,0.398,-0.6126,0.3192,0.2872,-0.601,-0.1044,-0.0618,-1,-0.6624,-1,0.1905,-0.3718,-1,-0.184,-0.9178,-0.8954,-1,-1,-1,-0.091,0.6648,0.7488,-0.3456,-0.509,0.4132,-0.7262,0.3365,0.222,-0.546,-1,-1,-1,-0.35,-0.4846,-0.5764,-1,-1,-1,-1,-1,-1,-0.00619999999999998,0.1494,-0.2396,0.2968,-0.048,0.1892,-0.299,-0.5846,-0.4602,0.1264,-0.4206,-0.6292,0.334,0.3278,0.2742,-0.2014,-0.4292,-0.7992,-0.8374,-0.5586,-1,-0.6578,-0.5122,0.7182,0.9534,-1,-0.928,-0.7996,-0.7332,-0.0145999999999999,-0.2672,-0.5204,0.4128,0.8108,0.8926,-0.6448,0.2644,0.3492,0.3279,-0.5192,0.1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.283,0.4434,0.8498,-0.2396,0.9278,0.8848,-0.3544,-0.2464,0.8004,-1,0.3514,-1,0.5428,0.4794,-1,-0.214,-0.6084,-0.713,-0.8662,-1,-1,-0.4294,0.802,0.9644,0.5222,-0.5012,0.8692,0.3242,-1,0.828,-0.8312,-1,-1,-0.242,0.4512,-0.9844,-0.9966,-0.6394,0.97,-1,0.4804,-0.3114,-0.3118,0.7082,0.6102,0.7738,0.492,0.692,-1,0.0842000000000001,0.1488,0.2338,0.6446,0.00499999999999989,0.22,0.1548,0.7242,0.3192,0.625,-0.4524,-0.6868,-0.1884,-0.924,-0.004,0.9668,-0.5206,-0.3612,0.3358,0.9444,-0.2294,0.1556,-0.0858,-0.395,-0.0312,0.4546,0.4422,0.9698,0.9848,-0.1264,0.6656,0.772,0,-0.1428,0.546,-0.6584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,-1,-1,0.9884,-1,-1,0.9744,-1,-1,0.9848,-1,-1,-1,0.9341,0.9684,-1,-1,-1,-1,0.9946,0.946,0.9892,0.9454,-0.2524,0.9998,-1,-1,0.979,-1,-1,0.9916,0.8948,-1,-1,-1,0.977,-1,-1,0.9118,1,0.9342,1,0.994,0.996,0.897,0.9068,0.9202,0.9392,0.9838,-1,-1,-1,-1,0.9976,-1,-1,0.8866,0.9666,0.9232,0.9888,0.9886,-1,-0.716,0.842,1,0.9142,-1,0.746,0.9474,1,-1,-0.3136,0.2758,0.9692,0.9956,-1,-1,0.937,0.959,-1,-1,0.9774,-1,0.6806,0.9327,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.9446,0.8378,0.9994,-1,0.451,0.998,0.9152,0.8022,0.9992,-1,-1,-1,-1,0.9434,-1,-1,-1,0.8654,0.9774,0.9994,0.9784,0.978,0.9776,1,0.9766,-1,0.997,0.972,-1,0.9996,0.6764,-1,-1,-1,0.99,0.4636,-1,1,0.9996,0.9704,1,0.9604,0.9626,0.9266,0.9584,0.98,0.94,0.9938,-1,-1,0.861,-1,0.9976,0.796,0.9358,0.8882,0.9406,-1,0.9516,0.9734,0.834,0.0256000000000001,0.979,0.9994,0.9574,-0.0154,0.9998,0.9958,0.9978,0.9352,-1,-0.5316,0.9988,0.9686,0.9538,0.9822,0.9938,0.9816,-1,0.8108,0.9972,0.9366,0.7662,-0.2558,-1,0.7472,0.9992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.7216,0.6018,0.9722,-1,0.1472,0.9548,-1,0.335,0.9588,-1,-1,-1,-1,0.834,-1,-1,-1,0.9302,0.873,0.9998,0.9858,0.9506,0.8466,1,-1,-1,0.9528,-1,-1,0.9768,0.5514,-1,-1,-1,0.9626,0.442,0.1238,1,0.8558,0.9398,0.9858,0.94,0.9474,-0.646,-0.4644,-0.2064,-1,0.4182,-1,-1,-1,-1,0.956,-1,-1,-1,0.4288,-1,0.8804,0.9414,-1,0.723,0.9888,0.9998,0.8092,0.1772,1,1,0.8478,0.9356,0.4638,-0.8756,0.9968,0.9378,-1,0.924,0.9978,0.9976,-1,-0.3034,0.9568,0.8664,0.7408,0.5754,-1,0.7076,0.9978,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.3218,-0.4668,0.8282,0.3227,0.7778,0.7551,-0.7564,0.3744,0.5577,-1,-0.7312,-0.905,0.0748,-0.3824,-0.9244,0.2553,-0.7976,-0.08,-1,-1,-1,-1,0.7776,0.9439,0.701,0.4736,0.8056,0.1428,0.1336,0.666,0.4754,-0.9192,-1,-0.9242,-0.3978,-0.3414,-0.3964,-1,-1,-1,0.8182,0.6614,0.663,0.8668,0.646,0.7791,0.5947,0.5539,0.0682,0.3218,0.3162,0.1998,0.6319,-0.1608,0.2627,0.6699,0.6711,0.5114,0.3671,0.6372,-0.7508,0.00600000000000001,0.1302,-1,0.6234,-0.2812,0.6626,0.889,-1,-0.9546,-0.918,-0.1768,0.4962,-1,-0.611,0.6701,0.761,0.9676,0.3175,0.911,0.9234,0.1353,0.1356,0.0708,-0.7658,-1,-1,-1,0.9332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0.2374,-0.1538,0.9294,0.0431999999999999,0.8434,0.7666,-0.2624,0.0449999999999999,0.6872,-1,0.0886,-1,0.2766,-0.0422,-1,-0.5088,-1,0.00520000000000009,0.0871999999999999,-1,0.8898,-0.8544,0.7908,0.9306,0.3154,0.5062,0.873,0.4854,0.4756,0.7886,-0.6146,-1,-1,-1,-0.1,-0.3484,-0.4672,0.8888,0.9976,-1,0.8742,0.651,0.6342,0.1414,0.2824,0.3092,0.8232,0.826,0.2814,0.1326,0.2556,0.6432,0.8612,0.3214,0.2678,0.644,0.8416,0.5694,-0.4376,-0.4204,-0.9036,0.374,-0.544,-1,0.6746,-0.1626,0.8936,0.9726,0.985,-0.7598,-0.601,0.4828,0.2286,-0.9338,-0.245,0.5208,0.9926,0.9722,0.1666,0.5974,0.6444,-0.5304,0.4746,0.2679,-0.8802,-0.117,-1,0.8596,0.928,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.866,0.2574,0.9844,-1,-0.2418,0.9446,-1,0.6524,0.9554,-1,-1,-1,-1,0.765,-1,-1,-1,0.9652,0.6726,0.9996,0.9886,0.7922,0.7908,1,-1,-1,0.9422,-1,-1,0.9762,0.5874,-1,-1,-1,0.949,-0.3432,-1,1,0.983,0.7966,0.9866,0.9668,0.9638,-0.1722,-0.0862000000000001,0.727,0.751,0.5538,-1,0.7846,0.317,-1,0.9236,-0.1076,-1,0.818,0.8638,0.2632,0.9014,0.9038,-1,0.9102,0.9794,0.9876,0.7752,0.4184,1,0.9996,0.9908,0.6974,-1,0.7994,0.999,0.8336,0.9446,0.9482,0.9948,0.9918,0.6342,0.2298,0.9362,0.7982,0.6876,0.789,-1,0.3694,0.9936,0.9436,0.9534,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
