,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
91,0.3204,0.6842,0.8442,0.4598,0.8702,0.6926,0.4738,0.693,0.6636,0.00839999999999996,-0.8606,0.00800000000000001,-0.8786,-0.8824,-0.5564,-0.586,-0.8348,0.8824,0.7752,0.5978,0.5562,0.7432,0.6819,0.4891,0.7026,0.0169999999999999,-0.8954,-0.9688,-0.9888,-0.6302,-0.4798,-0.7402,-0.723,-0.7834,-0.7764,0.7644,0.865,0.7054,0.5429,0.4188,0.6003,0.353,0.4394,0.5427,0.6149,0.683,0.4594,0.4339,0.3904,0.2706,0.0234000000000001,-0.9206,-0.8932,-0.829,-0.927,-0.947,-0.662,-0.5248,-0.588,-0.9828,-0.8768,-0.865,-0.8852,0.2962,0.6902,0.9156,0.5978,0.7093,0.6484,0.8312,-0.7914,-0.9814,-0.9164,-0.6802,-0.6198,-0.6084,-0.9858,-0.7362,-0.9558,-0.8514,-0.8182,-0.7914,0.8906,0.3824,0.743,0.6276,0.2362,0.7154,0.7748,0.7394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.949,0.8776,0.9206,0.9014,-1,0.8682,0.9886,0.9828,0.9082,-0.829,-0.2906,-1,-0.9982,-1,-1,-1,-0.9868,0.8424,0.8296,0.9778,0.9924,0.8548,0.9894,0.7784,0.9004,-0.7914,-0.2946,-1,-1,-1,-0.7634,-1,-0.723,-0.836,-0.8516,0.9338,0.9272,0.9296,0.9544,0.9008,0.7874,0.9776,0.9546,0.7062,0.9478,0.9022,0.9778,0.8592,0.7092,0.809,-0.9968,-0.993,-0.989,-0.9666,-0.9248,-0.9504,-1,-1,-0.883,-0.8438,-0.9302,-0.9926,-0.8696,0.9612,0.893,-1,-1,0.9542,-0.2936,0.7422,0.1062,-1,-0.9998,-1,-0.9982,-0.871,-1,-0.9984,-1,-1,-0.986,-0.9824,0.9762,0.971,0.791,0.8456,0.1928,0.9994,0.8828,0.8574,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.9916,0.9966,0.9978,0.9764,0.9778,0.9952,0.9982,0.9996,0.9984,-1,-0.3948,-1,-0.8474,-0.9746,-1,-1,-1,0.9998,0.6822,0.9992,0.9924,0.9896,0.9984,0.807,0.9964,-0.8258,-0.2596,-1,-1,-1,-0.9892,-0.9998,-0.9972,-0.9946,-0.996,0.9994,0.9998,0.999,0.9766,0.8928,0.8176,0.998,0.9968,0.817,0.9178,0.9994,0.999,0.829,0.7266,0.7008,-1,-0.984,-0.995,-0.9964,-1,-0.814,-0.9998,-1,-0.9996,-0.7062,-0.7688,-0.9998,-0.9996,0.9816,0.9906,0.8738,0.0116000000000001,0.9712,0.9632,0.9778,0.3416,-1,-0.9618,-0.9998,-1,-0.9984,-1,-0.996,-0.9998,-0.9948,-0.998,-0.9978,1,0.9938,0.9938,0.9924,0.302,0.9998,0.9876,0.9814,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1,0.9998,0.9932,0.9996,0.9782,0.9904,0.998,0.9998,0.9976,-0.688,-0.121,-0.6978,-0.2746,-0.5066,-1,-1,-0.9998,1,-0.5488,1,0.9996,0.9674,0.9994,0.8698,0.9884,-0.5802,0.0247999999999999,-0.9792,-0.813,-0.9998,-1,-0.999,-1,-1,-0.9998,0.9996,0.9998,0.9986,0.6908,0.2834,0.9836,0.9988,1,0.9094,0.6494,1,0.9994,0.2614,0.0122,-0.0716,-1,-0.8854,-0.9932,-0.9982,-1,-0.4422,-1,-1,-1,-0.6202,-0.52,-0.9986,-1,0.995,0.9916,-1,-0.6384,0.9886,0.9742,0.937,0.0726,-0.678,-0.5856,-1,-1,-1,-0.6722,-0.9988,-0.6894,-0.6252,-0.9984,-0.9998,1,0.9966,0.9918,0.9936,0.5512,1,0.9898,0.9616,-0.6698,-0.7456,-0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.1758,0.2322,0.6606,0.1174,0.6354,-0.0108,0.7026,0.4922,0.3368,-1,-0.729,-1,-0.9044,-0.732,-0.9992,-0.9996,-0.5586,0.8982,0.1736,0.5882,0.7014,0.2416,0.4754,0.521,0.2652,-0.9422,-0.7808,-0.9594,-0.9998,-0.9996,-0.769,-0.9758,-0.4992,-0.3384,-0.328,0.536,0.7724,0.4508,0.754,0.9454,0.152,0.5356,0.3342,-0.0266,0.5012,0.6032,0.505,0.742,0.4882,0.8048,-0.8538,-0.8998,-0.5832,-0.722,-0.633,-0.8584,-1,-0.9992,-0.9402,-0.8858,-0.7356,-0.5992,-0.4854,0.793,0.8216,-1,-0.0794,0.5674,0.5518,-1,-0.2078,-1,-0.9872,-0.9998,-0.9886,-0.8828,-0.9398,-0.681,-1,-0.9558,-0.6592,-0.917,0.764,0.623,0.3254,0.2572,0.0998000000000001,0.8942,-1,0.5674,-1,-0.9996,-1,-0.5018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.9978,0.9996,0.9994,0.997,0.9792,1,0.9998,1,0.9996,-1,-0.3348,-1,-0.975,-1,-1,-0.9998,-1,1,0.9866,0.9996,0.9994,0.999,0.9998,0.9482,0.9996,-1,-0.3468,-1,-1,-0.9994,-0.809,-0.9996,-0.9506,-0.8382,-0.8758,1,0.9998,1,0.9952,0.938,0.957,0.9996,0.9998,0.9572,0.9754,1,1,0.899,0.8228,0.6342,-1,-1,-1,-0.8614,-0.9988,-0.9852,-1,-1,-0.9928,-1,-0.9316,-0.9996,-0.9942,0.996,1,0.942,0.6422,0.9978,0.9724,0.9962,0.5852,-1,-1,-1,-0.9986,-0.9472,-1,-0.9396,-0.9996,-0.9994,-0.999,-0.895,1,0.9996,0.9978,0.9994,0.5698,1,0.9996,0.999,-1,-1,-1,-0.9986,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1,1,1,0.9994,1,0.9998,1,1,1,-0.693,-0.276,-1,-0.3786,-0.6666,-1,-1,-0.9984,1,0.8998,1,1,0.9994,0.9998,0.8862,0.9998,-0.5988,-0.1888,-1,-1,-0.9638,-0.9978,-0.9824,-0.9996,-0.9876,-0.9942,1,1,1,0.924,0.4484,0.983,0.9998,1,0.7556,0.5044,1,1,0.43,0.2028,0.1326,-1,-0.953,-0.984,-0.9704,-1,-0.7862,-0.9724,-1,-1,-0.8142,-0.6194,-0.9994,-1,0.9936,1,0.9738,0.6012,0.9916,0.9998,0.9998,0.0602,-1,-0.742,-0.9934,-1,-0.9998,-1,-0.9056,-1,-0.8412,-0.9896,-0.9768,1,1,0.9998,0.9998,0.317,1,1,0.9996,-1,-0.9254,-1,-1,-0.8466,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,0.9998,1,1,0.9994,1,1,1,1,1,-1,-0.195,-1,-0.9176,-0.994,-0.787,-1,-1,1,1,1,0.999,1,0.9992,0.8226,1,-0.8436,-0.3426,-1,-1,-0.8852,-0.3898,-0.996,-0.9894,-0.9956,-0.9958,1,1,1,0.996,0.9662,0.9684,0.9996,1,0.8122,0.996,1,1,0.9458,0.9534,0.7912,-1,-1,-1,-1,-1,-1,-0.9672,-0.9956,-0.963,-1,-0.9588,-1,-1,0.9816,1,-1,0.924,0.9844,0.9986,1,0.0986,-1,-0.8898,-0.9102,-1,-0.9614,-1,-1,-0.9994,-0.9922,-0.9996,-1,1,1,1,1,0.5262,1,1,1,-1,-0.996,-0.998,-0.9998,-0.9142,-0.9338,-0.9794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1,1,0.9998,0.9996,0.9998,0.9998,1,1,1,-0.6742,-0.1304,-1,-0.608,-0.8806,-0.9918,-1,-1,1,0.8508,1,0.9994,0.9996,0.999,0.8868,0.9994,-0.6412,-0.2324,-1,-1,-0.9944,-0.9538,-0.9958,-1,-1,-0.9996,1,1,1,0.9688,0.8328,0.9696,1,0.9998,0.7514,0.9604,1,1,0.8024,0.6946,0.4874,-1,-0.9932,-0.999,-1,-1,-0.8326,-0.9998,-1,-1,-1,-0.7822,-0.9992,-1,0.9882,0.9998,-1,-0.889,0.9936,0.998,0.9998,0.0948,-1,-0.8986,-0.9868,-1,-1,-1,-0.9998,-0.9996,-0.932,-0.9986,-1,1,1,0.9998,0.9996,0.5652,1,0.9998,0.999,-1,-0.9776,-0.9984,-1,-0.951,-0.983,-0.9984,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,-0.7584,-0.908,0.4176,-0.9978,-0.1048,-0.3614,-0.9922,-0.5002,-0.8692,0.5358,0.9888,0.5373,0.88,0.9646,0.9718,0.917,0.7562,0.899,0.0129999999999999,0.7702,-0.5752,-0.7978,0.3118,-0.9536,-0.9388,0.7904,0.5882,-0.3118,-0.00139999999999996,0.9794,0.958,0.7928,0.8156,0.8444,0.8562,0.1816,0.6132,0.7908,-0.8382,-0.8704,-0.7122,-0.937,-0.9272,-0.18,-0.876,-0.9512,-0.6844,-0.9408,-0.956,-0.9678,0.351,0.9248,0.5762,0.6116,-0.1266,0.721,0.955,0.975,0.9542,0.4834,0.9672,0.7088,0.5096,0.9986,0.9366,-0.4432,-0.1668,0.6626,0.9646,0.4436,0.9694,0.0626,0.8446,0.9364,0.9642,0.8826,0.0551999999999999,0.8172,0.0366,0.5232,0.7738,0.5772,0.4966,-0.9972,-0.648,-0.9026,-1,0.1026,-0.0996,-0.7164,0.0616000000000001,0.701,0.8364,0.9654,0.1278,0.9478,0.9164,0.9046,0.8914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.8692,0.9918,0.9764,0.9896,1,0.9392,1,1,0.9868,0.7804,0.9998,-1,0.996,0.9638,1,0.9998,0.7936,1,1,0.9996,0.998,0.8818,-0.1454,-0.9724,0.9608,0.9092,0.9844,-1,-1,1,1,0.995,0.9998,0.9996,0.999,1,1,1,1,1,-0.9248,0.654,0.8138,0.5032,1,0.935,1,1,1,0.9978,-1,0.7098,0.582,0.9978,-1,0.902,1,1,1,-1,0.9864,0.5482,0.8276,1,1,1,1,0.8612,1,0.9992,1,-1,-1,1,1,1,-1,1,0.6554,0.9742,0.8124,0.9998,1,0.9984,0.7538,0.9402,-0.6388,1,1,1,-1,0.8612,0.9912,0.9918,0.6224,0.9988,1,1,0.9998,-0.5126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.0736000000000001,0.8824,0.903,0.4616,1,0.7438,0.9552,0.9762,0.9676,0.7164,0.9938,0.715,0.9964,0.9832,1,1,0.9472,1,1,0.2736,0.6054,-0.1742,-1,-0.9898,0.5944,0.8502,0.9524,-1,-1,1,1,0.996,0.9986,0.9988,0.9976,0.8032,0.9998,0.9988,0.9998,0.9994,-0.9912,-0.4374,-0.6604,-0.957,1,0.3984,-0.315,0.9916,0.9988,0.6464,-1,0.8778,0.6856,0.9998,-1,0.9196,1,1,1,-1,0.9866,0.722,0.8916,0.9908,1,1,1,0.5722,1,0.9998,1,-1,0.536,1,1,1,-1,1,0.3176,0.9804,0.975,1,0.9946,0.0498000000000001,0.3882,0.3288,-0.9464,0.9996,0.9992,1,-1,0.8676,0.9926,0.9836,0.418,0.999,0.9988,1,0.9996,-0.854,0.5182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,-0.5662,0.7052,0.9972,0.4268,1,0.7668,0.716,0.9198,0.5018,0.6448,0.988,0.6224,0.9882,0.9416,1,1,0.782,1,1,-0.1436,0.377,-0.3372,-1,-0.9994,0.4662,0.7684,0.9162,-1,-1,1,1,0.9898,0.9918,0.9944,0.985,0.3758,0.994,0.8058,0.9894,0.9872,-0.998,-0.8816,-0.8728,-1,1,0.4214,-0.9884,0.8982,0.9804,0.8246,-1,0.9188,0.638,0.9972,0.034,0.9588,1,1,1,-1,0.9734,-0.000399999999999956,0.7414,0.8396,1,1,1,-0.0368000000000001,1,1,0.9852,-1,0.154,0.999,1,1,0.6406,1,0.3148,0.9468,0.8828,0.9988,0.9932,-0.2734,0.9626,-0.447,-0.9382,0.9914,0.9928,0.9732,-1,0.7136,0.9818,0.98,0.2478,0.9972,0.999,1,0.9988,-0.9536,0.2986,-0.3028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.846,-1,0.9944,-0.466,-1,0.9828,0.5908,0.9702,0.982,0.2134,0.7742,0.2259,0.00580000000000003,0.596,0.5904,0.454,0.5608,0.9992,0.9982,0.8478,0.9106,0.9826,0.6728,-0.2836,0.9776,0.3928,0.1568,-0.6322,-0.2566,0.7336,0.632,0.4356,0.3068,0.809,0.7976,0.7864,0.5212,0.978,0.4898,0.3232,0.2908,0.8894,0.9094,0.165,0.6228,0.79,0.8324,-0.0288,-0.0284,-0.4278,0.5211,0.4544,0.3824,0.185,0.0124,0.0531999999999999,0.6046,0.5972,0.4142,0.3874,0.5994,0.4718,0.3886,0.9572,0.997,0.9194,0.9772,-0.9142,-1,0.9716,0.345,0.2172,0.0409999999999999,0.619,0.6986,0.3236,0.2173,0.5132,-0.627,0.0466,0.2598,0.2276,0.748,0.6664,0.9646,0.9282,-0.9998,0.9462,0.7926,0.8702,0.2119,0.2808,0.45,0.8358,-0.3988,0.6534,0.4944,0.6072,0.6558,-0.3878,-1,0.9268,0.9268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,0.0354000000000001,0.9914,0.98,0.998,1,0.5064,0.9984,0.9984,0.9248,-1,0.9998,-1,0.9958,0.9566,1,1,0.9894,1,1,0.975,0.9974,-0.5842,-0.9958,-0.992,-0.2792,0.8424,0.9826,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-0.998,-0.809,-0.2212,0.2764,1,0.858,0.9636,1,1,0.9982,-1,0.4638,0.672,1,0.7286,0.8822,1,1,1,-1,0.78,0.9178,0.9848,0.9994,1,1,1,0.8586,1,0.9994,1,-1,0.3818,1,1,1,-1,1,0.5572,0.9668,0.9854,1,1,0.7874,0.0853999999999999,0.3614,-1,1,1,1,-1,0.8544,0.9996,0.9996,0.3588,1,0.9998,1,1,-0.3984,0.9998,0.7564,0.392,0.5948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,-0.7104,0.9484,1,0.494,1,0.8072,0.25,0.9334,-0.5706,0.6108,0.9862,0.6078,0.9964,0.989,1,1,0.976,1,1,-0.3762,0.0708,-0.0526,-1,-1,-0.0138,0.7746,0.9108,-1,-1,1,1,0.9994,0.9964,0.999,0.997,0.9694,1,0.8876,0.9202,0.913,-0.9998,-0.9874,-0.9944,-0.9992,1,0.7382,-0.9974,0.2408,0.9262,-0.0629999999999999,-1,0.912,0.7742,0.9994,0.3944,0.9508,1,1,1,0.5,0.9952,0.8636,0.908,0.7752,1,1,1,0.0249999999999999,1,1,0.992,0.59,0.6114,0.9998,1,1,0.5952,1,0.3506,0.9842,0.9846,1,0.999,-0.8432,0.9982,-0.7862,-0.9638,0.967,0.9976,0.9926,-1,0.8938,0.994,0.9866,0.2372,0.9994,0.9996,1,0.9994,-0.977,0.9688,0.4576,-0.0664,0.9222,0.0069999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,-0.097,0.39,0.7848,0.2298,0.599,0.6006,0.5166,0.5996,0.6398,-0.985,-0.9416,-0.9834,-0.933,-0.9228,-0.688,-0.6544,-0.8374,0.8122,0.6732,0.7044,0.5296,0.6732,0.67,0.4935,0.6576,-0.9916,-0.9644,0.042,0.0256000000000001,-0.7252,-0.501,-0.8292,-0.7592,-0.7738,-0.7692,0.5036,0.6674,0.6272,-0.1566,0.4215,0.00639999999999996,0.3956,0.4662,-0.4066,-0.0649999999999999,0.6882,0.4708,-0.2052,-0.3006,0.272,-0.9672,-0.981,0.0723,-0.84,0.0464,0.0509999999999999,-0.7268,-0.658,-0.6252,0.0166999999999999,-0.9152,-0.8594,0.0696000000000001,0.7646,0.716,0.7936,0.5078,0.6979,0.6722,0.6664,0.1245,0.0081,-0.9172,-0.7884,-0.7198,-0.6328,0.00760000000000005,-0.737,-0.9668,-0.9306,-0.7886,-0.8238,0.6212,0.3714,0.663,0.598,0.2297,0.5872,0.3574,0.7366,0.00980000000000003,-0.8812,-0.8488,-0.7188,-0.9736,-0.7946,-0.7406,-0.7692,-0.7422,0.5338,0.618,0.6814,0.6014,0.2261,0.4976,0.5764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.9958,0.9808,0.971,0.9756,0.856,0.9876,0.9842,0.997,0.9778,-0.8122,-0.3416,-0.7866,-0.7566,-0.9408,-1,-1,-1,0.9978,0.00580000000000003,0.9998,0.9924,0.9232,0.9976,0.7996,0.9638,-0.7476,-0.2224,-0.9992,-1,-1,-1,-1,-1,-1,-1,0.9934,0.9884,0.9946,0.7518,0.4452,0.961,0.995,0.9956,0.8656,0.8632,0.9958,0.9972,0.292,0.2746,0.1286,-1,-0.9984,-0.9994,-1,-1,-0.9382,-1,-1,-1,-0.8816,-0.9162,-1,-1,0.948,0.8324,-1,-1,0.9688,0.7944,0.945,-0.2004,-1,-0.7248,-1,-1,-1,-1,-0.9998,-0.8566,-0.9244,-0.9998,-1,0.998,0.9886,0.9858,0.967,0.2902,0.998,0.9376,0.7856,-1,-0.9452,-1,-1,-0.5516,-0.9988,-1,-1,-1,0.8816,0.91,0.962,0.8978,0.6868,0.9932,0.967,-0.8126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.9978,0.9996,1,0.993,1,1,0.999,1,1,-0.791,-0.2148,-1,-0.3762,-0.7038,-0.7192,-0.9936,-0.9998,1,0.8238,0.9996,0.9952,1,0.9974,0.7672,1,-0.7808,-0.3016,-0.9944,-0.995,-0.8342,-0.4948,-0.9636,-0.9946,-0.9994,-0.998,1,1,1,0.8644,0.8704,0.957,0.9976,0.9984,0.5106,0.9276,1,1,0.821,0.8192,0.4752,-1,-0.9876,-0.9928,-1,-1,-0.8472,-0.9602,-0.9938,-0.991,-1,-0.7836,-0.9998,-1,0.9658,0.9992,0.9688,-1,0.956,0.9966,1,-0.2206,-1,-0.6342,-0.8024,-0.9992,-0.9902,-1,-0.9982,-0.8856,-0.7696,-0.994,-0.9998,1,0.9966,1,1,0.323,0.9998,0.9996,0.9994,-1,-0.8144,-0.9874,-0.9988,-0.6222,-0.7778,-0.9872,-0.9996,-1,0.869,1,1,0.9992,0.7038,1,0.9998,-0.7936,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.9964,0.9988,1,0.9802,1,1,0.9948,1,0.9998,-0.829,-0.1514,-0.812,-0.0658,-0.5552,-0.6354,-0.9188,-0.9992,1,0.4946,0.9996,0.9764,0.9998,0.9896,0.5922,1,-0.7184,-0.2228,-0.8862,-0.7862,-0.768,-0.3978,-0.957,-0.9936,-0.9992,-0.998,1,1,1,0.8154,0.8168,0.9204,0.994,0.995,0.343,0.8874,0.9998,0.9992,0.7566,0.8048,0.4102,-0.9988,-0.872,-0.9896,-0.9984,-1,-0.614,-0.9286,-0.9214,-0.9344,-1,-0.6756,-0.9992,-1,0.9226,0.997,0.994,-1,0.9162,0.9886,1,-0.2824,-0.8204,-0.372,-0.738,-0.9864,-0.9744,-0.8164,-0.9884,-0.702,-0.6196,-0.9926,-0.9988,1,0.9884,1,1,0.1184,0.9998,0.9998,0.9988,-1,-0.6994,-0.9892,-1,-0.3546,-0.731,-0.9768,-0.9914,-0.9998,0.7774,0.9998,1,0.9994,0.648,1,1,-0.821,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.283,0.667,0.8342,0.4438,0.853,0.7014,0.4768,0.6728,0.665,0.0072000000000001,-0.8716,0.00730000000000008,-0.8824,-0.8912,-0.5598,-0.585,-0.8586,0.8782,0.7982,0.5696,0.5418,0.7314,0.6837,0.4941,0.6994,0.0177,-0.8848,-0.9672,-0.9902,-0.6452,-0.4892,-0.7528,-0.7176,-0.7796,-0.7898,0.7438,0.8514,0.6924,0.5568,0.4282,0.608,0.3318,0.4248,0.5385,0.6119,0.6834,0.4394,0.4291,0.3898,0.2728,0.0274000000000001,-0.9248,-0.8884,-0.8342,-0.9348,-0.9514,-0.6558,-0.5472,-0.5834,-0.9824,-0.8878,-0.878,-0.887,0.3034,0.6698,0.905,0.6114,0.707,0.6436,0.8294,-0.7926,-0.9824,-0.9102,-0.6766,-0.6212,-0.6092,-0.9816,-0.7418,-0.9562,-0.8508,-0.8022,-0.7898,0.8778,0.382,0.7334,0.6214,0.2275,0.7098,0.7528,0.7334,-0.9858,-0.8224,-0.738,-0.6952,-0.9358,-0.6692,-0.7046,-0.674,-0.6836,-0.0386,0.8018,0.695,0.6142,0.2215,0.7994,0.5752,0.00970000000000004,-0.8214,-0.7808,-0.8184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,0.3094,0.42,-1,0.2994,-1,0.1528,0.4424,0.7818,-1,0.0323,-0.6784,0.0369999999999999,-0.784,-0.9954,-1,-0.867,-1,0.9622,-1,0.8054,0.663,-1,0.1258,-0.0554,-1,0.0679000000000001,-0.7892,-0.9212,0.1029,-1,-1,-1,-0.9312,-1,-1,-1,-1,0.2598,0.0915999999999999,-0.225,-0.000199999999999978,0.4474,-1,0.0678000000000001,0.2666,-1,0.3072,-0.2188,-0.337,-0.5952,-0.9674,-0.945,-1,-0.9712,-0.8662,-0.8494,-1,-1,-0.8744,-0.9498,-0.9956,-1,-1,0.3862,0.7502,-1,-1,0.1906,-1,-1,-0.5986,0.0355000000000001,-0.8258,-1,-1,-1,0.0306,-1,-0.714,-0.9434,-0.9614,-0.9904,-1,0.4832,-1,-1,0.0386,0.8616,0.512,-1,0.0339,-1,-0.9914,-0.9906,0.1603,-1,-1,-1,-1,0.2464,-1,-1,-1,-0.324,-1,-1,0.0357000000000001,-1,-1,-1,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.9118,0.618,0.5166,0.5004,0.4224,0.8848,0.6406,0.8298,0.7086,0.0629,-0.205,0.0595000000000001,-0.712,-0.8492,-0.9968,-0.9822,-1,0.9582,0.3932,0.9656,0.8384,0.573,0.9292,0.1676,0.6604,0.1112,-0.3484,-0.9354,-0.7802,-1,-0.9602,-0.9986,-0.9816,-0.9994,-0.9998,0.903,0.8766,0.9102,0.5298,0.2012,0.7016,0.8824,0.8082,0.6146,0.673,0.7864,0.931,-0.0686,0.1862,0.2774,-0.8688,-0.9054,-0.999,-0.9992,-1,-0.7152,-1,-1,-0.9774,-0.9236,-0.9268,-1,-1,0.4382,0.67,-1,-1,0.6882,0.2648,0.7408,-0.3772,0.0650999999999999,-0.7066,-1,-0.9982,-0.9748,0.0611999999999999,-1,-0.6678,-0.8976,-0.9994,-0.999,0.9292,0.7256,0.835,0.7094,-0.285,0.922,0.7558,-1,0.0592999999999999,-0.9524,-0.9958,-0.9958,-0.48,-0.9998,-0.9964,-0.9996,-0.9988,0.3044,-1,0.241,0.0344,0.172,0.9106,0.7624,0.0569999999999999,-0.9988,-0.9986,-0.997,0.0599000000000001,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.529,0.6594,0.8868,0.7378,0.844,0.7198,0.978,0.8608,0.7664,-0.821,-0.2058,-0.8164,-0.9206,-0.8038,-0.9922,-0.996,-0.6258,0.9704,0.8934,0.9976,0.9954,0.8088,0.9878,0.925,0.78,-0.6794,-0.2386,-0.9912,-0.9706,-0.9698,-0.00580000000000003,-0.9994,-0.1614,-0.3928,-0.4024,0.9926,0.9866,0.9896,0.9938,0.9878,0.6704,0.8928,0.8778,0.7154,0.9894,0.8628,0.8314,0.97,0.9214,0.8958,-0.7834,-0.948,-0.8988,-0.6664,-0.6182,-1,-0.9762,-0.9992,-0.2238,-0.859,-0.9034,-0.681,-0.5096,0.9934,0.9938,-1,0.1712,0.9826,0.9924,0.97,0.1344,-1,-0.7292,-0.9844,-0.9342,-0.2576,-1,-0.8408,-1,-0.9556,-0.7504,-0.7678,0.981,0.9016,0.841,0.7766,0.3626,0.9428,0.922,0.9572,-1,-0.939,-0.9082,-0.0397999999999999,-0.932,-0.9942,-0.5188,-0.8258,-0.6378,0.8272,0.9064,0.7948,0.7694,0.0266,0.8788,0.7336,-0.8292,-0.5808,-0.4646,-0.3898,-1,-0.9582,-0.5788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
