,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
33,0.9998,1,1,0.997,0.9998,0.9992,0.9994,1,0.9998,-0.7184,-0.6408,-1,-0.2862,-0.6104,-0.9966,-0.9998,-0.9988,1,0.2098,1,0.9974,0.9972,0.9956,0.736,0.9994,-0.6624,-0.5066,-1,-1,-0.9472,-0.9998,-0.9672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.9976,0.9998,1,0.993,1,1,0.9986,1,0.9992,-0.7628,-0.175,-0.7712,-0.4182,-0.8054,-0.8884,-0.9748,-0.9998,1,0.791,0.9994,0.9912,0.9986,0.9906,0.6164,0.999,-0.6616,-0.179,-0.8568,-0.8178,-0.9482,-0.7852,-0.9826,-0.9976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.9976,0.9994,0.9994,0.9928,0.999,0.9996,0.997,1,0.999,-0.7672,-0.1836,-0.7648,-0.4722,-0.811,-0.9484,-0.9696,-1,1,0.8114,0.9996,0.9894,0.9956,0.9896,0.6304,0.9964,-0.6366,-0.1496,-0.8514,-0.8296,-0.9766,-0.878,-0.9918,-0.996,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.986,1,0.946,0.9998,1,-0.3298,1,1,0.9636,0.7278,1,-1,0.9986,0.9878,1,1,0.9908,1,1,0.9084,0.5474,-0.35,0.787,-0.6106,0.8158,0.8804,0.9882,-1,-1,1,1,0.9998,1,0.9998,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.9952,1,0.9998,0.9994,1,0.8156,1,1,0.9992,0.8364,1,-1,0.9922,0.9652,1,1,0.977,1,1,0.8252,0.407,0.8998,0.9684,-1,0.9986,0.95,0.9968,-1,-1,1,1,0.9992,1,1,1,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.8594,1,0.9924,1,1,-0.8242,1,1,0.8972,0.7222,0.9996,-1,0.9998,0.994,1,1,0.9896,1,1,0.0536000000000001,0.841,-0.0632,-0.5372,0.3358,0.7268,0.8452,0.9656,-1,-1,1,1,0.9996,1,1,1,0.9978,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.9942,1,1,0.9958,1,1,1,1,0.9994,-1,0.7162,-1,0.979,0.9692,0.9998,0.997,0.8828,1,1,1,0.9568,0.9982,0.775,-0.6756,0.9978,-0.0125999999999999,0.0334000000000001,0.7808,0.9084,1,0.9982,0.9952,0.859,0.9298,0.9066,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.9924,1,1,0.9826,1,1,1,1,1,0.4294,0.5632,0.418,0.9786,0.9262,0.96,0.9296,0.6908,1,1,1,0.9432,0.9992,0.756,-0.3542,0.9956,0.2604,0.11,0.5416,0.8088,0.9976,0.9642,0.9692,0.0786,0.8064,0.7464,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,-1,-0.9988,-0.8322,0.1182,0.5868,-0.999,-1,-0.873,-0.997,0.1544,0.9862,0.1422,0.9278,0.9684,0.9802,0.94,0.9056,0.893,-0.7922,0.4302,-0.2966,-0.9818,-0.4018,-0.9996,-0.999,0.4336,0.7572,-0.0998,0.373,0.9826,0.9916,0.8058,0.9388,0.9176,0.923,-0.9134,-0.9152,-0.7526,0.2908,0.5764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.5178,0.4574,0.3126,1,1,-0.9782,0.7414,0.9882,-0.9998,0.4788,0.9988,0.4716,0.997,0.997,0.9998,0.9998,0.9736,1,0.954,0.9992,0.9926,-0.9996,-0.6766,-0.9984,-0.9992,0.7194,0.9504,0.5052,0.3394,1,1,0.9912,0.9998,0.994,0.9942,0.9878,0.9694,0.48,0.9996,0.9986,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.9048,0.7432,0.8844,0.9998,1,-0.7538,0.9744,0.9376,-0.9986,0.5122,0.9996,0.5088,0.9974,0.9954,1,0.9996,0.9814,1,0.9986,0.9964,0.8268,-0.9184,-0.6538,-0.9622,-0.9496,0.7814,0.9604,0.1534,0.3752,1,1,0.9912,0.9998,0.9986,0.9988,0.9938,0.988,0.9532,0.9924,0.9848,-0.994,0.4296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,-0.4148,0.0145999999999999,-0.3956,0.8014,0.9252,-0.9332,-0.324,0.6722,-0.959,-0.1346,0.9052,-0.1484,0.8904,0.947,0.9598,0.6956,0.865,0.9986,-0.1824,0.8884,0.8162,-0.9824,-0.5398,-0.5092,-0.9964,0.1022,0.2548,0.411,0.6316,0.9806,0.8728,0.8094,0.655,0.466,0.5536,0.7214,0.935,0.3136,-0.9976,-0.8198,-0.4596,0.2044,-0.8438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,1,1,0.9998,1,1,1,1,1,0.1288,0.9188,-1,0.9854,0.984,0.9668,0.8894,0.9336,1,1,1,0.9942,1,0.9878,-0.3336,1,0.1646,0.4778,0.5774,0.7412,0.9998,0.9576,0.9954,0.693,0.9704,0.9576,1,1,1,-0.9908,-0.9962,0.5286,1,1,-0.9924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,-0.3984,0.5238,0.8644,0.996,1,0.4148,1,0.9998,-0.2172,0.763,1,0.7646,0.9984,0.9902,1,1,0.9792,1,1,0.9188,0.668,-0.102,0.004,-0.9974,0.16,0.9012,0.994,-1,-1,1,1,0.9992,1,0.9998,1,1,1,1,1,1,-0.998,0.6288,0.7606,0.5472,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,-0.1924,1,0.9822,0.999,1,-0.9496,0.9972,1,-0.9618,0.4788,0.9976,0.4588,0.9972,0.9978,1,1,0.9944,1,0.9998,0.0731999999999999,0.3584,-1,-1,-0.9892,-0.9996,0.7614,0.8746,0.4,0.7008,1,1,0.9978,1,0.9994,0.999,1,1,0.9794,1,1,-0.9992,-0.8316,-0.5472,-0.9964,1,0.9992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.9976,1,1,0.9182,1,0.9958,0.9994,1,0.9704,-0.1502,0.6844,-0.164,0.957,0.8926,0.926,0.814,0.5134,1,1,1,0.8998,0.9194,0.958,-0.4648,0.943,0.0900000000000001,-0.1142,0.5568,0.8214,0.9896,0.842,0.9324,0.2464,0.808,0.7814,1,1,1,-0.9994,-0.9998,0.5738,1,0.9914,-0.848,-0.9992,1,0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.9882,1,1,0.859,1,0.9992,0.9974,1,0.998,-0.241,0.6422,-1,0.8934,0.803,0.7944,0.6808,0.6076,1,1,1,0.8482,0.9964,0.976,-0.4944,0.991,-0.1286,-0.1676,0.4348,0.774,0.988,0.7386,0.9232,0.0152000000000001,0.8202,0.7814,1,1,1,-0.9898,-1,0.4952,0.9992,0.9904,-0.8188,-1,1,0.9996,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.948,0.9936,0.9984,0.8262,1,0.74,0.759,0.9996,0.1984,0.2747,0.3298,0.2755,0.8584,0.6628,0.6702,0.4344,0.514,1,0.9802,1,0.7732,0.3822,0.9412,-0.8364,0.4756,-0.1166,-0.386,0.1146,0.6244,0.911,0.6502,0.8418,-0.174,0.5204,0.506,1,1,1,-0.9982,-1,0.00160000000000005,0.9922,0.9732,-0.8148,-1,0.9998,0.9794,-0.9998,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-1,-1,-1,-1,-1,-1,0.0431999999999999,-1,-1,-0.9676,-0.9678,-0.9676,-0.8242,-0.996,-1,-1,-1,-1,-1,0.5304,0.306,-1,0.0940000000000001,-0.3592,-1,-0.9662,-0.8878,0.1217,0.083,-1,-1,-1,-1,-1,-0.9906,-1,-1,-1,-1,-0.5014,-0.4922,-1,-0.0202,-0.5326,-1,-1,0.0608,-1,-1,-0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.7924,0.4654,0.7592,0.796,0.7042,0.6502,0.9606,0.893,0.8858,-1,-0.8682,-1,-0.9984,-1,-1,-1,-0.9912,0.9294,0.8444,0.9296,0.98,0.7232,0.964,0.8514,0.777,-0.978,-0.8278,-0.9176,-0.9804,-1,-0.8208,-1,-0.9518,-0.9762,-0.9774,0.7892,0.8332,0.8814,0.696,0.7234,0.8888,0.9084,0.9494,0.8236,0.838,0.8936,0.9394,0.6208,0.4126,0.2836,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.9252,0.0229999999999999,0.4884,0.7608,0.5174,0.8162,0.8164,0.8528,0.676,0.0808,-0.2952,0.0752999999999999,-0.935,-0.978,-0.9998,-1,-0.9998,0.7896,0.6924,0.951,0.8756,0.5496,0.9406,0.3148,0.5762,-0.7358,-0.3102,-0.9062,-0.892,-1,-0.9568,-1,-0.9772,-0.9998,-0.9992,0.6122,-1,0.846,0.586,0.3214,0.8328,0.8438,0.8608,0.716,0.7344,0.6488,0.938,0.0316000000000001,0.221,0.3338,-0.9578,-0.9982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.9938,0.9988,0.9998,0.9666,0.999,0.9998,0.996,0.9992,0.9998,-0.8374,-0.222,-0.828,-0.774,-0.933,-0.8244,-1,-1,1,0.9362,0.9978,0.9794,0.9994,0.9904,0.6126,1,-0.753,-0.3814,-0.9828,-0.9754,-0.9018,-0.5262,-0.9898,-0.99,-0.9988,-0.996,0.9998,0.9998,0.9998,0.9712,0.9124,0.8968,0.9934,0.9944,0.7822,0.987,0.9994,0.9996,0.8138,0.848,0.7526,-0.87,-0.9778,-0.9966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.7662,-1,-1,-1,-1,0.6652,-0.1824,-1,0.1212,0.0434000000000001,-0.3148,0.0391999999999999,-0.504,-0.5336,-1,-1,-0.9998,-1,-1,0.8092,0.0548,-1,0.7852,-0.2364,-1,0.0791999999999999,-0.4746,-0.9538,-0.842,-0.9956,-1,-0.999,-1,-1,-1,0.42,-1,0.6428,-0.0649999999999999,-0.3192,0.5248,0.4962,0.4742,0.3358,0.1532,-1,0.7948,-0.7484,-0.2888,0.0822000000000001,0.1226,-0.7122,-0.9994,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.903,0.2768,0.8678,0.9428,-1,0.8096,0.9288,0.9488,0.905,0.0506,-0.5062,0.0513999999999999,-1,-0.9822,-0.915,-0.9804,-0.876,-1,0.9706,0.9722,0.9746,0.8914,0.958,0.9534,0.9078,0.0968,-0.4182,-0.9998,-1,-1,-0.4266,-1,-0.7944,-0.7544,-0.7572,0.9086,0.5688,0.9588,0.9746,0.898,0.8694,0.9492,0.9604,0.9242,0.9674,0.9362,0.9694,0.914,0.8614,0.6524,0.1482,-0.9904,-0.9968,-0.9012,-0.7952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.9998,1,1,0.9984,0.9968,1,1,1,1,-1,-0.3748,-1,-1,-1,-0.9996,-0.87,-1,1,1,0.9994,0.9996,1,0.9996,0.9552,1,-1,-0.2794,-1,-1,-1,-0.0282,-1,-0.9768,-0.9894,-0.9872,1,1,1,0.9998,0.9962,0.9552,0.9998,0.9998,0.9478,1,1,1,0.9836,0.98,0.9012,-1,-1,-1,-0.9868,-0.9966,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.9998,1,1,0.9998,1,1,1,1,1,-1,-0.261,-1,-0.9922,-1,-1,-1,-1,1,1,1,0.9998,1,1,0.9634,1,-1,-0.2758,-1,-1,-0.992,-0.949,-1,-1,-0.9868,-0.9822,1,1,1,0.9996,0.9626,0.9754,1,1,0.9526,0.9712,1,1,0.9338,0.8406,0.675,-1,-1,-1,-1,-1,-0.9988,-0.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,1,1,1,1,1,1,1,1,-0.5886,-0.604,-1,-0.1258,-0.4534,-0.9876,-1,-0.9944,1,1,1,1,1,1,0.93,1,-0.5952,-0.2804,-1,-1,-0.4356,-1,-0.9136,-1,-0.9732,-0.9606,1,1,1,0.999,0.9078,0.9882,1,1,0.9446,0.9318,1,1,0.8798,0.7556,0.5044,-1,-0.9424,-0.9696,-0.999,-1,-0.6086,-0.7214,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.6624,0.8004,-1,0.6966,-1,0.7322,0.7368,0.9046,0.482,0.0166999999999999,-0.7762,0.0176000000000001,-0.8054,-0.9126,-1,-0.431,-1,0.9822,-1,0.9006,0.8948,0.7088,0.9034,0.7559,0.5958,0.0354000000000001,-0.8004,-0.904,-0.9692,-1,-0.6846,-1,-0.5916,-1,-1,0.7882,-1,0.7766,0.7935,0.6725,0.8457,0.6984,0.4456,0.7846,0.8524,0.6306,0.7506,0.6804,0.6235,0.4712,0.0524,-0.8332,-0.9442,-0.8114,-0.858,-0.874,-1,-1,-0.4308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.9828,0.857,0.9806,0.9942,0.9806,0.991,0.9992,0.9984,0.993,-0.8794,-0.509,-1,-0.9682,-0.9866,-0.7738,-0.799,-0.9528,0.9228,0.9882,1,0.998,0.988,0.9974,0.9588,0.989,-0.8488,-0.4924,-0.945,-0.9814,-0.9568,-0.1524,-0.9734,-0.5124,-0.862,-0.8662,0.992,0.9704,0.9774,0.969,0.95,0.9686,0.9934,0.9972,0.956,0.9898,0.9906,0.998,0.9214,0.8358,0.7218,-0.9902,-1,-0.9918,-0.8846,-0.5884,-1,-0.961,-0.91,-0.3832,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.9724,0.7996,0.363,0.8012,0.2114,0.923,0.8512,0.93,0.8056,-0.825,-0.347,-0.8448,-0.8956,-0.9828,-1,-1,-1,0.9172,-0.0438,0.99,0.9508,0.5754,0.9766,0.5504,0.7756,-0.7618,-0.31,-0.9662,-0.967,-1,-0.9858,-1,-0.9968,-1,-1,0.9458,0.8596,0.9676,0.5834,0.2612,0.8922,0.9488,0.942,0.6678,0.7392,0.9156,0.9612,0.0214000000000001,0.1288,0.0884,-0.9976,-0.9896,-0.9998,-1,-1,-0.8908,-1,-1,-0.9904,-1,-0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
