,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
69,0.9976,0.9998,0.9998,1,-1,0.9984,0.9984,0.854,-1,-1,0.4974,0.9936,1,-1,1,1,0.8826,0.9998,1,-1,-1,-1,0.5108,-1,-1,-1,1,-1,-1,-1,-1,0.4928,-1,-1,-1,-1,-1,1,-1,-1,0.4966,0.5026,-1,-1,-1,0.9612,0.3464,0.8734,1,1,1,1,1,1,0.962,0.9992,1,1,0.9942,-1,-1,-1,-1,-1,-1,1,1,0.9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1,0.9942,1,1,-1,1,0.7892,0.723,-1,-1,0.4242,1,0.9382,-1,1,1,0.6514,1,1,-1,-1,-1,0.4522,-1,-0.0994,-1,0.893,-1,-1,-1,-1,0.442,0.8088,-1,-1,-1,-1,1,-1,-1,0.4382,0.453,-0.542,-1,-1,0.8296,-0.401,0.701,1,0.996,0.997,0.9944,0.9858,0.9792,0.809,0.9278,0.9998,1,0.959,-1,-1,-1,-1,-1,-1,0.9904,0.9994,0.9812,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.9986,-0.9996,1,-0.9876,-1,0.9912,0.943,-0.7908,-0.239,-1,-0.8842,1,-0.1612,-1,-1,0.9606,-0.8256,1,-0.9764,-1,-0.5406,-0.406,-0.8882,-1,-0.3872,-1,0.9998,-1,-0.5998,-1,-1,-0.8864,-0.1058,-1,-1,-1,-1,-1,-0.4714,-1,-0.8942,-0.883,0.0933999999999999,-0.754,-1,0.833,-0.2502,-0.8292,-1,-0.9372,-0.9438,-0.9442,1,0.89,-0.6386,0.971,-1,-0.2704,-0.854,-1,-1,-1,-1,-1,-1,0.9988,-0.2014,-0.9992,0.9998,0.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.5984,-0.6716,0.825,-0.401,-0.9508,0.2926,-0.0324,-0.9324,-0.9534,-0.958,-0.9592,0.6922,-0.0438,-0.9614,0.7614,0.4366,-0.95,0.837,-0.0834,-0.9568,-0.9558,-0.9366,-0.9576,-0.9558,-0.947,-0.9558,0.483,-0.9586,-0.8582,-0.9598,-0.9506,-0.9586,-0.804,-0.976,-0.9648,-0.957,-0.961,-0.6574,-0.9206,-0.9632,-0.9544,-0.9512,-0.903,-0.991,-0.9558,-0.7106,-0.8666,-0.9386,0.4066,0.4696,0.4268,0.137,0.5214,0.4638,-0.8634,0.7814,0.7576,0.5696,-0.7176,-0.9718,-0.9578,-0.9364,-0.9582,-0.9586,-0.9634,0.5208,0.646,-0.8554,0.6284,0.517,-0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.991,-0.8544,0.996,0.8082,-1,0.9942,0.7386,0.5014,-0.6676,-1,0.2028,0.9974,0.686,0.2166,1,0.9998,0.6478,0.9918,0.8936,-1,-1,-1,0.2142,-1,0.0549999999999999,0.2106,1,0.2072,-1,-1,-1,0.1892,0.4334,0.1978,-1,-1,0.239,0.2816,-1,-1,0.2306,0.2032,-0.6478,0.0600000000000001,-1,0.4682,0.342,0.5526,0.9972,0.9766,0.9642,0.7246,1,1,-0.9404,1,1,0.9998,-0.9662,-1,0.212,-1,0.2122,0.2204,-1,1,0.9994,-0.3666,1,0.9998,-0.7508,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.9992,0.9944,1,0.9998,-1,0.9994,0.779,0.787,-1,-1,0.5146,0.999,0.9474,-1,1,1,0.8532,1,1,-1,-1,-1,0.5182,-1,-1,-1,1,-1,-1,-1,-1,0.5106,0.7592,-1,-1,-1,0.5062,1,-1,-1,0.5112,0.5036,-0.342,-1,-1,0.6,0.314,0.8226,1,0.9882,0.9818,0.9566,1,0.9976,-0.0676,0.9756,0.9984,1,0.9434,-1,0.5142,-1,-1,-1,-1,0.8504,0.9734,0.9656,1,0.9774,0.9946,-1,0.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.7382,-0.9638,0.9622,0.0145999999999999,-1,0.8804,0.1176,-0.246,-0.8482,-1,-0.4058,0.9384,-0.239,-1,0.9832,0.9286,-0.2662,0.9758,-0.1052,-1,-1,-1,-0.427,-1,-0.8636,-0.4006,0.8022,-0.3944,-0.9988,-1,-1,-0.4196,-0.131,-0.773,-1,-1,-0.4104,-0.5148,-1,-1,-0.3906,-0.4042,-0.498,-0.5352,-1,-0.1836,-0.5802,-0.1978,0.7906,0.6402,0.6024,0.2616,0.9916,0.9428,-0.999,0.9984,0.989,0.9558,-0.9986,-1,-0.4024,-1,-0.4102,-0.4032,-1,0.9874,0.9246,-0.9188,0.9896,0.9904,-0.9946,-1,-0.9392,0.9352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,-1,-1,-1,-0.5436,-1,-1,-1,-0.9492,-0.8332,-0.9258,-0.9746,-1,-1,-1,-1,-1,-0.9744,-1,-1,-1,-0.9372,-0.8918,-0.9728,-1,-0.8976,-0.969,-1,-0.97,-0.6852,-1,-1,-0.9704,-1,-0.9866,-1,-1,-0.9714,-1,-0.7864,-1,-0.9724,-0.9716,-0.8012,-0.9682,-0.9392,-0.5516,-1,-0.9458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9674,-0.9694,-0.9456,-0.9696,-0.9732,-1,-1,-1,-1,-1,-1,-0.8164,-1,0.1322,-1,-0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.2434,-0.0396,0.96,0.7772,-1,-0.0554,0.4084,-0.695,-0.9112,-1,-0.8276,0.7974,0.5292,-1,0.0169999999999999,0.7408,-0.5966,0.8766,0.4898,-1,-1,-1,-0.8154,-1,-1,-1,0.9846,-1,-1,-1,-1,-0.8322,-0.8896,-1,-1,-1,-1,-0.197,-1,-1,-0.8198,-0.829,-0.9912,-1,-1,-0.156,-0.7646,-0.6668,-0.0744,0.283,0.4632,-0.12,0.0913999999999999,-0.5588,-0.2444,-1,0.9452,0.6362,0.2562,-1,-1,-1,-1,-1,-1,0.0112000000000001,-0.5522,-0.507,0.0142,0.8646,0.1084,-1,-0.0386,-0.7206,0.0755999999999999,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.4838,-0.8068,0.7238,-0.6472,-0.9582,0.1834,-0.343,-0.9496,-0.9368,-0.9556,-0.9588,0.5538,-0.3152,-0.9608,0.6468,0.2038,-0.9686,0.7466,-0.2984,-0.9568,-0.9416,-0.9242,-0.956,-0.9608,-0.9728,-0.9576,0.2806,-0.9564,-0.8432,-0.9512,-0.9518,-0.9546,-0.884,-0.994,-0.9548,-0.9582,-0.9562,-0.6978,-0.8948,-0.9584,-0.9622,-0.9566,-0.8924,-0.9736,-0.96,-0.7288,-0.9232,-0.9498,0.2734,0.4012,0.366,0.0602,0.2782,0.2456,-0.9188,0.6944,0.627,0.458,-0.843,-0.9576,-0.958,-0.9354,-0.9574,-0.9588,-0.9548,0.4256,0.5294,-0.8882,0.494,0.3986,-0.9146,-0.9596,0.0167999999999999,0.3778,-0.5364,-0.9858,-0.8502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0216000000000001,-0.8634,0.2708,-0.8402,-0.9566,-0.5928,-0.7066,-0.9294,-0.8136,-0.9624,-0.963,0.245,-0.69,-0.9566,0.3108,0.0791999999999999,-0.9082,0.5538,-0.5852,-0.959,-0.8344,-0.9106,-0.957,-0.9574,-0.7908,-0.9538,0.1308,-0.9598,-0.7422,-0.9568,-0.9588,-0.9564,-0.7908,-0.9174,-0.9532,-0.9564,-0.9572,-0.7744,-0.7908,-0.9558,-0.9568,-0.9564,-0.6298,-0.913,-0.9596,-0.4816,-0.8766,-0.929,-0.011,-0.121,0.2324,-0.166,0.1148,0.0214000000000001,-0.802,0.2472,0.1334,0.2752,-0.7366,-0.913,-0.9534,-0.9126,-0.9588,-0.964,-0.9574,-0.0748,0.1018,-0.8696,0.1122,0.0842000000000001,-0.8334,-0.9554,0.089,0.1236,-0.4694,-0.9166,-0.8324,-0.9556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.838,0.7164,0.9936,0.9778,-1,0.4658,0.778,-0.138,-1,-1,-0.3518,0.941,0.781,-1,0.9726,0.9914,-0.0272,0.9916,0.882,-1,-1,-1,-0.359,-1,-1,-1,0.9976,-1,-1,-1,-1,-0.35,-0.4714,-1,-1,-1,-0.3614,0.8466,-1,-1,-0.3682,-0.353,-0.9988,-1,-1,-0.9026,-0.9676,-0.1048,0.864,0.6138,0.7156,0.8094,0.9838,0.937,-0.351,0.9606,0.989,0.981,0.4218,-1,-0.3534,-1,-1,-1,-1,0.2664,0.9584,0.583,0.9916,0.8118,0.9302,-1,0.8928,0.9114,0.4088,-1,-0.5264,-1,-0.3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.8926,-0.5716,0.999,0.6838,-1,0.2808,-0.0622,-1,-0.5792,-1,-0.8174,0.9586,0.1528,-1,0.9982,0.9508,-0.9654,0.9996,0.8326,-1,-0.7898,-1,-1,-1,-0.9096,-1,0.9736,-1,-1,-1,-1,-1,-0.9914,-1,-1,-1,-1,0.2288,-0.9988,-1,-1,-1,-0.9838,-1,-1,-0.748,-0.9584,-1,0.9668,0.991,0.9888,0.6934,0.455,0.2538,-0.628,0.9684,0.9994,0.9958,0.4336,-1,-1,-1,-1,-1,-1,0.8752,0.9088,-0.3712,0.578,0.7408,-0.32,-1,0.569,0.5768,0.574,-0.798,-0.8784,-1,-0.8162,-0.3668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,-1,0.2118,0.6802,0.6472,-0.8672,-1,0.5368,-0.7352,-0.5832,-1,-0.8596,-1,0.7942,-0.8472,-1,0.7688,-0.603,-1,0.5158,-0.856,-0.8396,-0.8986,-0.8596,-0.8616,-0.9424,-0.8594,0.927,-0.853,-0.8984,-0.855,-0.8546,-0.8556,-1,-0.8324,-1,-1,-0.8558,-0.5094,-0.871,-1,-0.8532,-0.847,-0.9364,-0.8784,-0.847,-1,-1,-0.851,-1,0.0631999999999999,0.6562,0.1302,-1,-1,-0.257,-1,-1,0.8236,0.2094,-0.914,-0.8448,-1,-0.8512,-0.858,-1,-1,-1,-0.3498,-1,-1,-0.389,-0.8524,0.7166,-1,-0.1598,-0.7286,-0.8582,-0.8556,-0.8618,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,-1,-0.8308,-1,-0.3954,-1,-1,-1,-0.9826,-0.8482,-0.8492,-0.989,-1,-0.2446,-1,-1,-1,-0.9598,-1,-0.8012,-1,-0.8526,-0.866,-0.9882,-1,-0.999,-1,-1,-1,-0.858,-1,-1,-0.9902,-1,-1,-1,-1,-0.9878,-0.9074,-0.8406,-1,-0.9902,-0.9892,-0.8116,-1,-1,-0.5502,-0.9948,-0.9902,-1,-0.363,-1,-1,-1,-1,-0.84,-1,-1,-1,-0.706,-1,-0.9886,-1,-0.9902,-0.9876,-1,-1,-1,-0.9232,-1,-1,-0.8766,-1,0.246,-1,-0.8032,-0.972,-1,-1,-0.9878,-1,-1,-0.8882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.4668,-0.8422,0.7122,-0.6942,-0.9566,0.1508,-0.433,-0.948,-0.9382,-0.9572,-0.953,0.551,-0.3894,-0.958,0.6096,0.1572,-0.9772,0.7132,-0.3514,-0.9558,-0.938,-0.9294,-0.9564,-0.9524,-0.97,-0.9542,0.204,-0.9522,-0.8418,-0.959,-0.9572,-0.9514,-0.8928,-0.9932,-0.9532,-0.9534,-0.9552,-0.7204,-0.9014,-0.9598,-0.9588,-0.9616,-0.8952,-0.9718,-0.9624,-0.712,-0.9328,-0.949,0.2266,0.394,0.3518,0.0296000000000001,0.2094,0.1818,-0.9222,0.6676,0.615,0.4416,-0.861,-0.9496,-0.9596,-0.9374,-0.96,-0.96,-0.9608,0.415,0.5266,-0.9014,0.4418,0.3818,-0.9182,-0.958,0.0262,0.3142,-0.5268,-0.9826,-0.858,-0.9578,-0.959,-0.596,-0.7496,-0.883,-0.9966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.00239999999999996,-0.9098,0.2588,-0.8814,-0.956,-0.632,-0.7416,-0.9828,-0.8878,-0.9612,-0.9576,0.2012,-0.7518,-0.9572,0.3022,0.0422,-0.9884,0.5656,-0.6802,-0.958,-0.881,-0.9212,-0.9544,-0.9602,-0.9498,-0.9572,0.0984,-0.9578,-0.796,-0.9574,-0.9622,-0.958,-0.9186,-0.9446,-0.9564,-0.9586,-0.9608,-0.8354,-0.8454,-0.9622,-0.9584,-0.9572,-0.8512,-0.932,-0.96,-0.6866,-0.9654,-0.989,-0.0278,0.0656000000000001,0.2368,-0.2316,0.0728,-0.0964,-0.927,0.2378,0.1234,0.2242,-0.8834,-0.9258,-0.9558,-0.9198,-0.96,-0.9544,-0.9544,-0.1598,0.0873999999999999,-0.9402,0.0668,0.0553999999999999,-0.9422,-0.9588,0.0633999999999999,0.1122,-0.5066,-0.9454,-0.895,-0.959,-0.9586,-0.7338,-0.8092,-0.8376,-0.9662,-0.9536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.9978,0.8354,1,0.9986,-1,0.9968,0.8406,0.564,-1,-1,0.1434,0.9982,0.5032,-1,0.9998,1,-1,1,1,-1,-1,-1,0.145,-1,0.428,-1,1,-1,-1,-1,-1,0.148,0.9392,-1,-1,-1,-1,0.9824,-1,-1,0.1448,0.143,0.2988,-1,-1,0.882,0.7706,0.594,0.9998,0.8262,0.7822,0.5264,1,0.9988,-1,0.999,0.9978,0.9928,0.052,-1,-1,-1,-1,-1,-1,0.9796,0.9838,-1,1,0.9934,0.589,-1,0.9996,1,0.9288,-1,0.8842,-1,0.1362,0.9858,0.9512,0.934,-1,-1,0.1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.9928,-0.9932,0.9998,-0.978,-1,0.9754,0.7536,-0.7818,-0.4958,-1,-0.8384,0.9994,-0.1532,-1,-1,0.9322,-0.9232,0.9994,-1,-1,-0.7702,-0.6528,-0.8334,-1,-0.5454,-1,0.9992,-1,-0.1196,-1,-1,-0.8406,-0.3452,-0.9286,-1,-1,-1,-1,-0.37,-1,-0.8368,-0.8402,-0.2432,-0.8712,-1,0.2732,-0.6512,-0.7938,-1,-1,-1,-1,0.9992,0.8748,-0.8692,0.981,0.3824,0.0668,-0.8824,-0.8726,-1,-0.8386,-1,-1,-1,0.9952,0.8598,-1,0.9996,0.9958,-1,-1,-0.6346,0.9926,-0.9876,-1,-0.4122,-1,-0.8438,0.7268,-0.084,-0.2224,-0.8956,-1,-0.844,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,0.9972,0.9864,1,-1,0.9998,0.9886,0.7512,-1,-1,0.5412,1,0.9882,-1,1,1,-1,0.9902,1,-1,-1,-1,0.5256,-1,0.252,-1,0.9992,-1,-1,-1,-1,0.527,0.9688,-1,-1,-1,-1,1,-1,-1,0.536,0.5328,0.4768,-1,-1,0.992,0.8298,0.7698,1,1,1,1,0.9986,1,-0.3804,1,1,1,0.9278,-1,-1,-1,-1,-1,-1,1,1,0.9436,1,1,0.9928,-1,0.9954,1,0.8934,-1,0.883,-1,0.543,0.9976,0.9992,0.911,-1,-1,0.539,1,0.9926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.999,-0.9808,1,-0.9992,-1,0.9912,0.8866,-0.7278,-0.3714,-1,-0.7996,0.9998,0.2274,-1,0.8118,0.9948,-0.8758,1,-0.9708,-1,-0.525,-0.5508,-0.7972,-1,-0.3682,-1,1,-1,0.0702,-1,-1,-0.8012,0.1418,-0.8916,-1,-1,-1,-0.9994,-0.2038,-1,-0.7976,-0.7968,0.3836,-0.8232,-1,0.819,-0.1822,-0.7326,-0.3448,-0.5402,-0.5332,-0.0427999999999999,1,0.9784,-0.6452,0.9962,-1,0.3686,-0.708,-0.8164,-1,-0.7802,-1,-1,-1,0.9996,0.9684,-0.9956,1,0.9998,-1,-1,0.0982000000000001,0.999,-0.6886,-0.7756,0.1134,-1,-0.7922,0.8554,0.12,-0.015,-0.8602,-1,-0.7952,0.9606,-0.9984,0.9972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.5946,-0.7206,0.7788,-0.4502,-0.9576,0.2982,-0.12,-0.9412,-0.9456,-0.952,-0.9612,0.662,-0.0972,-0.9542,0.7408,0.4056,-0.955,0.798,-0.1516,-0.9628,-0.9524,-0.937,-0.9554,-0.956,-0.9584,-0.959,0.4652,-0.9576,-0.8492,-0.9554,-0.9558,-0.96,-0.837,-0.9822,-0.9542,-0.9564,-0.959,-0.6768,-0.9144,-0.9542,-0.957,-0.957,-0.9016,-0.982,-0.957,-0.733,-0.8912,-0.939,0.3762,0.4626,0.4028,0.1106,0.4708,0.416,-0.8824,0.7586,0.7306,0.5324,-0.7524,-0.9626,-0.958,-0.9452,-0.958,-0.9608,-0.9582,0.489,0.597,-0.8676,0.5954,0.4872,-0.8654,-0.9622,0.0364,0.52,-0.4664,-0.9682,-0.7906,-0.9578,-0.9598,-0.3304,-0.708,-0.897,-0.9888,-0.959,-0.9556,0.4586,-0.8206,0.6606,-0.7546,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0.9998,0.994,1,1,-1,0.4868,0.0935999999999999,-1,-1,-1,0.356,0.9946,0.8962,-1,1,-0.835,0.4138,1,1,-1,-1,-1,0.3382,-1,-1,-1,1,-1,-1,-1,-1,0.3458,0.7212,-1,-1,-1,-1,1,-1,-1,0.3438,0.3468,-1,-1,-1,0.547,-0.0414,-1,0.9996,1,1,0.9606,0.9982,0.8274,0.8456,1,1,1,0.9526,-1,-1,-1,-1,-1,-1,0.9578,0.9968,0.9838,0.9994,1,0.9998,-1,0.9998,0.9976,0.9792,-1,0.4514,-1,0.3652,0.7936,0.946,-1,-1,-1,-1,0.9962,0.996,1,0.9994,-1,NA,NA,NA,NA,NA,NA,NA,NA
92,0.957,0.7212,1,0.9982,-1,0.994,-0.259,0.7358,-1,-1,0.4678,0.9968,0.5978,-1,1,1,0.7668,1,1,-1,-1,-1,0.48,-1,-1,-1,1,-1,-1,-1,-1,0.4808,0.1444,-1,-1,-1,0.4676,0.9902,-1,-1,0.4792,0.449,-0.5484,-1,-1,-0.5374,0.00940000000000007,0.7626,1,0.989,0.993,0.9992,0.9978,0.9886,-0.6258,0.9998,1,1,-0.3498,-1,-1,-1,-1,-1,-1,0.9994,0.9928,0.2792,1,0.9994,-0.0911999999999999,-1,0.9972,0.9992,0.6762,-1,0.7532,-1,0.465,0.9292,0.6038,-1,-1,-1,0.466,1,0.7548,1,0.9434,-1,0.9952,NA,NA,NA,NA,NA,NA,NA
93,0.7722,-0.6414,0.975,0.6198,-1,0.7032,0.5472,-0.3966,-0.764,-1,-0.4916,0.9416,0.00819999999999999,-1,0.9354,0.828,-0.3118,0.9786,-0.2346,-1,-1,-1,-0.5018,-1,-0.804,-1,0.9528,-1,-1,-1,-1,-0.4896,-0.2856,-1,-1,-1,-0.4988,-0.5164,-1,-1,-0.4818,-0.4938,-0.4386,-0.3866,-1,-0.099,-0.4856,-0.3076,0.5052,0.3352,0.2698,-0.1736,0.9896,0.883,-0.9998,0.9742,0.9752,0.8958,-0.999,-1,-0.4974,-1,-1,-1,-1,0.9466,-0.00139999999999996,-0.9188,0.991,0.9678,-0.9174,-1,-0.789,0.8914,-1,-1,0.0156000000000001,-1,-0.5042,0.4076,0.1378,0.0596000000000001,-0.8136,-1,-0.4994,0.8186,-0.747,0.921,-0.521,-1,0.8998,-0.4796,NA,NA,NA,NA,NA,NA
94,-1,-0.3608,0.1682,0.799,-1,-1,-0.321,-0.8234,-0.6006,-1,-0.8882,-1,0.156,-1,0.2716,0.2148,-0.6868,-1,0.4648,-1,-0.8694,-1,-0.8914,-1,-0.866,-0.886,0.6384,-0.8918,-1,-1,-1,-0.894,-0.9908,-0.9064,-1,-1,-0.8962,-0.416,-1,-1,-0.8956,-0.8824,-0.971,-1,-1,-0.992,-0.9696,-0.8516,-0.1296,0.1164,-0.1474,-0.4308,-1,-1,-0.5684,-1,0.6012,0.3618,0.412,-1,-0.8904,-1,-0.884,-0.8994,-1,-1,-1,-0.3658,-1,-1,-0.1782,-1,0.0795999999999999,-1,-0.2898,-0.8196,-0.998,-0.8922,-0.8916,-1,-1,-0.9994,-0.9794,-0.8846,-0.8918,0.6336,-0.2484,0.621,-0.004,-1,-1,-1,-0.2108,NA,NA,NA,NA,NA
95,0.6846,-0.4486,0.8632,-0.2474,-0.9564,0.4014,0.1274,-0.9258,-0.9314,-0.9554,-0.9636,0.7808,0.163,-0.9612,0.8478,0.5282,-0.928,0.8848,0.0469999999999999,-0.9566,-0.9656,-0.9426,-0.9568,-0.955,-0.916,-0.9602,0.5964,-0.9636,-0.8736,-0.9622,-0.955,-0.955,-0.7436,-0.9622,-0.9528,-0.9572,-0.9552,-0.6536,-0.9204,-0.954,-0.9522,-0.9588,-0.86,-0.9742,-0.959,-0.5312,-0.7904,-0.9298,0.5092,0.4774,0.4446,0.2262,0.608,0.576,-0.7666,0.8648,0.8488,0.6602,-0.5926,-0.9842,-0.9562,-0.9532,-0.9632,-0.957,-0.9574,0.6032,0.7362,-0.8444,0.7432,0.6296,-0.7486,-0.9552,0.1654,0.6564,-0.3898,-0.9542,-0.5472,-0.9588,-0.9552,-0.1294,-0.699,-0.9156,-0.97,-0.9556,-0.9564,0.5794,-0.7914,0.7918,-0.714,-0.9584,0.7284,0.6294,-0.3688,-0.8822,NA,NA,NA,NA
96,-1,0.0072000000000001,0.5618,0.773,-1,-1,-0.4576,-0.5944,-0.9844,-1,-0.6194,-0.2786,-0.2024,-1,0.2294,0.2278,-0.28,-1,0.1508,-1,-1,-1,-0.6136,-1,-0.9896,-0.6244,0.898,-0.6248,-1,-1,-1,-0.6162,-0.8586,-0.6274,-1,-1,-0.6116,-0.1432,-1,-1,-0.6244,-0.6238,-0.9748,-1,-1,-0.983,-0.9922,-0.5138,-0.0911999999999999,-0.1062,-0.1832,-0.1914,-0.227,-0.5894,-0.6372,0.1338,0.7338,0.5114,-0.331,-1,-0.6286,-1,-0.626,-0.6202,-1,-0.4132,-1,-0.1044,-0.0202,-0.3676,0.5752,-1,-0.3804,-1,-0.5844,-0.7046,-0.9132,-0.6154,-0.6252,-0.9994,-0.9366,-1,-0.8062,-0.6304,-0.6168,0.6312,-0.078,0.6522,0.7368,-1,-0.5432,-0.7842,-0.4378,-0.9992,-1,NA,NA,NA
97,0.577,-0.7418,0.7582,-0.4868,-0.9514,0.2536,-0.155,-0.9446,-0.9388,-0.958,-0.9586,0.6392,-0.1426,-0.9576,0.732,0.3852,-0.963,0.7816,-0.166,-0.952,-0.952,-0.929,-0.9594,-0.9566,-0.9574,-0.9568,0.4292,-0.956,-0.8488,-0.96,-0.963,-0.9568,-0.8388,-0.9888,-0.957,-0.9576,-0.9574,-0.6796,-0.9024,-0.9564,-0.961,-0.9572,-0.9018,-0.9814,-0.9554,-0.7416,-0.9006,-0.9394,0.3812,0.4578,0.3842,0.1092,0.4388,0.3828,-0.8932,0.7538,0.727,0.5062,-0.7634,-0.9662,-0.9586,-0.9394,-0.9622,-0.9494,-0.9558,0.461,0.5824,-0.8652,0.5946,0.4662,-0.8714,-0.9582,0.018,0.5138,-0.4606,-0.9752,-0.8052,-0.9598,-0.9588,-0.3612,-0.7148,-0.9038,-0.991,-0.963,-0.9586,0.4328,-0.8296,0.662,-0.77,-0.956,0.6228,0.4846,-0.5622,-0.9408,-0.9612,-0.8384,NA,NA
98,0.0107999999999999,-0.879,0.2624,-0.8498,-0.9594,-0.61,-0.7218,-0.9418,-0.8214,-0.957,-0.9584,0.2332,-0.7288,-0.96,0.3022,0.0464,-0.9196,0.5662,-0.6208,-0.9552,-0.842,-0.9096,-0.9596,-0.9552,-0.8448,-0.958,0.1354,-0.9554,-0.7484,-0.9524,-0.9568,-0.9622,-0.8378,-0.9208,-0.9532,-0.961,-0.9534,-0.7994,-0.7934,-0.9562,-0.9536,-0.9618,-0.6842,-0.9206,-0.9594,-0.5434,-0.9204,-0.9394,-0.00760000000000005,-0.1178,0.24,-0.1872,0.0960000000000001,-0.0427999999999999,-0.8606,0.2484,0.1282,0.2634,-0.801,-0.9182,-0.9572,-0.9202,-0.958,-0.9566,-0.9544,-0.1134,0.0760000000000001,-0.8894,0.0862000000000001,0.0651999999999999,-0.8884,-0.96,0.0793999999999999,0.133,-0.4768,-0.9188,-0.8622,-0.9584,-0.9636,-0.6822,-0.8788,-0.765,-0.8686,-0.9622,-0.9584,-0.3552,-0.8482,0.1916,-0.8202,-0.9568,-0.0606,0.1148,-0.6814,-0.7938,-0.9534,-0.6498,-0.9538,NA
