,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
41,-0.5376,-0.753,-0.9992,-0.628,-0.76,-0.9382,-0.5746,-0.9336,-0.9994,0.8155,0.9016,0.7658,0.9096,-1,-0.8732,-0.7996,-0.9988,-0.9932,-0.618,-0.9984,-1,-0.7184,-1,0.938,0.8314,-0.8306,-0.9046,-0.2228,-0.196,-0.859,-0.9082,-0.9832,-0.2092,-0.1924,-0.6568,-0.6594,-0.891,-0.874,-0.0208,-0.9952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.5752,-0.1522,-0.093,0.1616,-0.1404,-0.217,0.3578,0.2016,0.0713999999999999,0.4518,1,0.998,0.969,-1,-0.4788,0.2264,0.2612,-0.646,0.0795999999999999,0.1988,-1,-0.2354,-0.0427999999999999,0.9904,0.9996,-0.3162,-0.4314,0.3472,0.374,-0.9624,-0.7508,-0.8586,-0.457,-0.9524,-0.1314,-0.4094,-1,-0.5492,-0.000399999999999956,-0.53,-0.3532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.6704,0.0378000000000001,-0.0322,0.2926,-0.0704,-0.0952,0.5352,0.3078,0.1796,0.3922,1,1,0.8648,-0.778,-0.5888,0.365,0.267,-0.4838,0.2228,0.3314,-1,-0.0884,0.0891999999999999,0.9626,0.9998,-0.2094,-0.5388,0.4408,0.4534,-0.8512,-0.6558,-0.8226,-0.375,-0.966,-0.0312,-0.3086,-1,-0.6144,0.2536,-0.3758,-0.2744,-0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.948,0.7974,0.2756,0.772,0.276,0.2904,0.9436,0.8154,0.6404,-0.3104,1,0.9964,0.8688,-1,-1,0.8846,0.417,0.3498,0.7844,0.7462,-1,0.7516,0.4246,0.9526,0.9998,0.0407999999999999,-1,0.6884,0.7034,0.2578,0.194,0.044,-0.8566,-0.9322,0.673,0.5822,0.2128,-1,0.236,0.4706,0.404,-0.8164,-0.8982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.3784,0.4147,0.32,0.3667,0.3221,0.3788,0.3726,0.3758,0.3179,0.2692,0.9268,0.7758,-0.5574,0.1647,0.1761,0.3262,0.3258,0.2278,0.41,0.3224,0.1202,0.2773,0.277,-0.3852,0.835,0.176,0.1698,0.1237,0.1189,0.2664,0.2727,0.2776,-0.038,0.264,0.2251,0.2744,0.2237,0.1205,0.164,0.2713,0.2747,-0.1012,-0.0492,0.3298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,-0.277,-0.5658,-1,-0.8386,-1,-1,-0.4324,-0.783,-1,0.6294,-1,-1,0.7487,-0.992,-1,-0.535,-1,-0.9596,-0.8382,-1,-0.9764,-0.5894,-1,0.8041,-1,-1,-0.9958,-0.4782,-0.4808,-0.9116,-1,-0.941,-1,-1,-0.5854,-0.7252,-0.6998,-0.9874,-1,-0.8134,-1,-1,-1,-1,0.1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,-0.358,-0.566,-0.9728,-0.7766,-1,-0.9648,-0.3802,-0.6884,-0.9704,0.6235,0.8392,-1,0.7567,-1,-0.999,-0.466,-1,-0.8968,-0.685,-0.9604,-1,-0.5734,-0.9822,0.7954,-1,-0.988,-0.995,-0.452,-0.4524,-0.85,-0.9482,-0.9406,-0.7766,-1,-0.5948,-0.7304,-0.8036,-0.9746,-1,-0.8284,-0.9426,-0.5572,-0.7462,-1,0.1754,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.376,0.4091,0.3328,0.3707,0.331,0.3713,0.3661,0.3734,0.323,0.2698,0.9274,0.889,-0.592,0.1738,0.1702,0.3287,0.3206,0.2277,0.4053,0.3203,0.1158,0.2778,0.2738,-0.4252,0.8392,0.1702,0.1733,-0.8484,-0.8454,0.2837,0.27,0.2784,0.5197,0.6368,0.2212,0.2764,0.2254,0.1161,0.6196,0.2767,0.2814,0.4939,0.5272,0.6664,0.0598000000000001,0.1686,0.1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,-0.6296,-0.5494,-0.635,-0.054,0.2838,-0.00960000000000005,-0.6986,-0.776,-0.7002,0.8091,0.9722,0.996,0.9101,0.6257,0.6271,-0.7382,-0.5056,-0.1532,-0.001,-0.687,0.4805,-0.301,-0.6276,0.9361,0.9976,0.6185,0.6281,0.4771,0.4764,0.0736000000000001,0.1028,0.0813999999999999,0.8854,0.7912,-0.4234,-0.3166,0.0762,0.4816,0.889,-0.2492,-0.4418,0.6878,0.741,0.9973,0.2733,0.626,0.6187,0.2743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,-0.3088,-0.273,-0.2782,0.1726,0.1536,-0.0338000000000001,-0.232,-0.2978,-0.3176,0.8113,0.9984,0.995,0.9087,-0.5332,-0.203,-0.9332,-0.4312,-0.3514,0.1392,-1,-0.4958,-0.4432,-0.4556,0.935,0.9968,-0.1288,-0.2218,-0.1422,-0.1658,-0.1982,-0.139,-0.3196,0.7788,0.8496,-0.5892,-0.6884,-0.3986,-0.3986,0.872,-0.4608,-0.4212,0.603,0.705,0.9532,0.2752,-0.306,-0.249,0.2764,-0.7646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-0.0988,-0.7966,-0.9308,-0.3834,-0.4782,-0.9866,-0.2788,-0.5116,-0.8544,0.9381,0.9998,0.995,0.9806,-1,-1,-1,-0.023,-1,-0.4484,-0.8232,-1,-0.449,-0.9342,0.9872,0.9994,-0.2472,-1,0.1984,0.2062,-0.993,-1,-0.9944,0.7014,0.9556,-0.3458,-0.5972,-1,-0.7256,0.8602,-1,-0.9922,0.5992,0.749,0.9856,0.4083,-1,-0.9068,0.4131,-0.4982,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.2506,-0.5026,-0.508,-0.4964,-0.973,-0.9112,-0.0921999999999999,-0.1664,-0.4334,0.9116,0.9714,0.1858,0.969,-1,-0.9446,-0.1494,-0.8962,-0.8746,-0.541,-0.2242,-1,-0.5416,-0.542,0.9809,0.3734,-0.946,-1,0.0795999999999999,0.1042,-0.9544,-0.9052,-0.9586,-0.5918,-0.141,-0.4324,-0.691,-1,-1,-0.1808,-0.757,-0.67,0.3884,0.4132,0.4828,0.3672,-1,-0.933,0.3736,0.418,0.3524,0.1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,-0.4682,-0.3114,0.0762,-1,0.0972,0.2236,-0.401,-0.414,0.0900000000000001,0.8122,-1,0.8674,0.9106,-0.185,-0.153,0.0671999999999999,0.0844,-0.2466,-0.9938,0.0968,-0.3944,-0.6584,-0.0492,0.936,0.8982,-0.1432,-0.137,-0.3746,-0.3794,-0.0891999999999999,-0.0806,-0.109,0.6294,0.8186,-0.7862,-0.4188,-0.3506,-0.3934,0.7948,-0.1078,-0.0716,0.5462,0.6334,0.9514,0.2749,-0.171,-0.1548,0.2704,-0.4686,-0.0296,0.3586,0.2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,-0.1162,-0.6004,-1,-1,-1,-0.9884,-0.6254,-0.765,-1,0.7351,-1,-1,0.8482,-0.851,-0.9284,-0.5852,-0.919,-0.9852,-0.9832,-1,-1,-0.6516,-0.9508,0.8883,-1,-0.9292,-0.9402,-0.3404,-0.3788,-0.9696,-1,-0.9384,-0.6552,-0.7346,-0.7528,-0.9128,-0.6542,-0.9684,-0.7918,-0.7932,-0.9674,-1,-1,0.0904,0.2248,-0.9726,-0.938,0.2285,-0.1222,-0.3972,-1,-1,-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-0.0978,-0.805,-0.9364,-0.534,-0.7102,-0.9952,-0.3032,-0.5372,-0.999,0.9373,0.9898,0.893,0.9833,-1,-1,-1,-0.5908,-1,-0.5108,-0.9988,-1,-0.4392,-0.965,0.9886,0.9588,-0.5316,-1,0.159,0.2046,-0.9948,-1,-0.9938,0.405,0.7044,-0.3296,-0.541,-1,-1,0.4112,-1,-0.9932,0.3762,0.5244,0.8448,0.4063,-1,-0.921,0.4117,-0.4872,-0.955,-0.9786,-0.2968,0.336,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,0.9992,0.9996,0.9998,0.9992,1,0.9998,1,1,-1,1,0.9094,0.8082,0.9566,0.9832,0.9966,1,0.994,0.9982,0.9994,0.8944,0.9972,1,0.6792,1,0.9878,0.978,0.7992,0.7856,0.9946,0.9968,0.9994,1,1,0.9766,0.977,0.9844,0.9194,1,0.9974,0.999,1,1,1,-1,0.976,0.9808,-1,0.9982,0.998,1,1,0.9998,0.9768,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.9894,0.9232,-1,0.9282,-1,-1,0.984,0.9596,-1,-1,1,1,0.9926,-1,-1,-1,-1,-1,0.8902,-1,-1,0.9508,-1,0.951,1,-1,-1,0.9808,0.984,0.6002,-1,-1,-1,-0.22,0.948,0.9246,-1,-1,0.9168,-1,-1,-1,-1,-0.3562,-1,-1,-1,0.9583,0.9388,-1,-1,-1,0.958,-1,-1,0.9984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,-0.4178,-1,-1,-0.6542,-1,-1,-0.6622,-0.9506,-1,0.6295,-1,-1,0.7629,-0.9996,-1,-0.947,-1,-0.8572,-0.6068,-1,-0.9628,-0.6788,-1,0.8043,-1,-1,-0.996,-0.5284,-0.5264,-1,-1,-1,-1,-1,-0.6342,-0.8356,-0.777,-0.953,-1,-1,-1,-1,-1,-1,0.1733,-0.9986,-1,0.169,0.6209,-0.5096,-1,-1,-0.1916,-0.8776,-1,0.9582,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,-0.098,-0.2896,-0.7248,-0.6192,-0.9662,-0.8764,-0.1392,-0.448,-0.698,0.7409,0.9406,0.392,0.8474,-0.9906,-0.962,-0.286,-1,-0.768,-0.43,-0.952,-1,-0.4148,-0.9754,0.8852,0.5286,-0.9944,-1,-0.3094,-0.307,-0.6886,-0.72,-0.8484,-1,-1,-0.4374,-0.6166,-0.613,-1,-1,-0.6592,-0.7806,-0.223,-0.1942,-1,0.2245,-1,-0.9856,0.2224,0.739,-0.00939999999999996,-0.72,-1,0.0824,-0.884,-0.7604,0.995,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.3693,0.4137,0.3246,0.3691,0.3292,0.3653,0.3693,0.3661,0.3212,0.2761,0.9216,0.8929,-0.752,0.1675,0.1742,0.3279,0.3286,0.2245,0.4204,0.3249,0.119,0.2737,0.2801,-0.6132,0.8336,0.172,0.1738,-0.9138,-0.9122,0.2758,0.2747,0.2819,0.5234,0.6425,0.228,0.2727,0.2222,0.1155,0.6098,0.2748,0.2794,0.4868,0.5257,0.6601,0.0595000000000001,0.1735,0.1754,-0.8832,0.2784,0.2657,0.4101,0.3643,0.2809,0.2219,0.4116,0.6198,0.9626,0.172,0.2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.0698000000000001,-0.7784,-0.9642,-0.7898,-0.9524,-0.998,-0.3426,-0.3988,-0.9792,0.9072,0.8174,0.2914,0.9646,-0.941,-0.9,-0.369,-0.6516,-0.9814,-0.754,-0.9972,-1,-0.5638,-0.9614,0.9815,0.4664,-0.6944,-0.9492,0.0366,0.0662,-0.9988,-1,-0.999,-0.2176,-0.1166,-0.4514,-0.6714,-1,-0.8102,-0.7466,-0.9178,-0.8398,-0.1468,-0.0496,0.3286,0.3696,-1,-0.9672,0.3688,0.2044,0.0271999999999999,-0.9348,-0.8312,0.2198,-1,-0.9782,0.9996,-1,-1,-0.733,0.3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,-0.6206,-0.9016,-0.3534,-0.9944,-0.6498,-0.5916,-0.95,-0.8434,-0.649,0.8691,-1,0.8286,0.9457,-0.7032,-0.4714,-0.3778,-0.0856,-0.6974,-0.9652,-0.6836,-1,-1,-0.5364,0.9657,0.8774,-0.4324,-0.4988,-0.081,-0.086,-0.7324,-0.6482,-0.6016,0.5112,0.5062,-1,-1,-0.5218,-0.6352,0.2438,-0.6802,-0.4496,0.151,0.361,0.8734,0.3257,-0.5744,-0.5154,0.317,-0.2522,-0.0714,-0.3894,-0.465,-0.5148,-0.7776,-0.524,0.9968,0.9512,-0.7362,-0.3138,0.3237,-0.7356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.0691999999999999,-0.6662,-0.9726,-0.7696,-0.906,-0.998,-0.263,-0.373,-0.9316,0.8731,0.8782,0.1684,0.9428,-0.9616,-0.9782,-0.2874,-0.6066,-0.9144,-0.672,-0.9486,-1,-0.647,-0.9354,0.9678,0.3522,-0.7156,-1,-0.055,-0.0356,-0.9992,-0.9994,-0.9792,-0.279,-0.0632,-0.5464,-0.7428,-1,-0.8574,-0.956,-0.8466,-0.7918,-0.0714,0.0136000000000001,0.0298,0.3312,-1,-0.9782,0.3209,0.264,0.1114,-0.7866,-0.7494,0.0636000000000001,-1,-0.8202,1,-1,-1,-0.8308,0.3183,-0.9966,-0.5744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,-0.106,-0.7002,-0.9598,-0.7186,-0.9636,-0.974,-0.2928,-0.4982,-0.9338,0.8165,0.9088,0.3426,0.9048,-0.982,-0.9852,-0.338,-0.6792,-0.952,-0.5914,-0.9762,-0.907,-0.7438,-0.9778,0.9394,0.497,-0.803,-1,-0.1542,-0.1626,-0.987,-0.9974,-0.9868,-0.646,-0.1574,-0.6374,-0.6308,-1,-0.8828,-1,-0.9054,-0.8586,-0.379,-0.2858,-0.0346,0.2787,-1,-0.9878,0.2687,0.3948,0.0668,-0.9294,-0.718,-0.0692,-0.954,-0.9524,0.9994,-1,-1,-0.842,0.2819,-0.9666,-0.471,-0.9926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,-0.592,-0.5554,-0.4894,-0.4646,-0.4454,-0.481,-0.535,-0.5504,-0.4744,0.2769,0.9246,0.7732,0.3678,0.1685,0.1796,-0.5926,-0.391,-0.6766,-0.507,-0.407,0.1228,-0.7528,-0.5096,0.4054,0.8414,0.1753,0.1669,0.1138,0.1142,-0.6366,-0.6186,-0.678,-0.0328000000000001,0.2664,-0.8316,-0.6968,-0.7986,0.1201,0.1892,-0.6616,-0.62,-0.1328,-0.0484,0.6691,0.0638000000000001,0.1744,0.1731,0.0563,-0.698,-0.5336,-0.1926,-0.304,-0.7586,-0.7104,-0.2912,0.8134,0.927,0.1764,0.2324,0.0589999999999999,-0.4632,-0.5872,-0.4976,-0.5588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,-0.4116,-0.9734,-0.7896,-0.9826,-0.8232,-0.89,-0.9954,-0.9082,-0.878,0.91,0.5018,0.8058,0.9704,-0.677,-0.6094,-0.6944,-0.5416,-0.9222,-0.9874,-0.9332,-0.9058,-1,-0.866,0.9808,0.86,-0.594,-0.6146,-0.028,-0.0518,-0.8514,-0.8518,-0.7768,0.2996,-0.0397999999999999,-1,-0.9968,-0.4848,-0.753,0.1364,-0.8844,-0.7882,-0.2252,0.05,0.8246,0.3745,-0.6842,-0.6186,0.3671,-0.4584,-0.326,-0.85,-0.7282,-0.4256,-0.868,-0.8494,0.9988,0.9032,-0.7082,-0.4322,0.3717,-0.878,-0.9964,-0.7438,-0.7206,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,-0.1338,-0.7786,-0.9976,-0.9002,-1,-1,-0.483,-0.6344,-1,0.8146,0.6782,-1,0.9054,-0.985,-0.9536,-0.529,-0.9292,-0.9782,-0.8204,-1,-0.9284,-0.7654,-0.9944,0.94,-1,-0.8846,-0.9448,-0.2038,-0.1808,-0.9896,-1,-0.9854,-0.5962,-1,-0.667,-0.825,-1,-0.9164,-1,-0.9362,-0.953,-0.8814,-0.9038,0.1672,0.2747,-0.99,-0.985,0.2739,0.132,-0.1566,-1,-1,-0.0862000000000001,-0.9996,-1,0.9968,-1,-0.9846,-0.8526,0.2781,-1,-0.6518,-1,-0.9966,-1,-0.8128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,-0.101,-0.512,-0.826,-0.6922,-1,-0.8814,-0.2398,-0.4884,-0.7754,0.8131,0.9346,-1,0.9082,-0.9798,-0.9652,-0.3812,-0.9866,-0.8578,-0.5256,-0.9994,-1,-0.61,-0.9866,0.9369,-1,-0.986,-1,-0.1896,-0.1508,-0.872,-0.8534,-0.9538,-0.8698,-0.8442,-0.6636,-0.83,-0.9606,-1,-0.8766,-0.8226,-0.839,-0.372,-0.3294,-0.2168,0.2777,-1,-0.9878,0.2801,0.1094,-0.0638,-0.8246,-1,-0.072,-1,-0.838,0.9964,-1,-1,-0.993,0.2687,-0.7766,-0.4002,-0.8484,-0.8632,-1,-0.6452,-0.9708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4683,-1,-1,0.6056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6657,-1,-1,-1,-0.7296,-0.7278,-1,-1,-1,-1,-1,-0.9598,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1119,-1,-1,0.1185,0.473,-1,-1,-1,-0.5134,-1,-1,0.7202,-1,-1,-1,0.1182,-1,-1,-1,-1,0.1122,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,-0.365,-1,-1,-0.7166,-1,-1,-0.7072,-1,-1,0.6249,-1,-1,0.7536,-0.9976,-1,-0.9214,-1,-0.902,-0.6808,-1,-0.9824,-0.6564,-1,0.8035,-1,-1,-1,-0.5314,-0.5168,-1,-1,-1,-1,-1,-0.6092,-0.8138,-0.736,-0.9668,-1,-1,-1,-1,-1,-1,0.1693,-1,-1,0.1726,0.6307,-0.478,-1,-1,-0.1818,-0.9154,-1,0.9598,-1,-0.9994,-1,0.1774,-1,-0.8002,-1,-1,0.1782,-0.7814,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,-0.3912,-0.799,-1,-1,-1,-1,-0.836,-1,-1,0.4827,-1,-1,0.6033,-0.9502,-1,-0.69,-1,-1,-1,-1,-0.9926,-0.731,-1,0.6628,-1,-1,-1,-0.6264,-0.636,-1,-1,-1,-1,-1,-0.73,-0.854,-0.7224,-1,-1,-1,-1,-1,-1,-1,0.1185,-1,-1,0.1151,0.4764,-0.4922,-1,-1,-0.4084,-1,-1,0.8876,-1,-0.9464,-1,0.1135,-1,-1,-1,-1,0.1182,-1,-1,-1,-1,-0.9814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,-0.3778,-0.6096,-1,-1,-1,-1,-0.5826,-0.7428,-1,0.4731,-1,-1,0.6075,-0.9418,-1,-0.5948,-1,-0.972,-0.9024,-1,-0.9874,-0.734,-1,0.6539,-1,-1,-1,-0.6182,-0.621,-0.8476,-1,-0.9128,-1,-1,-0.718,-0.8166,-0.6828,-1,-1,-0.7952,-1,-1,-1,-1,0.1147,-0.993,-1,0.1108,0.482,-0.4416,-1,-1,-0.3998,-0.9776,-1,0.915,-1,-0.9544,-1,0.1133,-1,-0.6744,-1,-1,0.116,-0.7734,-1,-1,-1,-0.9688,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,-0.487,-0.8638,-0.5072,-1,-0.5094,-0.3784,-0.8916,-0.838,-0.501,0.8665,-1,0.7538,0.9442,-0.4766,-0.4128,-0.525,-0.4376,-0.749,-1,-0.5072,-0.6258,-0.986,-0.6242,0.9652,0.8282,-0.4212,-0.4106,-0.2942,-0.279,-0.642,-0.625,-0.4506,0.2374,0.433,-0.971,-0.6016,-0.7428,-0.6052,0.378,-0.6674,-0.6106,-0.00660000000000005,0.097,0.8878,0.3296,-0.4242,-0.4056,0.3285,-0.2186,-0.267,-0.2414,-0.3802,-0.9136,-0.5452,-0.2438,0.9986,0.925,-0.4782,-0.2296,0.3251,-0.3914,-0.9414,-0.4954,-0.622,-1,-0.882,-0.6386,-0.4814,-1,-0.4678,-0.6374,-0.6178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,-0.0872000000000001,-0.8296,-0.9956,-0.8382,-0.9968,-1,-0.464,-0.5416,-0.9992,0.8632,0.7646,0.0444,0.942,-0.9714,-0.956,-0.4716,-0.7892,-0.9894,-0.7274,-0.9998,-1,-0.6746,-0.9982,0.964,0.2622,-0.8056,-0.98,-0.0608,-0.0482,-0.9998,-0.9998,-0.9996,-0.439,-0.698,-0.5526,-0.7552,-1,-0.872,-0.8106,-0.9522,-0.9,-0.4324,-0.347,0.2346,0.3183,-1,-0.985,0.3228,0.0374000000000001,-0.0998,-1,-0.908,0.0775999999999999,-1,-1,0.999,-1,-1,-0.7876,0.3148,-0.9998,-0.5912,-0.9984,-0.993,-1,-0.8954,-1,-0.8696,-1,-1,-1,-1,-0.4988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
