,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
26,-0.9722,-0.9116,-0.8826,-0.9338,-0.4836,-0.9458,-0.8476,-0.8056,-0.9368,-0.0387999999999999,-0.637,-0.9148,-0.9546,-0.8926,-0.9808,-0.9762,-0.9302,-0.9092,-0.744,-0.9158,-0.968,-0.9576,-0.9926,-0.9844,-0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,-0.3492,-0.297,-0.7248,-0.5948,0.5138,-0.8978,0.0402,-0.1644,-0.8102,0.9482,-0.3142,-0.0536,-0.7088,-0.9216,-0.7394,-0.829,-0.8796,-0.6016,0.2554,-0.646,-0.9572,-0.946,-0.6818,-0.7836,-0.983,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,-0.0610000000000001,-0.381,0.204,-0.899,0.2448,-0.38,0.6598,0.5754,-0.5518,0.7978,0.8748,0.4012,-0.8976,-0.5478,-0.0876,-0.368,-0.8114,-0.0704,0.0782,0.0718000000000001,-0.8384,0.0222,-0.1482,-0.9174,-0.9738,-1,-0.7354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,-0.9024,-0.2014,-0.365,-0.4882,0.9696,-0.9884,-0.4982,-0.6516,-1,0.8442,-0.494,-0.5336,-0.397,-1,-0.9834,-0.7964,-0.9992,-0.1176,0.6474,-0.8346,-0.8314,-0.7126,-0.771,-0.6368,-0.8916,-0.9492,-0.718,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,-0.5,-0.7022,-0.8562,-0.8654,0.1342,-0.8594,-0.4626,-0.1982,-0.9602,0.7994,-0.5844,-0.1954,-0.9342,-0.8894,-0.783,-0.875,-0.9266,-0.7868,-0.3526,-0.7398,-0.9644,-0.895,-0.7198,-0.8618,-0.987,-1,-0.964,-0.7324,-0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,-0.2678,-0.2226,-0.3834,-0.5606,0.6036,-0.8826,0.0307999999999999,0.4064,-0.8864,0.7644,-0.6968,0.128,-0.5744,-0.7044,-0.7534,-0.8342,-0.8066,-0.2098,0.1256,-0.661,-0.9562,-0.992,-0.629,-0.775,-0.9478,-1,-0.995,-0.209,-0.7482,-0.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,-0.1992,-0.0112,-0.6024,-0.0942,0.3522,-0.5752,0.5282,-0.00719999999999998,-0.4794,-1,0.0726,0.3746,-0.2298,-0.8808,-0.7556,-0.442,-0.6404,-0.5958,-1,-0.232,-0.7052,-0.6268,-0.5546,-0.3472,-0.6942,-0.888,-0.9722,-0.818,-0.6624,-0.76,-0.8012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.9676,1,1,0.9154,1,0.9644,0.8608,1,0.8034,1,1,0.9994,0.8872,0.999,0.5036,0.6864,0.9716,1,1,0.9996,-1,0.912,0.923,0.8648,-1,-1,0.8164,0.9978,-1,0.5688,0.7806,0.9354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.944,0.8912,0.5864,0.8046,1,0.6682,0.986,0.932,-1,1,1,1,0.3802,0.8162,-1,-1,-1,0.9998,0.9998,0.7584,-1,-1,0.9902,-1,-1,-1,-1,0.9528,-1,-1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.9642,0.3804,-0.0228,0.854,1,-1,1,0.97,-1,1,0.5108,1,0.3704,-1,-1,-1,-1,0.986,0.9994,-1,-1,-1,0.9988,-1,-1,-1,-1,0.8754,-1,-1,-1,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
