,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
109,0.0369999999999999,0.2027,0.445,0.1366,0.4244,0.4727,0.0336000000000001,0.0764,0.3186,0.0698000000000001,-1,-0.3436,-0.9424,-1,-0.8692,-1,-1,-1,-1,-1,0.438,0.253,0.3534,0.1417,0.4476,0.0683,0.0350999999999999,0.4288,-0.9498,-1,-0.9566,-1,-0.9044,-0.8996,-0.5028,-0.1968,-1,-1,-1,-1,0.2318,-1,-1,0.4988,0.5514,0.4733,-0.7674,0.1675,0.0361,0.0341,0.1061,0.1011,0.2602,0.1103,0.169,0.1684,0.2577,0.0670999999999999,-1,-0.9468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0351999999999999,0.1764,0.8497,0.4338,0.1382,0.5029,0.5258,-0.9464,-0.8212,-1,-0.3098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3472,0.0365,0.3152,0.3468,0.071,0.2911,0.4335,0.0688,-0.9186,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.1733,0.6963,-0.2226,0.5533,-0.3116,-0.2448,0.1753,0.3217,0.4684,-1,-1,-0.6162,-1,-0.8002,-0.5294,0.8002,0.6172,0.784,0.6704,-1,0.4848,0.6874,-0.1468,0.5477,0.2776,0.3256,0.1768,0.5182,-1,-0.3484,-1,-0.82,-1,-0.779,-0.2908,0.00120000000000009,0.9906,0.7368,-1,0.8588,-0.753,0.8226,0.8524,-0.1216,0.1124,0.1532,-0.4076,-0.3626,0.1724,0.1766,0.4458,-0.3066,-0.1002,0.4417,0.6226,0.6251,-0.0154,0.3198,-0.2362,-1,0.0584,0.2834,0.939,0.7578,-1,0.4424,0.5896,0.9582,0.9104,0.6092,-0.4852,-0.5272,0.9316,-1,-1,0.1751,0.6204,0.9214,0.7792,-0.207,-0.189,0.0307999999999999,-1,-0.7556,-0.9782,0.3512,0.5056,0.9352,0.8578,0.913,-0.351,-0.041,-1,-0.6844,0.8042,0.0189999999999999,0.9882,0.9598,-0.1164,0.177,-0.1866,-0.14,0.3125,-0.0528,0.132,-0.6124,-0.552,-0.759,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.0354000000000001,0.2002,0.4551,0.1302,0.4292,0.4795,0.0356000000000001,0.0709,0.3166,0.0706,-1,-0.6806,-1,-0.8214,-0.7186,-1,-1,-1,0.3178,-1,0.4109,0.3362,0.347,0.1367,0.4589,0.0680000000000001,0.0337000000000001,0.4312,-1,-0.8538,-0.9988,-1,-0.8896,-0.9442,-0.6252,-0.5734,-1,0.083,-1,0.5242,0.2315,-1,-1,0.5012,0.5517,0.4833,-0.8464,0.1673,0.0338000000000001,0.0336000000000001,0.1021,0.1047,0.2649,0.1063,0.1739,0.169,0.2582,0.071,-0.484,-1,-0.4442,-0.3826,-1,-1,-1,0.0933999999999999,-0.2426,-1,-1,0.3702,-0.6144,-1,-1,-1,-1,0.034,0.1648,0.8445,0.5506,0.1401,0.5081,0.5221,-1,-0.9278,-0.969,-0.5428,-1,-1,0.4648,0.5062,-0.8292,-1,-1,-0.5668,-1,-1,-1,-1,0.3513,0.0353000000000001,0.3246,0.348,0.0724,0.2934,0.4323,0.0693999999999999,-0.9106,-0.9224,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,-0.576,0.1196,0.2262,-0.5444,0.5642,0.253,-0.5574,-0.2538,0.1372,0.4567,0.2591,0.6726,0.2578,0.6112,-0.2898,0.9214,0.8088,0.9888,0.9488,-1,0.0768,0.7394,-0.0334,-0.405,0.1792,-0.253,-0.5766,0.3194,0.2561,0.7828,-0.4638,0.5638,-0.3182,0.455,0.6802,0.5574,-1,0.9622,0.9732,0.922,-0.6616,-1,-1,0.546,0.6246,0.3732,0.0309999999999999,-0.1158,-0.5856,-0.5844,-0.1838,-0.208,0.0798000000000001,-0.4678,0.0518000000000001,0.1836,0.1616,-0.2704,0.8998,0.2608,0.3508,0.2882,-1,-1,0.4586,0.897,0.2704,0.9272,0.9952,0.9272,0.3248,0.223,0.988,0.9904,-1,-0.5688,0.0589999999999999,0.9484,0.92,-0.5674,0.422,0.4032,0.2652,0.022,-0.0602,-0.6546,0.807,0.9664,0.9942,0.9778,0.085,0.8096,-1,0.2012,0.6054,-1,-1,0.995,0.3506,-0.5884,0.302,0.1288,-0.2774,-0.0314,0.316,-0.3508,-0.4208,-0.2446,-0.5646,0.2358,-0.4588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,-1,-0.0974,0.2498,0.3358,0.3352,0.6288,-1,0.5166,-0.6296,0.6664,-1,0.68,-1,0.8276,-1,0.749,0.9026,-0.0856,0.9874,0.2838,0.7134,0.7602,0.3512,-1,0.2856,-1,-1,-0.1884,-1,0.7508,-1,0.5722,0.3842,-1,-0.99,0.2172,0.8398,0.8246,0.8212,0.9788,-1,0.968,0.9774,0.743,0.814,0.7458,0.4098,0.0768,-1,-1,-1,-1,0.8138,-1,-1,0.7694,0.8226,-1,0.891,-1,0.8418,0.6152,0.9694,0.7962,0.9372,0.8134,0.9856,0.7064,0.9088,0.8356,0.9706,-0.0572,0.9838,0.9278,0.9418,-1,0.6818,0.8782,0.984,0.2792,-0.3678,0.7162,-1,0.00239999999999996,-0.0622,0.7046,-0.996,-0.3292,0.9658,0.9896,-0.0802,-0.055,0.922,0.7224,0.995,0.9254,0.9688,0.9964,0.137,-1,0.3282,-1,-1,-1,0.6044,0.6552,0.4666,0.0306,-1,0.6848,-1,0.8938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,-1,0.245,0.8954,-1,-0.4752,0.8012,-1,0.6704,0.927,-1,-1,0.4794,-1,0.8482,-1,0.9188,0.9564,0.702,0.9612,0.6658,0.8796,0.933,-1,-1,0.8952,-1,-1,0.9316,-1,0.9016,-1,0.809,0.5616,-1,-0.5604,0.7168,0.9934,0.8828,0.8246,0.9238,-1,0.9606,0.9598,0.4254,0.838,0.848,-1,-1,-1,-1,-1,-1,0.0793999999999999,-1,0.8118,0.8002,0.8636,-1,0.963,-1,0.9386,0.8908,0.9956,0.8978,0.844,0.909,0.9986,0.9674,0.8854,0.7978,0.988,0.5994,0.9962,0.935,0.8852,-1,0.8326,0.9878,0.982,-1,-0.7646,0.9456,-1,-1,-1,0.9412,0.2682,0.7906,0.9254,0.9826,0.626,0.8706,0.7854,0.8712,1,0.9722,0.9768,0.9712,0.829,-1,0.9416,0.8614,-1,-1,0.9232,-1,0.6986,0.7226,-1,0.3764,-1,0.987,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,-1,-0.2326,0.0198,-0.367,-0.354,-0.2066,-1,0.4904,-1,-1,-1,-0.4796,-1,0.9324,-0.7638,0.999,0.9944,0.9918,0.9602,0.9554,0.6332,0.751,-1,-1,-1,-1,-1,-0.9176,-1,0.7854,-1,0.8464,-1,-1,-0.3592,0.5724,1,0.3696,0.9688,0.9514,-1,-0.9572,-0.8778,-0.6798,-0.3894,-1,-1,-1,-1,-1,-1,-1,-0.404,-1,-1,0.5556,0.6566,-1,0.935,-1,0.7976,0.7614,1,0.9978,0.984,-0.5476,0.984,0.9998,0.99,0.3504,0.9318,-0.072,0.9998,0.9992,0.9978,-1,0.6262,0.9104,0.9998,-1,-0.9634,0.1338,-1,-1,-1,0.7474,0.2092,0.9996,0.8088,0.6092,0.3594,0.8258,0.9992,0.6018,0.96,0.9964,0.9994,0.9984,-0.1492,-1,0.1174,-1,-1,-1,-0.4254,-1,0.72,0.7938,-1,0.5786,0.2734,0.7322,0.8798,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.5844,0.5844,0.6962,0.3596,-0.172,0.7758,0.5883,0.8347,0.8708,0.8328,-1,0.3368,-1,0.74,-0.897,0.3356,0.2204,-0.1952,0.8794,0.106,0.5028,0.1172,0.5576,0.4654,0.8744,0.5968,0.5913,0.9144,-1,0.8208,-1,0.491,0.5574,-1,-0.8876,-0.4564,-1,0.8322,0.2664,0.6704,0.0946,0.8104,0.818,0.6048,0.7344,0.684,0.521,0.566,0.5918,0.5934,0.5872,0.4876,0.729,0.4426,0.8098,0.6306,0.6176,0.1922,0.7978,-1,0.7456,-0.0872000000000001,0.9422,-0.0894,0.0258,0.8038,0.7568,0.0486,0.7462,0.7194,0.8508,-0.5148,0.9654,0.68,0.4376,0.5909,0.8408,0.729,0.7474,0.3704,-0.575,0.634,-1,0.3576,-0.4304,-0.2822,-0.7274,0.028,0.8314,0.93,-0.9582,-0.00639999999999996,-0.0946,0.5312,0.8838,0.1038,0.599,0.893,0.6696,0.5781,0.8434,0.8274,0.5612,0.2988,0.716,0.2638,0.4158,-0.3198,-1,0.232,-1,-0.6664,-0.395,0.4112,0.6878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,-1,-1,0.9302,-1,0.7952,0.8644,-1,-1,0.949,0.9096,-1,0.7148,-1,0.952,-1,0.9744,0.9894,0.8828,0.999,0.9648,0.7956,0.9898,-1,-1,0.94,-1,-1,0.9628,-1,0.825,-1,0.822,0.756,-1,-0.7576,0.7868,0.9926,0.96,0.9952,0.9912,-1,0.9904,0.9994,0.729,0.4402,0.5036,-1,-1,-1,-1,-1,-1,-1,-1,0.3032,-1,0.8172,-1,0.9442,-1,0.8966,0.9676,0.9994,0.9612,0.9996,0.9546,0.9996,0.9848,0.9664,0.9694,0.9984,0.911,0.9998,0.9536,0.984,-1,0.8572,0.998,0.9906,-1,0.000199999999999978,0.9276,-1,-1,0.5692,0.9828,0.5844,0.9364,0.9912,0.9616,0.6922,0.8884,0.9726,0.9632,1,1,0.991,0.996,0.787,-1,0.967,0.8896,-1,-1,0.8948,-1,-1,-1,-1,0.9426,-1,0.9984,0.8994,0.8444,0.9964,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,-1,-0.1738,0.7888,0.1726,0.65,0.767,-1,0.4462,0.9048,0.2532,-1,0.6044,-1,0.9866,-0.6974,0.9742,0.9038,0.7574,0.2574,0.9226,0.6906,0.4158,-0.0294,-1,0.8206,0.3814,-1,0.8912,-1,0.825,-1,0.9634,0.729,0.2144,-0.2656,0.849,0.9962,0.339,0.927,0.402,0.115,0.8282,0.8682,0.5078,0.784,0.7508,-1,-1,-1,0.0491999999999999,-1,-1,-0.3352,-1,0.8092,0.5992,0.6638,-1,0.9632,-1,0.655,0.8228,0.9984,0.9224,0.4242,0.6218,0.9994,0.9818,0.5776,-0.4216,0.9698,0.9114,0.9996,0.9674,0.9392,-1,0.676,0.9934,0.9624,-1,0.6064,0.8936,-1,-1,0.7412,0.9614,0.8512,0.9796,0.3702,-0.0876,0.6702,0.9402,0.7222,0.7858,1,0.992,0.9826,0.8658,0.8196,-1,0.8918,0.8618,-1,0.2954,0.6194,-1,0.7296,0.8426,-1,0.8428,0.341,0.9786,0.8334,0.7448,0.1804,0.8374,0.9586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,-1,0.3814,0.6294,0.58,-0.0454,0.2308,-1,0.7596,-1,-1,-1,-0.0436,-1,0.8866,-1,0.9992,0.9626,0.9764,0.8976,0.9526,0.8652,0.9464,-1,-1,-1,-1,-1,-0.438,-1,0.8834,-1,0.8604,-1,-1,-0.6578,0.385,0.9998,-1,0.9864,0.9036,-1,0.942,0.9548,-0.1824,0.0491999999999999,-1,-1,-1,-1,-1,-1,-1,0.2556,-1,-1,0.8488,0.9018,-1,0.9688,-1,0.9068,0.79,0.9998,0.9636,0.881,0.0122,0.9876,0.9994,0.9534,-0.7738,0.9902,0.0600000000000001,0.9996,0.9566,0.9696,-1,0.876,0.9842,0.9954,-1,-0.5908,-0.1104,-1,-1,-1,0.868,-0.4384,0.9924,0.5238,-0.1572,-0.6214,0.9152,0.8832,0.8596,0.9982,0.9992,0.9958,0.984,0.0992,-1,0.616,-1,-1,-1,0.8748,-1,-1,0.779,-1,0.1368,-1,0.958,0.8862,0.6074,0.9522,0.45,0.9644,0.2392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,-1,-1,0.7602,-1,-0.3306,0.6872,-1,0.7388,-1,-1,-1,0.2214,-1,0.9526,-1,0.9984,0.9606,0.9974,0.987,0.9478,0.8238,0.96,-1,-1,-1,-1,-1,-0.331,-1,0.9258,-1,0.9038,0.5674,-1,-0.4074,0.8066,1,0.532,0.9938,0.9834,-1,0.9608,0.9886,-0.0538,0.1134,-1,-1,-1,-1,-1,-1,-1,0.3394,-1,-1,0.8774,0.9166,-1,0.986,-1,0.9412,0.8684,0.9998,0.9618,0.9482,0.1692,0.9916,0.9996,0.9942,0.5796,0.9954,0.45,0.9998,0.9886,0.9506,-1,0.8798,0.998,0.9836,-1,-1,-0.107,-1,-1,-1,0.8722,0.4112,0.9792,0.911,0.3168,0.4332,0.9546,0.9448,0.9256,0.9986,0.9998,0.997,0.9914,0.6458,-1,0.746,-1,-1,-1,0.874,-1,0.7328,0.8864,-1,0.805,-1,0.9056,0.9736,0.8334,0.9362,0.517,0.9918,0.4922,0.8766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,-0.9624,-0.8808,-0.5794,-0.9218,-0.6,-0.5708,-0.967,-0.9394,-0.7354,0.0336000000000001,0.0188999999999999,0.2414,0.0181,0.2264,-0.7066,0.729,0.7376,0.7512,0.639,0.7798,-0.6848,-0.0722,-0.7784,-0.9326,-0.6122,-0.9366,-0.964,-0.6348,0.0164,0.3254,0.0357000000000001,0.1619,0.0344,0.0321,-0.26,-0.2086,0.9244,0.4584,0.8372,0.5658,-0.8682,0.9156,0.9088,-0.5126,-0.4632,-0.57,-0.8798,-0.9028,-0.9634,-0.9656,-0.9204,-0.923,-0.8424,-0.922,-0.865,-0.917,-0.8662,-0.9414,0.3762,0.0177,0.4676,-0.2778,0.8024,0.8068,0.7336,0.2236,0.1926,0.8608,0.8262,0.4442,-0.4614,0.1648,0.9208,0.9138,0.882,-0.968,-0.8822,0.1762,0.1544,-0.924,-0.556,-0.4288,0.0179,0.0705,0.0749,-0.3032,0.3244,0.8578,0.7444,0.6586,0.2768,0.0995999999999999,0.87,-0.532,0.6612,0.8644,0.9298,0.929,-0.695,-0.9642,-0.707,-0.716,-0.9404,-0.7768,-0.5882,0.0365,0.034,0.0576000000000001,0.0337000000000001,0.1746,0.036,-0.63,0.548,0.6898,0.505,0.5869,0.8346,0.4666,0.7622,0.7814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,-1,-0.967,-0.9996,-0.9328,-0.6516,-0.9994,-1,-0.798,-0.8692,-0.6168,0.1674,0.6328,0.1752,0.647,-0.3946,0.8108,0.7756,-1,0.8218,-1,-0.8338,-0.4386,-0.9836,-1,-0.9148,-1,-0.793,-0.8968,0.1742,0.8048,0.3184,0.5598,-0.864,0.3176,-0.0382,0.2514,0.9772,0.7156,-1,0.4788,-0.8362,0.8644,0.873,-0.9194,-0.9696,-0.9114,-0.802,-0.7606,-1,-1,-1,-1,-0.6146,-1,-0.969,-0.3532,-0.3304,-0.5888,0.8194,0.1736,0.9086,0.3622,0.9068,-1,0.6868,0.3844,0.7392,0.9096,0.6234,0.5992,-0.4136,-0.3126,0.9676,-1,-1,-1,-0.7694,-0.0772,0.2326,-1,-0.6046,-0.9826,0.1714,0.5498,0.5452,0.1298,0.3816,-1,0.938,0.7814,0.00320000000000009,0.48,-1,-0.7034,0.7582,0.3498,0.9674,0.9786,-0.9992,-1,-0.9984,-0.9812,-1,-0.9942,-0.9742,-0.59,0.3212,0.4403,0.3166,-0.2892,0.315,0.1598,0.2308,0.7698,-0.0444,0.6672,0.8074,0.787,0.2382,0.6576,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,-1,-0.9086,-1,-0.9396,-0.3158,-0.994,-1,-0.7754,-0.9896,-0.5514,0.2043,0.7578,0.2042,0.743,-0.21,0.8708,0.844,-1,0.9254,-0.356,-0.628,-0.398,-0.98,-0.8848,-0.971,-1,-0.7722,-0.9846,0.2117,0.8244,0.3765,0.673,-0.8398,0.3873,0.5324,0.697,0.9858,0.8694,-1,0.5706,-0.7134,0.9296,0.9384,-0.7024,-0.7688,-0.8476,-0.781,-0.77,-1,-1,-1,-1,-0.5484,-1,-0.9914,-0.4352,-0.2798,-0.5226,0.8698,0.2163,0.9248,0.565,0.9686,-1,0.6722,0.412,0.9166,0.9394,0.809,0.8048,-0.3232,-0.1838,0.9836,-1,-1,-1,-0.7148,0.0486,0.5244,-1,-0.293,-0.9834,0.2042,-0.251,0.618,0.5954,0.574,-1,0.9846,0.912,0.2404,0.7652,-1,-0.6696,0.8496,0.6014,0.979,0.9884,-0.9856,-1,-1,-0.9998,-0.8106,-0.9084,-0.968,-0.5146,0.3771,0.5165,0.3759,-0.2688,0.3685,0.3104,0.4718,0.9144,0.095,0.8962,0.9478,0.8996,0.4802,0.7702,-1,-0.9926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,-1,-0.993,-0.9918,-0.9322,-0.3068,-0.9104,-1,-0.772,-1,-0.5152,0.2271,0.6232,0.2268,0.7306,-0.2188,0.4568,0.3274,-1,0.9474,-1,-0.4912,-0.9452,-0.9188,-0.996,-0.9976,-1,-0.7424,-0.9998,0.2167,0.8,0.4009,0.9182,-0.5622,0.4066,0.588,0.7032,0.3872,0.8606,-1,-0.016,-0.7864,-1,-1,-0.5322,-0.6108,-0.8032,-0.8532,-0.8,-1,-1,-1,-1,-0.6524,-1,-1,-0.4098,-0.3942,-0.5092,0.8646,0.2192,0.9044,0.5546,0.9574,-1,0.6664,-0.1164,0.9112,0.4224,-1,0.8086,0.1572,-0.1396,0.498,-1,-1,-1,-0.71,-0.7732,0.4548,-0.9046,-0.2068,-0.9996,0.2286,-0.3462,0.6489,0.5686,0.044,-1,0.979,0.891,0.2528,0.7754,-1,-0.258,0.9264,0.6224,-1,0.8174,-0.905,-1,-0.9958,-0.9966,-1,-0.8612,-0.9728,0.4053,0.4079,0.534,0.4002,0.0992,0.3967,0.2464,-0.4616,0.9278,-1,0.9062,0.952,0.8712,-1,-1,-1,-0.9082,-0.9834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,-1,-0.9998,-1,-0.9118,-0.6344,-0.9514,-1,-0.8508,-0.9954,-0.7188,0.1211,0.5412,0.1179,0.8547,-0.5134,0.1194,-0.2904,-1,0.8458,-1,-0.8986,-0.9466,-0.9652,-1,-0.9852,-1,-1,-0.9814,0.1202,0.7506,0.2301,0.7214,-0.6358,0.2346,-0.2424,-0.00160000000000005,-1,0.6884,-1,-1,-0.7056,-1,-1,-0.7868,-0.8066,-0.943,-0.8196,-0.7442,-1,-1,-1,-0.9334,-0.631,-1,-1,-0.547,-0.3848,-0.7006,0.7726,0.1251,0.8258,0.0766,0.8778,-1,0.352,-0.4012,0.589,-1,-1,0.609,-0.279,-0.6524,-1,-1,-1,-1,-0.8496,-0.8226,0.2996,-0.9086,-0.6298,-1,0.1247,0.4175,0.4142,-0.0666,-1,-1,0.95,0.8148,-0.1718,0.4814,-1,-0.5178,0.7426,-1,-1,0.546,-0.9906,-1,-0.9992,-0.9938,-1,-0.9852,-0.9944,0.2282,0.2291,0.3218,0.2405,0.3394,0.2396,0.1094,-1,0.8554,-1,0.5956,0.887,0.7812,-1,-1,-1,-0.9768,-0.9772,-0.9722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,-1,-0.9828,-0.9652,-0.7114,-0.2428,-0.868,-1,-0.8414,-0.9998,0.2615,0.1359,0.5648,0.1407,0.6112,-0.0586,-1,-1,-1,0.9404,-1,-0.5752,-1,-0.7524,-0.9552,-1,-1,-0.8092,-1,0.143,0.661,0.2554,0.7619,0.2618,0.255,0.4198,0.6198,-1,0.8636,-1,0.1034,-0.4134,-1,-1,-0.483,-0.5572,-0.7552,-0.7932,-0.7534,-1,-1,-1,-0.9226,-0.5736,-0.903,-0.9998,-0.4738,-0.288,-0.6662,0.7338,0.136,0.825,0.467,0.945,-1,0.64,-0.1238,0.871,-1,-1,0.8108,0.2042,-0.1562,-1,-1,-1,-1,-0.817,-1,0.5016,-0.808,-0.1538,-1,0.1404,-0.5852,0.4592,0.544,-0.207,-1,0.9828,0.8984,0.3888,0.788,-1,-0.1502,0.9054,-1,-1,-1,-0.9006,-1,-0.9996,-0.9904,-0.8722,-0.8182,-0.9014,0.254,0.2601,0.3719,0.2649,0.4256,0.2583,0.2518,-1,0.9288,-1,0.8788,0.9542,0.8874,-1,-1,-1,-0.8788,-0.9716,-1,-0.9774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0700000000000001,0.3736,0.3352,0.2519,-0.3904,0.7431,0.0721000000000001,0.1364,0.5476,-0.8296,-1,-0.6226,-1,-0.9356,-0.4328,0.8538,-1,0.9328,-1,-1,0.6862,0.7484,0.569,0.2562,0.7115,0.1366,0.0704,0.679,-1,-0.2676,-0.993,-0.8146,-0.769,-0.9142,-0.1224,0.1414,0.994,0.593,0.8684,0.839,0.4129,-1,-1,-0.0934,0.3276,0.7316,-0.7028,-0.6452,0.0707,0.0687,0.203,0.203,-0.3414,0.2002,0.3177,0.312,0.4601,0.1316,-0.2032,-1,0.1206,0.155,0.938,0.9302,-1,0.267,0.545,0.9804,0.9474,0.4108,-0.325,-0.206,0.86,-1,-1,0.0718000000000001,0.3112,0.9362,0.8708,0.2537,0.2412,0.775,-1,-0.8414,-0.9394,0.04,0.4652,0.9768,-1,0.81,-0.498,0.2528,-1,-0.1774,0.7822,0.8986,0.9932,-1,0.5794,0.0672999999999999,0.5482,0.578,0.1321,-0.153,0.6809,0.1353,-0.8122,-0.806,-1,-0.8688,-0.9228,-0.029,0.8138,0.4722,0.771,0.4236,0.9644,0.7566,-1,0.8532,0.0711999999999999,0.545,0.6165,0.6447,0.4127,0.4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
