,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
45,-1,-0.9118,-0.8184,-1,-0.63,-0.9504,-1,-1,-0.6272,-1,0.3323,0.3406,0.3299,0.6468,-0.5432,0.9388,0.891,-0.0242,0.84,0.946,-0.694,-0.002,-1,-1,-0.7028,-1,-0.5704,-0.5856,0.3215,0.1678,0.5526,0.7114,-0.6882,0.555,0.0533999999999999,0.5486,0.9932,0.2342,-1,0.2156,-0.9378,0.7484,0.7384,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,-1,-0.8976,-0.892,-0.8312,-0.6532,-0.9634,-1,-0.6556,-0.8906,-0.3932,0.2772,0.5378,0.2771,0.8226,-0.3688,0.9332,0.8374,-1,0.8318,0.941,-0.787,-0.2162,-1,-1,-0.8574,-1,-0.644,-0.8124,0.2743,0.1528,0.4799,0.7666,-0.5368,0.4812,0.1034,0.485,0.9928,0.1378,-1,-0.5208,-0.958,-1,-1,-0.9886,-0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,-1,-0.919,-0.6306,-0.8436,-0.7972,-0.7892,-0.9628,-0.9262,-0.776,0.2006,-1,-0.032,-1,-0.0866,-0.392,0.6926,0.6902,-1,-1,-1,-0.6922,-0.3272,-0.8684,-0.8938,-0.8002,-0.939,-0.9298,-0.7368,-1,0.1574,-0.858,-0.3522,0.1963,-0.8528,-0.1118,0.3344,-1,-1,-1,-1,-0.6634,-1,-1,-0.7646,-0.7042,-0.6722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,-1,-0.8408,-0.7602,-0.8264,-0.6832,-0.7332,-0.9636,-0.9404,-0.7596,0.1651,0.0871999999999999,-0.2212,0.0885,-0.259,-0.3778,0.4462,0.4378,-1,-1,-1,-0.664,-0.7708,-0.814,-0.8798,-0.7542,-0.943,-0.9554,-0.6664,0.0872999999999999,0.038,0.1688,0.5794,0.168,-0.8568,-0.1302,0.1606,-1,-1,-1,-1,-0.703,-1,-1,-0.59,-0.5218,-0.7132,-0.9148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,-0.9654,-0.9402,-0.7,-0.9546,-0.7094,-0.7508,-0.9658,-0.9524,-0.8354,0.0374000000000001,0.0161,0.2449,0.0143,0.2178,-0.79,0.5976,0.6744,0.646,0.4202,0.7022,-0.8354,-0.1994,-0.8868,-0.9756,-0.7488,-0.9514,-0.963,-0.7946,0.0183,0.3208,0.0363,0.1618,0.0373000000000001,0.0321,-0.6076,-0.5258,0.8758,0.1894,0.6954,0.434,-0.926,0.886,0.88,-0.694,-0.6372,-0.6912,-0.9462,-0.9562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,-0.964,-0.9876,-0.872,-0.9314,-0.8314,-0.9064,-0.9664,-0.9712,-0.9484,0.0330999999999999,0.0141,0.2426,0.0164,0.2226,-0.778,0.228,0.2878,0.2846,0.0478000000000001,0.3458,-0.937,-0.4446,-0.979,-0.9508,-0.9074,-0.9764,-0.9662,-0.9258,0.0194000000000001,0.3205,0.0357000000000001,0.155,0.0334000000000001,0.0330999999999999,-0.7978,-0.596,0.4454,-0.2864,0.2896,0.0935999999999999,-0.8908,0.548,0.5308,-0.8826,-0.8702,-0.877,-0.9654,-0.9594,-0.9644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-1,-0.991,-1,-0.8736,-0.6758,-1,-0.9726,-0.9556,-1,0.1097,0.0531999999999999,0.575,0.0511999999999999,0.54,-0.431,-1,-1,-1,-1,-1,-0.8434,-1,-0.9934,-0.9548,-1,-0.9818,-0.9418,-1,0.0533999999999999,0.2442,0.1047,0.4082,0.1095,0.1027,-0.3544,-0.0132,-1,-1,-1,-1,-0.7662,-1,-1,-1,-1,-1,-0.9532,-0.91,-1,-0.9824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-1,-0.9618,-1,-0.8392,-1,-1,-0.9766,-0.955,-1,0.0965,0.0533999999999999,-0.1074,0.0537000000000001,-0.1552,-0.4694,-1,-1,-1,-1,-1,-1,-1,-0.9764,-0.9216,-1,-0.9724,-0.9564,-1,0.0508,0.1932,0.1064,0.4105,0.106,0.1065,-0.622,-0.1248,-1,-1,-1,-1,-0.7834,-1,-1,-1,-1,-1,-0.958,-0.9118,-1,-0.9736,-0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,-1,-0.78,-0.4826,-0.7352,-0.7818,-0.616,-0.9436,-0.8922,-0.576,0.2609,0.1384,0.3408,0.1374,0.2866,-0.1646,0.9138,0.9198,-1,-1,0.3472,-0.4796,0.0206,-0.7068,-0.7832,-0.6478,-0.9028,-0.907,-0.5126,0.1331,0.6064,0.2741,0.7667,0.2625,-0.6612,0.2274,0.5644,0.9876,-0.3368,-1,-0.2828,-0.5934,0.764,0.7676,-0.7164,-0.4312,-0.3866,-0.912,-0.9412,-1,-0.9454,-0.8658,-0.9536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,-1,-0.9838,-1,-0.9558,-0.7494,-1,-0.9716,-0.9518,-1,0.1005,0.0559000000000001,0.5711,0.0485,0.5419,-0.6584,-1,-1,-1,-1,-1,-0.9256,-1,-1,-0.9546,-1,-0.9626,-0.936,-1,0.052,0.1934,0.1048,0.4017,0.0989,0.1025,-0.536,-0.1648,-1,-1,-1,-1,-0.8634,-1,-1,-1,-1,-1,-0.9364,-0.9082,-1,-0.9744,-0.9788,-0.9684,-0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-1,-0.9834,-1,-0.7996,-0.3882,-0.995,-1,-0.9102,-0.9996,0.1725,0.0851999999999999,0.7625,0.0898000000000001,0.7327,-0.2894,-1,-1,-1,0.8528,-1,-0.6744,-1,-0.8496,-0.9716,-1,-1,-0.8956,-1,0.0903,0.482,0.1708,0.5923,0.1678,0.1697,0.0158,0.3666,-1,0.6496,-1,-1,-0.6188,-1,-1,-0.7142,-0.8902,-0.9802,-0.8812,-0.828,-1,-1,-0.9974,-0.96,-0.7444,-0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,-0.9346,-0.6622,-0.1894,-0.8552,-0.4514,-0.2868,-0.9308,-0.87,-0.4786,0.1718,0.0884,0.7677,0.0851,0.7302,-0.0928,0.7036,0.8428,-1,0.1798,0.8708,-0.514,-0.4686,-0.5054,-0.8112,-0.3102,-0.8614,-0.9318,-0.4582,0.0868,0.8696,0.1639,0.5745,0.1713,0.1663,0.6054,0.6204,-1,0.6,0.7954,0.6438,-0.6102,0.9726,0.966,-0.1976,-0.1114,-0.1626,-0.7726,-0.78,-0.9296,-0.932,-0.8218,-0.8256,-0.866,-0.8002,-0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,-0.8864,-0.5476,-0.0678,-0.7302,-0.3774,-0.264,-0.8894,-0.7854,-0.2406,0.2632,0.1318,0.6116,0.14,0.8845,-0.1098,0.715,0.916,-1,0.6712,0.9248,-0.2928,-0.4824,-0.429,-0.6906,-0.2838,-0.818,-0.886,-0.2336,0.1394,0.8134,0.2505,0.2596,0.2713,0.2538,0.6462,0.6692,0.7078,0.6742,0.9306,0.702,-0.596,0.9822,0.9842,-0.2402,-0.1122,-0.1064,-0.7868,-0.7578,-0.8902,-0.883,-0.7484,-0.7692,-0.847,-0.736,-0.5614,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,-0.9496,-0.8304,-0.3644,-0.8862,-0.4312,-0.367,-0.9556,-0.9144,-0.6024,0.0706,0.0334000000000001,0.4338,0.0328999999999999,0.3982,-0.5078,-1,-1,-1,-1,-1,-0.5368,0.00479999999999992,-0.6492,-0.9086,-0.416,-0.9148,-0.9562,-0.457,0.0346,0.5458,0.0668,0.3024,0.0673999999999999,0.0694999999999999,0.0602,0.1258,-1,-1,-1,-1,-0.7956,-1,-1,-0.3112,-0.216,-0.3428,-0.82,-0.8668,-0.9494,-0.954,-0.8856,-0.8858,-0.8638,-0.886,-0.7992,-0.9336,-0.8946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.3776,0.3944,0.9018,0.8607,0.9706,0.683,0.3795,0.621,0.7972,-0.0466,-1,0.000599999999999934,-1,-0.7238,-0.4598,0.8682,0.5924,0.7812,0.9786,0.831,0.7866,0.8226,0.5668,0.4194,0.6966,0.1202,0.3727,0.8178,-1,-0.7528,-1,-0.793,0.0726,-1,0.2268,0.6892,0.9984,0.9682,0.9788,0.9678,0.1154,0.5382,0.6192,0.6236,0.7766,0.7692,0.2014,0.1646,0.3757,0.3896,0.1926,0.0152000000000001,0.6238,0.284,0.6446,0.9182,0.7924,0.6201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.018,0.1046,0.2585,0.0725,0.2443,0.2675,0.0170999999999999,0.0347,0.1724,0.0361,-0.9614,-0.766,-0.9632,-0.7434,-0.7684,0.4904,0.5836,0.5382,0.3438,0.635,0.2424,-0.1706,0.1895,0.0700000000000001,0.2538,0.0328999999999999,0.0177,0.2394,-0.9656,-0.5234,-0.9684,-0.8292,0.0341,-0.9522,-0.2576,0.5262,0.798,0.1208,0.551,0.337,0.1298,0.8598,0.824,0.2846,0.3289,0.2802,-0.9488,0.0878000000000001,0.0189999999999999,0.0187999999999999,0.0517000000000001,0.0535000000000001,0.1389,0.052,0.0849,0.0837000000000001,0.1437,0.0376000000000001,-0.5004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.4575,0.4702,0.9254,0.5414,0.9858,0.8046,0.4599,0.7065,0.8504,0.7107,-1,-0.3924,-1,-0.536,-0.3924,0.912,0.7896,0.6338,0.9574,0.8884,0.8034,0.7356,0.68,0.16,0.7904,0.354,0.4568,0.8692,-1,-0.9652,-1,-0.6606,0.3004,-1,-0.032,0.3704,0.9976,0.7852,0.9716,0.8214,0.2186,0.8192,0.812,0.6244,0.4846,0.4818,0.4026,0.3982,0.4603,0.4616,0.4452,0.3702,0.7692,0.4032,0.6726,0.9581,0.8998,0.7147,-0.993,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,-0.529,0.1166,0.3272,-0.3114,0.665,0.5776,-0.514,-0.1454,0.5108,0.7632,-1,0.00219999999999998,-1,0.5814,-0.9966,-0.0512,-0.16,0.6228,0.7834,-0.6594,0.2098,0.0182,0.1168,-1,0.5086,-0.2482,-1,0.6406,-1,0.2892,-0.4462,0.6492,0.2214,0.1096,-0.0228,-0.4846,-1,0.7552,0.8782,0.9076,-0.5142,0.4812,0.5086,0.5184,0.565,0.5334,0.0429999999999999,0.0196000000000001,-1,-0.5188,-0.1172,-0.2098,0.4378,-0.3048,0.2278,0.574,0.6224,0.0742,0.6854,-0.3304,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,-1,-1,0.9274,0.8346,0.872,0.9634,-1,0.7358,0.9452,0.9316,-1,0.843,-1,0.9958,-1,0.9326,0.9952,0.9756,1,0.9512,0.767,0.9604,0.8956,-1,0.9658,-1,-1,0.9678,-1,0.9626,-1,0.9788,0.9484,-1,-1,0.1734,0.9764,1,0.9992,0.9992,0.7768,0.9998,0.9994,0.9656,0.9778,0.974,0.8142,0.6362,-1,-1,-1,-1,0.9504,-1,0.4834,0.817,0.8304,-1,0.9932,-1,0.9724,-0.5726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,-1,0.5156,-1,-1,-0.265,0.4876,-1,0.82,-1,-1,-1,-0.2814,-1,0.8778,0.1778,0.9596,0.9566,0.987,0.997,0.984,0.8248,0.91,-1,-1,-0.1754,-1,-1,-1,-1,0.9394,-1,0.2666,-1,-1,-0.4626,0.0980000000000001,0.997,0.9568,0.8638,0.9962,-1,1,1,0.8914,0.9518,0.937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6934,-1,0.8616,-1,0.9132,-0.5822,0.9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,-1,0.3082,0.6352,0.5432,0.3522,0.4328,-1,0.726,0.1542,-1,-1,-0.4252,-1,0.6526,-0.1298,0.9996,0.9904,0.9934,0.9034,0.951,0.833,0.9372,-1,-1,0.537,-1,-1,0.66,-1,0.911,-1,0.467,-1,-1,-0.0558,0.095,1,0.4324,0.9964,0.991,-1,0.9608,0.9624,0.8058,0.9124,0.8826,-1,-1,-1,-1,-1,-1,0.1762,-1,-1,0.8212,0.8782,-1,0.9494,-1,0.9428,-0.9788,0.9998,0.9744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,-1,-0.279,0.4508,-0.1996,0.6634,0.108,-1,0.1764,-0.5558,-1,-1,-0.4284,-1,0.9068,-0.8374,0.8788,0.7038,0.8626,0.8458,0.8182,0.1976,0.3734,-0.813,-1,-0.5084,-1,-1,-0.2596,-1,0.3826,-1,0.8338,0.5016,-1,-0.0578,0.5762,0.9912,0.758,0.8464,-0.0982,-0.208,0.4738,0.5478,0.1832,0.2374,0.0102,-1,-1,-1,-1,-0.4048,-1,-0.7406,-1,-1,0.4766,0.5764,-0.0764,0.8356,-1,-0.0228,0.6494,0.972,0.6862,0.00259999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
