,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
47,0.9874,0.9996,0.849,0.8948,0.9992,0.7762,0.9976,0.9986,0.984,1,0.966,0.2938,0.7428,-0.3448,-1,-1,0.6602,0.9916,0.998,0.8996,0.7822,0.9496,-0.0918,0.9236,0.9118,-0.7848,0.9536,0.9904,0.6796,0.00760000000000005,0.213,-1,0.6006,0.998,0.933,0.7732,-0.9954,0.403,0.804,1,0.9622,0.8752,0.7826,-1,0.9982,0.9018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.85,-1,-0.4078,-0.9528,0.2582,-0.8094,0.5118,-1,-0.3754,1,-0.0600000000000001,-0.3106,0.4072,-0.8472,-0.0778,-0.2098,-0.8464,-0.4424,-1,0.7884,0.3168,0.5412,0.3324,-0.4398,-0.8568,-0.597,0.185,-1,0.1006,-0.117,0.3428,-0.9144,0.9784,0.9044,-1,-0.949,0.3668,0.8618,-0.3364,1,-0.7704,-0.1502,-0.8052,-0.9184,-1,-0.7038,-0.7334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.9726,0.9908,0.437,0.971,0.9672,0.8196,1,1,0.9384,1,0.9978,0.9694,0.9988,0.4334,-0.7424,-0.3756,0.914,1,0.9966,0.9934,0.712,0.8764,-0.431,0.9394,0.947,-1,0.961,0.98,0.9548,-1,-1,-1,0.97,1,0.9512,0.8812,0.362,0.8944,0.8518,1,1,0.932,0.953,0.0444,1,0.949,0.9868,-0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.939,0.9912,-0.5946,0.8202,0.9728,0.7698,0.9972,0.995,0.9566,1,0.9754,0.4724,0.9382,-0.6074,-1,-0.5988,0.9176,0.9222,0.9974,0.939,0.3012,0.6956,-0.7174,0.8566,0.8156,-0.8818,0.8734,0.9408,0.6116,-1,-0.72,-1,0.8768,1,0.9536,0.47,-0.7206,0.7768,0.7508,1,0.9368,0.4738,0.3234,-0.5768,0.9986,0.9734,0.9798,-0.8488,0.7758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.8156,0.9796,0.4044,0.7962,0.9946,0.4554,0.9754,0.997,0.7736,1,0.961,0.5536,0.9338,-0.889,-0.9992,-0.9478,0.781,0.8628,0.995,0.8366,-0.9462,-1,-0.8676,0.5944,0.724,-0.8702,0.0522,0.98,-0.5408,-1,-0.892,-1,0.4086,1,0.949,0.8302,-0.9832,0.5932,0.4648,1,0.877,0.6714,0.099,-1,0.9982,0.9934,0.9094,-0.904,0.8408,0.3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-1,-1,-0.2908,-0.6924,-1,-0.4494,-1,-1,0.1008,-1,-0.4552,-1,0.0793999999999999,-0.311,-0.9462,-0.9986,-0.2938,-1,-1,0.5662,-0.6214,-0.1288,-0.9544,-0.4862,-1,-0.9966,-0.683,-1,-0.5714,-0.7826,-0.4258,-0.7104,0.0484,-0.237,-1,-0.9082,-0.398,0.203,0.0247999999999999,-1,-1,-1,-0.4586,-0.9966,-1,-1,-0.2932,-0.9826,-1,-0.3136,-0.5824,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.9964,1,0.6632,1,0.9998,0.8358,1,1,0.9636,1,0.9998,0.9984,1,0.5766,-1,-1,0.8714,1,0.9998,1,0.9766,0.9898,-1,0.9726,0.9956,-1,0.9968,0.997,0.9958,-1,-1,-1,0.9942,1,0.985,0.9974,0.7704,0.998,0.9196,1,0.997,0.9364,0.96,-1,1,0.9946,0.9984,0.777,0.9958,0.9544,0.9476,-1,NA,NA,NA,NA,NA,NA,NA,NA
54,0.8458,0.9996,0.8986,0.8212,1,0.6348,0.9634,0.9984,0.7276,1,0.9992,0.3598,0.9032,-0.8152,-1,-1,-0.0368000000000001,0.9998,1,0.9298,-0.9326,-1,-0.7418,0.3544,0.5308,-0.9508,-0.565,0.9942,-0.863,-0.7984,-0.1486,-1,0.293,0.9988,0.9626,0.9874,-0.9842,0.9282,0.836,1,0.7856,0.9208,0.4664,-1,0.989,0.964,0.8556,-0.8892,0.998,0.9364,0.4916,-0.594,0.995,NA,NA,NA,NA,NA,NA,NA
55,1,1,0.8434,1,1,0.9068,1,1,0.961,1,0.9998,1,1,0.5714,0.991,-1,0.758,1,1,1,0.9986,0.9996,0.956,1,1,0.9076,1,1,1,0.9982,0.9992,-1,0.9978,1,0.9882,1,0.9618,1,0.967,1,0.9954,0.9656,0.9024,-1,0.9962,0.9862,0.9768,0.9796,1,0.9726,0.9784,-1,0.9996,0.9502,NA,NA,NA,NA,NA,NA
56,1,1,0.9996,1,1,1,1,1,1,1,1,1,1,0.9922,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,0.9872,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0.9998,0.9998,-1,1,1,1,NA,NA,NA,NA,NA
57,0.9734,0.9986,0.8464,0.9956,0.9972,0.8398,0.9972,0.9998,0.9198,1,0.9992,0.8914,0.9982,0.4678,-1,-1,0.853,0.9996,0.9968,0.9644,0.594,0.8354,-0.95,0.7256,0.9032,-1,0.9384,0.994,0.7744,-1,-1,-1,0.192,1,0.9918,0.9714,-0.9346,0.8136,0.8884,1,0.9596,0.9236,0.8926,-1,1,0.9748,0.9706,-0.468,0.9672,0.905,0.8914,-1,0.996,0.9678,0.998,1,NA,NA,NA,NA
58,-0.2272,-1,-0.7922,-0.9734,-1,-0.8838,0.0262,-1,-0.3838,-1,-0.271,-0.509,0.1154,-0.7778,-0.2746,-0.9864,-0.7658,-0.7208,-1,0.738,-0.3406,0.7686,-0.812,-0.875,-0.9484,-0.42,0.6298,-1,-0.8612,0.1554,0.523,-0.786,0.7176,0.9114,0.3286,-0.7238,-0.512,0.8602,0.0409999999999999,-1,-0.9714,-0.4044,-0.8788,-0.9996,-1,-0.7702,-0.7834,-0.4898,-0.4758,-0.7072,-0.8556,-1,-1,-0.9156,0.838,-1,-1,NA,NA,NA
59,1,0.9792,0.6404,0.9776,0.8592,0.8938,1,0.9966,0.9066,1,0.9992,1,1,0.3716,0.927,0.981,0.7914,1,0.975,1,0.9972,0.9984,0.9892,1,0.9976,0.613,1,0.9866,0.9998,0.994,0.9972,-1,1,1,0.9492,0.9922,0.967,1,0.9336,1,1,0.9266,0.9448,-1,0.963,0.8302,0.9264,0.872,0.9178,0.8296,0.938,-1,0.9752,0.908,1,1,0.9316,-1,NA,NA
60,0.5884,0.9992,0.7366,0.8382,0.999,-0.1474,0.9,0.9982,0.5606,1,0.967,0.3132,0.7742,-0.964,-1,-0.9894,-0.6126,0.9996,0.9912,0.8484,-0.095,0.1746,-0.5924,0.4178,0.7992,-0.875,0.5178,0.9842,-0.8338,-0.6606,-0.95,-0.5472,-0.4952,0.9992,0.9518,0.965,-0.9826,0.8552,0.6416,1,0.7214,0.9474,0.737,-1,0.9678,0.8862,0.8226,-0.938,0.9978,0.9252,0.457,-0.8304,0.9976,-0.2708,0.9882,1,0.9212,-0.9468,0.9198,NA
