Habitat__,genome,tpm
Bog,20111000_S3M_6,2127.4300507328808
Bog,20170700_S25_9,2125.4137578391233
Bog,20120700_S1D_19,2105.6228008096996
Bog,20120700_S1D_28,2100.4064992542676
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.304_97.97_7.51,2091.3288772892383
Bog,20120700_S1D_60,2078.1564799410185
Bog,20140700_S11_7,2075.4225855572104
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.339_96.94_3.52,2073.0871367090404
Bog,20110700_S3M_12,1986.4713381223914
Bog,20170700_S34_29,1985.699159538437
Bog,20150700_E15_4,1985.0590799615816
Bog,20120700_S1D_95,1976.3136957212566
Bog,20120700_S1D_52,1971.2965282718774
Bog,Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.104_97.47_4.73,1875.7703140274075
Bog,20120700_S1D_12,1866.1840189054947
Bog,20130700_S2M_1,1810.4011650296202
Bog,20170700_S24_10,1758.8335974246763
Bog,20120700_P3D_148,1757.7232988137926
Bog,3300037349_11,1741.5667534845752
Bog,20120700_S1D_33,1674.961091820548
Bog,20120800_E1D_21,1666.3661220260756
Bog,20150700_S23_11,1633.5972914704482
Bog,20140700_S22_7,1630.7384050334597
Bog,20120700_S1D_49,1630.5440435252592
Bog,20140700_S11_15,1625.66938201445
Bog,20160700_S15_2,1606.5497486821507
Bog,Bog.None.R3.T0.trimmomatic.megahit_bin.383_96.18_3.47,1604.760128934491
Bog,20110800_S1M_17,1597.2523709035402
Bog,20120700_S1D_41,1581.9642891384437
Bog,Bog.None.R3.T0.trimmomatic.megahit_bin.342_91.38_4.21,1554.007637291387
Bog,20170700_S24_16,1549.8604985630748
Bog,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.96_95.35_0.00,1512.4750342175255
Bog,20120600_S3D_1,1478.797803884306
Bog,20170700_S25_38,1476.8667975163419
Bog,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.40_72.49_7.33,1449.6856231807426
Bog,20110700_P2D_11,1421.2709344559428
Bog,PMGM01,1396.5161131686602
Bog,20170700_S25_13,1396.1932465907562
Bog,20130700_P1Y_5,1390.5949659000955
Bog,20170700_S25_26,1390.5806216999165
Bog,20110800_S3S_4,1385.7625919353193
Bog,20160700_S11_6,1377.2554314686583
Bog,20140700_S21_13,1377.2169693112146
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.358_96.68_6.10,1374.0602691127954
Bog,20170700_S24_5,1361.1866487456339
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.289_96.76_2.78,1358.9082744801
Bog,20110800_S3D_19,1344.1703383692761
Bog,20150700_S21_6,1330.3201974215601
Bog,20120700_S1X_2,1286.468722445871
Bog,20120700_S1D_57,1262.0796257774496
Bog,20130700_S2D_2,1242.6297083740897
Bog,20170700_S33_29,1242.384404702549
Bog,PLXO01,1238.6503260955064
Bog,20120700_S1D_114,1230.0914781607535
Bog,20130700_S3Z_1,1225.0282182879787
Bog,20120700_S1D_35,1203.0613434660795
Bog,3300037175_6,1199.982553872712
Bog,20120700_S1D_86,1198.178582627035
Bog,20120600_S2D_17,1193.8957734340422
Bog,20120800_E1D_18,1189.4559093213622
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.344_98.63_5.75,1185.9693555588594
Bog,20170700_S25_3,1174.7835648850591
Bog,20130700_P1Y_10,1163.7617606801787
Bog,20120700_S1X_15,1158.1924322426707
Bog,20170700_S34_25,1151.1922508404157
Bog,PLTN01,1148.8425528797338
Bog,20120700_S1D_107,1147.9977672585737
Bog,20160700_S23_5,1140.3842389260894
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.34_94.27_1.08,1136.9477693854817
Bog,20120700_S1D_90,1123.9882323028633
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.355_93.52_0.93,1121.7757990541004
Bog,3300037040_8,1116.7730451232383
Bog,20140700_E22_12,1110.4696757978343
Bog,20111000_S2M_4,1109.5754456184236
Bog,Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_98.85_1.71,1108.6315850404126
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.194_91.91_4.74,1101.5660858514439
Bog,20110600_S1M_11,1101.4111446426828
Bog,20120600_S2D_6,1078.3265296932884
Bog,20110800_E3D_9,1053.9277366024767
Bog,20120700_S1D_89,1050.5603011352025
Bog,20140700_S21_18,1050.144931469936
Bog,20120700_S1D_25,1044.220867815135
Bog,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,1040.0836745522179
Bog,3300036876_9,1017.9772394779968
Bog,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.57_88.81_1.01,1012.4200194231056
Bog,20120700_S1D_29,1005.7122508380734
Bog,20160700_S23_13,1004.7094697539804
Bog,Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.31_85.09_2.29,989.8390976940804
Bog,20160700_S34_5,980.6117314966831
Bog,20170700_S34_36,980.0415409326678
Bog,20140700_S12_11,979.1031759798265
Bog,20170700_S33_33,974.1532145992284
Bog,20160700_E25_27,970.1524511884394
Bog,20120800_E3X_27,968.0312129004282
Bog,20111000_S1D_14,960.6603564115929
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.157_96.49_2.63,950.9316354331942
Bog,20130700_S3M_11,950.2064802365712
Bog,20120700_S1D_61,945.700760295728
Bog,20120700_S1S_6,936.4310974340507
Bog,20140700_S21_12,933.9621723666127
Bog,20120700_S1D_63,917.924559292219
Bog,20120600_S2M_11,910.0273344869336
Bog,20120700_S1D_48,865.6509154457473
Bog,PLSJ01,860.611547921566
Bog,PMZK01,848.4009903043633
Bog,20140700_S31_6,843.1625551504492
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.319_70.21_1.04,824.3233492342453
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53,823.9609048264894
Bog,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,817.5720255564851
Bog,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.74_92.32_2.91,816.8197950685973
Bog,20150700_S23_3,812.97119045021
Bog,20170700_S33_37,808.513310398986
Bog,20110800_S3S_25,807.8495253004916
Bog,Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.36_70.45_7.93,804.53240077184
Bog,Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.148_70.25_9.70,800.3645321368061
Bog,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,785.3648884918601
Bog,20150700_E15_22,770.0827029228217
Bog,3300022861_3,766.3763921836692
Bog,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,764.6902601751506
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.272_80.28_7.13,750.5755247157854
Bog,20110800_S1S_6,749.7241125331374
Bog,Bog.None.R3.T0.trimmomatic.megahit_bin.399_80.28_6.52,748.1262696409837
Bog,20170700_S33_23,739.7523462300747
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.32_77.74_4.21,725.5491867683073
Bog,20120700_S1D_64,720.3388898667583
Bog,PLTK01,719.6380999157666
Bog,3300037349_9,714.9510054214064
Bog,20160700_S14_9,711.5340878037442
Bog,20130700_S1Z_5,705.2859963148086
Bog,20150700_S21_9,699.737721598543
Bog,20120700_S1D_113,696.0879349539288
Bog,20140700_S11_5,694.574396763882
Bog,3300029985_7,692.7565451086845
Bog,20110700_S2D_6,687.6793136005518
Bog,20120700_S1D_102,687.1118022684719
Bog,20160700_S33_6,679.3759077014818
Bog,20160700_P15_3,676.950011807365
Bog,20130700_S3M_3,675.0154267112592
Bog,20110800_S3D_14,669.7787742832054
Bog,20111000_P2S_1,661.6803479758756
Bog,20140700_S21_6,660.2149601072489
Bog,Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.31_72.82_1.94,659.1176264131572
Bog,20150700_P15_5,648.1170164160491
Bog,20120700_S1D_6,646.2648137995199
Bog,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08,635.6591635796182
Bog,20140700_S21_17,634.8240761861139
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.19_85.66_3.93,632.3711484327309
Bog,20110800_S1D_5,627.7348910487951
Bog,20120700_S2X_13,626.2181332342149
Bog,Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.108_95.64_2.59,623.1470949475002
Bog,20160700_S23_8,619.4272693601633
Bog,3300037196_14,613.5467992033837
Bog,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,610.1661600428621
Bog,20110800_S1S_8,601.7274744369209
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.267_72.59_8.57,598.6493809420181
Bog,Palsa.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.96_80.51_1.15,597.849680049314
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.166_92.84_2.72,594.5048062220877
Bog,20110800_S2M_9,592.7301733464417
Bog,20120700_S1D_104,590.2300281614829
Bog,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,589.7045730490788
Bog,3300038457_7,586.5271899828964
Bog,20120800_S3X_7,583.4707972823925
Bog,20120700_S1D_13,572.2036242601556
Bog,20110600_S1S_4,571.9002861897849
Bog,20140700_E14_1,568.088670091989
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.162_97.41_2.35,562.6451815836106
Bog,20120700_S1D_73,554.4130385544038
Bog,3300037359_10,548.2649967361295
Bog,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.91_72.76_1.72,547.5665966935447
Bog,PLHP01,546.8288208815052
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.18_85.86_3.07,545.1384946421077
Bog,Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.68_75.40_6.88,542.5999090131021
Bog,20120700_S1D_9,526.8002382390335
Bog,20150700_S23_2,524.2536837564553
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.122_92.03_1.72,521.9577876693227
Bog,20120600_P3M_9,519.3888759623054
Bog,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72,507.9797445075875
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.58_85.62_4.48,505.2372850392749
Bog,PMEE01,503.0301825395768
Bog,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92,498.99703013907845
Bog,20140700_S11_6,490.7334620913841
Bog,20120700_S1D_27,484.1026573926976
Bog,20110700_P1S_2,484.01698097042066
Bog,20150700_P14_7,483.72017126774347
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.201_94.78_1.81,475.99612005072527
Bog,20120800_E1D_8,475.8239009783866
Bog,20120700_S1D_108,469.6362732199162
Bog,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.114_88.45_5.80,469.5018412570607
Bog,20120500_P28_11,469.2564484340951
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.314_85.82_2.79,466.73439274319514
Bog,20120700_S1D_77,461.2593749053847
Bog,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.83_91.54_6.45,460.10053146195617
Bog,20111000_S2S_6,456.9542011921891
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45,449.53669209421986
Bog,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.97_73.23_1.91,447.2553271845443
Bog,20170700_S34_41,445.81890873377904
Bog,20120700_S1D_46,443.06539117986006
Bog,PLCS01,441.9759154041571
Bog,20170700_S25_7,439.44458708995893
Bog,20170700_E15_6,433.30297098990184
Bog,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.23_92.25_1.19,432.46667551397246
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.302_84.77_4.31,430.3739853174607
Bog,20150700_S21_2,427.2681756841597
Bog,20170700_S34_10,426.29515310384534
Bog,20110800_S1S_18,420.7277257081961
Bog,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.307_94.82_5.10,416.09067755024284
Bog,20120800_P1D_1,412.95682278813126
Bog,20110800_S1M_20,410.0900711336998
Bog,20160700_S13_19,397.1518029990657
Bog,20120700_P3S_1,394.2598115100052
Bog,20170700_S25_25,391.2715973332599
Bog,20170700_S34_23,390.8468791723084
Bog,20110600_S3M_2,384.3543384719553
Bog,Bog.None.R3.T0.trimmomatic.megahit_bin.32_99.32_2.03,382.6509430738842
Bog,20170700_S25_1,378.31888907008494
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77,377.3781145344502
Bog,20120600_P2M_9,375.7340409391247
Bog,PMST01,375.7086824374564
Bog,Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.181_93.96_0.10,368.37533514636027
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.275_96.71_5.17,365.74409534962615
Bog,PLPO01,365.00921302617115
Bog,20170700_S25_36,363.8096153795719
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.120_96.00_3.87,361.65286974525367
Bog,PLTW01,358.36266048187406
Bog,20120700_S1S_1,358.10015077518995
Bog,20110800_S1S_3,356.2179175989415
Bog,Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.8_92.23_3.04,354.72136758857164
Bog,20120700_S1D_87,352.86897016329
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75,345.7853798024191
Bog,20120700_S1D_96,342.20165439693477
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.299_95.52_4.31,339.53438478157176
Bog,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.89_90.44_1.43,338.90730490567074
Bog,20140700_S21_3,338.59285072826236
Bog,20170700_S35_2,336.63674003091046
Bog,Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.94_89.19_4.42,330.91055774969294
Bog,20111000_S1D_6,330.47958767559123
Bog,20170700_S25_23,327.8526720697791
Bog,20111000_S3S_5,325.85625137572026
Bog,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75,321.2656071539001
Bog,20120700_S1D_79,320.7301926337704
Bog,20110600_P3S_5,319.5588537379544
Bog,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.47_85.24_5.81,319.4419882797966
Bog,20110600_P3S_14,318.7382130734936
Bog,20120500_P13_5,316.6721651712235
Bog,20100900_E1D_10,311.148178069915
Bog,20150700_P31_7,309.910220385187
Bog,20120500_P32_6,309.14793273774114
Bog,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.4_95.88_2.80,305.2332108006427
Bog,20120700_S1D_51,304.9119654868323
Bog,PLTZ01,302.11911408298874
Bog,20110800_S3D_3,298.4073522153659
Bog,3300037360_7,297.3648224012623
Bog,20150700_S25_3,295.4627650353917
Bog,20120700_S1D_67,294.7701817685432
Bog,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,293.4333447828569
Bog,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.11_92.47_4.06,293.42006872835
Bog,20170700_P14_3,292.4981457921014
Bog,20120700_S1X_12,291.62548051362177
Bog,20120700_S1D_115,289.76164666618064
Bog,3300037342_8,288.2774669633566
Bog,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.128_96.67_1.72,285.7529155392718
Bog,20120700_S1D_21,285.4834408308656
Bog,20120700_S1D_30,283.07969186925794
Bog,Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.86_71.87_2.22,282.22645075052026
Bog,3300036888_6,278.94429497858226
Bog,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.70_92.60_2.94,276.3130757658671
Bog,20120600_E2D_21,274.3213901540161
Bog,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.122_90.43_7.26,273.7754987315249
Bog,20111000_S2S_7,267.4031019308538
Bog,20170700_S25_8,265.50005299920275
Bog,20120700_S1D_20,263.8625789463727
Bog,20120600_P3M_11,262.7606790070437
Bog,20110800_S3S_12,261.86731889667084
Bog,20120800_E1D_7,257.65264043678275
Bog,20110800_S1M_8,257.3780577199804
Bog,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.133_95.29_6.77,256.5921944550822
Bog,20140700_S33_15,253.54752993709062
Bog,20120700_S1D_69,253.14467050551156
Bog,Bog.Labelled.R1.T2.F1.trimmomatic.megahit_bin.69_82.85_0.58,249.33838282196427
Bog,20110800_S3S_21,247.7627253903847
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.192_94.47_2.50,247.519752086259
Bog,20130700_S3M_8,246.3526053798074
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.7_81.77_4.18,243.6762513853284
Bog,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,242.86940102265154
Bog,Palsa.Labelled.R3.T1.F2.trimmomatic.megahit_bin.31_72.28_6.84,242.38910626915242
Bog,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,242.37053643368543
Bog,20120700_S1S_3,237.64551426263577
Bog,20170700_S34_11,237.01207452438237
Bog,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.150_70.93_7.86,235.0099199245652
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.26_93.67_0.93,233.49851327895385
Bog,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.53_92.50_2.78,232.85052317663113
Bog,3300037231_14,231.8992540624599
Bog,20170700_P31_1,231.88923521849304
Bog,20160700_S13_16,228.069406188958
Bog,20120800_E3S_6,226.8831344209736
Bog,20110800_S1S_13,225.6778456909055
Bog,20111000_S3S_4,224.4013433617288
Bog,20120500_P14_1,223.36011638805658
Bog,20120700_S1S_11,222.88872675589002
Bog,20120700_S1D_31,221.9463054240752
Bog,20130700_S2S_12,220.31956614621308
Bog,20170700_E14_6,219.73722558753306
Bog,Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19,214.64424391387908
Bog,Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.82_91.99_3.21,211.24861134274897
Bog,20140700_S31_11,210.92628305843252
Bog,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.11_87.40_5.27,208.677791135633
Bog,20160700_E25_7,208.05947376809976
Bog,Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.123_80.03_3.65,207.00429872094492
Bog,20120700_S1D_85,206.66900773586084
Bog,PLTJ01,206.13327338553373
Bog,Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.40_93.84_3.50,203.39413966992964
Bog,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,199.19488720010784
Bog,20120600_E1D_19,196.97096348486835
Bog,Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.30_89.06_2.80,196.62042566853322
Bog,20110600_P1M_18,195.57328328270356
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.149_91.22_4.05,191.69786751333348
Bog,20111000_S1D_3,190.82177401410036
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.335_92.02_1.58,188.37551271183315
Bog,20140700_S31_3,187.87920770887425
Bog,20120700_S1D_84,187.67400037716524
Bog,20120600_E2D_28,187.09658734233244
Bog,20110800_S3S_2,186.26433520227712
Bog,20170700_S34_26,184.56946201131186
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.27_84.99_8.62,181.56971572486663
Bog,PLTT01,176.90174003434757
Bog,PLSW01,176.2634887443772
Bog,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.162_74.65_1.37,175.60654448839998
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76,173.1004265333111
Bog,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.35_75.21_2.71,172.7326628809868
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31,171.74824632390053
Bog,Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.151_70.18_0.00,171.12353892850604
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.344_99.28_6.76,170.86129369033821
Bog,Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86,170.56484940352246
Bog,20120700_P3D_142,168.76812862036624
Bog,20120700_P3D_88,167.72874526765153
Bog,20110600_P3S_4,166.00407586103182
Bog,3300037196_13,165.33141300761272
Bog,20150700_P31_3,164.2969015148827
Bog,20150700_P15_4,163.39545067234735
Bog,20130700_C2X_13,163.37849861076643
Bog,Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.64_99.70_0.45,162.53656589776944
Bog,20120700_P3D_102,162.2094895735032
Bog,20160700_E21_11,160.62356636974368
Bog,20160700_E25_13,160.40373766262866
Bog,20110800_S3S_33,160.0466809675342
Bog,20110700_S2D_14,159.95898110740396
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.6_96.55_2.67,156.83759984934656
Bog,PLDW01,155.7345866416979
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.264_75.64_3.36,154.9519741236737
Bog,20160700_P15_24,153.92819329550937
Bog,20140700_S16_20,153.74800469785444
Bog,20111000_P3M_44,153.6294196719371
Bog,Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.5_91.46_5.16,152.55314557614727
Bog,20110800_S3D_10,152.51586944310833
Bog,20110800_S3S_31,152.48626007886952
Bog,3300036929_5,152.34935757226867
Bog,20160700_E23_11,151.94120335146866
Bog,Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.68_86.32_3.16,151.5585282426882
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.356_99.38_2.70,150.91816675497404
Bog,20170700_S34_32,150.33206918704167
Bog,20160700_E25_15,150.04002479586038
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.163_88.86_2.16,149.32407065049284
Bog,20170700_S25_14,148.76013685899593
Bog,20120700_S1D_106,148.73302558164139
Bog,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.54_94.58_0.00,148.3260232721094
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.150_72.98_1.61,148.323393478471
Bog,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.21_97.13_1.25,146.7173994057298
Bog,20170700_S33_13,145.7689759535358
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.316_95.55_4.21,145.20765297436316
Bog,Fen.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.88_90.34_8.06,145.20124879846333
Bog,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.14_80.71_5.34,144.51730173553094
Bog,PLRX01,144.4056005609939
Bog,20120700_P3D_3,143.41822123525316
