value,Var1,Var2,Depth1,Depth2,Year1,Year2,Habitat1,Habitat2,year_comparison
0.50996529,X713_E.3.S,X714_E1_5.9,0-9,0-9,2013,2014,Fen,Fen,between
0.465011,X713_E.3.S,X714_E2_1.5,0-9,0-9,2013,2014,Fen,Fen,between
0.5583488,X713_E.3.S,X714_E2_5.9,0-9,0-9,2013,2014,Fen,Fen,between
0.25460267,X713_E.3.S,X715_E1_1.5,0-9,0-9,2013,2015,Fen,Fen,between
0.3993643,X713_E.3.S,X715_E2_1.5,0-9,0-9,2013,2015,Fen,Fen,between
0.68512516,X713_E.3.S,X715_E3_1.5,0-9,0-9,2013,2015,Fen,Fen,between
0.49410427,X713_E.3.S,X716_E1_1.5,0-9,0-9,2013,2016,Fen,Fen,between
0.7335311,X713_E.3.S,X716_E3_1.5,0-9,0-9,2013,2016,Fen,Fen,between
0.43268321,X713_E.3.S,X717_E2_1.5,0-9,0-9,2013,2017,Fen,Fen,between
0.57256348,X713_E.3.S,X717_E3_1.5,0-9,0-9,2013,2017,Fen,Fen,between
0.67332933,X713_E.3.M,X714_E1_1.5,0-9,0-9,2013,2014,Fen,Fen,between
0.64045968,X713_E.3.M,X714_E1_5.9,0-9,0-9,2013,2014,Fen,Fen,between
0.61802121,X713_E.3.M,X714_E2_1.5,0-9,0-9,2013,2014,Fen,Fen,between
0.68180713,X713_E.3.M,X714_E2_5.9,0-9,0-9,2013,2014,Fen,Fen,between
0.3735113,X713_E.3.M,X715_E1_1.5,0-9,0-9,2013,2015,Fen,Fen,between
0.52987726,X713_E.3.M,X715_E2_1.5,0-9,0-9,2013,2015,Fen,Fen,between
0.80490549,X713_E.3.M,X715_E3_1.5,0-9,0-9,2013,2015,Fen,Fen,between
0.70039542,X713_E.3.M,X716_E1_1.5,0-9,0-9,2013,2016,Fen,Fen,between
0.83868218,X713_E.3.M,X716_E3_1.5,0-9,0-9,2013,2016,Fen,Fen,between
0.53207914,X713_E.3.M,X717_E2_1.5,0-9,0-9,2013,2017,Fen,Fen,between
0.70795582,X713_E.3.M,X717_E3_1.5,0-9,0-9,2013,2017,Fen,Fen,between
0.83948928,X713_E.3.D,X715_E3_10.14,10-19,10-19,2013,2015,Fen,Fen,between
0.82046507,X713_E.3.D,X716_E1_10.14,10-19,10-19,2013,2016,Fen,Fen,between
0.83378136,X713_E.3.D,X716_E3_10.14,10-19,10-19,2013,2016,Fen,Fen,between
0.83081513,X713_E.3.D,X717_E2_10.14,10-19,10-19,2013,2017,Fen,Fen,between
0.83315928,X713_E.3.D,X717_E3_10.14,10-19,10-19,2013,2017,Fen,Fen,between
0.86257259,X713_E.3.X0,X714_E1_20.24,20-29,20-29,2013,2014,Fen,Fen,between
0.83710993,X713_E.3.X0,X714_E2_20.24,20-29,20-29,2013,2014,Fen,Fen,between
0.80812486,X713_E.3.X0,X715_E2_20.24,20-29,20-29,2013,2015,Fen,Fen,between
0.83103028,X713_E.3.X0,X715_E3_20.24,20-29,20-29,2013,2015,Fen,Fen,between
0.80680292,X713_E.3.X0,X716_E1_20.24,20-29,20-29,2013,2016,Fen,Fen,between
0.83249393,X713_E.3.X0,X717_E2_20.24,20-29,20-29,2013,2017,Fen,Fen,between
0.88995216,X713_E.3.X1,X714_E1_30.34,30-39,30-39,2013,2014,Fen,Fen,between
0.89287725,X713_E.3.X1,X715_E2_30.34,30-39,30-39,2013,2015,Fen,Fen,between
0.89330776,X713_E.3.X1,X715_E3_30.34,30-39,30-39,2013,2015,Fen,Fen,between
0.89188879,X713_E.3.X1,X716_E1_30.34,30-39,30-39,2013,2016,Fen,Fen,between
0.89712391,X713_E.3.X1,X716_E3_30.34,30-39,30-39,2013,2016,Fen,Fen,between
0.90210735,X713_E.3.X1,X717_E3_30.34,30-39,30-39,2013,2017,Fen,Fen,between
0.40896911,X713_P.1.X1,X713_P.3.X1,30-39,30-39,2013,2013,Palsa,Palsa,within
0.99375772,X713_P.1.X1,X714_P1_30.34,30-39,30-39,2013,2014,Palsa,Palsa,between
0.85665268,X713_P.1.X1,X714_P3_30.34,30-39,30-39,2013,2014,Palsa,Palsa,between
0.97093462,X713_P.1.X1,X715_P1_30.34,30-39,30-39,2013,2015,Palsa,Palsa,between
0.88894966,X713_P.1.X1,X715_P3_30.34,30-39,30-39,2013,2015,Palsa,Palsa,between
0.74332652,X713_P.1.X1,X716_P1_30.34,30-39,30-39,2013,2016,Palsa,Palsa,between
0.31884665,X713_P.1.X1,X716_P2_30.34,30-39,30-39,2013,2016,Palsa,Palsa,between
0.84371372,X713_P.1.X1,X716_P3_30.34,30-39,30-39,2013,2016,Palsa,Palsa,between
0.83843625,X713_P.3.M,X715_P1_1.5,0-9,0-9,2013,2015,Palsa,Palsa,between
0.60208688,X713_P.3.M,X715_P2_1.5,0-9,0-9,2013,2015,Palsa,Palsa,between
0.64543493,X713_P.3.M,X715_P3_1.5,0-9,0-9,2013,2015,Palsa,Palsa,between
0.79225945,X713_P.3.M,X716_P1_1.5,0-9,0-9,2013,2016,Palsa,Palsa,between
0.5191431,X713_P.3.M,X716_P2_1.5,0-9,0-9,2013,2016,Palsa,Palsa,between
0.53380979,X713_P.3.M,X716_P3_1.5,0-9,0-9,2013,2016,Palsa,Palsa,between
0.61626721,X713_P.3.M,X717_P2_1.5,0-9,0-9,2013,2017,Palsa,Palsa,between
0.72667423,X713_P.3.M,X717_P3_1.5,0-9,0-9,2013,2017,Palsa,Palsa,between
0.99231148,X713_P.3.X1,X714_P1_30.34,30-39,30-39,2013,2014,Palsa,Palsa,between
0.89348677,X713_P.3.X1,X714_P3_30.34,30-39,30-39,2013,2014,Palsa,Palsa,between
0.9808934,X713_P.3.X1,X715_P1_30.34,30-39,30-39,2013,2015,Palsa,Palsa,between
0.92433743,X713_P.3.X1,X715_P3_30.34,30-39,30-39,2013,2015,Palsa,Palsa,between
0.79865966,X713_P.3.X1,X716_P1_30.34,30-39,30-39,2013,2016,Palsa,Palsa,between
0.47287715,X713_P.3.X1,X716_P2_30.34,30-39,30-39,2013,2016,Palsa,Palsa,between
0.86657849,X713_P.3.X1,X716_P3_30.34,30-39,30-39,2013,2016,Palsa,Palsa,between
0.53342072,X713_S.1.M,X713_S.1.S,0-9,0-9,2013,2013,Bog,Bog,within
0.38812004,X713_S.1.S,X713_S.2.S,0-9,0-9,2013,2013,Bog,Bog,within
0.85967248,X713_S.1.S,X713_S.2.M,0-9,0-9,2013,2013,Bog,Bog,within
0.65015123,X713_S.1.S,X713_S.3.S,0-9,0-9,2013,2013,Bog,Bog,within
0.69123796,X713_S.1.S,X713_S.3.M,0-9,0-9,2013,2013,Bog,Bog,within
0.30840504,X713_S.1.S,X714_S1_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.66126219,X713_S.1.S,X714_S1_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.47636058,X713_S.1.S,X714_S2_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.55707419,X713_S.1.S,X714_S2_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.77846364,X713_S.1.S,X714_S3_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.6396078,X713_S.1.S,X714_S3_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.474947,X713_S.1.S,X715_S1_1.5,0-9,0-9,2013,2015,Bog,Bog,between
0.57853166,X713_S.1.S,X716_S1_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.81315801,X713_S.1.S,X716_S2_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.5440991,X713_S.1.S,X717_S2_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.6719767,X713_S.1.S,X717_S3_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.56303137,X713_S.1.M,X713_S.2.S,0-9,0-9,2013,2013,Bog,Bog,within
0.58572544,X713_S.1.M,X713_S.2.M,0-9,0-9,2013,2013,Bog,Bog,within
0.82719085,X713_S.1.M,X713_S.3.S,0-9,0-9,2013,2013,Bog,Bog,within
0.58870647,X713_S.1.M,X713_S.3.M,0-9,0-9,2013,2013,Bog,Bog,within
0.54507955,X713_S.1.M,X714_S1_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.45779311,X713_S.1.M,X714_S1_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.67559621,X713_S.1.M,X714_S2_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.50050307,X713_S.1.M,X714_S2_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.88888452,X713_S.1.M,X714_S3_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.61934115,X713_S.1.M,X714_S3_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.66917287,X713_S.1.M,X715_S1_1.5,0-9,0-9,2013,2015,Bog,Bog,between
0.77204151,X713_S.1.M,X716_S1_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.92890646,X713_S.1.M,X716_S2_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.83043185,X713_S.1.M,X717_S2_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.77861721,X713_S.1.M,X717_S3_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.53371648,X713_S.1.D,X713_S.2.D,10-19,10-19,2013,2013,Bog,Bog,within
0.35485285,X713_S.1.D,X713_S.3.D,10-19,10-19,2013,2013,Bog,Bog,within
0.40799414,X713_S.1.D,X714_S1_10.14,10-19,10-19,2013,2014,Bog,Bog,between
0.60694041,X713_S.1.D,X714_S3_10.14,10-19,10-19,2013,2014,Bog,Bog,between
0.46933078,X713_S.1.D,X715_S1_10.14,10-19,10-19,2013,2015,Bog,Bog,between
0.67621013,X713_S.1.D,X715_S2_10.14,10-19,10-19,2013,2015,Bog,Bog,between
0.31777195,X713_S.1.D,X716_S1_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.62922031,X713_S.1.D,X716_S2_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.58086539,X713_S.1.D,X716_S3_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.35132153,X713_S.1.D,X717_S2_10.14,10-19,10-19,2013,2017,Bog,Bog,between
0.47066846,X713_S.1.D,X717_S3_10.14,10-19,10-19,2013,2017,Bog,Bog,between
0.54157981,X713_S.1.X0,X713_S.2.X0,20-29,20-29,2013,2013,Bog,Bog,within
0.55819885,X713_S.1.X0,X713_S.3.X0,20-29,20-29,2013,2013,Bog,Bog,within
0.37531039,X713_S.1.X0,X714_S1_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.37132031,X713_S.1.X0,X714_S2_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.64962103,X713_S.1.X0,X714_S3_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.39381523,X713_S.1.X0,X715_S1_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.49961216,X713_S.1.X0,X715_S2_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.36761486,X713_S.1.X0,X715_S3_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.37591423,X713_S.1.X0,X716_S1_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.49137698,X713_S.1.X0,X716_S2_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.37458937,X713_S.1.X0,X716_S3_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.50060185,X713_S.1.X0,X717_S2_20.24,20-29,20-29,2013,2017,Bog,Bog,between
0.51750955,X713_S.1.X0,X717_S3_20.24,20-29,20-29,2013,2017,Bog,Bog,between
0.55468387,X713_S.1.X1,X713_S.3.X1,30-39,30-39,2013,2013,Bog,Bog,within
0.48254518,X713_S.1.X1,X714_S1_30.34,30-39,30-39,2013,2014,Bog,Bog,between
0.47906795,X713_S.1.X1,X714_S3_30.34,30-39,30-39,2013,2014,Bog,Bog,between
0.41711307,X713_S.1.X1,X715_S1_30.34,30-39,30-39,2013,2015,Bog,Bog,between
0.42090655,X713_S.1.X1,X715_S2_30.34,30-39,30-39,2013,2015,Bog,Bog,between
0.30986967,X713_S.1.X1,X715_S3_30.34,30-39,30-39,2013,2015,Bog,Bog,between
0.39313475,X713_S.1.X1,X716_S1_30.34,30-39,30-39,2013,2016,Bog,Bog,between
0.37130624,X713_S.1.X1,X716_S2_30.34,30-39,30-39,2013,2016,Bog,Bog,between
0.45357968,X713_S.1.X1,X716_S3_30.34,30-39,30-39,2013,2016,Bog,Bog,between
0.35160135,X713_S.1.X1,X717_S2_30.34,30-39,30-39,2013,2017,Bog,Bog,between
0.80325429,X713_S.2.M,X713_S.2.S,0-9,0-9,2013,2013,Bog,Bog,within
0.70509375,X713_S.2.S,X713_S.3.S,0-9,0-9,2013,2013,Bog,Bog,within
0.69504329,X713_S.2.S,X713_S.3.M,0-9,0-9,2013,2013,Bog,Bog,within
0.44124903,X713_S.2.S,X714_S1_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.69256622,X713_S.2.S,X714_S1_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.59266332,X713_S.2.S,X714_S2_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.65774344,X713_S.2.S,X714_S2_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.80212216,X713_S.2.S,X714_S3_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.65987377,X713_S.2.S,X714_S3_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.54807432,X713_S.2.S,X715_S1_1.5,0-9,0-9,2013,2015,Bog,Bog,between
0.70595172,X713_S.2.S,X716_S1_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.79202239,X713_S.2.S,X716_S2_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.57823286,X713_S.2.S,X717_S2_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.7251508,X713_S.2.S,X717_S3_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.90436541,X713_S.2.M,X713_S.3.S,0-9,0-9,2013,2013,Bog,Bog,within
0.67244924,X713_S.2.M,X713_S.3.M,0-9,0-9,2013,2013,Bog,Bog,within
0.84061712,X713_S.2.M,X714_S1_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.51094682,X713_S.2.M,X714_S1_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.88624588,X713_S.2.M,X714_S2_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.74612212,X713_S.2.M,X714_S2_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.91674855,X713_S.2.M,X714_S3_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.71847518,X713_S.2.M,X714_S3_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.85570598,X713_S.2.M,X715_S1_1.5,0-9,0-9,2013,2015,Bog,Bog,between
0.92000783,X713_S.2.M,X716_S1_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.9639366,X713_S.2.M,X716_S2_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.92742127,X713_S.2.M,X717_S2_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.86658844,X713_S.2.M,X717_S3_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.57910798,X713_S.2.D,X713_S.3.D,10-19,10-19,2013,2013,Bog,Bog,within
0.41076411,X713_S.2.D,X714_S1_10.14,10-19,10-19,2013,2014,Bog,Bog,between
0.66365679,X713_S.2.D,X714_S3_10.14,10-19,10-19,2013,2014,Bog,Bog,between
0.48806749,X713_S.2.D,X715_S1_10.14,10-19,10-19,2013,2015,Bog,Bog,between
0.75753122,X713_S.2.D,X715_S2_10.14,10-19,10-19,2013,2015,Bog,Bog,between
0.58305298,X713_S.2.D,X716_S1_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.73428417,X713_S.2.D,X716_S2_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.70738255,X713_S.2.D,X716_S3_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.57306382,X713_S.2.D,X717_S2_10.14,10-19,10-19,2013,2017,Bog,Bog,between
0.43750846,X713_S.2.D,X717_S3_10.14,10-19,10-19,2013,2017,Bog,Bog,between
0.73437152,X713_S.2.X0,X713_S.3.X0,20-29,20-29,2013,2013,Bog,Bog,within
0.36889882,X713_S.2.X0,X714_S1_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.54852889,X713_S.2.X0,X714_S2_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.80531884,X713_S.2.X0,X714_S3_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.47278805,X713_S.2.X0,X715_S1_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.57696542,X713_S.2.X0,X715_S2_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.35243859,X713_S.2.X0,X715_S3_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.65658052,X713_S.2.X0,X716_S1_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.69555201,X713_S.2.X0,X716_S2_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.64862467,X713_S.2.X0,X716_S3_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.74635361,X713_S.2.X0,X717_S2_20.24,20-29,20-29,2013,2017,Bog,Bog,between
0.30699304,X713_S.2.X0,X717_S3_20.24,20-29,20-29,2013,2017,Bog,Bog,between
0.61337597,X713_S.3.M,X713_S.3.S,0-9,0-9,2013,2013,Bog,Bog,within
0.57770538,X713_S.3.S,X714_S1_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.72615509,X713_S.3.S,X714_S1_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.44822273,X713_S.3.S,X714_S2_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.64529433,X713_S.3.S,X714_S2_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.51761567,X713_S.3.S,X714_S3_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.53142653,X713_S.3.S,X714_S3_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.49486732,X713_S.3.S,X715_S1_1.5,0-9,0-9,2013,2015,Bog,Bog,between
0.39891949,X713_S.3.S,X716_S1_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.67657303,X713_S.3.S,X716_S2_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.47856484,X713_S.3.S,X717_S2_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.41482452,X713_S.3.S,X717_S3_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.60253687,X713_S.3.M,X714_S1_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.36064268,X713_S.3.M,X714_S1_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.58394422,X713_S.3.M,X714_S2_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.40311716,X713_S.3.M,X714_S2_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.84475802,X713_S.3.M,X714_S3_1.5,0-9,0-9,2013,2014,Bog,Bog,between
0.44700616,X713_S.3.M,X714_S3_5.9,0-9,0-9,2013,2014,Bog,Bog,between
0.57907268,X713_S.3.M,X715_S1_1.5,0-9,0-9,2013,2015,Bog,Bog,between
0.67437721,X713_S.3.M,X716_S1_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.91388547,X713_S.3.M,X716_S2_1.5,0-9,0-9,2013,2016,Bog,Bog,between
0.72497745,X713_S.3.M,X717_S2_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.66998959,X713_S.3.M,X717_S3_1.5,0-9,0-9,2013,2017,Bog,Bog,between
0.35255746,X713_S.3.D,X714_S1_10.14,10-19,10-19,2013,2014,Bog,Bog,between
0.4000279,X713_S.3.D,X714_S3_10.14,10-19,10-19,2013,2014,Bog,Bog,between
0.33952762,X713_S.3.D,X715_S1_10.14,10-19,10-19,2013,2015,Bog,Bog,between
0.55768798,X713_S.3.D,X715_S2_10.14,10-19,10-19,2013,2015,Bog,Bog,between
0.40362329,X713_S.3.D,X716_S1_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.51191116,X713_S.3.D,X716_S2_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.47706872,X713_S.3.D,X716_S3_10.14,10-19,10-19,2013,2016,Bog,Bog,between
0.39290768,X713_S.3.D,X717_S2_10.14,10-19,10-19,2013,2017,Bog,Bog,between
0.43209571,X713_S.3.D,X717_S3_10.14,10-19,10-19,2013,2017,Bog,Bog,between
0.60508202,X713_S.3.X0,X714_S1_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.41307104,X713_S.3.X0,X714_S2_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.36351657,X713_S.3.X0,X714_S3_20.24,20-29,20-29,2013,2014,Bog,Bog,between
0.55592163,X713_S.3.X0,X715_S1_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.39818744,X713_S.3.X0,X715_S2_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.55928006,X713_S.3.X0,X715_S3_20.24,20-29,20-29,2013,2015,Bog,Bog,between
0.55424966,X713_S.3.X0,X716_S1_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.51256063,X713_S.3.X0,X716_S2_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.59155174,X713_S.3.X0,X716_S3_20.24,20-29,20-29,2013,2016,Bog,Bog,between
0.52439279,X713_S.3.X0,X717_S2_20.24,20-29,20-29,2013,2017,Bog,Bog,between
0.72898582,X713_S.3.X0,X717_S3_20.24,20-29,20-29,2013,2017,Bog,Bog,between
0.70409888,X713_S.3.X1,X714_S1_30.34,30-39,30-39,2013,2014,Bog,Bog,between
0.39425102,X713_S.3.X1,X714_S3_30.34,30-39,30-39,2013,2014,Bog,Bog,between
0.62321885,X713_S.3.X1,X715_S1_30.34,30-39,30-39,2013,2015,Bog,Bog,between
0.66837236,X713_S.3.X1,X715_S2_30.34,30-39,30-39,2013,2015,Bog,Bog,between
0.5440281,X713_S.3.X1,X715_S3_30.34,30-39,30-39,2013,2015,Bog,Bog,between
0.41381795,X713_S.3.X1,X716_S1_30.34,30-39,30-39,2013,2016,Bog,Bog,between
0.55579153,X713_S.3.X1,X716_S2_30.34,30-39,30-39,2013,2016,Bog,Bog,between
0.64754286,X713_S.3.X1,X716_S3_30.34,30-39,30-39,2013,2016,Bog,Bog,between
0.45452085,X713_S.3.X1,X717_S2_30.34,30-39,30-39,2013,2017,Bog,Bog,between
0.35852788,X714_E1_1.5,X714_E1_5.9,0-9,0-9,2014,2014,Fen,Fen,within
0.40103117,X714_E1_1.5,X714_E2_1.5,0-9,0-9,2014,2014,Fen,Fen,within
0.62339906,X714_E1_1.5,X714_E2_5.9,0-9,0-9,2014,2014,Fen,Fen,within
0.6116895,X714_E1_1.5,X715_E1_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.54931581,X714_E1_1.5,X715_E2_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.66855371,X714_E1_1.5,X715_E3_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.60422191,X714_E1_1.5,X716_E1_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.80376657,X714_E1_1.5,X716_E3_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.57506872,X714_E1_1.5,X717_E2_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.72529116,X714_E1_1.5,X717_E3_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.47844855,X714_E1_5.9,X714_E2_1.5,0-9,0-9,2014,2014,Fen,Fen,within
0.52788313,X714_E1_5.9,X714_E2_5.9,0-9,0-9,2014,2014,Fen,Fen,within
0.54379402,X714_E1_5.9,X715_E1_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.60606356,X714_E1_5.9,X715_E2_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.76737224,X714_E1_5.9,X715_E3_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.66861422,X714_E1_5.9,X716_E1_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.8556263,X714_E1_5.9,X716_E3_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.61310619,X714_E1_5.9,X717_E2_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.7724121,X714_E1_5.9,X717_E3_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.5478086,X714_E1_20.24,X714_E2_20.24,20-29,20-29,2014,2014,Fen,Fen,within
0.61694991,X714_E1_20.24,X715_E2_20.24,20-29,20-29,2014,2015,Fen,Fen,between
0.53482285,X714_E1_20.24,X715_E3_20.24,20-29,20-29,2014,2015,Fen,Fen,between
0.61837549,X714_E1_20.24,X716_E1_20.24,20-29,20-29,2014,2016,Fen,Fen,between
0.60792443,X714_E1_20.24,X717_E2_20.24,20-29,20-29,2014,2017,Fen,Fen,between
0.77911714,X714_E1_30.34,X715_E2_30.34,30-39,30-39,2014,2015,Fen,Fen,between
0.67328864,X714_E1_30.34,X715_E3_30.34,30-39,30-39,2014,2015,Fen,Fen,between
0.77960511,X714_E1_30.34,X716_E1_30.34,30-39,30-39,2014,2016,Fen,Fen,between
0.8123005,X714_E1_30.34,X716_E3_30.34,30-39,30-39,2014,2016,Fen,Fen,between
0.83485601,X714_E1_30.34,X717_E3_30.34,30-39,30-39,2014,2017,Fen,Fen,between
0.5459126,X714_E2_1.5,X714_E2_5.9,0-9,0-9,2014,2014,Fen,Fen,within
0.51503038,X714_E2_1.5,X715_E1_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.49751963,X714_E2_1.5,X715_E2_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.63693991,X714_E2_1.5,X715_E3_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.50239437,X714_E2_1.5,X716_E1_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.71601808,X714_E2_1.5,X716_E3_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.5469125,X714_E2_1.5,X717_E2_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.66608624,X714_E2_1.5,X717_E3_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.54069158,X714_E2_5.9,X715_E1_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.73178814,X714_E2_5.9,X715_E2_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.80122431,X714_E2_5.9,X715_E3_1.5,0-9,0-9,2014,2015,Fen,Fen,between
0.71134524,X714_E2_5.9,X716_E1_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.82051342,X714_E2_5.9,X716_E3_1.5,0-9,0-9,2014,2016,Fen,Fen,between
0.7429411,X714_E2_5.9,X717_E2_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.7937676,X714_E2_5.9,X717_E3_1.5,0-9,0-9,2014,2017,Fen,Fen,between
0.41635305,X714_E2_20.24,X715_E2_20.24,20-29,20-29,2014,2015,Fen,Fen,between
0.47692594,X714_E2_20.24,X715_E3_20.24,20-29,20-29,2014,2015,Fen,Fen,between
0.4011788,X714_E2_20.24,X716_E1_20.24,20-29,20-29,2014,2016,Fen,Fen,between
0.55048934,X714_E2_20.24,X717_E2_20.24,20-29,20-29,2014,2017,Fen,Fen,between
0.98841094,X714_P1_20.24,X715_P1_20.24,20-29,20-29,2014,2015,Palsa,Palsa,between
0.95770116,X714_P1_20.24,X715_P2_20.24,20-29,20-29,2014,2015,Palsa,Palsa,between
0.98698388,X714_P1_20.24,X715_P3_20.24,20-29,20-29,2014,2015,Palsa,Palsa,between
0.93472384,X714_P1_20.24,X716_P2_20.24,20-29,20-29,2014,2016,Palsa,Palsa,between
0.94258694,X714_P1_20.24,X716_P3_20.24,20-29,20-29,2014,2016,Palsa,Palsa,between
0.95039496,X714_P1_20.24,X717_P1_20.24,20-29,20-29,2014,2017,Palsa,Palsa,between
