"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "711_P-1-M" "711_P-2-M" "711_P-2-D" "711_P-3-S" "711_P-3-M" "711_P-3-D" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-D" "712_P-1-S" "712_P-1-M" "712_P-1-D" "712_P-2-M" "712_P-2-D" "712_P-3-M" "712_P-3-D" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-D" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "713_P-1-X1" "713_P-3-M" "713_P-3-X1" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "714_P1_30-34" "714_P3_30-34" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "715_P1_10-14" "715_P1_20-24" "715_P1_30-34" "715_P2_10-14" "715_P2_20-24" "715_P3_10-14" "715_P3_20-24" "715_P3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "716_P1_10-14" "716_P1_30-34" "716_P2_1-5" "716_P2_10-14" "716_P2_20-24" "716_P2_30-34" "716_P3_1-5" "716_P3_10-14" "716_P3_20-24" "716_P3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34" "717_P1_10-14" "717_P1_20-24" "717_P2_10-14" "717_P2_20-24" "717_P3_1-5" "717_P3_10-14" "717_P3_20-24" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20170700_S24_14" 0 0.16402532 0.686256 0 2.3177006 0.7858756 0 0 0.674664 0 0 0 0 0 0 0.42729834 10.530659 9.037852 12.612595 14.901904 9.388693 0.15123935 0.21260664 0.23794107 0 1.3477437 0.70161676 0 0 0.20573068 0 0 0 0 2.5147057 9.420543 30.137123 5.2112956 11.079308 0.0645744 0.32489318 1.4501427 1.3042053 1.6085749 2.1200798 0.7640059 0 0 0.117923155 0 0.18025391 0.22320855 0 0 0 0 0 0 4.950021 11.863334 6.033715 5.661693 0.21686202 9.659195 14.324743 12.116776 7.130471 2.9411066 3.3174622 5.1794963 3.3324835 3.9404938 0 0 5.718932 0.20539254 0 1.2249577 3.1804082 0 0 5.8466144 4.1985426 16.938652 8.28917 4.2777348 5.980256 5.7973523 29.252787 0.59539026 10.355423 20.158 3.6169004 5.8165855 0.6017334 0 0.8819807 0.4740926 0 0.5925628 0.53238815 0 0.10796394 0 0 0 0 0 0 3.1898105 10.125685 7.5080333 0.38072652 14.495322 13.534957 8.127212 11.40742 4.7846966 0 1.330027 2.149739 0.92767054 0 0.9238871 0.49575862 0 0 0 0 0 0 0 0 0 0 5.3896017 9.133445 26.737417 6.449462 0.08414092 7.6069155 12.688111 0.51632106 12.372078 10.642553 5.807865 0 0.66209006 0 0.12948468 0.25267157 0 0 0 0 0 0 0 1.084034 12.244571 73.779724 4.7678475 5.3618207 14.185038 7.9795938
"20120700_S1D_104" 0 0.09230036 0.17855236 0.07208541 0.8001538 0 0 0 0 0 0 0.14946726 0 0 0 0.056044064 5.341366 2.8357651 1.1182476 0.069956474 0.7963654 0.17282061 0.20903184 0 0 0 0 0 0 0 0 0 0 0 0.42408907 2.838157 10.0302925 0.095808834 1.0557342 0 0 0.24988222 0.22587968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.46164262 4.7666073 3.4626415 0 0 2.557494 3.5117214 1.716426 0 0.16638622 0.8486104 3.0039432 0.741569 0.16793315 0 0 1.7233528 0.19172405 0 0.50607675 0 0 0 1.4116601 1.1570743 2.8614755 0 0 0.6326993 0.6624854 0.10672058 0 1.6736279 2.8088684 0.34374464 0.13646829 0 0 0 0.119909346 0 0.22273906 0.14499691 0 0 0 0 0 0 0 0 0.4136468 0.78172964 0.13045436 0 5.9939375 0.75627923 0 0.13679582 0.17073843 0 0.10076711 0 0.08119351 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14715049 0.11408241 0 0 0 0 0 0 3.3695972 0.62590855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.047196 0 0 0.13204245 0.82784116 0
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86" 0 0 0.06672316 0.10888226 0.4621381 0 0 0.17776966 0 0 0 0 0 0 0 0.16166952 15.363885 10.968307 9.079671 6.8558655 8.867505 0.3382254 0.1945759 0.109395795 0.14604731 0 0 0 0 0 0 0 0 0 2.167147 11.512213 44.74669 1.13057 10.805417 1.102585 0.17519192 3.1041434 2.8919082 0.16685311 0.22142696 0 0 0 0 0 0 0 0 0 0 0 0 0 5.136286 35.632584 22.239065 3.1813798 0.37507886 34.839184 25.878025 7.06372 2.7286494 0.97677624 3.67369 14.394919 4.653876 2.1376595 0.13904902 0.36673045 2.7630858 0.69048697 0.07957717 0.5230929 0.0996204 0 0 4.8721356 5.091506 15.125332 4.7875333 1.1424354 4.1693482 5.4137497 6.6630793 0.14490077 6.7945914 11.870557 7.9183054 4.172049 0.07425325 0 0 0 0.21907695 0.25473395 0.10532971 0 0 0 0 0 0 0 0 6.925345 6.429632 2.2796917 4.233831 10.308239 7.7325563 5.589275 2.4326897 2.532195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0605849 28.032444 5.616777 3.3554473 0 10.9417095 6.405571 4.0954 20.551413 10.957996 2.1589828 0.23749407 0.06380713 0 0 0 0 0 0 0 0 0 0 0.3599006 60.610622 20.63555 3.2792308 1.5071741 7.8451247 1.8652092
"20120700_S1D_51" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1763723 0 1.1485187 0.41271785 1.1863761 0.19328927 1.3450869 0 0 0 0 0 0 0 0 0.08100546 0 0.34800175 0 0 0.2626878 4.2833114 3.6471574 0 1.4936206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9995988 0 0.097750805 1.381935 0.64830893 1.5799608 0 0 5.5977716 2.0575104 0.17181328 0 0 0.58621824 0.7120413 0.2199325 0.062111985 0 0 0 0 0 0 0 0 0 2.4210582 0.9564242 1.0287281 0 0 0.32042554 0.6179802 0 0 0.86976385 4.385137 0.41418543 0 0 0 0 0 0 0 0 0 0 0 0 0.21880315 0 0 0 0.48176405 0.67231643 0 0 2.6640484 0 0 0 0.057690132 0 0 0 0 0 0 0 0 0 0 0 0 1.0152427 0 0 0.12269218 0 0 3.7590575 0.36641762 0.1150508 0 1.4090865 0 0 3.844785 0.1686999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.251638 0.10322339 0 0.7811774 1.614562 0
"20120700_S1D_76" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.602411 22.364534 14.664248 3.198811 0 14.778796 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9319986 6.2798715 19.084486 0.74103826 14.143566 0.09609871 1.3171949 3.1207461 2.7322736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6912752 12.320118 6.2185507 1.0739021 0 2.93641 4.9027805 1.8283939 0.091951646 6.6780286 11.631466 11.652716 18.164492 7.8713384 0 0 0 0 0 0 0 0 0 6.7719636 5.6978164 22.76119 0.23089433 0.39213535 8.853316 21.11417 4.380829 0.88811886 3.8373568 44.741283 5.8283496 0.26864138 0 0 0 0 0 0 0 0 0 0 0 1.844485 0 0 0 2.5962288 6.8401527 1.8259481 0.14523464 10.173297 3.8355963 0 1.3384181 1.046704 0 0 0 0 0 0 0 0 0.08865619 0 0 0 0 0 0 0 0 1.447319 12.3839245 2.235725 0.9456047 0.27568796 19.483442 2.8208015 5.9796057 11.476049 4.457719 0.15190905 0 0 0 0 0 0 3.101704 0 0 0 0 0 0.49583906 16.819977 0.5071732 2.074327 2.2220743 6.258758 0.06075277
"20120700_S1D_63" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.628624 1.2005585 0.4767474 0 0.50769836 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10659259 0.38834965 4.197434 0 0.49446413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15754746 2.2027485 0.46555912 0 0 2.4149895 0.8752571 0.37745008 0 0 0 0.34370935 0.2600397 0 0 0 0.19593748 0 0 0 0 0 0 0.12854064 0.056322753 0.774367 0 0 0 0 0.20167537 0 0.63106686 0.77812016 0.52868134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16455893 0 0 0 0.27229744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6323665 0.17238802 0 0 0 0 0 0.33787033 0.21504895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.673031 0.11809704 0.056252617 0.09911837 0.4676177 0
"3300022861_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.42898184 0.15284342 0.15292452 0.11394441 0.16588458 0.1796131 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15301518 0.6907648 0.069491304 0.42584834 0.12936366 0 0.2714759 0.22137283 0 0.0673558 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15105712 0.5433564 0.605892 0.11716608 0 0.32582647 0.26359445 0.23280066 0 0 0 0.75455934 0.19806305 0.2009383 0 0 0.3885506 0.17104316 0 0 0 0 0 0.19484057 0 0.2912164 0.14743336 0.176039 0.09850098 0.15030636 0.72394717 0 0.5943043 0.36240593 0.3304017 0.37296715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09019909 0.08524731 0 0.11211833 0.18877289 0.08894423 0.19118239 0.27339804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7144588 0.40292066 0.2989956 0 0.19080247 0.28896323 0.44928432 0.95779276 0.16202627 0.10875843 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7450634 0.6385745 0.26711148 0 0 0.080028206
"20150700_E23_6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.239463 0.26561442 0 0 0.12145863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0969934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.054012 0 0 0 0.9054375 0.08792469 0 0 0 0 0 0 0 0 0 0.7476614 0 0 0 0 0 0 0 0 0.13921435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31526822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23767392 0 0 0 0 0
"20120700_S1D_21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36735845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1604669 0 1.07879 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6512206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9602577 1.7310323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20222172 1.3133805 0 0 2.759931 0 0 0.14366712 0.19733374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4787562 0.31491512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11775483 2.336314 0
"20120700_S1D_48" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1807356 0.07367348 0.71552485 0.06539835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0667478 0.15616255 2.875577 0 0.9390221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13005272 0.069079764 0.0559307 0 0.15418324 2.2198613 0.18327329 0 0.15996124 0.37701702 0.27306986 0 0 0 0 0 0.07156594 0 0 0 0 0 0.08381886 0.35402897 1.4231514 0 0 0 0.05569787 0 0 0.52013797 1.702971 0 0 0 0 0 0 0 0 0.08137024 0 0 0 0 0 0 0 0 0.1325397 0.6854624 0 0 1.9715221 0.06627611 0 0.10780483 0.19389734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08051547 0 0 0 0 0 0 1.7623293 0.44546217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19498779 0.1192304 0 0.557506 1.0324119 0
"20111000_S2M_4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7359861 0.1463771 10.738815 0.38151237 5.2582192 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36724228 0.480874 7.96329 0.1582684 17.618744 0.09970499 0 0.1219231 0.124693386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3389823 0.3980213 2.0668678 0 0.6422688 6.5184913 0.56499827 0.087963074 0 0.1389381 7.2492547 0.9877996 0.35100022 0 0 0 0 0 0 0 0 0 0.40699178 9.054702 63.006523 1.6821499 0.27310088 0.19985433 12.3954315 20.019917 0.16408238 0.11290365 16.296053 15.778085 0.7045954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23524246 23.033453 19.597132 0.39556664 15.051873 3.470277 0 1.1275313 1.0914012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3543915 0.08790403 0.59638643 0 0 0 0 5.2849298 30.28812 1.7622083 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09774604 0 0 0 32.736492 0.6024647
"20120700_S1D_31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5145685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7356044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.45219254 0 0 0 0 0.099712715 0 0 0 0 0 0 0 0 0 0.058470514 0 0 0 0 0 0 0 0 0.2197493 0 0 0 0 0 0 0.11851992 0.20116578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26461005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06037839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3897803 0.29461432 0 0 0 0
"Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.108307 0 0 0 0 0.0992295 0 0.08053099 0 0 0 0 0 0 0 0 0 0 0 0 0.10277083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2063465 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0645553 0.22802302 0 0 0 0 0 0 0 0 0 0 0 0 0.077262305 0 0 0 0 0 0 0 0.079237446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8120355 0 0 0 0.84209645 0 0 0.38012204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98145115 0 0 0.07989177 0 0
"20120700_S1D_6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0731268 0.1437807 0.23472105 0 0.38414693 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16594642 0.30772248 4.366067 0 1.7602639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4069369 3.4036057 0.3553413 0.107070744 0 0.6974894 0.7056064 0.09903386 0 0.06844903 0.64041185 0.21953325 0.08534109 0 0 0 0 0 0 0 0 0 0 0.22232546 0.42476258 1.0794345 0 0 0.08977644 0.9359815 0.42815074 0 1.8046879 1.708652 0.093832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2510465 0.33024073 0 0 0.35263056 0.06269749 0 0.15217148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08556828 1.4992038 0.17957878 0 0 1.6388205 0.062217914 0 0.61601466 0.22412226 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16737828 1.2957057 0 0 3.5266674 0.2279154 0
"20120700_S1D_27" 0 0.27018 0.12614328 0 0.2338789 0.07744623 0 0.06749266 0.11063713 0 0 0 0 0 0 0.09417989 13.027142 8.345591 0.34320024 0.42678133 0.7270119 0.19584566 0 0 0 0.063909315 0 0 0 0 0 0 0 0 1.0225062 6.646332 9.340001 0.26819193 6.0388913 0.06981255 0 0.58663446 0.6259366 0.4414127 0.55771834 0.43524635 0 0 0 0 0.06835547 0 0 0 0 0 0 0 3.9794893 6.5057826 7.579146 0.78818357 0 7.854264 2.498374 2.1036413 0.06004167 0.12501258 0.9972189 7.220081 4.0187354 0.95937043 0 0.08758215 0.5361485 0.20513484 0 0.12224826 0.45190954 0 0 9.319002 1.1880256 3.7499924 0.2165975 0.09076111 3.1339736 2.108738 1.469768 0.09417989 1.8426135 4.023656 1.4347004 0.29715598 0.098001346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.63737637 1.5468322 0.27197748 0.056991007 2.2594013 0.8830655 0 0.90417385 0.45106587 0 0.083195515 0.059745055 0 0 0.14280783 0 0 0 0 0 0 0 0 0 0 0 0.14641239 0.5414729 0.5260471 0.057954066 0 1.1532633 0.11556362 0.1741855 13.205421 5.450704 0.20372224 0.09775092 0.056336533 0 0.16323602 0 0 0 0 0 0 0 0 0.3335159 2.001441 0.31158343 0.19757849 2.1064706 1.4277858 0.073204994
"PLSW01" 0 0 0 0 0 0 0 0 0 0 0 0.09495427 0 0 0 0 1.3425151 0.38666648 0.19849192 0 1.0648236 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0978833 0.26454046 3.248881 0 0.5070169 0.10785231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37444973 3.105363 0.7686856 0.19046465 0 0.6280538 0.19162032 0.0989086 0 0 0.09216942 0.47246385 0.10516275 0 0 0 0 0 0 0 0 0 0 0.31359562 0.5422988 0.5282034 0 0 0 0.49938595 0.51265293 0 0.21805038 0.19880675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18159382 0.056164403 0 0 0.6503437 0.18464439 0 0.06884856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9249197 0.54760617 0.12872715 0 0.26816025 0 0 0.431598 0.0813702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34181622 0 0.088500045 0.18099742 0 0
"PLSL01" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2677797 0.15787874 0.06905614 0 0.07558688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.088716336 1.3518515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5159818 0.17863007 0 0 0.79511833 0.18778785 0.060875215 0 0 0.07892731 0.43647018 0.07913056 0 0 0 0 0 0 0 0 0 0 0 0 0.12851322 0 0 0 0 0.06228339 0 0.18174687 0.897451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14406003 0.11504677 0 0.096121654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14506502 0 0 0 0 0 0.14992434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2888607 0 0.060270984 0 0 0
"20170700_S33_24" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.3415923 5.409367 0.820311 0.15711552 2.8490124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36217228 0.4836125 0 9.450436 0 0 0.10896193 0.11113199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18382597 0.15666264 0.41780916 0.14406562 0 1.1728904 0.7031121 0.089088924 0 0.1710536 1.527069 3.2990837 6.440406 3.9770808 0 0 0 0 0 0 0 0 0 5.745157 4.3527985 8.38905 0.3545167 0.07449193 5.806657 4.3398333 0.95606345 0.08045572 1.5676612 10.550504 0.61356723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.502121 6.2664647 0.72792625 0.058663696 1.6837779 0.59407544 0 0.64921075 0.5498544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.55816364 0.55385345 0.682407 0.13720948 0.07413724 10.81193 0.9286857 0.15231818 14.082522 1.0587249 0.25266144 0 0 0 0 0 0 0 0 0 0 0 0 0.8272545 0.39933074 0 0 4.5753055 6.5103793 0.29362252
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6387433 0.8033521 0.14929676 0 0.35713792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4632707 0 0.0994829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.80002695 0.94862974 0.07919447 0 0.32793984 0.14358059 0 0 0 0 0.20176628 0.12669162 0 0 0 0.17521872 0 0 0 0 0 0 0 0 0.34637782 0 0 0 0 0.19880323 0 0 0.10511643 0.14828777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3429157 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31842804 0.09145767 0 0 0 0.16440533 0.6440788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0830604 0.0747515 0.16511483 0 0 0
"Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6569557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.89811 0.121064894 0.071202464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.118239105 0 0 0 0 0 0 0.38949466 0.20789404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.215942 0 0 0.8174452 0.08076042 0.26021862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17740294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08299537 0 0
"20150700_S23_3" 0 0.37464508 1.1643416 0 2.820627 0.11296366 0 0 0 0 0 0 0 0 0 0.41115293 23.311865 29.794195 18.321486 3.3539262 41.327698 0.1689956 0.19374228 0.11118892 0 0.13095552 0.072050475 0 0 0 0 0 0 0 1.5902127 1.6112381 73.05945 3.0909407 24.86778 1.7307165 0.10633247 22.151375 22.188442 0.39356014 0.32191825 0.20589675 0 0 0 0 0.12988867 0.11099225 0 0 0 0 0 0 0.13330403 4.19091 51.689613 6.6986485 0.7601048 8.2242775 65.35016 20.761429 2.0642436 0.66908723 16.490187 21.07268 10.532348 3.7398136 0 0 4.05529 0.21067731 0 2.4007623 0.7310816 0 0 1.6989558 10.258935 48.712082 3.239226 2.5414054 0.43180165 5.652732 21.09828 0.3650382 9.994829 35.2977 5.138755 7.3259783 0.50751424 0 0.54489803 0.7187367 0 0.1570397 0.1540821 0 0 0 0 0 0 0 0 1.4003154 19.279953 3.8604658 2.4076998 37.285034 5.2831254 1.2583392 7.113155 5.6771584 0 0.92270976 0.2689117 1.5123149 0 0.52537245 0 0 0 0 0 0 0 0 0 0 0 0 5.888853 2.3738437 1.1237115 0.31217626 18.486492 4.1368723 3.0424201 14.110266 22.298595 2.5798912 0 0.55652505 0 0.14661606 0 0 0 0 0 0 0 0 0 5.596289 17.531538 1.6096348 2.087953 36.178795 1.9126184
"20120700_S1D_28" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9023305 3.1735542 1.4040889 0.17207788 0.5215252 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07407789 0.2814563 1.5712278 0 1.1351918 0.12781738 0 0.40064332 0.33744076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0546238 0.15290412 0.2120723 0 0.3433682 0.18216346 0.3247567 0 0 0.5720604 0.5751504 0.46467406 0.37942076 0 0 0 0 0 0 0 0 0 0.15649796 0.44975603 0.33444437 0.11713302 0.11675894 0.06579174 0.9368839 1.3563164 0 0.32622546 0.49179143 0.6485323 0.31062153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.40506637 0.2718849 0.07817639 0.09124112 0.37009573 0.096462466 0.47267804 0.117477104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28132364 0.16784143 0.11760854 0 0.32975745 0.096148506 0.52055925 0.55924374 0.4140107 0.11927751 0 0 0 0 0 0 0 0 0 0 0 0 0 0.94633234 0.62068915 0.11165422 0.1316212 1.0235686 0.13329968
