"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "711_P-1-M" "711_P-2-M" "711_P-2-D" "711_P-3-M" "711_P-3-D" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "712_P-1-M" "712_P-1-D" "712_P-2-M" "712_P-2-D" "712_P-3-M" "712_P-3-D" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "713_P-1-X1" "713_P-3-M" "713_P-3-X1" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "714_P1_20-24" "714_P1_30-34" "714_P3_30-34" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "715_P1_10-14" "715_P1_20-24" "715_P1_30-34" "715_P2_10-14" "715_P2_20-24" "715_P3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_10-14" "716_E3_30-34" "716_P1_30-34" "716_P2_1-5" "716_P2_10-14" "716_P2_20-24" "716_P2_30-34" "716_P3_1-5" "716_P3_20-24" "716_P3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34" "717_P1_10-14" "717_P1_20-24" "717_P2_10-14" "717_P2_20-24" "717_P3_20-24" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20120800_E1D_18" 0 0.2840443 1.8779994 0 0.89228356 1.0735104 0 0 0.59132606 0 0 0 0 0 0 8.218595 10.333475 7.177762 0.927361 1.7774856 0.24640289 25.761353 0.20305564 0 1.2110294 0.11199171 0 1.3223062 0 0 0 0 0 0 0.14232692 0.30501205 7.6848426 0.57542944 1.4537325 1.7693757 0 5.114934 4.6465707 0.66367185 0.92067814 0.7005291 0.16680919 0 0 0 0.22636817 0.18845062 0.10417268 0.15231565 0.19870888 0 0.072080076 0 0.26278692 0 0.09609048 0.15148239 2.7825623 3.3354611 0.40148556 0.20813844 0.41404969 4.5546155 5.163978 0.5669382 0 0.4516412 3.3309708 9.549274 3.610125 0 0 8.5442505 41.56509 0 0.67292047 2.4788077 0 0 0 0.28088102 0.88002026 4.995681 1.2744519 1.3205824 0 0.95179164 2.7789757 0 0.10628078 1.142978 10.952218 5.125093 0.94824225 0 1.8212047 0.99800974 0 0.9566558 5.164093 0 0 0 0 0 0 0 1.8841825 1.2220403 4.9996033 0.74170667 3.5568697 9.859174 1.5693685 1.958771 0 1.2408528 1.4151791 1.4416685 0.702708 1.1364824 0 0 0 0 0 0 0 0 0 46.194458 4.8185945 4.5068164 0 20.275158 2.336962 5.23573 0.50724715 0.6889744 0.54399145 0 0 0.27590892 0 0.07466157 0.35802785 0 0 0 0 0 0 17.923504 7.787429 10.732452 0 1.866005 0.37699848
"20110600_S1D_15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.512195 9.7118025 9.819234 3.9573438 2.2372525 0 0.69056284 0 0 0 0 0 0 0 0 0 0 0 0 0.26356497 0.21866573 16.535482 1.2248522 10.571645 4.0701237 0 2.135364 1.9608624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.848018 34.54277 5.829998 0.5332641 0.25668782 5.683101 22.212513 1.6639272 0 0.7646695 5.5869274 11.642331 7.8943143 0 0 0.31638163 0.8048919 0 0 0 0 0 0 0.2637027 1.8404264 7.154304 5.488189 1.6583906 0.15023006 1.3696326 14.738027 0 0.6783701 7.3184266 4.750177 8.059118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.172141 2.3082926 0.2291358 6.0404477 7.679204 1.2081646 4.196914 5.0875196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3235898 3.266275 0.86820537 0.19174728 2.374515 3.507804 0.4363527 11.309682 29.916094 4.8989115 0 0 0 0 0 0 0 0 0 0 0 0 3.2341135 1.4139875 3.6825182 0.07922144 14.769861 2.1395016
"20170700_S24_10" 0 0 0 0.105325565 0.50386727 0.38449788 0 0 0.0685593 0 0 0 0 0 0 0 0 1.0988047 65.74192 3.901031 0 0 0.08328628 0 0.43843964 0 0 0.15421811 0 0 0 0 0 0 0 0 0.22241801 24.808096 6.1737103 7.450706 0 22.92642 21.182896 0.612089 0.32452482 0.07986795 0.22440422 0.056898322 0 0 0 0 0.85787416 0 0 0.13273561 0.24865676 0 0 0 0 0 0 3.251558 26.042501 4.282625 0 0.080730766 22.640722 25.412493 0 0 0.19912928 4.2409544 10.078253 0 0 0 0 0 0.11135249 0.3773187 0 0 0 0 0 0.41981757 42.17117 18.98738 0 0 20.861492 0 0.99737835 3.0167387 0.82613665 21.132135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.501608 5.4415464 0 2.3002436 17.705816 35.556316 16.710241 0 0 0.11950937 0.24769403 0 0 0 0 0 0 0 0 0 0.1969269 0 0.18894346 52.057 11.712944 0 0.2784829 81.71976 10.469318 6.044346 31.376184 17.751621 0 0 0 0 0 0 0 0 0 0 0 0 0 134.92197 22.723091 0.19397987 2.7884753 21.587942
"20140700_S32_12" 0 0 2.4590166 0 0.35938436 1.9081836 0 0 0 0.13641667 0 0 0 0 0 0 0.13542861 2.6357021 0.9159001 12.395271 0 0 0.26254636 0 0.1338737 0 0 0 0 0 0 0 0.9462493 0 0 0 0.33670098 0.6240735 5.184909 0.2394079 0.27110425 1.1625986 1.0902363 1.122206 1.0881798 0.54529786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07923663 7.1806073 2.3686972 0.14180759 0 0.4124231 1.2175292 0.7255549 9.0202875 2.3033986 0.67436874 2.69756 7.2808795 0 0 0 0 0 0.49178103 1.1077307 0 0 0 0 0.40623373 2.0109322 0.22225016 0.39185843 0 0.650657 5.2866015 3.2901828 32.63201 7.832611 0.5607189 0.12984444 1.3673432 0 2.1982172 0.7820754 0 0.21283083 0.7611444 0 0 0 0 1.8386934 0 0 0.83446187 0.81794745 1.0203863 0 0.8215393 0.12491507 1.4762552 0.9333174 0 1.5547014 1.9847559 0.34863165 0.13920161 0 0 0 0 0 0 0 2.7115283 0.11049634 5.1317754 1.3407633 4.081494 0.38250965 0.23551251 13.696187 24.51089 0.09088722 9.766242 2.3126807 0.33142042 0 0 0 0 0 0 0 0.28396863 0 0 3.727144 0.13279687 4.4846206 37.67805 0.44107208 15.131378 6.5333586 0.39298904
"20120600_S1D_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2907035 0.36410975 0.10430124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.59142965 0.10743225 2.8024623 0.1352256 0 0.6083627 0.5644018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09021469 0.57432467 0.19411603 0 0 0.10774688 0.7168623 0.12876397 0 0 1.328884 0.78009796 0.46165812 0 0 0 0 0 0 0 0 0 0 0 0 0.570409 0.96274143 0.8213734 0 0 4.827781 0 4.242261 0.85142964 0.30081603 0.99917716 0.11159243 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13697001 0.3029462 0.10102335 0 0.42396954 0.11857146 0.14350171 2.0769753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1594286 1.9579003 0.25576195 0 0 0.5019369 1.0664148 0.42170063 0.78172773 0.96683824 0 0.24848706 0 0 0 0 0 0 0 0 0 0 12.155804 0.97587734 0.6328346 0 0 0.16302285
"20170700_S25_13" 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1943636 0.33335242 18.118649 14.117123 11.696115 1.4544265 9.973724 0 0 0 0 0 0 0 0 0 1.595957 0.17799947 2.2346964 0.12277475 0 1.3040646 2.8176968 29.457117 1.3056403 6.2945666 0.637096 0 12.507883 11.427565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.65294766 0 1.283679 0.53850126 9.822463 5.265894 3.4490554 0.45811644 2.0867112 6.6201606 2.693622 0.44808087 0.88801754 1.7803776 5.1193266 11.093126 10.249142 0 0 0 0 0 0 0 0 0 1.359396 1.248405 3.227936 8.624536 1.2811342 0.802342 1.4921496 8.01775 10.08627 0.38681975 17.860561 8.459846 8.002263 4.806682 0 0 0 0 0 0 0 0 0.17223613 4.9284425 0.36109114 2.3949883 1.6030518 0.29758546 9.072677 2.7031264 1.3874023 7.023014 4.9840565 0.5121214 2.92917 1.7279669 0 0 0 0 0 0 1.0048074 0.10907756 0 0.06541541 2.2067983 0 0 0 0.13213143 9.864329 13.536563 7.5367355 0 7.1056476 6.488846 8.074645 4.435985 3.375121 1.4116603 0 0 0 0 0 0 0 1.3506554 0 0 0 0 12.731267 6.435918 18.25588 1.0032103 3.474631 0.6122393
"20120800_S3X_7" 0 0 0 0 0 1.1639832 0 0 0 0 0 0 0 0.057528954 0 0.058741625 2.0951104 16.501982 2.2740793 0.14587916 0 0 0.38710853 0 0.787414 0 0 0.26391602 0 8.483285 0 0.09411658 0 0 0 0 0.72324187 9.352324 6.132974 31.432003 0 34.137836 30.990564 2.7287633 4.9634466 4.7342567 0 0 0 0 0 0 0 0 0 0 0 0 1.4685711 0 13.836568 0 0 0.70084685 1.1632696 6.277449 0 0.24193336 15.688066 7.800879 0 0 0 37.301952 7.8304977 0 0 0 2.070398 0.06936439 0.3051948 12.615234 0 0 0 0 0 1.2794839 3.9696078 11.667455 0 0 39.60696 0.06294238 0.07148628 0.37248415 42.695568 19.710299 0 0 0 0 0 0 0 0.08621386 0 0 0 0 0 0 0 2.342622 6.4019685 0 25.329649 2.4707901 29.458727 15.018536 0 0.09369092 0.18702392 0 0 0 0 0 0 0 1.328046 0 0 0 0 10.618189 2.7244177 35.866024 0 0.6805528 24.124308 236.0448 0 0.15801273 6.047784 0 0 0 0 0 0 0 0 0 0 0 0 25.151188 6.654929 79.17533 0 0.0988835 3.8292985
"20110600_S1D_17" 0 0 0 0 0 0 0 0 0 0 0.064138815 2.6470335 0.1276561 10.864957 0.121398956 14.518219 42.01062 17.48401 2.46864 70.875534 0 0.20668352 0 0 0 0 0 0 0.12943703 10.086586 0.22219184 9.607949 0 1.3529106 0.0797512 0 4.6973557 1.5710038 9.062248 1.8964462 0 25.097986 23.607557 0 0 0 0.3287959 0 0 0 0 0 0 0 0 0 0 0 18.728716 0.36534104 21.037176 0.19962099 3.5894065 62.556427 9.045961 1.9270059 0.593649 3.5664244 15.226525 1.6161293 0.15835978 3.8913276 24.920744 64.77093 36.755203 0 0 0 0.20640954 0 0 0 0.59362215 0.9066776 2.3956792 0 2.3937693 21.464401 2.6546571 1.5706608 0.4577968 8.795503 28.031212 0.1943066 2.3183217 25.079727 51.66521 3.763419 0 0 0 0 0 0 0 0 0 0.20528759 0.11356177 3.6953216 1.1485364 0 8.177634 6.2581506 3.7393444 3.7139723 19.126251 1.1283876 6.7974653 6.526258 0 0 0 0 0 0 1.7727191 0.376683 0.16451055 2.5161762 21.245464 0.16381232 0.74453187 2.8542247 0 65.34096 22.399324 32.607674 0.19499424 53.270092 52.240376 78.54949 5.909267 6.6687512 2.6970015 0 0 0 0 0 0 0.11916537 1.1901077 0.23905504 1.5231302 0.4757378 0 50.331764 13.141592 12.853033 0.23636982 10.823892 1.4522996
"20120500_P28_11" 0 0 0.29344848 0 0 0.2501169 0 0 0.11164721 0 0 3.0594332 0 0 0 2.694641 6.8859344 3.0734668 7.186523 1.0584368 0.22437811 2.1947198 0 0 0.29116884 0 0 0.23273699 0 1.5312591 0 0 0 0 0 0 1.5610255 5.740099 4.1819654 15.78808 0 45.296665 41.694206 0.1463328 0.27708012 0.16630937 0 0 0 0 0 0 0 0 0 0 0 0 0.21621452 0 1.1102855 0.09477255 1.820287 7.566155 13.084225 5.834658 0.1320766 0.65322816 15.885469 6.2432237 0 0 0.92083544 26.95527 19.972404 0 0 0.6255662 0.47771373 0 0 1.1234198 0 0.4777665 0 0 0.0726293 1.7832655 8.630963 10.21547 0 0 13.935918 0 0.08927984 0.61352205 4.5550785 17.367954 0 0 0.061506312 0.16073115 0 0 0.07247907 0 0 0 0 0 0 0 0.64853203 2.4792573 8.067883 0 4.9497485 4.7084064 13.398473 11.640657 0 0 0.09287327 0.19252525 0 0.1772413 0 0 0 0 0.3338653 0 0 0 0 3.297406 21.64655 16.511389 0 0.2236336 9.927031 40.87 0.21444789 4.3789783 8.940303 0 0 0 0 0 0.1461407 0 0 0 0 0 0 6.871544 23.263655 19.024794 0 0.55647504 4.262243
"Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12" 0 0 0.57929033 0 0 0.43416557 0 0 0.12812297 0 0 0 0 0 0.2696874 20.19183 8.543998 5.0456595 2.1638734 7.91066 0.52369034 3.5948815 0.06478923 0 0.46314418 0 0 0.25815144 0 0 0 0 0 0 1.010797 2.8310003 19.298185 1.9929303 4.131544 1.7417519 0 17.031181 15.626849 0 0.12832372 0.31126443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.059833188 5.1074815 30.794516 11.7910595 5.0758567 0.7820313 8.341544 6.0518904 3.291135 1.933627 0.24355051 2.6763225 4.2099724 6.5675035 11.673418 0 0.09001487 3.1403255 1.8898007 0 0.17691132 1.4747796 0 0.1828043 0 4.40674 2.6036763 5.4260983 1.4932187 4.699394 2.970466 6.5588493 12.714247 0.2847 4.825527 13.624155 17.470093 3.359369 0.0902585 0 0.13015467 0.1946507 0 0 0.3106717 0 0 0 0 0 0 0.5455933 2.1833313 1.7168856 1.5618976 2.7220163 2.3462813 1.2019415 3.627452 2.7149832 0 0 0.11521343 0.14045699 0 0.15960053 0 0 0 0 0 0 0 0 0.3009716 43.81837 7.5974326 12.211899 0 4.2036 4.2607765 1.5001497 11.266302 2.022478 0.75717235 0 0 0 0 0 0.09160254 0 0 0 0 0 0.28374726 34.882454 21.625896 3.2813993 1.1663706 4.3272967 0.8983894
"20170700_S24_5" 0 0 0.2287511 0 0 0.29387805 0 0 0.11147799 0 0 0.096788846 0 0.26508373 0 3.021541 4.30057 2.9176831 4.5850134 30.718328 0.088296115 0.85431284 0 0 0.3527007 0 0 0.23409986 0 0.4355293 0 0 0 0 0 0.112445116 3.6675699 2.5070498 1.8243396 6.07815 0 54.735855 49.797634 0 0 0.11323102 0 0.0803347 0 0 0 0 0 0 0 0 0 0 3.2693665 0 2.3718302 0.2985684 3.4900532 23.810661 6.0028253 4.2602634 0.56448525 1.9532626 1.9484069 2.1941447 0 0.23088108 0.9955116 18.721796 35.15667 0 0 0.49567828 0.114555135 0 0 0.5987376 0 0.44171047 0 0.13071911 0.24388367 1.7404245 2.118593 6.239639 0 0.64101356 13.126102 0.08764132 0.44026867 3.8149524 27.981422 7.291532 0 0 0.0574735 0.13437442 0 0 0.066907935 0 0 0 0 0.8631012 0 0 0.37369776 2.1246505 32.970947 0 0.7625706 2.736409 4.783103 5.3831277 0 0 0.08064194 0.11015715 0 0.15991691 0 0 0 0 5.52259 0 0 0 0 67.66627 57.858055 83.54181 0.066366084 6.416597 21.681479 26.36328 0.90083385 0.6341086 0.6874165 0 0 0 0 0 0.10566001 0 0 0 0 0 0 28.415138 155.46478 23.391928 0 1.2317778 1.4617865
"20110700_S3M_12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9826626 2.1811297 4.0430713 4.4737473 6.4200306 0 0.15606123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7756691 0.9071515 4.8880854 1.8342577 0 5.426096 4.9558587 0 0 0 0 0 0 0 0 0 0.2069262 0 0 0.14756793 0.24788748 0.4256551 0 0 0 0 2.1868584 4.5320725 5.3690577 0.39810702 0 2.4262595 1.889076 1.1565514 0.065717444 1.5019974 3.0641556 6.3793945 5.453591 0 0 0.09333988 0.14696814 0 0 0 0 0 0 0 0.48274586 3.552692 2.3241751 2.2826018 0 0.18589063 8.952575 0 1.3929758 4.4740286 2.9169288 3.5714915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.054781 2.3458507 1.6810364 0.37476635 1.4224799 1.7001098 4.283261 2.881988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.217075 6.88369 5.0630083 0 6.965274 4.111533 6.1363907 1.667475 4.824549 2.238916 0 0 0 0 0 0 0 0 0 0 0 0 8.871463 10.733834 6.459723 0.47926265 2.454346 2.8666737
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88" 0 0.06617312 0 0 0.079900645 0 0 0.26109216 0 0 0 0 0 0 0 0.512458 0 0 0 0.13174774 0.62255394 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09402115 0.17977023 0.4800744 0 0.3901561 0 0 0.13972326 0.13820575 0.15175915 0.28200766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.118334144 0 0 0 2.620311 0.13132064 0.12285051 0 0 0 0.76427174 0.0861362 0.2014979 0 0.6264009 1.3996391 0.0976655 0 0.07190774 0 0 0 0 0 0 0.12942484 0.06584563 0.07153711 0 0 0.69730926 0 1.9623758 3.462703 0.57927525 0.34946543 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.30923775 0 0 0.0847052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.54260135 0.10790948 0 0.05920874 0.33142188 1.0011805 1.2296034 0 0.09395859 0.16276176 0 0 0 0 0 0 0 0 0 0 0 1.9938534 0.31440818 0.45576933 0 0 0.5325315
"Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75" 0 0 0 0 0 0 0 0 0 0 0 0.07912106 0 0 0 0.31889284 0 0 0.07158115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13859315 0.16724728 0 0.13008691 0.13516921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06357098 0 1.6229112 0.24309392 0.34723127 0 0 0.06460977 0.15706848 0 0 0 0 0.7967275 0.43350783 0 0 0 0 0 0 0 0 0.065647684 0.10973893 0 0 0 1.1640854 0 1.0895264 1.9313562 0.061922494 0.11081252 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06132659 0 0 0.12941745 0.057214346 1.0020161 0.09785252 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5160572 0.07695351 0 0 0 0 0.125879 0.07446129 0.18196787 0 0 0 0 0 0 0 0 0 0 0 0 0.26444435 0.30287644 0.9545749 0.23341644 0 0.42124113
"20120700_S1D_25" 0 0 0 0 0 0 0 0 0 0 0 0.4732298 0 0 0 3.0771506 2.5035086 5.9528165 6.1399817 3.6762238 0 0.12850155 0 0 0 0 0 0 0 0 0 0 0 0 0.36462724 1.1135635 7.462947 0.9792355 4.2101455 1.0225892 0.14415455 2.0302346 1.9175717 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.43468106 3.7862482 1.803096 3.592104 0.08730248 2.2474413 5.064956 6.1018543 1.6152984 0.2029487 0.68623614 2.1714406 2.5988262 2.7379072 0 0 2.4175656 0.5072681 0 0.07430438 0 0 0 0 0.5029496 0.9119769 5.404581 3.8053296 1.273032 0 0 4.819088 0.060212523 3.5516639 7.926292 1.4784049 2.2784896 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09887952 2.4461184 3.1978493 0.7651965 0.3155801 5.607524 1.1788073 3.3133194 1.3562832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.918376 5.727953 2.1226804 0 0.90814555 2.36648 3.3293796 2.0860484 7.642323 3.263975 0 0 0 0 0 0 0 0 0 0 0 0.2572566 10.159819 5.753639 3.472914 1.001299 3.9646459 4.1745563
"20110800_S2M_9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5552535 3.489085 7.1979537 0 1.4750115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2477433 0.17256722 9.40283 0.11492195 1.5136853 0 0 0.8509035 0.82106984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.104075715 2.502827 3.6542554 0.11178175 0 0.24516347 4.2414703 2.6254518 0 0 0 5.870005 7.985347 0.3340303 0 0 0 0 0 0 0 0 0 0 0 0.6996042 2.5762153 0 0 0.19421344 2.6405048 1.4047502 0.13382512 0.40821153 0.8080891 42.54486 0.19192955 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3703151 0.088425346 0 0.113485895 8.512873 0 0.20203377 0.12586288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.260208 0 0 0 0.24018547 0 1.1711231 3.2960546 0.17764646 0.09634328 0 0 0 0 0 0 0 0 0 0 0 0 10.157986 0 0.20453489 0 0.74576515 0
"3300037359_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08342817 0.31613436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14823923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5733611 0 0 0 0 0 0 0 0.15743807 0.47177285 0.44716012 0.3299537 0.2823773 0 0 0.29023334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.62383115 0 1.2035697 3.9595912 0 0.10861459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06349401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15211284 0.24351017 1.282497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4041863 0.1939163 0.2231912 0 0 0
"3300037040_8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08864903 7.8287096 9.99965 0.31418708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21178292 0 0.2311325 0 0 1.0162936 1.0069563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35307658 0 0.23719682 0.13695958 2.357193 0 0.23956814 0 0 0.08222562 0.061534803 0 0.069762014 0.68904084 3.6964798 13.004811 5.6372933 0 0 0.26032525 0 0 0 0 0 0 0 0 0.16426013 1.4039358 0 0.09153993 0 0.23087586 0.40622622 0 0.29621238 1.3786223 0.18078563 0 0 0 0 0 0 0 0 0 0.41539162 0.48160002 0 0 0 0 0.32421884 0.262401 0 0 0.57277083 0 0.52782655 0.32958755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11283067 1.1814293 0.11544057 0.07607116 0 2.0939984 0.23908775 0.27252972 0.14859499 0.09972821 0.08267889 0 0 0 0 0 0 0 0 0 0 0 0 0.6962608 0 0.08308998 0.22155151 0.50748575 0
"20120700_S1D_52" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.41647 10.892407 5.570884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0219784 0.73779315 30.017826 2.5756304 5.2964487 0.07586114 0 0.90300584 0.843386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16068484 4.866488 7.367349 0.9582253 0.15077631 1.2598088 20.423265 7.2803674 0.9193569 0 0 1.9179559 1.2185073 0.10877731 0 0 0 0 0 0 0 0 0 0 0 1.4621989 15.0009775 1.0262341 0.5940299 0 0.07706425 0.9719214 0 0 0.6354624 2.8872492 1.478867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.213636 2.4662771 0.529546 1.7408235 24.405386 1.0733461 5.1081457 2.2867815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18.611937 1.7556851 0.9050272 0 0 0 0 0.37248442 0 1.9997364 0 0 0 0 0 0 0 0 0 0 0 0 8.163852 0.066997506 0.18930556 0 0.8286355 1.0675112
"20160700_S13_19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37070277 0 0.70100254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6384318 0 0 0 0 0.26158267 0.22876453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34616718 0 0.4636148 1.3231006 0.08866905 0 0 0.29467267 0.109839715 0 0 0 0.0772912 2.2694438 0.16876994 0 0 0.39424986 0 0 0 0 0 0 0 0 0 0.08220137 0 0 0 0 0 0 0 0 0.19220993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17359419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.58411 0.7251934 0.39371246 0 2.6222026 0.12025881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.68828 0 0.075268075 0 0 0
"PLTJ01" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.6517866 2.100233 3.1467085 0.6531536 2.3831608 0 0.8672948 0 0 0 0 0 0 0 0 0 0 0 0 0.10429874 0.14802329 3.6347127 0.75988513 1.0232208 1.3764919 0 6.843631 6.8811655 0 0 0.103556104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07260365 2.3952131 1.2428249 1.3369797 0.37246644 0.24183834 1.9839482 1.439639 0.19793782 0 0.063334905 0.87171584 1.859551 1.4233332 0 0 0.35598755 0.19493891 0 0 0.11523422 0 0 0 0 0.16397518 2.9686022 0.41029447 0.88197523 0 0 2.2259727 0 0.3376364 0.9702486 2.4490552 1.0471559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6393283 0.3552229 5.7003107 0 0.7331448 0.28858176 0.8261738 0.58262557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.790432 2.2755334 2.9866424 0 0.32193953 1.347003 1.9345547 0.5358214 0.6607672 0.6051761 0 0 0 0 0 0 0 0 0 0 0 0 7.943056 3.393677 2.5231853 0.06094956 0.93538153 0.40601435
