"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "711_P-1-D" "711_P-2-D" "711_P-3-D" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "712_P-1-D" "712_P-3-D" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-D" "712_S-3-X" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "713_P-3-X1" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "714_P1_30-34" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_5-9" "714_S2_20-24" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "716_P3_30-34" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34" "717_P2_20-24" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20130700_C2M_9" 0.24173966 0.4001138 0.8384897 0.2389195 0.4340111 1.0867226 0.31687197 0.25512815 0.57120943 0 0.09105748 0 0 0 0.22704908 0.104597114 0 0.34755808 1.343829 0.19696908 0.24339847 0.903192 0.101542816 0.110386595 0.8147949 0 0 0 0 0.06248028 0.12759838 0 0.16059437 0.09262689 0.08569531 0.43610963 0.40424845 0.51946414 0.1662232 0.17650826 0.11707276 0.32368958 0.2700836 0 0.2954879 0.42573783 0.28046384 0.1407056 0.15773393 0 0 0 0 0 0 0 0.06959 0.12358787 0.10432315 0 0 0 0 0.1944242 0.46488312 1.5821174 2.7255716 0.12597895 0.4256575 0.94453585 0 0 0 0.14351492 0 0 0 0 0 0 0 0 0.61013323 0.1907671 0.9234229 0.5796239 0 0.38912922 0.43146932 0.38367167 0 0 0 0.38138726 0 0 0 0 0.06480275 0 0.65346205 0.7986382 0.5230572 0 0.68182486 0.8030871 0 0.09885078 0 0 0 0 0 0 0 0 0.48717713 0.44148907 0.4341169 0.105446875 0.51469123 0.72742397 0 0.18165843 0 0 0 0.065879345 0
"20120600_E1D_55" 1.3242823 2.3217442 4.283002 0.6271083 0.89815193 12.298522 2.587257 3.2306337 4.0028167 0 0 0 0 0 0 0 0 1.9572814 1.3771503 1.6547009 1.0517988 8.885432 0.95047116 0 9.570435 0 0 0 0 0 0 0 0 0 0 1.8232592 1.8904874 1.7794011 0 0 0.4926837 3.5270643 1.1364706 0.1310993 0.06729046 2.3627322 1.3550444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.74410266 3.435211 1.3033336 0.06551856 0.2948053 0.18816644 1.9805766 0 0 0 0 0 0 0 0 0 0 0 0 2.2926786 1.3702719 2.84126 1.6111609 0 3.0075974 3.0114064 1.5042593 0 0 0 0 0 0 0 0 0 0 1.7272336 1.3926109 2.1865158 0 3.3924162 1.9834138 0 0 0 0 0 0 0 0 0 0 0.7047054 2.9306593 1.4604362 0 1.4349133 2.6172755 0 0 0 0 0 0 0
"20120700_E1D_7" 0.0826117 0.52746946 3.9638996 0.76732874 3.9900713 5.6328735 0.5708068 1.2049892 0.13685107 0 0 0 0 0 0 0 0 2.015909 53.54673 0.8538658 0.36827567 1.4280318 0.39119747 0 1.1044785 0 0 0 0 0 0 0 0 0 0 1.5058877 1.7095723 3.9687724 0.5062667 0.46366212 0 0.06356873 0 0.24285677 2.1545622 0.32084587 0 0.5179415 0.58190596 0.07630427 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5272156 2.8369043 12.886142 4.087796 0.4315711 2.043555 7.430205 0 0 0 0 0 0 0 0 0 0 0 0 1.1344142 0.14555088 0.61514217 0.8188487 0 1.2153306 2.3688369 2.4966047 0 0 0 0 0 0 0 0 0 0 0.8554419 0.14239253 1.1974988 0 0.23026489 0.06584918 0 0 0 0 0 0 0 0 0 0 0 0.4417866 0.41838837 0 0 0 0 0 0 0 0 0 0
"20140700_S16_20" 0 0.24681506 0.42620042 0.12257906 3.4996314 0.87156326 0 0 0.30461943 0 0 0 0 0 0.44280732 0.7138526 0 0.17899902 0.12366635 0.22911745 0.083327405 1.2147632 0.07445126 0 0.75522345 0 0 0 0 0.12004683 4.6764917 0 0.7096672 0 0 0.63858587 0.84085095 0.37290627 0.108247295 0.09198644 0 0.0711969 0.07029971 0 0.08052916 0.15808126 0.06665283 0.076018944 0.097503945 0 0 0 0 0 0 0 0 7.3180723 1.6347755 0 0 0 0 0 0.059251368 0.27201837 0 0 0.81992906 2.0269349 0 0 0 0 1.4792433 1.7970368 0 0 0 0 0 0 0.69663984 0 0.7333709 1.0121872 0 0.22619237 0.66558766 0.39446616 0 0 0 0 0 0 0.062121756 0 0 0 0.3999204 0.7546053 1.0033758 0 0.321494 0.25643042 0 0 0 0 0 0 0 0 0 0.76078236 0 0.3765542 0.28557092 0 0.33258477 0.09214885 0 0 0 0 0 0 0.74969536
"20170700_S35_18" 0 0 0.10980289 0 0.28747088 0.14829141 0 0 0 0 0 0 0 0 0.06746679 0 0 0.31421307 0.115779065 0 0 0.070596285 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8058432 1.672185 0.7936482 0 0 0 0.09733549 0 0 0 0.121831164 0 0 0 0 0 0 0 0 0 0 0.06659688 0 0 0 0 0 0 0 0.2349654 1.4697456 0.5129719 0 0.34629226 0.65006053 0 0 0 0 0 0 0 0 0 0 0 0 0.11652691 0 0 0 0 0.14117293 0.22615176 0 0 0 0 0 0 0 0 0 0 0 0.42771497 0.11434471 0 0 0.21462393 0 0 0 0 0 0 0 0 0 0 0 0 0.07678414 0 0 0.072410814 0 0 0 0 0 0 0 0
"20120600_E1D_19" 0 0.38359904 0.6070757 0.3176243 3.5007613 0.12678003 0 0.4218032 0 0 0 0 0 0.08609291 0.44933212 0.36223662 0.48281482 3.0677028 0.6517099 1.1409961 0.4489791 0.3290954 0 0 0.28027165 0 0 0 0 1.2819306 0.9198322 0.64536095 0.75674033 0.5254085 0.4622999 2.5477083 3.6080973 0.6560072 0 0 0 0.3450741 0 0 0 0.6854009 0 0 0 0 0 0.28614596 0.41548407 0.28415433 0.1328535 0.06471459 1.2169174 1.0211744 0.6973033 0 0.24710856 0.13975182 0.15226485 0.07777064 0.45423207 1.8140346 0.33983704 0.19145964 12.978131 1.1202797 0 0 0 0.526159 0.6310956 0.7491582 0 0.51540387 0.056904726 0.3089669 1.1280915 0.5101875 1.1730214 0 0.14919831 0 0.061620217 1.6541901 2.052827 0.9138208 0 0.11287645 0.15319903 0.84868765 0 0.67475903 0.1731542 0.86020166 0.6711121 0.083000936 4.1072445 0.13327646 0 0 0.52047914 0 0 0.25916564 0.33021525 0.25412259 0 0 0.12830098 0.13378689 0.3527941 0.23535244 0 2.7853591 0.954081 0.11802605 0.6260999 0 0 0.24077871 0 0.12189957 0 0.5550467 0.23462735
"3300023248_5" 0.15230778 1.5876895 0.503575 0 0.32430977 0 0.16007394 1.4295847 0.11345388 0 0 0 0 0 0.49999762 0.17541856 0 8.907345 0.30748332 0.15915383 1.5894414 0.52502716 0 0 0.21714294 0 0 0 0 0.47650227 0.15692973 0.59093064 0 0 0 0.1355371 0.7349704 0.06984406 0 0 0 0.14184251 0.38611564 0 0 0.21129894 0 0 0 0 0 0 0 0 0 0 0.07868163 0.4005769 0.08043854 0 0 0 0 0.55497414 1.7493238 1.0647001 0.20362017 0 0.3261374 0.22162107 0 0 0 0.6585122 0.38310304 0.8014428 0 0.08080066 0 0 0 0 8.012001 0 0.30361962 0.13346125 0 0.7703462 0.45507157 0.2034216 0 0 0 0.104734294 0 0.0852373 0 0 0.31464627 0.1690244 0.22137114 0.4323984 0 0 0.50417006 0 0 0 0 0 0 0 0 0 0 0 0.080571145 1.54528 0.2669946 0 0.55745834 0 0 0 0 0 0 0 0
"20120600_E3D_3" 0.18906468 1.2215747 0 0 0.14699017 0 0 0.34169772 0 0 0 0 0 0 0 0.1828642 0 6.1646967 0 0.08902457 0.40806884 0 0 0 0 0 0 0 0 0.10061486 0 0.11670538 0 0 0 0.15510705 0.9529483 1.0816445 0 0 0.06503891 0.1920341 0 0 0 0.21059948 0 0 0 0 0 0 0 0 0 0 0 0.16746639 0 0 2.109632 0 0 0.14532037 2.964518 2.55362 0 0 1.596422 0.16762508 0 0 0 0.1625278 0.09243192 0.06685625 0 0 0 0 0.12798984 0 2.501945 0 0 0 0 0.17960955 0 0 0 0 0 0 0 0.08071938 0 0 0 0 0 0 0 0 2.2298193 0 0 0 0 0 0 0 0 0 0 0 0 0.066440195 0 0.07062089 0.7039471 0 0 0 0 0 0 0 0.32257387
"20160700_E25_13" 0 0 0.061510667 0 0.08780155 0 0 0.20587744 0 0 0 0 0 0 0 0 0 0.5697881 0 0.062054954 0 0 0 0 0 0 0 0 0 0.18695208 0 0 0 0 0 0 0.17576443 0.06678037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9056051 5.190121 0.47062814 0 0.05660158 0 0 0 0 0.063239135 0 0 0 0 0.09654839 0 0 0 0 0 0 0 0 0.14599317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.69438845 0 0 0 0.32477367 0 0 0 0 0 0 0 0 0 0 0
"20130700_C2D_3" 0.992851 1.1507121 3.3900547 0.13212049 0.32319617 6.6870403 5.7918344 1.6492934 5.619633 0 0 0 0 0 0 0 0 7.883453 6.87868 0.58173305 0.13558012 7.0606294 0.5681973 0 10.164024 0 0 0 0 0 0 0 0 0 0 1.1287287 1.4490857 1.40081 0 0 0.19909655 2.5025709 0.631725 0.11849208 0.17352866 1.3671482 1.32975 0 0 0 0 0 0 0 0 0 0 0.09582651 0 0 0 0 0 1.0382626 1.467706 0.548736 0.111883014 0.38879916 0.19034086 2.8651733 0 0 0 0 0 0 0 0 0 0 0 0 0.90381545 1.4559605 1.5923551 3.1836088 0 0.60598266 0.8131427 1.2692355 0 0 0 0 0 0 0 0 0 0 2.4932165 3.8207107 3.8018074 0 5.0346537 8.218068 0 0 0 0 0 0 0 0 0 0 1.9690734 2.252169 6.2038255 0 1.67303 14.436127 0 0 0 0 0 0 0
"20120600_E3D_46" 0.5749768 1.1294565 0 0 0 0 0 0.31107897 0 0 0 0 0 0 0 0 0 1.5808513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14987876 0.22479776 0.08843974 0 0 0 0.05620016 0 0 0 0.42292565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.64900434 0.4065702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.171046 0 0 0 0 0.2860241 0 0 0 0 0 0 0 0 0 0 0 0.22477666 0 0 0 0 0.42892444 0 0 0 0 0 0 0 0 0 0 0 0 1.308662 0 0 0.74548125 0 0 0 0 0 0 0 0
"20120700_P3D_35" 0.33443996 0.35875386 0.24411757 0.23446126 0.40955475 0.40008298 0.08243847 0.2177715 0.1624293 0.37760904 1.177833 0.21416141 1.0650923 0.25605845 0.9423812 0.96172297 0.12607746 0.1965821 0.44352433 0.0796782 0.08698937 0.33367565 0 0 0.261423 0.64065516 1.0483376 0 0 0.48387578 0.14313143 0.35401204 0.24405286 0.111315124 0.08524134 0.32959884 0.3189322 0.21823855 0.39590555 0 0.085664175 0.11513985 0.07864674 0.2025024 0.35503036 0.12660569 0.05611451 0.14940795 0.2349251 0 0.113995954 0.52295744 0 0.19273655 0 0 0.74708587 0.655422 0.33459917 0 0.24612187 0.105825014 0 0 0.09916122 0.9152632 0.34374616 0 0.11533493 0.55857736 0 0 0.1399746 0.8599229 0.4657708 0.27864 0 0.13580072 0.20450062 1.6479042 0.057394866 0.3269792 0.39433658 0.07228726 0.2978639 0.1900836 0 0.20384106 0.483624 0.13005403 0 0.27464455 0.45037615 0.15012549 0.45007342 0.7913393 0.21601291 0.50534356 0.2836586 0 0.30726907 0.17884423 0.20013294 0 0.42005578 0.15255101 0.48808682 0.18286754 0.31222773 0.10186159 0 0 0 0.108195126 0.44463745 0.26299837 0.05996422 0.28526986 0.24845898 0 0.18068258 0.1020698 0.23590179 0.2526002 0.07063597 0.41516787 0 0.54839957 0.6372933
"20100900_E1D_10" 6.0920095 7.6518645 5.09723 5.3327117 4.2916913 5.300081 1.7990756 4.6489716 6.6012416 0 0 0 0.34533474 0 3.7511487 4.5876036 0 2.868686 5.3233633 1.7639537 1.6794277 5.200618 1.0332566 0.5965368 4.761219 0 0 0 0 1.8862315 0.6489299 3.1463115 0.065857984 0 0 2.187148 2.4590414 2.1806333 0.19590862 0 1.8799521 2.6880565 2.8360887 1.6015168 0.7082892 5.3411293 3.1414587 0.13423346 0.24788918 0 0 0 0.06384048 0.23655346 0 0 2.227446 4.560261 0.8074936 0 0 0 0 0.7705936 1.0966264 9.981614 4.3235025 0.702968 1.3898711 2.8548868 0 0 0.21181838 2.2035294 2.480357 0.49515873 0 0.3866376 0.6694993 0.91582626 0.41996187 0.89367545 7.099601 2.448363 9.705467 4.809949 0.16642165 4.638836 6.115393 3.026158 0 1.4627281 2.092755 0.1212224 1.0582247 3.3541207 0.7541381 0.6764898 1.0589353 0.90271604 6.990626 5.824429 6.6138854 0.47126707 5.2473264 4.5444894 0 0 0 0 0 0 0 3.8515332 4.1928396 0.9182356 1.5565454 6.0350847 2.4937959 0.68296456 3.384961 4.114978 0 0 0 0.10845393 0 2.5823238 3.289878
"20160700_E25_27" 0.58567035 1.7383963 3.0890322 1.0270469 4.4801216 2.0760953 0.20417565 1.3587948 1.9214306 0 0 0 0.18245251 0 8.956079 1.4721074 0 2.0979936 2.535574 1.1022689 0.48182872 2.7443702 0.44669715 0 2.4676492 0 0 0.11475022 0.05817809 13.320878 0.7856894 0.5270611 0.1421577 0 0 1.8208592 2.310692 1.973837 0 0 0.12687151 0.41177255 0.8392633 0.18443477 0.24217466 2.1097007 0.6311585 0 0 0 0 0 0 0 0 0.10811592 8.545282 3.8096676 0.83429074 0 0 0 0 0.07692404 0.4679523 9.3356 2.076688 0.25348583 2.3512375 5.0331173 0 0 2.10527 4.755384 0.7605538 0.8921331 0 0.23647428 0 0.107877694 0 0.1254378 2.874197 0.24477759 2.9784846 2.2085783 0 0.3838822 1.5060258 1.9395366 0 1.5681059 1.1119584 0.40733245 1.0149175 3.3392084 0.4224251 0.5167402 0.54933834 0.09578298 2.2307653 1.650653 2.6100023 0 1.97246 1.555566 0 0.056820866 0.13128066 0 0 0 0 0 0.3122145 0.4385658 0.25525787 1.4056112 1.7145653 0 1.0660082 1.1134322 0 0 0 0.072084285 0 0.34554893 1.4910253
"20120600_E2D_12" 0.3483548 0.78095734 1.1562543 2.6905453 0.9797534 0.5634648 0 1.3496283 2.2341893 0 0 0 0 0 0 0 0 0.31224903 0.33850646 0.4063361 1.330269 1.974955 0.09199392 0 1.249451 0 0 0 0 0 0 0 0 0 0 0.7845436 0.7768244 0.24564785 1.3404651 0.62956905 0.13920783 0 0.70787245 0.26613745 4.19992 0.7691423 0.57500416 0.4443945 0.26801935 0.07895949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16404657 0.29090044 0 0 0.8881539 0 0 0 0 0 0 0 0 0 0 0 0 1.550672 0.30292568 2.2803476 1.9681693 0 1.1191528 1.8552293 1.0204926 0 0 0 0 0 0 0 0 0 0.0827967 1.9748772 2.882376 2.16278 0 0.34698915 1.2232857 0 0 0 0 0 0 0 0 0 0 0.24563983 0.76323867 0.8302937 0 0.3751455 0.23273589 0 0 0 0 0 0 0
"3300038458_11" 0.11824156 0.40015128 1.0645217 1.189689 4.329533 0.41174328 0.25125563 0.59492755 0.43396977 0 0 0 0 0 0 0 0 0.62394035 0.18168868 0.6466802 1.5483408 0.8891759 0 0.19561598 0.4503855 0 0 0 0 0 0 0 0 0 0 3.0794406 5.1809316 1.1799229 0 0 0.40027186 0.18114944 0.20530942 0 0 0.6152272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06249509 0.11330038 0.1561254 0.60286033 0 0 0 0 0 0 0 0 0 0 0 0 1.8635541 0.18100451 0.57432747 0.2503912 0 3.675669 3.6559577 0.97957975 0 0 0 0 0 0 0 0 0 0 1.4455802 0.64385706 0.115983255 0 0.65791005 0.24872121 0 0 0 0 0 0 0 0 0 0 0.67464274 0.7564572 0.50079924 0.05788696 0.5699852 0 0 0 0 0 0 0 0
"PLMN01" 0 0.24902023 0.063578084 0.19905697 0.07106454 0.16052182 0 0 2.878408 0 0 0 0 0 0 0 0 0 0 0 0.0957813 0.7667438 0 0 0.63465834 0 0 0 0 0 0 0 0 0 0 0.08678982 0.11050605 0 0.061851006 2.713233 0 0 1.1111871 0.08007333 0.42319208 0.4348217 0.7816096 1.8539968 2.574048 0.21135917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5590772 0 0 0 0 0 0 0 0 0 0 0 0 1.7428868 0.08516334 3.9874992 2.1504395 0 0.13822496 0.17146155 0.2060436 0 0 0 0 0 0 0 0 0 0 0.45223504 2.0732846 0.8254105 0 2.002602 3.6901639 0 0 0 0 0 0 0 0 0 0 0.570669 1.224145 0.9406513 0 0.36871898 0.27858737 0 0 0 0 0 0 0
"20120600_E2D_11" 1.3243389 8.786086 6.3947034 3.0643888 11.963266 2.153785 1.7311698 5.2802343 3.9507215 0 0 0 0 0 0 0 0 10.512671 7.0445065 3.4820597 1.8546329 6.475689 1.2004762 0.44778696 5.9096313 0 0 0 0 0 0 0 0 0 0 2.5974972 5.7818007 1.804719 0.093520604 0.09805079 0.7700634 2.897196 3.0244408 0.7602757 1.3998863 8.68533 1.1079305 0.504292 0.06765234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8539096 5.910271 20.437603 6.808983 0.943364 5.166587 4.2584496 0 0 0 0 0 0 0 0 0 0 0 0 9.990614 2.6927316 7.2695303 4.909401 0.19183266 6.04179 7.7710013 9.363716 0 0 0 0 0 0 0 0 0 2.1078105 10.12196 6.5021405 3.8626895 0.27436516 7.1792693 2.93518 0 0 0 0 0 0 0 0 0 0 6.187525 22.844347 5.595477 0.5962791 7.2157855 1.917755 0 0 0 0 0 0 0
"20120800_E2X_6" 1.4151974 2.306903 2.4251657 2.748966 1.9502221 4.0097365 3.0421126 2.0198448 5.227751 0 0 0 0 0 0 0 0 1.0633667 2.172698 0.745003 1.4577869 4.268134 1.099243 1.4794304 3.889216 0 0 0 0 0 0 0 0 0 0 1.477345 1.8233198 1.1401722 6.422823 7.9925456 0.9669883 1.2549598 1.3513769 1.5876421 5.950481 1.4860227 1.9397075 7.553913 4.845105 7.5677905 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1878046 0.2325693 1.2157413 2.6855793 0.42690778 0.6547176 3.972436 0.22894175 0 0 0 0 0 0 0 0 0 0 0 2.351755 2.429029 2.8714416 4.1244555 0.28932932 1.9410198 1.9422334 3.2026057 0 0 0 0 0 0 0 0 0 1.1117437 1.9998102 2.9911757 3.1720707 0.31314057 3.0553646 5.7840595 0 0 0 0 0 0 0 0 0 0 2.659426 2.3572156 3.6629908 1.8382517 1.8978739 6.836721 0 0 0 0 0 0 0
"20150700_E25_9" 1.263916 2.6150475 8.439265 4.8205023 3.444044 9.749837 2.1839828 3.6624768 11.325272 0 0 0 0 0 0 0 0 2.0941603 3.7162979 1.158095 1.8304005 9.97125 2.3590217 0.8174912 11.565167 0 0 0 0 0 0 0 0 0 0 3.4036171 4.404223 2.8582227 2.4688916 1.473725 0.5215814 1.1475891 2.867343 1.6440264 2.1787329 2.14801 3.0483398 2.5397959 1.0910356 1.6466584 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107964 0.23339222 1.2308815 3.1268022 0.47086844 1.1691068 7.5446815 0.083166815 0 0 0 0 0 0 0 0 0 0 0 6.7105947 2.9189193 9.054474 15.491375 0.14584215 2.3521864 2.6400356 3.1160114 0 0 0 0 0 0 0 0 0 1.0235236 4.0610633 8.649586 10.186506 0.17515261 6.207161 17.077236 0 0 0 0 0 0 0 0 0 0 2.3388953 3.7011335 5.8520074 0.8116539 1.6708556 13.325785 0 0 0 0 0 0 0
"20120600_E3D_17" 0.19175835 1.6346841 2.3598964 0.5571771 2.775583 2.1895819 0.71219695 0.87023944 2.731819 0 0 0 0 0 0 0 0 1.0601128 0.4661166 0.33358002 0.21331355 1.6351292 0.08891901 0 1.3604769 0 0 0 0 0 0 0 0 0 0 1.1368388 1.2095416 0.7460434 0.34508508 0.11774502 0.09412808 0.99564373 0.94670165 0 0.14558765 1.530333 0.63798314 0.40765333 0.1476395 0.14405553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.675366 0.94333136 0 0.13460295 1.0400462 0 0 0 0 0 0 0 0 0 0 0 0 1.9175491 0.5952968 1.1738906 1.5250547 0 0.5997632 1.4721118 1.1614965 0 0 0 0 0 0 0 0 0 0.40923294 2.315833 1.6074581 1.1380405 0 1.3858534 1.2395099 0 0 0 0 0 0 0 0 0 0 2.0683095 3.4692357 7.44761 0.16439256 2.2658575 2.158303 0 0 0 0 0 0 0
"3300037198_12" 0.17607439 0.9173499 0.7858297 0.23698223 0.5456312 1.6155084 0.22570837 0.22900172 4.3541036 0 0 0 0 0 0 0 0 0.17552641 0.5723474 0.20283222 0.17719908 3.6240578 0.45829087 0.09354906 4.219387 0 0 0 0 0 0 0 0 0 0 0.25686774 0.28130952 0.18810967 3.3990772 1.3667043 0 0.23713206 1.3980632 0.5645119 1.5714991 0.7927405 2.080126 3.652021 1.5305014 1.7409942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31526074 0.36089927 0 0 0.71732664 0 0 0 0 0 0 0 0 0 0 0 0 0.8437212 0.22825865 1.802069 3.2314718 0 0.5797414 1.3257842 2.29251 0 0 0 0 0 0 0 0 0 0.22495367 1.1507953 3.2496572 3.9166105 0 1.0420529 7.3155484 0 0 0 0 0 0 0 0 0 0 1.1419648 1.9334711 3.6542892 0.07255536 0.49734208 4.837158 0 0 0 0 0 0 0
"PLNV01" 0.8004212 2.8389766 3.1174026 2.4582458 5.6183066 1.4468247 2.4942093 2.5756114 2.0314498 0 0 0 0 0 7.170257 24.302845 5.1875615 3.4414732 11.046974 1.3448945 1.8656589 2.8652613 0.5491006 1.2968762 2.1427636 0 0 0.10159519 0 8.304409 6.825667 6.6279693 9.492152 10.309977 8.1165695 1.9426405 3.4584618 1.59305 1.4607686 1.3718957 0.695526 1.2354013 1.4089786 0.77266777 1.4371498 2.1063619 0.73359275 1.9227289 1.1935027 0.37662476 0 0 1.9259348 18.251087 2.0103917 0.062175147 11.771608 17.105267 16.121336 0 0 3.1432602 5.4678836 1.8542125 4.568023 37.487434 16.835102 0.80145085 4.5536513 3.6214023 0.49098426 0 0 5.638211 23.557905 13.922782 0 28.70843 0 0.8192096 4.7780375 20.731447 2.3726115 1.8568373 1.6431047 1.6922214 0.500217 2.7581258 3.9542525 4.804488 0 1.1784564 7.4707236 7.2671137 0 4.4884624 7.026015 29.992807 15.382142 1.2046132 4.6053257 2.450183 2.9810357 0.14302638 1.7313341 1.6811647 0 6.6261296 16.234526 13.442871 0 0.066532746 2.5255194 0.15398857 19.93361 7.322005 1.6059934 2.6952806 2.8993583 1.2795709 1.7965578 1.0158669 0 6.605573 24.195448 36.641987 0 2.2242153 8.665446
"20150700_E15_6" 0.11126936 0.8291771 0.9302433 0.11138637 1.2411741 0.13130508 0.28181675 0.4365716 0.4419553 0 0 0 0 0 0.28237286 1.768305 0 0.67571247 0.9000982 0.24211961 0.08822662 0.39437887 0.06252473 0.09679034 0.32640377 0 0 0 0 0.05714417 0.6347106 0 0.30848238 0 0 1.1938833 2.3750143 0.46274024 0.07560655 0.80276686 0.13045268 0.36430484 0.3042021 0.08617454 1.1853775 0.39701977 0.07118723 0.82977724 0.7434385 0.4446547 0 0 0 0 0 0 0 0.88978624 0.7143911 0 0 0 0 0.25526938 0.67334837 4.546192 2.6900191 0.07841478 0.88266563 0.57182354 0 0 0 0 1.3068657 1.4010837 0 0 0 0 0 0.19131535 0.52623314 0 0.37895814 0.41380188 0 0.6775513 1.0991513 0.8036765 0 0 0.10593975 0 0 0.48137248 0.68605715 1.0029932 0.8683898 0.12899005 1.5920329 1.511539 0.52650493 0 1.7743605 1.0521996 0 0 0 0 0 0 0 0 0.30505073 0.76041436 0 0.8970855 0.7265652 0.17235915 0.9898969 0.22310868 0 0 0 0 0 0.06271471 0.56233567
"20150700_E34_11" 9.018344 12.540014 11.52092 12.262631 10.89108 12.872347 16.134829 10.376337 15.907769 0 0 0 0 0 0 0 0 5.3765182 12.761438 4.435015 9.113249 17.996176 2.9286397 7.9702535 15.2495985 0 0 0 0 0 0 0 0 0 0 7.562551 8.20257 4.9628334 21.830254 15.220177 5.9748344 6.7453938 7.656105 3.9332352 22.665407 8.342895 6.4799004 12.420158 14.007604 14.995735 0 0 0 0 0 0 0 0 0 0 0 0 0 2.0958362 4.804814 26.159037 15.280506 2.1557074 3.6197896 9.963217 0 0 0 0 0 0 0 0 0 0 0 0 13.514159 13.2122345 13.1715 14.577517 2.7064168 13.406506 12.65019 11.104774 0 0 0 0 0 0 0 0 0 6.678425 11.479959 14.096063 11.824868 1.7438087 11.257331 13.855603 0 0 0 0 0 0 0 0 0 0 13.71142 10.651447 10.516824 8.882132 8.512809 10.292186 0 0 0 0 0 0 0
"20110800_E1D_3" 0.08827435 0 11.91485 0.081648014 0.72358227 3.35268 0.4316585 0.9883177 0.2697831 0 0 0 0 0 0 0 0 4.155019 6.3162193 0.31355178 0.0723503 0.6787475 0.113998555 0 0.49859625 0 0 0 0 0 0 0 0 0 0 0.5944144 0.47460467 1.2422329 0 0 0 0.075056806 0 0.065563805 0 0 0.18851341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061212033 0.69516724 1.5875378 0 0 0.076885104 0.79936844 0 0 0 0 0 0 0 0 0 0 0 0 3.1915143 0.24964502 4.178889 2.7290938 0 1.0574178 7.3569875 8.622942 0 0 0 0 0 0 0 0 0 0 2.9812331 3.0253923 1.7192799 0 0.24480307 0.399837 0 0 0 0 0 0 0 0 0 0 0.30935854 1.7429479 1.9263432 0 0 0.23576465 0 0 0 0 0 0 0
