WP_000062639.1_Staphylococcus_aureus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus aureus
BAG66139.1_Geobacillus_stearothermophilus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus thermophilus
CBE68939.1_Ca_Methylomirabilis_oxyfera_qNor	qNor; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
WP_003691589.1_Neisseria_gonorrhoeae_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria gonorrhoeae
WP_003113237.1_Pseudomonas_aeruginosa_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas aeruginosa
WP_011748763.1_Paracoccus_denitrificans_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus denitrificans
CBE69502.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
CBE69496.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
A0A143PN64_Luteitalea_pratensis	unknown; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Luteitalea; s__Luteitalea pratensis
B3DWW2_Methylacidiphilum_infernorum	unknown; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum; s__Methylacidiphilum infernorum
A0A221UVC1_Arenibacter_algicola	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Arenibacter; s__Arenibacter algicola
WP_009034367.1_Indibacter_alkaliphilus	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; 
CDX01088.1_Desulfitobacterium_hafniense_cNor	cNor; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfitobacterium; s__Desulfitobacterium hafniense
WP_010923475.1_Saccharolobus_solfataricus_qNor	qNor; d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus solfataricus
CBL45628.1_gammaproteobacterium_HdN1_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
CBL43845.1_gammaproteobacterium_HdN1_Nod	Nod; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
UniRef90_UPI00167A3F0B	norZ_norB
UniRef90_UPI00167ADB46	norZ_norB
UniRef90_UPI00167BF97B	norZ_norB
UniRef90_UPI001685E4D3	norZ_norB
UniRef90_UPI001689892B	norZ_norB
UniRef90_UPI0017863D2C	norZ_norB
UniRef90_UPI001786F4EF	norZ_norB
UniRef90_UPI00187FA29E	norZ_norB
UniRef90_UPI0018806827	norZ_norB
UniRef90_UPI00188261E8	norZ_norB
UniRef90_UPI00188308A4	norZ_norB
UniRef90_UPI0018926AA1	norZ_norB
UniRef90_UPI001893FB07	norZ_norB
UniRef90_UPI00189CD4BD	norZ_norB
UniRef90_UPI0018A89050	norZ_norB
UniRef90_UPI0018AA1289	norZ_norB
UniRef90_UPI0018AB0F5D	norZ_norB
UniRef90_UPI0018AB35F1	norZ_norB
UniRef90_UPI0018AF955D	norZ_norB
UniRef90_UPI0018C2E09F	norZ_norB
UniRef90_UPI0018C39AD9	norZ_norB
UniRef90_UPI0018C98417	norZ_norB
UniRef90_UPI0018C9C2DF	norZ_norB
UniRef90_UPI0018C9D770	norZ_norB
UniRef90_UPI0018DB35CC	norZ_norB
UniRef90_UPI0018E4E8B2	norZ_norB
UniRef90_UPI0018E96BAC	norZ_norB
UniRef90_UPI0018ECEC1F	norZ_norB
UniRef90_UPI0018EEE53C	norZ_norB
UniRef90_UPI0018EF5096	norZ_norB
UniRef90_UPI0018F071C2	norZ_norB
UniRef90_UPI0018F0D0A2	norZ_norB
UniRef90_UPI0018F6CD2C	norZ_norB
UniRef90_UPI0018FE0D36	norZ_norB
UniRef90_UPI0019034CAB	norZ_norB
UniRef90_UPI001906427C	norZ_norB
UniRef90_UPI0019068C93	norZ_norB
UniRef90_UPI0019096A05	norZ_norB
UniRef90_UPI00190973E2	norZ_norB
UniRef90_UPI00190BADF0	norZ_norB
UniRef90_UPI0019184501	norZ_norB
UniRef90_UPI00191977E4	norZ_norB
UniRef90_UPI00191995D3	norZ_norB
UniRef90_UPI00191E421D	norZ_norB
UniRef90_UPI0019252786	norZ_norB
UniRef90_UPI00192AFAB6	norZ_norB
UniRef90_UPI00192DCC03	norZ_norB
UniRef90_UPI00193DFEDC	norZ_norB
UniRef90_UPI00193E9FFF	norZ_norB
UniRef90_UPI0019433A93	norZ_norB
UniRef90_UPI0019449EA7	norZ_norB
UniRef90_UPI00194E806E	norZ_norB
UniRef90_UPI001951981E	norZ_norB
UniRef90_UPI001953CD6A	norZ_norB
UniRef90_UPI001955121E	norZ_norB
UniRef90_UPI001955202E	norZ_norB
UniRef90_UPI001958649D	norZ_norB
UniRef90_UPI001962B52C	norZ_norB
UniRef90_UPI0019643ECD	norZ_norB
UniRef90_UPI001965E0D9	norZ_norB
UniRef90_UPI00196A0EEA	norZ_norB
UniRef90_UPI00196ADE89	norZ_norB
UniRef90_UPI00197E83DB	norZ_norB
UniRef90_UPI00197FEA96	norZ_norB
UniRef90_UPI00197FFFE1	norZ_norB
UniRef90_UPI001981ADFD	norZ_norB
UniRef90_UPI0019CFBFA6	norZ_norB
UniRef90_UPI0019D390D2	norZ_norB
UniRef90_UPI0019D3A9C9	norZ_norB
UniRef90_UPI0019D3E8A7	norZ_norB
UniRef90_UPI001A8DF283	norZ_norB
UniRef90_UPI001A903C30	norZ_norB
UniRef90_UPI001A9098A2	norZ_norB
UniRef90_UPI001A9407BA	norZ_norB
UniRef90_UPI001A94484C	norZ_norB
UniRef90_UPI001A9592FF	norZ_norB
UniRef90_UPI001A959450	norZ_norB
UniRef90_UPI001A96F871	norZ_norB
UniRef90_UPI001A970D08	norZ_norB
UniRef90_UPI001A9A0836	norZ_norB
UniRef90_UPI001A9C44DB	norZ_norB
UniRef90_UPI001A9F03B8	norZ_norB
UniRef90_UPI001A9F5663	norZ_norB
UniRef90_UPI001AE2CE0C	norZ_norB
UniRef90_UPI001AE5214F	norZ_norB
UniRef90_UPI001AE66C81	norZ_norB
UniRef90_UPI001AE7475F	norZ_norB
UniRef90_UPI001AE7B27D	norZ_norB
UniRef90_UPI001AE99D17	norZ_norB
UniRef90_UPI001AEBA955	norZ_norB
UniRef90_UPI001B1388B4	norZ_norB
UniRef90_UPI001B306148	norZ_norB
UniRef90_UPI001B335907	norZ_norB
UniRef90_UPI001B344F70	norZ_norB
UniRef90_UPI001B37ABCA	norZ_norB
UniRef90_UPI001B37EC37	norZ_norB
UniRef90_UPI001B7E9981	norZ_norB
UniRef90_UPI001B7EE9B0	norZ_norB
UniRef90_UPI001B7FB2C2	norZ_norB
UniRef90_UPI001B805B73	norZ_norB
UniRef90_UPI001B878EAE	norZ_norB
UniRef90_UPI001B8B7B4E	norZ_norB
UniRef90_UPI001BA2FEC4	norZ_norB
UniRef90_UPI001BABBFBD	norZ_norB
UniRef90_UPI001BB08310	norZ_norB
UniRef90_UPI001BCA8AB6	norZ_norB
UniRef90_UPI001BD3EB44	norZ_norB
UniRef90_UPI001BDC507D	norZ_norB
UniRef90_UPI001BDE4D68	norZ_norB
UniRef90_UPI001BDEBF71	norZ_norB
UniRef90_UPI001BE02330	norZ_norB
UniRef90_UPI001BE40949	norZ_norB
UniRef90_UPI001C0F61E3	norZ_norB
UniRef90_UPI001C2131A2	norZ_norB
UniRef90_UPI001C2582FE	norZ_norB
UniRef90_UPI001C2C4708	norZ_norB
UniRef90_UPI001C2C4F99	norZ_norB
UniRef90_UPI001C38A5F4	norZ_norB
UniRef90_UPI001C3EA2F9	norZ_norB
UniRef90_UPI001C4325A6	norZ_norB
UniRef90_UPI001C4438B4	norZ_norB
UniRef90_UPI001C4A7E28	norZ_norB
UniRef90_UPI001C5786DC	norZ_norB
UniRef90_UPI001C63551F	norZ_norB
UniRef90_UPI001C737454	norZ_norB
UniRef90_UPI001C7E9DDB	norZ_norB
UniRef90_UPI001C8F8D6F	norZ_norB
UniRef90_UPI001C94D86A	norZ_norB
UniRef90_UPI001C96794E	norZ_norB
UniRef90_UPI001C9AD160	norZ_norB
UniRef90_UPI001C9AF2F3	norZ_norB
UniRef90_UPI001CA31C0A	norZ_norB
UniRef90_UPI001CBA78B9	norZ_norB
UniRef90_UPI001CBD25A9	norZ_norB
UniRef90_UPI001CBF8309	norZ_norB
UniRef90_UPI001CC078FB	norZ_norB
UniRef90_UPI001CC1BF11	norZ_norB
UniRef90_UPI001CC1D894	norZ_norB
UniRef90_UPI001CC208E1	norZ_norB
UniRef90_UPI001CC41983	norZ_norB
UniRef90_UPI001CCF3875	norZ_norB
UniRef90_UPI001CD33D35	norZ_norB
UniRef90_UPI001CD95148	norZ_norB
UniRef90_UPI001CDB5933	norZ_norB
UniRef90_UPI001CEFD996	norZ_norB
UniRef90_UPI001CF8C3AE	norZ_norB
UniRef90_UPI001CF8ED6C	norZ_norB
UniRef90_UPI001CFA3A1C	norZ_norB
UniRef90_UPI001CFEADFF	norZ_norB
UniRef90_UPI001CFF96A7	norZ_norB
UniRef90_UPI001D0083F2	norZ_norB
UniRef90_UPI001D0107AE	norZ_norB
UniRef90_UPI001D032878	norZ_norB
UniRef90_UPI001D066BB3	norZ_norB
UniRef90_UPI001D0844D2	norZ_norB
UniRef90_UPI001D135231	norZ_norB
UniRef90_UPI001D18767D	norZ_norB
UniRef90_V4HGL8	norZ_norB
UniRef90_V4PRB5	norZ_norB
UniRef90_V5SCK5	norZ_norB
UniRef90_V6DXV5	norZ_norB
UniRef90_V6F3S4	norZ_norB
UniRef90_V6SSR3	norZ_norB
UniRef90_V8GAH1	norZ_norB
UniRef90_V9H617	norZ_norB
UniRef90_V9TLI0	norZ_norB
UniRef90_V9TLZ5	norZ_norB
UniRef90_V9TMX8	norZ_norB
UniRef90_V9TP89	norZ_norB
UniRef90_V9TPE4	norZ_norB
UniRef90_V9TQQ7	norZ_norB
UniRef90_W0E8H3	norZ_norB
UniRef90_W0EX07	norZ_norB
UniRef90_W0UVK5	norZ_norB
UniRef90_W1IAM3	norZ_norB
UniRef90_W1S7W7	norZ_norB
UniRef90_W1WVT4	norZ_norB
UniRef90_W2USD9	norZ_norB
UniRef90_W5YM66	norZ_norB
UniRef90_W6K8Q6	norZ_norB
UniRef90_W6M8Z0	norZ_norB
UniRef90_W7QH95	norZ_norB
UniRef90_W7WPV7	norZ_norB
UniRef90_W7Y3I6	norZ_norB
UniRef90_W8WZ49	norZ_norB
UniRef90_W9GNT0	norZ_norB
UniRef90_X0PSY2	norZ_norB
UniRef90_X0Y600	norZ_norB
UniRef90_X0YJD0	norZ_norB
UniRef90_X1PGL9	norZ_norB
UniRef90_Z4WZJ5	norZ_norB
20110600_P1M_17_c_000000006084_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__Palsa-89 sp003162425
20110600_S3M_2_c_000000004904_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-178;s__
20110600_S3M_2_c_000000004973_2	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-178;s__
20110700_P2D_11_c_000000003701_30	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003167305
20110700_P2D_21_c_000000005411_5	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Solibacter;s__
20110700_P2D_8_c_000000012311_1	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__
20110700_P2D_9_c_000000004092_35	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__PALSA-129;s__PALSA-129 sp003167255
20110800_E1D_22_c_000000007548_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003154775
20110800_E1D_3_c_000000002025_21	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003157775
20110800_E2D_20_c_000000006615_17	emerge;d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__Fen-183;s__Fen-183 sp003152095
20110800_E2D_22_c_000000006655_14	emerge;d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__Fen-181;s__Fen-181 sp003170135
20110800_E2D_3_c_000000007351_12	emerge;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__FEN-1343;g__FEN-1343;s__FEN-1343 sp003171335
20110800_E2D_9_c_000000006061_2	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Solibacter;s__
20110800_E2S_12_c_000000004347_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__
20110800_E3D_15_c_000000000839_1	emerge;d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__
20110800_E3D_15_c_000000001171_1	emerge;d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__
20110800_E3D_20_c_000000007652_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003171315
20110800_E3D_20_c_000000007723_14	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003171315
20110800_P1D_29_c_000000007323_1	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp003152145
20110800_P1D_29_c_000000007346_18	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp003152145
20110800_S1M_20_c_000000004430_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__UBA7540;s__
20110800_S3D_28_c_000000004265_11	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-224;s__BOG-224 sp003139735
20111000_E3D_5_c_000000001236_29	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-330;s__Fen-330 sp003137035
20111000_P1D_11_c_000000002409_8	emerge;d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__
20111000_P1D_15_c_000000003839_140	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp003136395
20111000_P2D_16_c_000000003072_9	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__PALSA-1440;s__
20111000_P2D_3_c_000000006125_142	emerge;d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__Binatus sp003135135
20111000_P3D_13_c_000000000437_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003151985
20111000_P3M_10_c_000000009991_28	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-257;s__Bog-257 sp003135475
20111000_P3M_27_c_000000010065_2	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__2-12-FULL-64-23;s__
20111000_P3M_27_c_000000010232_4	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__2-12-FULL-64-23;s__
20111000_P3M_44_c_000000005826_19	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20111000_P3M_8_c_000000003633_2	emerge;d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__HRBIN30;f__;g__;s__
20120500_P13_5_c_000000003430_2	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__Palsa-89 sp003132905
20120500_P13_5_c_000000003430_3	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__Palsa-89 sp003132905
20120500_P14_1_c_000000002298_8	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-159;s__
20120500_P19_12_c_000000000855_53	emerge;d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__PALSA-647;s__PALSA-647 sp003132585
20120500_P26_12_c_000000000150_14	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp003161635
20120500_P28_10_c_000000000741_23	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__Herminiimonas sp003132085
20120500_P28_10_c_000000001038_1	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__Herminiimonas sp003132085
20120500_P28_10_c_000000001038_24	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__Herminiimonas sp003132085
20120500_P28_11_c_000000001886_96	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003132145
20120500_P28_12_c_000000002675_38	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003133205
20120500_P28_12_c_000000002790_10	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003133205
20120500_P28_12_c_000000002790_5	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003133205
20120500_P28_8_c_000000000281_2	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__Janthinobacterium sp003133225
20120500_P32_2_c_000000001147_3	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__PALSA-1196;s__
20120500_P38_6_c_000000000096_60	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003131315
20120600_E1D_31_c_000000003017_12	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158735
20120600_E2D_1_c_000000018149_6	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158455
20120600_E2D_12_c_000000002913_11	emerge;d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__FEN-299 sp003157675
20120600_E2D_15_c_000000017197_3	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158395
20120600_E3D_2_c_000000019236_32	emerge;d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__Geothrix sp003158505
20120600_S1D_7_c_000000003534_13	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003159355
20120600_S2M_11_c_000000003621_8	emerge;d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__BOG-1502;s__
20120700_P1D_3_c_000000004042_198	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-257;s__Bog-257 sp003152695
20120700_P3D_101_c_000000020502_3	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
20120700_P3D_102_c_000000058468_65	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-178;s__Fen-178 sp003170915
20120700_P3D_12_c_000000051727_21	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__;s__
20120700_P3D_12_c_000000051990_5	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__;s__
20120700_P3D_122_c_000000083712_1	emerge;d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__
20120700_P3D_124_c_000000086989_15	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__28-YEA-48;s__
20120700_P3D_129_c_000000021265_26	emerge;d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__PALSA-1081;s__PALSA-1081 sp003151275
20120700_P3D_129_c_000000021345_64	emerge;d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__PALSA-1081;s__PALSA-1081 sp003151275
20120700_P3D_134_c_000000060126_43	emerge;d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__PALSA-1355;g__PALSA-1355;s__
20120700_P3D_140_c_000000022279_34	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__Palsa-1439;s__Palsa-1439 sp003152315
20120700_P3D_140_c_000000022287_40	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__Palsa-1439;s__Palsa-1439 sp003152315
20120700_P3D_142_c_000000082008_3	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Bog-366;s__
20120700_P3D_142_c_000000082200_20	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Bog-366;s__
20120700_P3D_142_c_000000082271_17	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Bog-366;s__
20120700_P3D_142_c_000000082333_16	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Bog-366;s__
20120700_P3D_17_c_000000069899_2	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__
20120700_P3D_2_c_000000013191_1	emerge;d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
20120700_P3D_2_c_000000013201_9	emerge;d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
20120700_P3D_2_c_000000013218_23	emerge;d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
20120700_P3D_20_c_000000084664_128	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__
20120700_P3D_24_c_000000034255_22	emerge;d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__Pseudopelobacter;s__Pseudopelobacter sp003151775
20120700_P3D_26_c_000000066080_11	emerge;d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__PALSA-1180;s__PALSA-1180 sp003152075
20120700_P3D_26_c_000000066165_242	emerge;d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__PALSA-1180;s__PALSA-1180 sp003152075
20120700_P3D_3_c_000000087585_28	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__
20120700_P3D_31_c_000000027579_7	emerge;d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__
20120700_P3D_34_c_000000070717_40	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp003153415
20120700_P3D_37_c_000000044955_7	emerge;d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__
20120700_P3D_41_c_000000033006_1	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__
20120700_P3D_43_c_000000017102_1	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__
20120700_P3D_48_c_000000026006_122	emerge;d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__PALSA-1081;s__PALSA-1081 sp003153555
20120700_P3D_58_c_000000084125_11	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__
