WP_000062639.1_Staphylococcus_aureus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus aureus
BAG66139.1_Geobacillus_stearothermophilus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus thermophilus
CBE68939.1_Ca_Methylomirabilis_oxyfera_qNor	qNor; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
WP_003691589.1_Neisseria_gonorrhoeae_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria gonorrhoeae
WP_003113237.1_Pseudomonas_aeruginosa_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas aeruginosa
WP_011748763.1_Paracoccus_denitrificans_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus denitrificans
CBE69502.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
CBE69496.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
A0A143PN64_Luteitalea_pratensis	unknown; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Luteitalea; s__Luteitalea pratensis
B3DWW2_Methylacidiphilum_infernorum	unknown; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum; s__Methylacidiphilum infernorum
A0A221UVC1_Arenibacter_algicola	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Arenibacter; s__Arenibacter algicola
WP_009034367.1_Indibacter_alkaliphilus	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; 
CDX01088.1_Desulfitobacterium_hafniense_cNor	cNor; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfitobacterium; s__Desulfitobacterium hafniense
WP_010923475.1_Saccharolobus_solfataricus_qNor	qNor; d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus solfataricus
CBL45628.1_gammaproteobacterium_HdN1_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
CBL43845.1_gammaproteobacterium_HdN1_Nod	Nod; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
UniRef90_A0A379B2X3	norZ_norB
UniRef90_A0A379H820	norZ_norB
UniRef90_A0A379IMS6	norZ_norB
UniRef90_A0A379J724	norZ_norB
UniRef90_A0A379Z0S9	norZ_norB
UniRef90_A0A379ZUG9	norZ_norB
UniRef90_A0A380MP55	norZ_norB
UniRef90_A0A380N0S2	norZ_norB
UniRef90_A0A380TAS0	norZ_norB
UniRef90_A0A381DZX5	norZ_norB
UniRef90_A0A381EYY1	norZ_norB
UniRef90_A0A381FIJ1	norZ_norB
UniRef90_A0A385MCE5	norZ_norB
UniRef90_A0A387BL54	norZ_norB
UniRef90_A0A397PBH4	norZ_norB
UniRef90_A0A399D3M4	norZ_norB
UniRef90_A0A399I6Y4	norZ_norB
UniRef90_A0A399YJ08	norZ_norB
UniRef90_A0A3A0C3S2	norZ_norB
UniRef90_A0A3A0CBF0	norZ_norB
UniRef90_A0A3A0CMT4	norZ_norB
UniRef90_A0A3A0CXV7	norZ_norB
UniRef90_A0A3A0D1E4	norZ_norB
UniRef90_A0A3A0DTQ3	norZ_norB
UniRef90_A0A3A0ERG4	norZ_norB
UniRef90_A0A3A0EWA1	norZ_norB
UniRef90_A0A3A0F506	norZ_norB
UniRef90_A0A3A0FEV0	norZ_norB
UniRef90_A0A3A0FUE1	norZ_norB
UniRef90_A0A3A4J7T8	norZ_norB
UniRef90_A0A3A4JTQ6	norZ_norB
UniRef90_A0A3A4NYQ1	norZ_norB
UniRef90_A0A3A4PEC7	norZ_norB
UniRef90_A0A3A4RTA6	norZ_norB
UniRef90_A0A3A4S8Z9	norZ_norB
UniRef90_A0A3A4WCB0	norZ_norB
UniRef90_A0A3A4WP54	norZ_norB
UniRef90_A0A3A4X158	norZ_norB
UniRef90_A0A3A4XKA9	norZ_norB
UniRef90_A0A3A4ZV67	norZ_norB
UniRef90_A0A3A6P2W2	norZ_norB
UniRef90_A0A3A6TH37	norZ_norB
UniRef90_A0A3B0UAE3	norZ_norB
UniRef90_A0A3B0UQT2	norZ_norB
UniRef90_A0A3B0WBR3	norZ_norB
UniRef90_A0A3B0YHL9	norZ_norB
UniRef90_A0A3B0YNA3	norZ_norB
UniRef90_A0A3B0ZK10	norZ_norB
UniRef90_A0A3B1AND9	norZ_norB
UniRef90_A0A3B1ASV3	norZ_norB
UniRef90_A0A3B1B030	norZ_norB
UniRef90_A0A3B8ET40	norZ_norB
UniRef90_A0A3B8HQS8	norZ_norB
UniRef90_A0A3B8LKH2	norZ_norB
UniRef90_A0A3B9APS7	norZ_norB
UniRef90_A0A3B9MYL7	norZ_norB
UniRef90_A0A3B9ZN67	norZ_norB
UniRef90_A0A3B9ZNP0	norZ_norB
UniRef90_A0A3C0I1F6	norZ_norB
UniRef90_A0A3C0KH40	norZ_norB
UniRef90_A0A3C0KIZ9	norZ_norB
UniRef90_A0A3C0QCW1	norZ_norB
UniRef90_A0A3C0TRC4	norZ_norB
UniRef90_A0A3C0UFK4	norZ_norB
UniRef90_A0A3C0Y6V3	norZ_norB
UniRef90_A0A3C1EHM9	norZ_norB
UniRef90_A0A3C1EKB2	norZ_norB
UniRef90_A0A3C1KK59	norZ_norB
UniRef90_A0A3C1V921	norZ_norB
UniRef90_A0A3C1VH82	norZ_norB
UniRef90_A0A3C2DB18	norZ_norB
UniRef90_A0A3C2EFE6	norZ_norB
UniRef90_A0A3D0DFS4	norZ_norB
UniRef90_A0A3D0G9X6	norZ_norB
UniRef90_A0A3D0H097	norZ_norB
UniRef90_A0A3D0H4R8	norZ_norB
UniRef90_A0A3D0LW19	norZ_norB
UniRef90_A0A3D0P321	norZ_norB
UniRef90_A0A3D1J356	norZ_norB
UniRef90_A0A3D1J500	norZ_norB
UniRef90_A0A3D1RDD4	norZ_norB
UniRef90_A0A3D1TD27	norZ_norB
UniRef90_A0A3D2M6P3	norZ_norB
UniRef90_A0A3D3GIX2	norZ_norB
UniRef90_A0A3D4DW44	norZ_norB
UniRef90_A0A3D4GR86	norZ_norB
UniRef90_A0A3D4PZ24	norZ_norB
UniRef90_A0A3D4Q6U4	norZ_norB
UniRef90_A0A3D4TWD7	norZ_norB
UniRef90_A0A3D5Z533	norZ_norB
UniRef90_A0A3D6AJQ0	norZ_norB
UniRef90_A0A3D6B7R6	norZ_norB
UniRef90_A0A3D6DWK0	norZ_norB
UniRef90_A0A3D6EGR6	norZ_norB
UniRef90_A0A3D8VDV0	norZ_norB
UniRef90_A0A3E0N0W4	norZ_norB
UniRef90_A0A3E0PJ56	norZ_norB
UniRef90_A0A3E0PUM8	norZ_norB
UniRef90_A0A3E0R4F3	norZ_norB
UniRef90_A0A3E1K8V1	norZ_norB
UniRef90_A0A3F3LAJ1	norZ_norB
UniRef90_A0A3G1VUF7	norZ_norB
UniRef90_A0A3G1VUG6	norZ_norB
UniRef90_A0A3G1VUG7	norZ_norB
UniRef90_A0A3G1VUH2	norZ_norB
UniRef90_A0A3G1VUH5	norZ_norB
UniRef90_A0A3G1VUH7	norZ_norB
UniRef90_A0A3G1VUH8	norZ_norB
UniRef90_A0A3G1VUI2	norZ_norB
UniRef90_A0A3G1VUI3	norZ_norB
UniRef90_A0A3G1VUI8	norZ_norB
UniRef90_A0A3G1VUK2	norZ_norB
UniRef90_A0A3G1VUL7	norZ_norB
UniRef90_A0A3G2UKZ7	norZ_norB
UniRef90_A0A3G5HP40	norZ_norB
UniRef90_A0A3G8GYQ3	norZ_norB
UniRef90_A0A3G9GFY0	norZ_norB
UniRef90_A0A3L7DU08	norZ_norB
UniRef90_A0A3L8PZZ0	norZ_norB
UniRef90_A0A3M0E2C0	norZ_norB
UniRef90_A0A3M0GBV4	norZ_norB
UniRef90_A0A3M0I674	norZ_norB
UniRef90_A0A3M0YBT5	norZ_norB
UniRef90_A0A3M0ZLJ1	norZ_norB
UniRef90_A0A3M1CPY9	norZ_norB
UniRef90_A0A3M1D231	norZ_norB
UniRef90_A0A3M1DEV5	norZ_norB
UniRef90_A0A3M1KCV3	norZ_norB
UniRef90_A0A3M1MHA3	norZ_norB
UniRef90_A0A3M1PVF9	norZ_norB
UniRef90_A0A3M1SCT5	norZ_norB
UniRef90_A0A3M1ULX1	norZ_norB
UniRef90_A0A3M1WT21	norZ_norB
UniRef90_A0A3M2E2Z9	norZ_norB
UniRef90_A0A3M6QS21	norZ_norB
UniRef90_A0A3M8R516	norZ_norB
UniRef90_A0A3M9MEZ5	norZ_norB
UniRef90_A0A3N0DPY5	norZ_norB
UniRef90_A0A3N1NYH3	norZ_norB
UniRef90_A0A3N1XTB2	norZ_norB
UniRef90_A0A3N5EK02	norZ_norB
UniRef90_A0A3N5FAS9	norZ_norB
UniRef90_A0A3N5K7A5	norZ_norB
UniRef90_A0A3N5KQ32	norZ_norB
UniRef90_A0A3N5LEK7	norZ_norB
UniRef90_A0A3N5LQW9	norZ_norB
UniRef90_A0A3N5M2F0	norZ_norB
UniRef90_A0A3N5Q727	norZ_norB
UniRef90_A0A3N5QM54	norZ_norB
UniRef90_A0A3N5SJH7	norZ_norB
UniRef90_A0A3N5T0V3	norZ_norB
UniRef90_A0A3N5TH57	norZ_norB
UniRef90_A0A3N5WR09	norZ_norB
UniRef90_A0A3N5X8G6	norZ_norB
UniRef90_A0A3N5XBX3	norZ_norB
UniRef90_A0A3N5XRY1	norZ_norB
UniRef90_A0A3N5ZFE5	norZ_norB
UniRef90_A0A3N5ZND8	norZ_norB
UniRef90_A0A3N6A7A3	norZ_norB
UniRef90_A0A3N6BEL4	norZ_norB
UniRef90_A0A3N9TVT0	norZ_norB
UniRef90_A0A3N9UQV4	norZ_norB
UniRef90_A0A3P1SKZ3	norZ_norB
UniRef90_A0A3P1XJ47	norZ_norB
UniRef90_A0A3P4B4T1	norZ_norB
UniRef90_A0A3P5X5H4	norZ_norB
UniRef90_A0A3Q9BTS6	norZ_norB
UniRef90_A0A3Q9E2Y1	norZ_norB
UniRef90_A0A3R7EPT1	norZ_norB
UniRef90_A0A3S0B1K4	norZ_norB
UniRef90_A0A3S0KC92	norZ_norB
UniRef90_A0A3S2WK66	norZ_norB
UniRef90_A0A3S4HX78	norZ_norB
UniRef90_A0A3S4XRR3	norZ_norB
UniRef90_A0A3S5B3C9	norZ_norB
UniRef90_A0A3S5C0Q4	norZ_norB
UniRef90_A0A3S7UWB7	norZ_norB
UniRef90_A0A3S9HJZ3	norZ_norB
UniRef90_A0A3T0I189	norZ_norB
UniRef90_A0A3T0N2W6	norZ_norB
UniRef90_A0A3T0VQ67	norZ_norB
UniRef90_A0A3T1DRX4	norZ_norB
UniRef90_A0A401JED6	norZ_norB
UniRef90_A0A402BV88	norZ_norB
UniRef90_A0A410UV09	norZ_norB
UniRef90_A0A410UVG1	norZ_norB
UniRef90_A0A410WBL1	norZ_norB
UniRef90_A0A418KZR7	norZ_norB
UniRef90_A0A419A540	norZ_norB
UniRef90_A0A419F7J3	norZ_norB
UniRef90_A0A419FFI7	norZ_norB
UniRef90_A0A419FWI7	norZ_norB
UniRef90_A0A419GS60	norZ_norB
UniRef90_A0A419SB53	norZ_norB
UniRef90_A0A419W2P9	norZ_norB
UniRef90_A0A419WIJ1	norZ_norB
UniRef90_A0A421BJJ4	norZ_norB
UniRef90_A0A426FPY9	norZ_norB
UniRef90_A0A428ZSA7	norZ_norB
UniRef90_A0A431HWB4	norZ_norB
UniRef90_A0A431INJ3	norZ_norB
UniRef90_A0A431KZF7	norZ_norB
UniRef90_A0A431M240	norZ_norB
UniRef90_A0A431MN55	norZ_norB
UniRef90_A0A432EJH6	norZ_norB
UniRef90_A0A432HJ99	norZ_norB
UniRef90_A0A432I3K1	norZ_norB
UniRef90_A0A432IR54	norZ_norB
UniRef90_A0A432PXE6	norZ_norB
UniRef90_A0A432Q018	norZ_norB
UniRef90_A0A432R7M6	norZ_norB
UniRef90_A0A432S1B6	norZ_norB
UniRef90_A0A432TH03	norZ_norB
UniRef90_A0A432USP7	norZ_norB
UniRef90_A0A432VVZ0	norZ_norB
UniRef90_A0A433XNR2	norZ_norB
UniRef90_A0A437JUU3	norZ_norB
UniRef90_A0A437LTN6	norZ_norB
UniRef90_A0A439KRU1	norZ_norB
UniRef90_A0A443YYW1	norZ_norB
UniRef90_A0A447TI65	norZ_norB
UniRef90_A0A448CMF5	norZ_norB
UniRef90_A0A448DAR2	norZ_norB
UniRef90_A0A448I9A7	norZ_norB
UniRef90_A0A448JZ68	norZ_norB
UniRef90_A0A448P114	norZ_norB
UniRef90_A0A448TU48	norZ_norB
UniRef90_A0A455UVW8	norZ_norB
UniRef90_A0A482T286	norZ_norB
UniRef90_A0A482ZWB5	norZ_norB
UniRef90_A0A494J5E7	norZ_norB
UniRef90_A0A496Q2E3	norZ_norB
UniRef90_A0A496VBV8	norZ_norB
UniRef90_A0A496VCS8	norZ_norB
UniRef90_A0A496VKQ4	norZ_norB
UniRef90_A0A496VVZ4	norZ_norB
UniRef90_A0A496ZFA7	norZ_norB
UniRef90_A0A497CYQ5	norZ_norB
UniRef90_A0A497EFW5	norZ_norB
UniRef90_A0A497X987	norZ_norB
UniRef90_A0A498RI12	norZ_norB
UniRef90_A0A4D4JNE3	norZ_norB
UniRef90_A0A4D5YHJ0	norZ_norB
UniRef90_A0A4D6DLU8	norZ_norB
UniRef90_A0A4D6DLX4	norZ_norB
UniRef90_A0A4D6DLZ0	norZ_norB
UniRef90_A0A4D6DLZ5	norZ_norB
UniRef90_A0A4D6DM82	norZ_norB
UniRef90_A0A4D6DM86	norZ_norB
UniRef90_A0A4D6DM97	norZ_norB
UniRef90_A0A4D6DMA3	norZ_norB
UniRef90_A0A4D6DMA8	norZ_norB
UniRef90_A0A4D6DMB7	norZ_norB
UniRef90_A0A4D6DML0	norZ_norB
UniRef90_A0A4D6DML6	norZ_norB
UniRef90_A0A4D6DMM0	norZ_norB
UniRef90_A0A4D6DMN2	norZ_norB
UniRef90_A0A4D6DMP8	norZ_norB
UniRef90_A0A4D6DMQ0	norZ_norB
UniRef90_A0A4D6DMV1	norZ_norB
UniRef90_A0A4D6DMW0	norZ_norB
UniRef90_A0A4D6DMZ2	norZ_norB
UniRef90_A0A4D6DN11	norZ_norB
UniRef90_A0A4D6DN27	norZ_norB
UniRef90_A0A4D6DN31	norZ_norB
UniRef90_A0A4D6DN45	norZ_norB
UniRef90_A0A4D6DN62	norZ_norB
UniRef90_A0A4D6DN69	norZ_norB
UniRef90_A0A4D6DN81	norZ_norB
UniRef90_A0A4D6DN85	norZ_norB
UniRef90_A0A4D6DNA8	norZ_norB
UniRef90_A0A4D6DNF7	norZ_norB
UniRef90_A0A4D6DNG5	norZ_norB
UniRef90_A0A4D6DNG6	norZ_norB
UniRef90_A0A4D6DNH1	norZ_norB
UniRef90_A0A4D6DNH4	norZ_norB
UniRef90_A0A4D6DNI4	norZ_norB
UniRef90_A0A4D6DNK6	norZ_norB
UniRef90_A0A4D6DNM3	norZ_norB
UniRef90_A0A4D6DNM5	norZ_norB
UniRef90_A0A4D6DNN4	norZ_norB
UniRef90_A0A4D6DNN7	norZ_norB
UniRef90_A0A4D6DNQ2	norZ_norB
UniRef90_A0A4D6DNQ4	norZ_norB
UniRef90_A0A4D6DNQ6	norZ_norB
UniRef90_A0A4D6DNU5	norZ_norB
UniRef90_A0A4D6DNV4	norZ_norB
UniRef90_A0A4D6DNW3	norZ_norB
UniRef90_A0A4D6DNW6	norZ_norB
UniRef90_A0A4D6DNY5	norZ_norB
UniRef90_A0A4D6DNZ1	norZ_norB
UniRef90_A0A4D6DP17	norZ_norB
UniRef90_A0A4D6DP26	norZ_norB
UniRef90_A0A4D6DP29	norZ_norB
UniRef90_A0A4D6DP39	norZ_norB
UniRef90_A0A4D6DP49	norZ_norB
UniRef90_A0A4D6DP55	norZ_norB
UniRef90_A0A4D6DPA6	norZ_norB
UniRef90_A0A4D6DPQ1	norZ_norB
UniRef90_A0A4D6DPS0	norZ_norB
UniRef90_A0A4D6DPZ8	norZ_norB
UniRef90_A0A4D6EJH6	norZ_norB
UniRef90_A0A4D6EKJ8	norZ_norB
UniRef90_A0A4D6EKK3	norZ_norB
UniRef90_A0A4D6EKL1	norZ_norB
UniRef90_A0A4D6ELH1	norZ_norB
UniRef90_A0A4D6FST2	norZ_norB
UniRef90_A0A4D6FST3	norZ_norB
UniRef90_A0A4D6FT21	norZ_norB
UniRef90_A0A4D6FTH7	norZ_norB
UniRef90_A0A4D6FVS7	norZ_norB
UniRef90_A0A4D6FVT6	norZ_norB
UniRef90_A0A4D6FVU6	norZ_norB
UniRef90_A0A4D6FW03	norZ_norB
UniRef90_A0A4D6QG88	norZ_norB
UniRef90_A0A4D6QGC4	norZ_norB
UniRef90_A0A4D6QKU3	norZ_norB
UniRef90_A0A4P2Q054	norZ_norB
UniRef90_A0A4P2VKP6	norZ_norB
UniRef90_A0A4P5QL30	norZ_norB
UniRef90_A0A4P6PE90	norZ_norB
UniRef90_A0A4P6VVS5	norZ_norB
UniRef90_A0A4P6WZ86	norZ_norB
UniRef90_A0A4P7XK60	norZ_norB
UniRef90_A0A4P7Z2X0	norZ_norB
UniRef90_A0A4P8EHD4	norZ_norB
UniRef90_A0A4P8JKD9	norZ_norB
UniRef90_A0A4Q0Z821	norZ_norB
UniRef90_A0A4Q2X0J8	norZ_norB
UniRef90_A0A4Q2YNM4	norZ_norB
UniRef90_A0A4Q3AZ69	norZ_norB
UniRef90_A0A4Q3GXZ9	norZ_norB
UniRef90_A0A4Q3IDF1	norZ_norB
UniRef90_A0A4Q3LDG2	norZ_norB
UniRef90_A0A4Q3MFP6	norZ_norB
UniRef90_A0A4Q4INP1	norZ_norB
UniRef90_A0A4Q5MF01	norZ_norB
UniRef90_A0A4Q5N462	norZ_norB
UniRef90_A0A4Q6F495	norZ_norB
UniRef90_A0A4Q7RIK7	norZ_norB
UniRef90_A0A4Q9KKI6	norZ_norB
UniRef90_A0A4R1F4Q0	norZ_norB
UniRef90_A0A4R1HBK5	norZ_norB
UniRef90_A0A4R1PWV1	norZ_norB
UniRef90_A0A4R1Q3D5	norZ_norB
UniRef90_A0A4R1QSK2	norZ_norB
UniRef90_A0A4R2I3R9	norZ_norB
UniRef90_A0A4R2KWH0	norZ_norB
UniRef90_A0A4R3HTA9	norZ_norB
UniRef90_A0A4R3JHA4	norZ_norB
UniRef90_A0A4R3L2F1	norZ_norB
UniRef90_A0A4R3VDI2	norZ_norB
UniRef90_A0A4R3ZQS0	norZ_norB
UniRef90_A0A4R4D531	norZ_norB
UniRef90_A0A4R4P998	norZ_norB
UniRef90_A0A4R5CQ49	norZ_norB
UniRef90_A0A4R5LA61	norZ_norB
UniRef90_A0A4R5VPX1	norZ_norB
UniRef90_A0A4R6A3U9	norZ_norB
UniRef90_A0A4R6ED78	norZ_norB
UniRef90_A0A4R6TZD3	norZ_norB
UniRef90_A0A4R6UBT0	norZ_norB
UniRef90_A0A4R6Y2Z1	norZ_norB
UniRef90_A0A4R6YMM1	norZ_norB
UniRef90_A0A4R7EML1	norZ_norB
UniRef90_A0A4R7K3F7	norZ_norB
UniRef90_A0A4R8IFX1	norZ_norB
UniRef90_A0A4R8WJP7	norZ_norB
UniRef90_A0A4R9B1F3	norZ_norB
UniRef90_A0A4R9BNP1	norZ_norB
UniRef90_A0A4R9KAS7	norZ_norB
UniRef90_A0A4S2H4D7	norZ_norB
UniRef90_A0A4S3KKY9	norZ_norB
UniRef90_A0A4S3KR73	norZ_norB
UniRef90_A0A4S3M4M0	norZ_norB
UniRef90_A0A4S3MSF9	norZ_norB
UniRef90_A0A4U0PXB0	norZ_norB
UniRef90_A0A4U0YW21	norZ_norB
UniRef90_A0A4U1AP55	norZ_norB
UniRef90_A0A4U1B723	norZ_norB
UniRef90_A0A4U1HCZ5	norZ_norB
UniRef90_A0A4U1IUM4	norZ_norB
UniRef90_A0A4U5LFC3	norZ_norB
UniRef90_A0A4U5LKQ0	norZ_norB
UniRef90_A0A4U8V6P6	norZ_norB
UniRef90_A0A4U8Z759	norZ_norB
UniRef90_A0A4V0XER4	norZ_norB
UniRef90_A0A4V1LUG4	norZ_norB
UniRef90_A0A4V1M240	norZ_norB
UniRef90_A0A4V1U2Z2	norZ_norB
UniRef90_A0A4V2FVZ9	norZ_norB
UniRef90_A0A4V2VQ48	norZ_norB
UniRef90_A0A4V3ICH9	norZ_norB
UniRef90_A0A4V6MFS1	norZ_norB
UniRef90_A0A4V6WEW2	norZ_norB
UniRef90_A0A4Y4CVN4	norZ_norB
UniRef90_A0A4Y4G337	norZ_norB
UniRef90_A0A4Y8PDK4	norZ_norB
UniRef90_A0A4Y8PFP6	norZ_norB
UniRef90_A0A4Y9T6J7	norZ_norB
UniRef90_A0A4Z0QRK3	norZ_norB
UniRef90_A0A4Z0R469	norZ_norB
UniRef90_A0A502BUQ7	norZ_norB
UniRef90_A0A504J9B7	norZ_norB
UniRef90_A0A512DRQ7	norZ_norB
UniRef90_A0A512DZ55	norZ_norB
UniRef90_A0A514BQE9	norZ_norB
UniRef90_A0A514XGB8	norZ_norB
UniRef90_A0A516GBL7	norZ_norB
UniRef90_A0A516TJC1	norZ_norB
UniRef90_A0A516V462	norZ_norB
UniRef90_A0A517Q7S5	norZ_norB
UniRef90_A0A517QLG6	norZ_norB
UniRef90_A0A517TTT4	norZ_norB
UniRef90_A0A517VI52	norZ_norB
UniRef90_A0A517YFP6	norZ_norB
UniRef90_A0A518CTI3	norZ_norB
UniRef90_A0A518DE49	norZ_norB
UniRef90_A0A518DQF2	norZ_norB
UniRef90_A0A518GNZ9	norZ_norB
UniRef90_A0A518H9V0	norZ_norB
UniRef90_A0A518IGR4	norZ_norB
UniRef90_A0A519BDW6	norZ_norB
UniRef90_A0A519IMJ2	norZ_norB
UniRef90_A0A519U3A7	norZ_norB
UniRef90_A0A521ACU2	norZ_norB
UniRef90_A0A521CNG2	norZ_norB
UniRef90_A0A521E071	norZ_norB
UniRef90_A0A521RH30	norZ_norB
UniRef90_A0A521RJK7	norZ_norB
UniRef90_A0A521UEC6	norZ_norB
UniRef90_A0A521ULY9	norZ_norB
UniRef90_A0A521VLN6	norZ_norB
UniRef90_A0A521WAP8	norZ_norB
UniRef90_A0A522DBN2	norZ_norB
UniRef90_A0A522EZR8	norZ_norB
UniRef90_A0A522GBP3	norZ_norB
UniRef90_A0A522H1Z9	norZ_norB
UniRef90_A0A522H443	norZ_norB
UniRef90_A0A522IER6	norZ_norB
UniRef90_A0A522IQQ4	norZ_norB
UniRef90_A0A522J4T9	norZ_norB
UniRef90_A0A522JP64	norZ_norB
UniRef90_A0A522MR63	norZ_norB
UniRef90_A0A522N2N9	norZ_norB
UniRef90_A0A522N4H9	norZ_norB
UniRef90_A0A522N6M0	norZ_norB
UniRef90_A0A522PYG7	norZ_norB
UniRef90_A0A522Q5D9	norZ_norB
UniRef90_A0A522QQZ1	norZ_norB
UniRef90_A0A522RL65	norZ_norB
UniRef90_A0A522S970	norZ_norB
UniRef90_A0A522SIF2	norZ_norB
UniRef90_A0A522TP21	norZ_norB
UniRef90_A0A522TXU9	norZ_norB
UniRef90_A0A522TY09	norZ_norB
UniRef90_A0A522UA44	norZ_norB
UniRef90_A0A522UTB4	norZ_norB
UniRef90_A0A522UXQ6	norZ_norB
UniRef90_A0A522W0X9	norZ_norB
UniRef90_A0A523C564	norZ_norB
UniRef90_A0A523CM81	norZ_norB
UniRef90_A0A533RZ39	norZ_norB
UniRef90_A0A542YVK9	norZ_norB
UniRef90_A0A542ZPP2	norZ_norB
UniRef90_A0A543NPA7	norZ_norB
UniRef90_A0A545TMS7	norZ_norB
UniRef90_A0A545U555	norZ_norB
UniRef90_A0A547QA51	norZ_norB
UniRef90_A0A549YHE0	norZ_norB
UniRef90_A0A552WPH5	norZ_norB
UniRef90_A0A553G5S2	norZ_norB
UniRef90_A0A553K0N2	norZ_norB
UniRef90_A0A554VF49	norZ_norB
UniRef90_A0A554XMD2	norZ_norB
UniRef90_A0A558NQU2	norZ_norB
UniRef90_A0A559PSP0	norZ_norB
UniRef90_A0A561WMH4	norZ_norB
UniRef90_A0A562PCU9	norZ_norB
UniRef90_A0A562Q0K3	norZ_norB
UniRef90_A0A564G106	norZ_norB
UniRef90_A0A564ZHD0	norZ_norB
UniRef90_A0A5A9X6L7	norZ_norB
UniRef90_A0A5A9XC47	norZ_norB
UniRef90_A0A5A9Z1N2	norZ_norB
UniRef90_A0A5B2VQR5	norZ_norB
UniRef90_A0A5B2ZCB5	norZ_norB
UniRef90_A0A5B7T2B7	norZ_norB
UniRef90_A0A5B7UBH6	norZ_norB
UniRef90_A0A5B7ZTR5	norZ_norB
UniRef90_A0A5B8RIV1	norZ_norB
UniRef90_A0A5B8SQ66	norZ_norB
UniRef90_A0A5B8UV94	norZ_norB
UniRef90_A0A5B8VCP7	norZ_norB
UniRef90_A0A5B8XB20	norZ_norB
UniRef90_A0A5B8XB30	norZ_norB
UniRef90_A0A5B8XCN1	norZ_norB
UniRef90_A0A5B9MF89	norZ_norB
UniRef90_A0A5B9W1Z7	norZ_norB
UniRef90_A0A5C1EBA3	norZ_norB
UniRef90_A0A5C1Q9Q7	norZ_norB
UniRef90_A0A5C1R2Q2	norZ_norB
UniRef90_A0A5C2HG24	norZ_norB
UniRef90_A0A5C4NJL2	norZ_norB
UniRef90_A0A5C5U8E0	norZ_norB
UniRef90_A0A5C5UCG2	norZ_norB
UniRef90_A0A5C5Y0Z2	norZ_norB
UniRef90_A0A5C6ACU4	norZ_norB
UniRef90_A0A5C6CRB0	norZ_norB
UniRef90_A0A5C6FLK9	norZ_norB
UniRef90_A0A5C7JIV1	norZ_norB
UniRef90_A0A5C7KB19	norZ_norB
UniRef90_A0A5C7PVX8	norZ_norB
UniRef90_A0A5C7R5V9	norZ_norB
UniRef90_A0A5C7T372	norZ_norB
UniRef90_A0A5C7V4Q8	norZ_norB
UniRef90_A0A5C7WJT0	norZ_norB
UniRef90_A0A5C7X8R1	norZ_norB
UniRef90_A0A5C7YH90	norZ_norB
UniRef90_A0A5C7ZKA7	norZ_norB
UniRef90_A0A5C8B0W7	norZ_norB
UniRef90_A0A5C8C7J0	norZ_norB
UniRef90_A0A5C8J1P1	norZ_norB
UniRef90_A0A5C8NV71	norZ_norB
UniRef90_A0A5C8P5H1	norZ_norB
UniRef90_A0A5C8PHV1	norZ_norB
UniRef90_A0A5C9C7R6	norZ_norB
UniRef90_A0A5D0IKB4	norZ_norB
