"","MEblue","MEgreen","MElightyellow","MEgrey60","MEturquoise","MEyellow","MEtan","MEcyan","MEmagenta","MElightgreen","MEpurple","MEbrown","MEred","MEmidnightblue","MEblack","MEpink","MEroyalblue","MEdarkred","MElightcyan","MEgreenyellow","MEsalmon","MEgrey"
"716_S1_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,0.0933166893179586,0.332937911869038,0.0454286841363303,0.220053503703451,-0.0468548228200708,-0.0483144000647539,-0.0448772827943207,-0.0224682069177006,-0.00354740956654243,0.0205872942887429,0.00573787783486296,-0.019810042742228,-0.016921183375996,-0.0219069717513423,-0.0161317812466185,-0.00556724751967116,-0.0409353699974286
"716_S1_10-14",-0.0267803890952006,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0426292805384922,0.0326736971743156,-0.0123705715160211,-0.0180890712149448,-0.0229761837104079,-0.0224901046554978,0.0272752302024254,0.162209508291701,0.120712071181128,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0173133444205436,-0.024455512936765,-0.0219069717513423,-0.0279999805814897,-0.0217054967029545,-0.0280582908613957
"716_S1_20-24",-0.0265460336632005,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0418260306587283,-0.0142911912119629,-0.021709034685421,-0.0180890712149448,-0.0223144029799688,0.0527244087315712,0.0937340179296683,0.151859767817854,0.0443683620758693,-0.0323910269642802,-0.0237125027873208,-0.0302343221533025,-0.0220791520601361,-0.0201494143757824,-0.0165972200395072,-0.013014500433529,0.0013524171619796,0.0643167492135897
"716_S1_30-34",-0.0257350745986107,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0429209748437814,-0.0177808930356932,-0.0232524371029284,-0.0180890712149448,-0.0227207700800575,0.0990261183985886,0.0802037997174841,0.137894068374542,0.00643271964946253,-0.0339172843970017,-0.0237125027873208,-0.0256146202284408,-0.0220791520601361,-0.0218071713559817,-0.0203757950371769,-0.0270520307103792,-0.000387091383535981,0.0078844597468303
"716_S2_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0100409253459741,0.237634333765122,0.299120390908288,0.145786128802747,-0.0468548228200708,-0.0498719187984398,-0.0457217313660521,-0.0404212155442509,0.0127309727216201,0.0713169134747039,0.0639196791483232,-0.0201983612502166,-0.0188216534390893,-0.0219069717513423,-0.0161823113633741,-0.0206088111288399,-0.0409353699974286
"716_S2_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0477912283350735,0.102029610024926,0.0874173894215922,-0.0127261881664193,0.00847580672686177,-0.0354180885427776,-0.0119686899242896,0.0719987367004225,0.0851408734416307,-0.0201948093004568,-0.0211076487730185,-0.00686700133575485,-0.020887661781373,-0.0215493441875097,-0.0219069717513423,-0.0189029965446345,-0.000188973356115391,-0.0409353699974286
"716_S2_20-24",-0.0273990004930296,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0473244676105562,0.00250802681392085,0.00532197545538243,-0.0145933401437654,-0.0192734686258546,0.0367567163610071,0.0227851774199581,0.138626930540753,0.0207453817215854,-0.0309106511587716,-0.0237125027873208,-0.0267282186521543,-0.0220791520601361,-0.0222675822931165,-0.0219069717513423,-0.0255308638668479,-0.0144100826731173,-0.0409353699974286
"716_S2_30-34",-0.0262288183966397,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0459803049560729,-0.0292135522221495,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,0.105643903432416,0.0552720030234102,0.101202288122583,0.0084905974479461,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0174401772483173,-0.0299420849277791,-0.0199152429901966,-0.0194520829957599
"716_S3_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0419954021964371,0.160527372385814,0.0911598141995164,-0.0111445119144381,0.0101334792678268,-0.0257252730294041,0.0118050620066212,0.10238503711808,0.212649939325728,-0.0314275358374687,-0.0227813837521227,-0.0276760604377704,-0.0172177404460277,-0.0172572857560534,-0.0219069717513423,-0.0276540754547261,-0.00916868999744969,0.0234775020469111
"716_S3_20-24",-0.0267566113523534,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0362955966549975,-0.0109971315112783,-0.0121726426987157,-0.0180890712149448,-0.0235050248967929,0.0575214898829117,0.201870182837105,0.117844597320277,0.118688213032126,-0.0340005223358479,-0.0237125027873208,-0.0299746904060742,-0.0188397635135317,-0.0202100945775246,-0.0219069717513423,-0.0260652083310432,-0.0128918479209552,0.0491412211658194
"716_S3_30-34",-0.0229599840493009,-0.0403510045129814,-0.025704912477019,-0.0372768076792773,-0.0332733201932322,-0.0302022563166971,-0.0249464000993063,-0.0180890712149448,-0.0235050248967929,0.211648225907659,0.152562589087446,0.0538941241708462,-0.00249747112447243,-0.0344761203083635,-0.0237125027873208,-0.0290241468472917,-0.020355204560705,-0.024455512936765,-0.0191575405353217,-0.0279125856358358,-0.0229640220304609,0.0815667370860417
"717_E2_1-5",-0.00361581166719621,0.183972467678563,0.171837405464667,0.165063353636457,0.0753068716468051,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0427456350340269,-0.0409762398501078,-0.0490744983398419,-0.0473974027866771,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0189788814924057,-0.024455512936765,-0.00694629336874543,-0.0320464861210967,-0.0303514496774223,-0.0173762545627911
"717_E2_10-14",0.00404987610496954,0.155996987561708,0.0636556278574344,0.115153132758647,0.144430659235256,-0.034386666619928,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0357809916221764,-0.0288773729776806,-0.0486208859949744,-0.0381090574390529,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.00467558717158328,-0.0320464861210967,-0.0303514496774223,-0.0197445687342076
"717_E2_20-24",0.0163122785251347,0.0920597994703252,0.0514539846418093,0.163878537497648,0.133587105424438,-0.0336416682431393,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0319772142242414,-0.032429022931646,-0.048151475022317,-0.0383443846407332,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.00841761075658673,-0.0320464861210967,-0.0303514496774223,-0.0190618635582917
"717_E3_1-5",-0.00852307088143205,0.19622463296782,0.356869767107209,0.117503163960845,0.0145635735136951,-0.0336726457143699,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0428881316980386,-0.0476906223983864,-0.0519239113744416,-0.0444813762548303,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0138806488715464,-0.024455512936765,-0.00594818179544425,-0.0320464861210967,-0.0303514496774223,-0.0236968913448719
"717_E3_10-14",-0.00865729024477055,0.153502170434401,0.101654243901128,0.166333849235736,0.110216398460991,-0.027996319023532,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0323187273289654,-0.0336623519102146,-0.0499717495043539,-0.0350196031399215,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0196865223614387,-0.024455512936765,-0.00645820211040888,-0.0320464861210967,-0.0303514496774223,0.0116517514599815
"717_E3_30-34",0.0104798408093847,0.0187498254050165,0.00835790485968704,0.210500837237098,0.0859402915201392,-0.0350996884643977,-0.0243329711983441,-0.0180890712149448,-0.0235050248967929,-0.027314511884987,-0.0437757118851393,-0.0472649968773422,-0.0466047613879111,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0156667692876688,-0.024455512936765,-0.010478098464406,-0.0320464861210967,-0.0303514496774223,-0.028454010166028
"717_P1_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0345627700471361,-0.0154755089231614,-0.0159030740508657,-0.0235050248967929,-0.0458564449051773,-0.0530292137043787,-0.0521752997115623,-0.0456674798022553,0.214815940442225,-0.00367646117465954,0.099640474669362,-0.0220791520601361,-0.0160307889956826,-0.0219069717513423,0.0928743703599224,-0.0234468639892448,-0.0633991421056433
"717_P1_20-24",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0258605078884144,-0.00434711556575318,-0.0180890712149448,-0.0190708263600875,-0.0375039855522378,-0.0442546522325333,-0.0473729743501987,-0.0400676055233074,0.00116448383944116,-0.0237125027873208,-0.024263518722749,-0.0215485357415252,0.0280921783072619,-0.0219069717513423,0.143934186554047,0.193489397989126,-0.0585402866435777
"717_P2_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.0233602707856787,-0.0180890712149448,-0.0235050248967929,-0.0468548228200708,-0.0520713841420362,-0.0525198664644027,-0.0473974027866771,0.149240511281075,0.0366684599586256,0.216428170455576,-0.0220791520601361,-0.0213805841406909,-0.0219069717513423,0.00996232009416185,-0.0255542124822112,-0.0409353699974286
"717_P2_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0314253720090418,-0.0185422910288453,-0.0160271058238874,-0.0235050248967929,-0.0416668871244004,-0.0530292137043787,-0.0518595122943849,-0.0463313049002638,0.00417661250222441,-0.0186897919945242,-0.0147419665784356,-0.0212812015199841,0.140508144514716,-0.0219069717513423,0.240369666383895,0.155759528414571,-0.0711566973537245
"717_P2_20-24",-0.0261869292953058,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0472714555097454,-0.02972034419957,-0.0242737027609019,-0.0149443192016099,-0.0235050248967929,-0.0262602794878604,-0.0458669931342146,-0.049464319180613,-0.0459328708544921,-0.0246895944678527,-0.0237125027873208,-0.0298098855974326,0.0826503976326518,0.419097293678546,0.126947698044004,0.0811528687831778,0.164306143635657,-0.0409353699974286
"717_P3_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-9.76579287846626e-05,-0.0161406635177908,-0.0219030581299867,-0.0468548228200708,-0.0520811409046548,-0.0525198664644027,-0.0463311543768321,0.0973520403800043,0.328690058793566,0.187706123991867,-0.0220791520601361,-0.0202222073636386,-0.0219069717513423,-0.0101417110812583,-0.0273598029004629,-0.0409353699974286
"717_P3_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.0198584514620122,-0.0180890712149448,-0.0222106527509139,-0.0468548228200708,-0.0530292137043787,-0.0525198664644027,-0.0467807452922333,0.209867639702885,0.101147744333961,0.150108295979608,-0.0220791520601361,-0.0212696704698045,-0.0219069717513423,0.0786096111412306,-0.0134698843285018,-0.0409353699974286
"717_P3_20-24",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0317474059640426,-0.0150006841134522,-0.0159201692703557,-0.0203069405850901,-0.0413770517585776,-0.0530292137043787,-0.0491965537390507,-0.0438633176281826,0.0625167145493367,-0.0109231026202778,0.012262685211457,-0.0214707557334358,0.175781474465166,0.00344434168614764,0.239136955174166,0.0773385035470841,-0.0409353699974286
"717_S2_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,0.104336529639147,0.217304227629349,0.232009223000011,0.360399104782146,-0.0468548228200708,-0.0513001254741476,-0.0490137555419062,-0.0270386589634494,-0.0229259832381971,-0.013062524025875,-0.018343952380622,-0.021022273815813,-0.0219925454082493,-0.0219069717513423,-0.0265763770363087,-0.0232641117972635,-0.0409353699974286
"717_S2_10-14",-0.0265795087600597,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0409220596449767,0.0331843650383673,-0.0181571912632134,-0.0152644024645834,-0.0151472114464272,-0.0228738755961779,0.028207320814299,0.193023113282297,0.181949866159085,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.016561168645403,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0271430705081494,0.0678986876479711
"717_S2_20-24",-0.0268869464604206,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.043299521022069,-0.0208693001986633,-0.0231722752745497,-0.0173824029361506,-0.0227070490473886,0.0218101846047527,0.0407801868738515,0.190523782643702,0.0366764561171061,-0.0342304372531349,-0.0237125027873208,-0.0314171621532781,-0.0197688828583125,-0.0231356295507305,-0.0219069717513423,-0.0263159192016139,-0.0222801829204509,0.0355787802460125
"717_S2_30-34",-0.0258839410297687,-0.0407652727702614,-0.025704912477019,-0.0372768076792773,-0.0425587759994829,-0.0192720628580344,-0.0230563896079447,-0.0152471730933518,-0.0213145632132385,0.107166328624391,0.100773536546375,0.151905867061262,0.0226709831479102,-0.0344761203083635,-0.0237125027873208,-0.0306157230344787,-0.0220791520601361,-0.024455512936765,-0.0164576292598546,-0.0295209476802149,-0.0183701295945171,0.16439177610083
"717_S3_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0476305779222952,0.157579070687442,0.369093862477617,0.0623220200320427,0.128253704672638,-0.0455653683543463,-0.0209616863060954,-0.0178595847417365,0.0726515240043864,-0.0124331898686616,0.00490146045139029,-0.00336933742532129,-0.0198354687264272,-0.0191532740775889,-0.0219069717513423,-0.020786882507301,-0.0139140209858214,-0.0409353699974286
"717_S3_10-14",-0.0267603474963336,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0335279639029599,0.0183605903983733,-0.0151211260488719,-0.0180890712149448,-0.0235050248967929,0.0215237403970083,0.150708259422229,0.108740017341186,0.152634771934338,-0.0344761203083635,-0.0237125027873208,-0.0301920605088853,-0.0187222462941221,-0.0194916103904626,-0.0219069717513423,-0.0302028355383679,-0.0151851663110113,0.0526877159863725
"717_S3_20-24",-0.0226343478524517,-0.0407881705187477,-0.025704912477019,-0.0372768076792773,-0.0280297354730735,-0.0314860926168101,-0.0257334846356243,-0.0180890712149448,-0.0235050248967929,0.255779088596961,0.152924294897078,0.0491364363622521,-0.00893860670888555,-0.0344761203083635,-0.0237125027873208,-0.0265021070350599,-0.0132738323607977,-0.0225501564201385,-0.0177447891158208,-0.028474563482127,-0.0244923578636741,0.236225506608907
