"genome" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.143_78.72_9.48" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.57759804 0 0 0 0 0.21636492 0 0 0 0 0 0 0 0 0 0 0 0.25420338 0.11837961 0 0 0 0 0 0 0.124369174 0 0 0 0 0.06702905 0 0 0 0 0 0 0 0.56976485 0 0 0 0 0 0 0 0 0
"Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72" 2.1264887 25.11589 1.7415745 0.5339589 0 0.18763638 5.023793 20.364325 18.95598 0.6922586 2.8701148 0 2.1032686 0.4084422 0.37336102 7.320353 32.097553 0.54394805 0.43783605 0.079695985 38.147167 1.4119126 0.7453181 0.119084865 7.203552 3.8128724 1.7229662 0.39980683 0.06960907 15.801429 4.582902 1.6291151 0 0.12896061 6.010708 4.408281 0.21328102 0.4570792 3.937445 5.6777287 0.17488004 0 4.6964192 0.45294946 0.07586589 0.09165653 5.4268217 0 0 0.63660884 0.51945895 2.5692704 6.3086314 0.8339257 0.5994226 0.20753306 5.013063 0.618007 0 3.6566577 0 0 7.1080985 9.133366 0.07804502 0.78028005 1.6089104 0.09711756 0
"20120700_S3X_7" 0.62844473 40.613884 40.55499 1.757237 0.07444625 22.682034 10.121195 33.999092 30.020905 0.9648123 9.156347 0.26915306 0.1698571 67.149216 60.521523 11.603908 30.311247 13.241014 4.9381347 0.8164175 23.6083 4.054531 1.6386588 0.19335765 2.0448356 5.713767 7.4876294 23.076868 15.0095005 12.969863 3.199908 6.7378206 0.243878 0.44153097 6.081525 23.556664 10.636241 0.7974057 16.284416 18.79885 16.302307 2.395141 2.1886823 1.8652421 0.30398878 4.8385253 1.6999222 0.16086239 0 2.3704371 1.8169236 3.1532366 10.415297 6.9537716 5.141128 0.744401 21.593815 17.82916 40.033207 17.458834 0.8098212 0.45097414 3.2706985 45.037693 18.857363 12.472241 13.059201 6.834708 0
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31" 0 0.5858144 0.1185247 1.1140481 0.3600832 0.35664907 0 0.17161101 2.3218057 0.14237405 0.37306696 0.117788516 0 0.12895662 0.10915203 0 1.0913996 0.5549886 0.14780085 0 1.5577586 0.6399075 0.52065563 0.13008355 0 0 0.14950031 0.07748447 0 0.11080139 0.0664867 0.6541208 0.3972543 0.29551294 0 0.10271478 0.4798148 0 0.49668235 0.7856575 0.4567664 0.5839313 0 0.19273259 0.27510464 0.109919935 0.12735923 0.26700282 0.20689607 0.24595137 0.17678726 0 0.52059513 0.4199058 0.3198026 0 0 0.12981461 0.11645341 0.15981388 0.103051424 0.16394314 0 0.6064656 0.41863123 0.27358213 0 0.12921436 0.1059354
"20170700_S33_23" 0 0.33122024 0.18707983 2.1803713 2.6442757 3.609008 0.07292322 0.27439043 4.2770123 0.10927886 4.907725 2.6133637 0 0.10452722 0.0862564 0.15587296 0.5321849 4.630157 1.5375279 0 0.35953414 2.5931416 1.5596077 0.47621724 0.15554759 2.3930779 1.6299196 0.12851696 0.2190942 0.33163613 1.5224286 8.005368 0.9108746 0.59431994 0.4416256 5.584317 2.0758548 0 0.9835401 7.433676 0.19735666 0.8704333 0.47113305 3.78949 1.1243391 0 1.8444805 1.3522607 0.24907799 0.8331719 1.0866474 0 19.347073 2.0758865 0.6752267 0 18.775915 1.4165896 0.28293058 5.5225096 2.1285603 0.52983063 0 7.752356 4.653697 0.37095484 1.4380189 5.1340523 0.60002947
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45" 0 0.6509754 0.7623505 0 0 0.06441078 0.06988782 0.33872926 3.3537726 0 0.061863072 0 0 0.1321689 0.11446409 0.6027779 23.59032 0.80471486 0.12868242 0 11.259535 1.2680075 0.063671626 0 0 0.07597162 0.40595782 0.47313207 0.46849898 0.65049076 0.082005516 0.08654495 0 0 0 0 0.38134316 0 0.4729574 1.8611459 0.40398693 0 3.591909 0.07031199 0 0 0 0 0 0.0835989 0.17151238 0 0.44779617 0.52682006 1.0928164 0 0 0 0 0.16708301 0 0 0 1.6625835 0.2348024 0.39953995 0 0.10592769 0
"20170700_S24_14" 0.42729834 10.530659 9.037852 12.612595 14.901904 9.388693 2.5147057 9.420543 30.137123 5.2112956 11.079308 0.0645744 0.32489318 1.4501427 1.3042053 4.950021 11.863334 6.033715 5.661693 0.21686202 9.659195 14.324743 12.116776 7.130471 2.9411066 3.3174622 5.1794963 3.3324835 3.9404938 5.8466144 4.1985426 16.938652 8.28917 4.2777348 5.980256 5.7973523 29.252787 0.59539026 10.355423 20.158 3.6169004 5.8165855 3.1898105 10.125685 7.5080333 0.38072652 14.495322 13.534957 8.127212 11.40742 4.7846966 5.3896017 9.133445 26.737417 6.449462 0.08414092 7.6069155 12.688111 0.51632106 12.372078 10.642553 5.807865 1.084034 12.244571 73.779724 4.7678475 5.3618207 14.185038 7.9795938
"20120700_S1D_104" 0.056044064 5.341366 2.8357651 1.1182476 0.069956474 0.7963654 0.42408907 2.838157 10.0302925 0.095808834 1.0557342 0 0 0.24988222 0.22587968 0.46164262 4.7666073 3.4626415 0 0 2.557494 3.5117214 1.716426 0 0.16638622 0.8486104 3.0039432 0.741569 0.16793315 1.4116601 1.1570743 2.8614755 0 0 0.6326993 0.6624854 0.10672058 0 1.6736279 2.8088684 0.34374464 0.13646829 0.4136468 0.78172964 0.13045436 0 5.9939375 0.75627923 0 0.13679582 0.17073843 0.14715049 0.11408241 0 0 0 0 0 0 3.3695972 0.62590855 0 0 1.047196 0 0 0.13204245 0.82784116 0
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86" 0.16166952 15.363885 10.968307 9.079671 6.8558655 8.867505 2.167147 11.512213 44.74669 1.13057 10.805417 1.102585 0.17519192 3.1041434 2.8919082 5.136286 35.632584 22.239065 3.1813798 0.37507886 34.839184 25.878025 7.06372 2.7286494 0.97677624 3.67369 14.394919 4.653876 2.1376595 4.8721356 5.091506 15.125332 4.7875333 1.1424354 4.1693482 5.4137497 6.6630793 0.14490077 6.7945914 11.870557 7.9183054 4.172049 6.925345 6.429632 2.2796917 4.233831 10.308239 7.7325563 5.589275 2.4326897 2.532195 0.0605849 28.032444 5.616777 3.3554473 0 10.9417095 6.405571 4.0954 20.551413 10.957996 2.1589828 0.3599006 60.610622 20.63555 3.2792308 1.5071741 7.8451247 1.8652092
"20170700_S25_13" 0.33335242 18.118649 14.117123 11.696115 1.4544265 9.973724 1.3040646 2.8176968 29.457117 1.3056403 6.2945666 0.637096 0 12.507883 11.427565 0.53850126 9.822463 5.265894 3.4490554 0.45811644 2.0867112 6.6201606 2.693622 0.44808087 0.88801754 1.7803776 5.1193266 11.093126 10.249142 1.248405 3.227936 8.624536 1.2811342 0.802342 1.4921496 8.01775 10.08627 0.38681975 17.860561 8.459846 8.002263 4.806682 0.29758546 9.072677 2.7031264 1.3874023 7.023014 4.9840565 0.5121214 2.92917 1.7279669 0.13213143 9.864329 13.536563 7.5367355 0 7.1056476 6.488846 8.074645 4.435985 3.375121 1.4116603 0 12.731267 6.435918 18.25588 1.0032103 3.474631 0.6122393
"20130700_S3M_3" 0 0.28057754 0 0.121039994 0 0 0 0.15353653 0.24228887 0 0.97324556 0 0.120309554 0 0 0 0 0 0 0 1.3723966 0.09291283 0 0 0.2763415 8.153866 0.2859286 0 0 2.0653007 1.3542533 0.2908527 0 0 2.49081 1.8149433 0 0 1.2483344 2.4006426 0 0 5.40723 0.056720663 0 0 4.6685276 0 0 0 0.1429016 0 0.9474882 0 0 0 3.055665 0.17469443 0 4.8641553 0 0 0 0.5432821 0.07098788 0 1.5307208 0 0
"Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.35_96.02_1.29" 0 1.0449184 0 0.059323 0 0.13598455 0.25026613 0.27947295 0.10122092 0 0.28263968 0 0 0 0 0.49153924 0.103747554 0 0 0 0.09591755 0 0 0 0 0 0 0 0 0.40021914 0 0 0 0 2.7016673 1.0376374 0.30714825 0 3.3233714 0.062034406 0 0 0 0 0 0 0.07906492 0 0 0.17823161 0.124232665 0 0 0 0 0 0 0 0 0.41177604 0 0 0.060537826 0 0 0 0.083970666 0 0
"20120700_S1D_51" 0 1.1485187 0.41271785 1.1863761 0.19328927 1.3450869 0.2626878 4.2833114 3.6471574 0 1.4936206 0 0 0 0 1.381935 0.64830893 1.5799608 0 0 5.5977716 2.0575104 0.17181328 0 0 0.58621824 0.7120413 0.2199325 0.062111985 2.4210582 0.9564242 1.0287281 0 0 0.32042554 0.6179802 0 0 0.86976385 4.385137 0.41418543 0 0.48176405 0.67231643 0 0 2.6640484 0 0 0 0.057690132 0 3.7590575 0.36641762 0.1150508 0 1.4090865 0 0 3.844785 0.1686999 0 0 4.251638 0.10322339 0 0.7811774 1.614562 0
"Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12" 0.2696874 20.19183 8.543998 5.0456595 2.1638734 7.91066 1.010797 2.8310003 19.298185 1.9929303 4.131544 1.7417519 0 17.031181 15.626849 5.1074815 30.794516 11.7910595 5.0758567 0.7820313 8.341544 6.0518904 3.291135 1.933627 0.24355051 2.6763225 4.2099724 6.5675035 11.673418 4.40674 2.6036763 5.4260983 1.4932187 4.699394 2.970466 6.5588493 12.714247 0.2847 4.825527 13.624155 17.470093 3.359369 0.5455933 2.1833313 1.7168856 1.5618976 2.7220163 2.3462813 1.2019415 3.627452 2.7149832 0.3009716 43.81837 7.5974326 12.211899 0 4.2036 4.2607765 1.5001497 11.266302 2.022478 0.75717235 0.28374726 34.882454 21.625896 3.2813993 1.1663706 4.3272967 0.8983894
"20120700_S1D_76" 1.602411 22.364534 14.664248 3.198811 0 14.778796 1.9319986 6.2798715 19.084486 0.74103826 14.143566 0.09609871 1.3171949 3.1207461 2.7322736 1.6912752 12.320118 6.2185507 1.0739021 0 2.93641 4.9027805 1.8283939 0.091951646 6.6780286 11.631466 11.652716 18.164492 7.8713384 6.7719636 5.6978164 22.76119 0.23089433 0.39213535 8.853316 21.11417 4.380829 0.88811886 3.8373568 44.741283 5.8283496 0.26864138 2.5962288 6.8401527 1.8259481 0.14523464 10.173297 3.8355963 0 1.3384181 1.046704 1.447319 12.3839245 2.235725 0.9456047 0.27568796 19.483442 2.8208015 5.9796057 11.476049 4.457719 0.15190905 0.49583906 16.819977 0.5071732 2.074327 2.2220743 6.258758 0.06075277
"20111000_S1D_12" 0.40369323 0.4732757 0 0.29185492 0 0 0.079455726 0.58769536 0.33532327 0 0.6202924 0 0.95102865 0.10902315 0.093359716 0 0 0 0 0 0.28999966 0.09479741 0 0 5.8938875 0.8286764 0.13898575 0 0 2.0035396 1.1025269 0.35182896 0 0 1.530385 0.1313223 0 0.49273604 11.654599 8.973018 0 0 8.586721 0.7597171 0 0 3.1319544 0 0 0.101101466 0.17423967 0 0 0 0 0 0 0 0 4.9184527 0.07248505 0 0 0 0 0 1.8171458 0 0
"20120700_S1D_63" 0 0.628624 1.2005585 0.4767474 0 0.50769836 0.10659259 0.38834965 4.197434 0 0.49446413 0 0 0 0 0.15754746 2.2027485 0.46555912 0 0 2.4149895 0.8752571 0.37745008 0 0 0 0.34370935 0.2600397 0 0.12854064 0.056322753 0.774367 0 0 0 0 0.20167537 0 0.63106686 0.77812016 0.52868134 0 0 0.16455893 0 0 0 0.27229744 0 0 0 0 1.6323665 0.17238802 0 0 0 0 0 0.33787033 0.21504895 0 0 3.673031 0.11809704 0.056252617 0.09911837 0.4676177 0
"3300022861_2" 0 0.42898184 0.15284342 0.15292452 0.11394441 0.16588458 0 0.15301518 0.6907648 0.069491304 0.42584834 0.12936366 0 0.2714759 0.22137283 0.15105712 0.5433564 0.605892 0.11716608 0 0.32582647 0.26359445 0.23280066 0 0 0 0.75455934 0.19806305 0.2009383 0.19484057 0 0.2912164 0.14743336 0.176039 0.09850098 0.15030636 0.72394717 0 0.5943043 0.36240593 0.3304017 0.37296715 0 0.09019909 0.08524731 0 0.11211833 0.18877289 0.08894423 0.19118239 0.27339804 0 0.7144588 0.40292066 0.2989956 0 0.19080247 0.28896323 0.44928432 0.95779276 0.16202627 0.10875843 0 1.7450634 0.6385745 0.26711148 0 0 0.080028206
"20150700_E23_6" 0 1.239463 0.26561442 0 0 0.12145863 0 0 1.0969934 0 0 0 0 0 0 0 4.054012 0 0 0 0.9054375 0.08792469 0 0 0 0 0 0 0 0 0 0.13921435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31526822 0 0 0 0 0 0 0 0 0 0 0.23767392 0 0 0 0 0
"20120700_S1D_86" 0 0 0 7.8356347 1.0420911 0.1751483 0 0 2.8348284 0.08245431 6.1297235 0 0 0 0 0 0 0 0 0 0.073092006 6.601894 1.4408776 0.07356496 0 0 0 0 0.19363669 0 0.6141947 2.9451258 0.058251444 0 0 0 0 0 1.3456088 0.22999756 0 0 0.19356509 2.233241 2.4316516 0 3.9149618 5.1327133 0.05797394 0.40419638 0.6167391 0 0 0 0 0 0.73664343 0 0 1.2338684 3.3083756 0.115102366 0 0 0 0 0.060360894 4.1037564 0.9324102
"20120600_S3M_3" 23.169186 71.98306 34.26828 16.77442 0.15308921 10.042233 7.2258067 75.87311 71.10806 0.8350843 77.5488 0.38973716 16.101854 1.2515854 1.1564261 21.80594 29.423407 1.9861982 0.16324124 0 35.335308 42.63151 1.7690307 0.40221703 99.68794 158.10413 97.991135 12.179152 8.982654 40.422176 58.571 27.322428 0.71426 0.53865695 111.75512 119.01937 2.5415232 9.587262 73.689735 161.14626 0.7531892 0 61.35144 49.18434 4.731041 0.3857962 336.6148 2.6273828 0.23313579 4.0571404 5.935117 55.30933 8.634387 0.3888584 0.26468796 5.7568526 152.98094 6.8062286 0 86.166885 8.345386 0.15063733 62.68352 17.871351 0.08040319 0.4935984 25.425375 31.629753 0
"20111000_S1D_6" 0.810858 0.17593542 0 0.10857347 0 0 0.26025215 1.810938 0.79162115 0 0.44420305 0 0.14915052 0 0 0 0 0 0 0 1.9079295 0 0 0 1.4033537 0.91349447 0 0 0 1.4520017 1.7913226 0.3486721 0 0 6.948675 0.44098446 0 0 0.7994818 1.5709901 0 0 6.78094 0 0 0 5.779717 0 0 0.10526366 0.29302773 0 0 0 0 0 0 0 0 0.30147886 0 0 0 0 0 0 0.2563309 0 0
"20120700_S1D_21" 0 0 0 0.36735845 0 0 0 0 1.1604669 0 1.07879 0 0 0 0 0 0 0 0 0 0 0.6512206 0 0 0 0 0 0 0 0 0.9602577 1.7310323 0 0 0 0 0 0 0 0 0 0 0.20222172 1.3133805 0 0 2.759931 0 0 0.14366712 0.19733374 0 0 0 0 0 0 0 0 1.4787562 0.31491512 0 0 0 0 0 0.11775483 2.336314 0
"20120700_S1D_48" 0 1.1807356 0.07367348 0.71552485 0.06539835 0 0.0667478 0.15616255 2.875577 0 0.9390221 0 0 0 0 0 0.13005272 0.069079764 0.0559307 0 0.15418324 2.2198613 0.18327329 0 0.15996124 0.37701702 0.27306986 0 0 0.08381886 0.35402897 1.4231514 0 0 0 0.05569787 0 0 0.52013797 1.702971 0 0 0.1325397 0.6854624 0 0 1.9715221 0.06627611 0 0.10780483 0.19389734 0 0.08051547 0 0 0 0 0 0 1.7623293 0.44546217 0 0 0.19498779 0.1192304 0 0.557506 1.0324119 0
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88" 0 0.512458 0 0 0 0.13174774 0.09402115 0.17977023 0.4800744 0 0.3901561 0 0 0.13972326 0.13820575 0 0.118334144 0 0 0 2.620311 0.13132064 0.12285051 0 0 0 0.76427174 0.0861362 0.2014979 0 0 0.12942484 0.06584563 0.07153711 0 0 0.69730926 0 1.9623758 3.462703 0.57927525 0.34946543 0 0 0 0 0 0.30923775 0 0 0.0847052 0 0 0.54260135 0.10790948 0 0.05920874 0.33142188 1.0011805 1.2296034 0 0.09395859 0 1.9938534 0.31440818 0.45576933 0 0 0.5325315
"20120700_P3D_24" 0 0.26987234 0.067156024 1.579199 1.3150629 0 0 0 0.5869919 0 0.08997098 0 0 0 0 0 0.29285586 0 0 0 0 0.08396742 0.24884386 0 0 0.107481815 0.092838444 0 0 0 0 0.36834177 0 0 0 0 0.092512235 0 0.22360504 0.17634118 0 0 0 0.07644409 0.07277582 0 0 0.14443739 0 0.2004936 0 0 0.21517694 0 0 0 0 0 0 0.08525691 0.14443387 0 0 0.13951544 0 0 0 0 0
"20120700_S1D_45" 0 10.371156 0.4573551 1.1273534 0 0 0.15162674 0.5476622 2.137642 0 0.7278669 0 0 0 0 0.18802164 7.423014 0 0 0 0.7367287 0.21023417 0.056086503 0 0 1.6511524 1.3826609 0 0 0.32754236 2.4034662 0.98161095 0 0 0.5606014 2.260929 0 0 1.3116227 16.613976 0 0 0.18987565 1.289285 0 0 2.9273353 0 0 0.07666368 0 0 0 0 0 0 0 0 0 1.3323178 0.13472293 0 0 0 0 0 0 4.633179 0
"Bog.None.R2.T0.trimmomatic.megahit_bin.358_96.68_6.10" 1.1001449 3.822391 0.09747213 0.36955568 0 0.29842693 0.45509484 7.4134007 1.2806569 0 3.674419 0 0.8150115 0.09235537 0.091522604 5.333777 2.2489974 0 0 0 3.4521818 1.5199515 0.0580308 0 7.8114853 4.1261463 1.3419526 0.102916665 0 9.35085 5.411405 1.6999779 0 0 7.9009967 6.160212 0.067912 0.8367574 12.310893 15.620485 0 0 10.565046 2.9281974 0.05931665 0 5.7981453 0.073775485 0 0.50450295 0.5312087 4.87681 0.99082464 0 0 0.19290513 23.83733 0.78107643 0 15.243071 0.8598235 0 9.639198 0.40051085 0 0.056823965 9.312157 2.8795998 0
"20111000_S2M_4" 0 1.7359861 0.1463771 10.738815 0.38151237 5.2582192 0.36724228 0.480874 7.96329 0.1582684 17.618744 0.09970499 0 0.1219231 0.124693386 0 2.3389823 0.3980213 2.0668678 0 0.6422688 6.5184913 0.56499827 0.087963074 0 0.1389381 7.2492547 0.9877996 0.35100022 0.40699178 9.054702 63.006523 1.6821499 0.27310088 0.19985433 12.3954315 20.019917 0.16408238 0.11290365 16.296053 15.778085 0.7045954 0.23524246 23.033453 19.597132 0.39556664 15.051873 3.470277 0 1.1275313 1.0914012 0 1.3543915 0.08790403 0.59638643 0 0 0 0 5.2849298 30.28812 1.7622083 0 0.09774604 0 0 0 32.736492 0.6024647
"20110800_S2M_9" 0 2.5552535 3.489085 7.1979537 0 1.4750115 0.2477433 0.17256722 9.40283 0.11492195 1.5136853 0 0 0.8509035 0.82106984 0.104075715 2.502827 3.6542554 0.11178175 0 0.24516347 4.2414703 2.6254518 0 0 0 5.870005 7.985347 0.3340303 0 0.6996042 2.5762153 0 0 0.19421344 2.6405048 1.4047502 0.13382512 0.40821153 0.8080891 42.54486 0.19192955 0 1.3703151 0.088425346 0 0.113485895 8.512873 0 0.20203377 0.12586288 0 8.260208 0 0 0 0.24018547 0 1.1711231 3.2960546 0.17764646 0.09634328 0 10.157986 0 0.20453489 0 0.74576515 0
"20140700_S33_15" 0 0.57662183 0 0.14874005 0 0 0.31039602 2.1533992 0.43402165 0 7.1597505 0 0 0 0 2.56377 1.079006 0 0 0 1.2375293 0 0 0 0 5.1273556 0.17225718 0 0 2.8786793 4.467327 0.56634915 0 0 0.7084278 11.7037325 0.07665891 0 0.4235374 38.28718 0 0 0.7308192 0.20470956 0 0 3.6401281 0 0 0.13087784 0.17271599 0.064271905 0 0 0 0 2.242984 0 0 6.9868026 0 0 0 0 0 0 0.2466326 0.86037946 0
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58" 0.21581984 8.445053 0 8.015266 0.47834542 0.44662035 1.9298007 7.291273 9.309264 0.24583714 3.0088112 0 0.37574536 0 0 4.8428917 27.354324 0.268077 0.19964029 0 2.7295861 3.9375958 1.6403455 0 0.7339574 2.424421 0.36618143 0.08584518 0 8.387941 3.9105859 5.913017 0.19987057 0 4.2612667 7.5943656 0.2729656 0.107061595 2.5999901 4.5042925 2.346864 0 4.010778 1.0579008 0.41812626 0 5.3292904 2.2752192 0 0.94378245 0.46017924 1.2968593 0.7261059 0.083145395 0 0 4.025567 0.12547368 0 4.4602747 0.09500206 0 1.8381636 0.8199247 0 0.060341116 5.71065 0.30901492 0.08123586
"20120700_S1D_87" 0 0.3770852 0 0 0 0 0.96931803 3.9022481 1.7607912 0.063301645 3.0374582 0 0 0 0 0.9681646 1.0331093 0 0 0 1.1024543 0.10785664 0.09420742 0 0 0.18488915 0 0 0 3.9422727 3.2041366 0.69574386 0 0 0.6670933 0.6482588 0 0 0 0 0 0 0.9535449 0 0 0 3.773643 0 0 0.056069035 0 0.12449836 0 0 0 0 4.550432 0 0 1.384836 0 0 2.2721431 0 0 0 0.98758215 0 0
"20120700_S1D_31" 0 0.5145685 0 0 0 0 0 0 1.7356044 0 0 0 0 0 0 0 0.45219254 0 0 0 0 0.099712715 0 0 0 0 0 0 0 0 0 0.2197493 0 0 0 0 0 0 0.11851992 0.20116578 0 0 0 0 0 0 0 0.26461005 0 0 0 0 0.06037839 0 0 0 0 0 0 0 0 0 0 2.3897803 0.29461432 0 0 0 0
"Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42" 0 2.108307 0 0 0 0 0 0 0.10277083 0 0 0 0 0 0 0 1.2063465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.077262305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8120355 0 0 0 0.84209645 0 0 0.38012204 0 0 0 0.98145115 0 0 0.07989177 0 0
"20120700_S1D_6" 0 3.0731268 0.1437807 0.23472105 0 0.38414693 0.16594642 0.30772248 4.366067 0 1.7602639 0 0 0 0 0.4069369 3.4036057 0.3553413 0.107070744 0 0.6974894 0.7056064 0.09903386 0 0.06844903 0.64041185 0.21953325 0.08534109 0 0.22232546 0.42476258 1.0794345 0 0 0.08977644 0.9359815 0.42815074 0 1.8046879 1.708652 0.093832 0 0.2510465 0.33024073 0 0 0.35263056 0.06269749 0 0.15217148 0 0.08556828 1.4992038 0.17957878 0 0 1.6388205 0.062217914 0 0.61601466 0.22412226 0 0.16737828 1.2957057 0 0 3.5266674 0.2279154 0
"3300037040_8" 0.08864903 7.8287096 9.99965 0.31418708 0 0 0 0 0.21178292 0 0.2311325 0 0 1.0162936 1.0069563 0.13695958 2.357193 0 0.23956814 0 0 0.08222562 0.061534803 0 0.069762014 0.68904084 3.6964798 13.004811 5.6372933 0 0.16426013 1.4039358 0 0.09153993 0 0.23087586 0.40622622 0 0.29621238 1.3786223 0.18078563 0 0 0.32421884 0.262401 0 0 0.57277083 0 0.52782655 0.32958755 0.11283067 1.1814293 0.11544057 0.07607116 0 2.0939984 0.23908775 0.27252972 0.14859499 0.09972821 0.08267889 0 0.6962608 0 0.08308998 0.22155151 0.50748575 0
"20140700_S12_15" 1.6770053 18.588333 14.072546 5.7805243 1.4040133 4.055575 2.429029 12.009926 17.614363 2.6495461 19.326958 0.65547234 1.1575674 1.7284919 1.6685683 22.205215 18.115932 0.53916454 7.6757956 0.3958705 5.233272 5.1457705 0.84867877 1.0178045 3.502364 5.9693475 8.066404 2.3747714 1.9550327 7.6527348 18.840137 24.373531 0.75972956 4.1885877 8.918341 9.848544 4.268394 1.0813267 11.201871 35.325005 1.8892702 0.3426235 4.8970323 18.173712 3.2732244 0.8067118 4.7129016 0.68122816 0.6806926 9.705818 2.6246405 3.4076798 2.5599892 1.4692512 1.7396472 0.325292 6.7263713 0.91178477 3.5518506 7.5911927 2.4783762 2.486486 2.7677727 6.1810813 0.22520874 2.5905054 11.929655 11.09219 2.9590373
"Bog.None.R1.T0.trimmomatic.megahit_bin.264_75.64_3.36" 0 1.5845374 0 0 0 0 0 0.18356606 0.17818609 0 0 0 0 0 0 0.78316385 1.8838416 0 0 0 0.648499 0 0 0 0 0.11736732 0 0 0 0.5313975 0 0 0 0 0.7118123 0.13796936 0 0 0.19037348 0.21227978 0 0 0.062416263 0 0 0 0.36471286 0 0 0 0 0.29520622 0 0 0 0 0.09984417 0 0 0 0 0 0.27704924 0 0 0 0.10330053 0 0
"3300037360_7" 0 2.0377047 0.8349156 0.7811586 1.0174515 0.39675954 0.07842571 0.1732228 2.0569859 0.2568905 1.936949 0.3402319 0 0.41145155 0.44085476 0 0.82764316 1.1562252 0.4498944 0.080157064 1.2863164 1.4515685 1.2354038 0.30175072 0 0.1335352 1.3483927 0.4932615 0.15636356 0.1994437 0.2787944 1.5533851 0.73950243 0.42527637 0 0.2843761 1.5035996 0 0.23849301 1.176976 0.8057678 0.5002452 0.12552026 0.60412884 0.35000673 0.08436733 0.24688779 0.96051157 0.40640792 1.531011 0.49684027 0 0.58635193 0.3927918 0.13618296 0 0.13569789 0 0 1.5433851 0.74417305 0.37163803 0 1.6781893 1.7600485 0.35300404 0.11850399 0.74069995 0.60794264
"20120700_S1D_27" 0.09417989 13.027142 8.345591 0.34320024 0.42678133 0.7270119 1.0225062 6.646332 9.340001 0.26819193 6.0388913 0.06981255 0 0.58663446 0.6259366 3.9794893 6.5057826 7.579146 0.78818357 0 7.854264 2.498374 2.1036413 0.06004167 0.12501258 0.9972189 7.220081 4.0187354 0.95937043 9.319002 1.1880256 3.7499924 0.2165975 0.09076111 3.1339736 2.108738 1.469768 0.09417989 1.8426135 4.023656 1.4347004 0.29715598 0.63737637 1.5468322 0.27197748 0.056991007 2.2594013 0.8830655 0 0.90417385 0.45106587 0.14641239 0.5414729 0.5260471 0.057954066 0 1.1532633 0.11556362 0.1741855 13.205421 5.450704 0.20372224 0.3335159 2.001441 0.31158343 0.19757849 2.1064706 1.4277858 0.073204994
"PLSW01" 0 1.3425151 0.38666648 0.19849192 0 1.0648236 0.0978833 0.26454046 3.248881 0 0.5070169 0.10785231 0 0 0 0.37444973 3.105363 0.7686856 0.19046465 0 0.6280538 0.19162032 0.0989086 0 0 0.09216942 0.47246385 0.10516275 0 0.31359562 0.5422988 0.5282034 0 0 0 0.49938595 0.51265293 0 0.21805038 0.19880675 0 0 0.18159382 0.056164403 0 0 0.6503437 0.18464439 0 0.06884856 0 0 0.9249197 0.54760617 0.12872715 0 0.26816025 0 0 0.431598 0.0813702 0 0 0.34181622 0 0.088500045 0.18099742 0 0
