"genome" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20150700_E15_20" 0 0.43468496 0.6216173 0.5562125 0.100661255 0.11503785 0 0.14527085 0.96993834 0.09280167 0.42589092 0.08245784 0 2.308732 2.0664015 0.12021378 1.2149172 3.1653116 0.11850319 0.07224296 0.057819705 0.7246208 3.1315324 0 0 0.056745537 2.8210864 2.4627824 0.35184228 0.24948776 0.27670696 1.4862682 0.12587662 0.060088955 0 0.11142075 0.25504223 0 0.062242057 0.24759102 1.534288 0.86760134 0 0.38044372 0.33245033 0.05898669 0.8008823 3.1809306 0.11105952 1.3065588 1.0411874 0 1.3311439 0.05801763 0.24386129 0 0.12657098 0 0 1.6481293 1.1398538 0.1499694 0 0.11187807 0 0.087778516 0 1.7813132 0.15454201
"20110800_S2M_3" 0.753472 43.215816 148.46555 71.267334 23.271175 59.020256 2.0346282 1.6452826 88.55267 24.561253 36.210175 167.58649 0.26890573 222.65392 202.18639 0.8859999 21.233437 82.605965 23.44076 18.955576 2.600109 59.434967 50.5134 23.981798 0.818856 5.588737 53.33579 92.70866 72.27802 0.44418952 3.943005 53.889923 26.551954 54.32898 0.38289624 4.769017 147.52475 0.9521202 2.6021938 25.27909 155.50194 85.579315 0.06946058 24.227762 23.692219 97.038025 2.1533217 63.505653 23.421587 79.719864 61.17917 0 155.01683 43.72849 63.434025 0.12246534 33.833847 58.63265 135.14279 4.761914 17.254465 21.854458 0.05911005 215.75319 120.501854 106.44788 0.47095963 27.257858 18.815838
"20170700_S25_7" 0 1.325593 5.448577 0.18581441 0.1161812 1.2991842 0 0.34269798 1.1127988 0.082926534 0.91214013 3.729357 0 5.5962453 4.9064093 0.1757375 1.3033848 1.2818725 4.394739 2.077173 0.13116685 0.5090004 0.8936311 0.11758753 0 0 1.2699331 3.4208417 3.7657344 0.17221665 0 1.4854412 0.20612256 0.23227668 0.0953868 0.086778335 14.183763 0 0.11891848 0.24656256 3.6741705 6.644736 0 0.35384735 0.2679412 1.9758245 0 0.5206823 0.08510284 3.9080997 4.5789375 0 1.7710044 5.5397677 10.148029 0 0.3793305 22.744246 26.880503 0.56258035 0.60195434 0.3993711 0 5.5189805 12.711812 12.981771 0 0.33878794 0.06118132
"20120800_E1D_18" 0 8.218595 10.333475 7.177762 0.927361 1.7774856 0.14232692 0.30501205 7.6848426 0.57542944 1.4537325 1.7693757 0 5.114934 4.6465707 0.15148239 2.7825623 3.3354611 0.40148556 0.20813844 0.41404969 4.5546155 5.163978 0.5669382 0 0.4516412 3.3309708 9.549274 3.610125 0.28088102 0.88002026 4.995681 1.2744519 1.3205824 0 0.95179164 2.7789757 0 0.10628078 1.142978 10.952218 5.125093 0 1.8841825 1.2220403 4.9996033 0.74170667 3.5568697 9.859174 1.5693685 1.958771 0 46.194458 4.8185945 4.5068164 0 20.275158 2.336962 5.23573 0.50724715 0.6889744 0.54399145 0 17.923504 7.787429 10.732452 0 1.866005 0.37699848
"20110600_S1M_11" 0 0.34589678 1.0276554 3.0668652 1.7862556 1.4575971 0 0 1.0011537 1.1569554 4.3807464 1.0741247 0 0.517538 0.4492277 0 0.67402756 12.583936 2.915067 0.3437187 0 3.767428 4.884914 0.90166074 0 0 0.20859757 0.26562142 0 0 0.28890595 7.059437 2.7177424 1.7291176 0 0 1.8943125 0.10687511 10.461946 17.861746 1.7920567 2.5888014 0 6.326314 3.2823439 0.6712916 0.24197963 7.543887 0.6500883 4.3310533 3.7659388 0 0.1974006 0.78591 0.9474114 0 0 0 0.08210994 1.2750069 2.9042115 3.5150847 0 0 0 0.32134625 0.32537085 5.0682907 1.8310229
"20110600_S1D_15" 0 13.512195 9.7118025 9.819234 3.9573438 2.2372525 0.26356497 0.21866573 16.535482 1.2248522 10.571645 4.0701237 0 2.135364 1.9608624 0 4.848018 34.54277 5.829998 0.5332641 0.25668782 5.683101 22.212513 1.6639272 0 0.7646695 5.5869274 11.642331 7.8943143 0.2637027 1.8404264 7.154304 5.488189 1.6583906 0.15023006 1.3696326 14.738027 0 0.6783701 7.3184266 4.750177 8.059118 0 1.172141 2.3082926 0.2291358 6.0404477 7.679204 1.2081646 4.196914 5.0875196 0 2.3235898 3.266275 0.86820537 0.19174728 2.374515 3.507804 0.4363527 11.309682 29.916094 4.8989115 0 3.2341135 1.4139875 3.6825182 0.07922144 14.769861 2.1395016
"20110600_P1M_18" 0 0 0 0.311758 0.51034886 0.3415283 0 0 0 0.179941 0.2633909 0.19866306 0 0.25158525 0.23340361 0 0 0.19208996 0.6503492 0 0 0 0.18552497 0.31942335 0.08853287 0.0817358 0 0.24189857 0.3906845 0.05810427 0 0.11092884 0.65216386 0.32473767 0.3344229 0.13724443 0.8733883 0 0.1126422 0.08029431 0 0.2846688 0 0 0.5761008 0 0 0.4308974 0.19488895 0.4844267 0.23703773 0 0.47250134 0.7487754 0.19398457 0 1.4400975 0.67358285 0.80783635 0.15307614 0.4195261 0.57860506 0.058180157 0 1.0888913 0.81789804 0.20819466 0.06436497 0.33207443
"20170700_S24_10" 0 0 0 1.0988047 65.74192 3.901031 0 0 0.22241801 24.808096 6.1737103 7.450706 0 22.92642 21.182896 0 0 3.251558 26.042501 4.282625 0 0.080730766 22.640722 25.412493 0 0 0.19912928 4.2409544 10.078253 0 0 0.41981757 42.17117 18.98738 0 0 20.861492 0 0.99737835 3.0167387 0.82613665 21.132135 0 0 5.501608 5.4415464 0 2.3002436 17.705816 35.556316 16.710241 0 0.18894346 52.057 11.712944 0 0.2784829 81.71976 10.469318 6.044346 31.376184 17.751621 0 0 134.92197 22.723091 0.19397987 2.7884753 21.587942
"20170700_S25_14" 0 0 0 0.47631368 1.5620685 0 0 0 0 6.268825 0.3351442 20.80028 0 0.34767357 0.31083214 0 0 0.07799853 2.3466725 8.918295 0.12281822 0 0.7282736 7.26781 0 0 0 0.2781821 0.14793691 0 0 0 0.8568856 2.6967456 0 0 4.7661967 0 0 0 0.08836889 0.2252072 0 0 0.6091358 13.554606 0 0.38922608 7.803062 22.985773 44.837036 0 0.13484834 2.28078 13.582093 0 0.08288305 5.594745 47.07731 0 0.22917044 2.1175106 0 0.08570187 2.5895708 33.99356 0 0 0.9762793
"20120600_S1D_1" 0 0 0 0.2907035 0.36410975 0.10430124 0 0 0.59142965 0.10743225 2.8024623 0.1352256 0 0.6083627 0.5644018 0 0.09021469 0.57432467 0.19411603 0 0 0.10774688 0.7168623 0.12876397 0 0 1.328884 0.78009796 0.46165812 0 0 0.570409 0.96274143 0.8213734 0 0 4.827781 0 4.242261 0.85142964 0.30081603 0.99917716 0 0.13697001 0.3029462 0.10102335 0 0.42396954 0.11857146 0.14350171 2.0769753 0 1.1594286 1.9579003 0.25576195 0 0 0.5019369 1.0664148 0.42170063 0.78172773 0.96683824 0 12.155804 0.97587734 0.6328346 0 0 0.16302285
"20120800_S3X_7" 0 0.058741625 2.0951104 16.501982 2.2740793 0.14587916 0 0 0.72324187 9.352324 6.132974 31.432003 0 34.137836 30.990564 0 0 0.70084685 1.1632696 6.277449 0 0.24193336 15.688066 7.800879 0 0 0 37.301952 7.8304977 0 0 1.2794839 3.9696078 11.667455 0 0 39.60696 0.06294238 0.07148628 0.37248415 42.695568 19.710299 0 0 2.342622 6.4019685 0 25.329649 2.4707901 29.458727 15.018536 0 10.618189 2.7244177 35.866024 0 0.6805528 24.124308 236.0448 0 0.15801273 6.047784 0 25.151188 6.654929 79.17533 0 0.0988835 3.8292985
"20110600_S1D_17" 0.121398956 14.518219 42.01062 17.48401 2.46864 70.875534 0.0797512 0 4.6973557 1.5710038 9.062248 1.8964462 0 25.097986 23.607557 0.19962099 3.5894065 62.556427 9.045961 1.9270059 0.593649 3.5664244 15.226525 1.6161293 0.15835978 3.8913276 24.920744 64.77093 36.755203 0 2.3937693 21.464401 2.6546571 1.5706608 0.4577968 8.795503 28.031212 0.1943066 2.3183217 25.079727 51.66521 3.763419 0 8.177634 6.2581506 3.7393444 3.7139723 19.126251 1.1283876 6.7974653 6.526258 0 65.34096 22.399324 32.607674 0.19499424 53.270092 52.240376 78.54949 5.909267 6.6687512 2.6970015 0 50.331764 13.141592 12.853033 0.23636982 10.823892 1.4522996
"20170700_S25_1" 0 0 0 1.764933 7.682818 0.17274456 0 0 0.06543301 3.5830436 1.1498932 26.30821 0 19.633736 18.248684 0 0 0 3.5875347 2.4923415 0 0 3.2882507 12.137893 0 0 0 1.7209599 9.6242075 0 0 0.13196257 6.5816154 18.754766 0 0 4.473176 0 0 0 0 1.932751 0 0 3.5419395 21.84841 0 3.691949 10.494013 14.020929 29.928854 0 0.652351 17.84727 25.558207 0 1.4195405 7.452284 29.77161 0 1.4089464 13.247677 0 0 10.096386 49.136734 0 0.7821193 12.704436
"PLPO01" 0 0.23102655 3.0262613 2.9452739 1.3447046 24.36923 0 0 0.7170555 14.458537 2.68005 40.03831 0 97.00523 89.899445 0.06666507 0.46487072 8.87169 4.891446 7.9406514 0.11906495 0.5642381 0.28687274 4.0626473 0 0.12811555 0.6173165 3.8762016 2.3026884 0 0 2.22106 0.27402815 4.2205205 0 0 2.616113 0.1360273 0.14248002 3.2147992 37.46386 1.0822481 0 2.2486033 0.2972054 232.11615 0 0 0.9774067 10.086546 9.065018 0 6.2126913 12.825969 26.914928 0 0 0.87883204 0.8261731 0.35233894 0.058942065 0.12348802 0 23.236313 5.632806 1.760842 0 9.523378 0.13685063
"20120500_P28_11" 0 2.694641 6.8859344 3.0734668 7.186523 1.0584368 0 0 1.5610255 5.740099 4.1819654 15.78808 0 45.296665 41.694206 0.09477255 1.820287 7.566155 13.084225 5.834658 0.1320766 0.65322816 15.885469 6.2432237 0 0 0.92083544 26.95527 19.972404 0 0.0726293 1.7832655 8.630963 10.21547 0 0 13.935918 0 0.08927984 0.61352205 4.5550785 17.367954 0 0.64853203 2.4792573 8.067883 0 4.9497485 4.7084064 13.398473 11.640657 0 3.297406 21.64655 16.511389 0 0.2236336 9.927031 40.87 0.21444789 4.3789783 8.940303 0 6.871544 23.263655 19.024794 0 0.55647504 4.262243
"20170700_S24_5" 0 3.021541 4.30057 2.9176831 4.5850134 30.718328 0 0.112445116 3.6675699 2.5070498 1.8243396 6.07815 0 54.735855 49.797634 0.2985684 3.4900532 23.810661 6.0028253 4.2602634 0.56448525 1.9532626 1.9484069 2.1941447 0 0.23088108 0.9955116 18.721796 35.15667 0.13071911 0.24388367 1.7404245 2.118593 6.239639 0 0.64101356 13.126102 0.08764132 0.44026867 3.8149524 27.981422 7.291532 0 0.37369776 2.1246505 32.970947 0 0.7625706 2.736409 4.783103 5.3831277 0 67.66627 57.858055 83.54181 0.066366084 6.416597 21.681479 26.36328 0.90083385 0.6341086 0.6874165 0 28.415138 155.46478 23.391928 0 1.2317778 1.4617865
"20110700_S3M_12" 0 1.9826626 2.1811297 4.0430713 4.4737473 6.4200306 0 0 1.7756691 0.9071515 4.8880854 1.8342577 0 5.426096 4.9558587 0 2.1868584 4.5320725 5.3690577 0.39810702 0 2.4262595 1.889076 1.1565514 0.065717444 1.5019974 3.0641556 6.3793945 5.453591 0 0.48274586 3.552692 2.3241751 2.2826018 0 0.18589063 8.952575 0 1.3929758 4.4740286 2.9169288 3.5714915 0 2.054781 2.3458507 1.6810364 0.37476635 1.4224799 1.7001098 4.283261 2.881988 0 8.217075 6.88369 5.0630083 0 6.965274 4.111533 6.1363907 1.667475 4.824549 2.238916 0 8.871463 10.733834 6.459723 0.47926265 2.454346 2.8666737
"20120700_S1D_41" 0 0.47206724 6.2881646 5.683636 1.8860637 0.9617548 0 0 4.547074 1.5118711 2.9371915 3.9732473 0 4.409406 4.040539 0 0.098487064 0.23626459 0.43653154 0.2561806 0 3.7595549 8.829508 1.6791823 0 0 0.6698041 3.9933171 0.84580964 0 0 4.231012 3.7822783 3.8985803 0 0 9.927921 0 0.41127843 2.7291458 10.022312 1.6798234 0 1.201758 4.065718 4.476942 0 5.089834 2.1262047 7.98708 2.5242968 0 4.0070906 2.4453704 1.1961108 0 0.22372168 0.89397025 3.5072398 0.29343498 3.4088976 2.2539997 0 4.882313 1.9789494 1.5663126 0 6.0402136 1.5331639
"20120700_P3D_35" 0 1.0650923 0.25605845 0.9423812 0.96172297 0.12607746 0 0 0.48387578 0.14313143 0.35401204 0.24405286 0 0.111315124 0.08524134 0 0.52295744 0 0.19273655 0 0 0.74708587 0.655422 0.33459917 0 0 0.24612187 0.105825014 0 0 0.1399746 0.8599229 0.4657708 0.27864 0 0 0.13580072 0 0.20450062 1.6479042 0.057394866 0.3269792 0 0.27464455 0.45037615 0.15012549 0.45007342 0.7913393 0.21601291 0.50534356 0.2836586 0 0.18286754 0.31222773 0.10186159 0 0 0 0 0.108195126 0.44463745 0.26299837 0 0.2526002 0.07063597 0.41516787 0 0.54839957 0.6372933
"PLHP01" 0 0 0 0 14.114495 0.104116835 0 0 0 1.0707917 0.08801197 0.060439598 0 0 0 0 0 0 17.080496 0 0 0 0 2.8893046 0 0 0 0.3399843 17.021984 0 0 0 8.515566 2.5224996 0 0 0.23318481 0 0 0 0 0 0 0 2.711873 0 0 0 6.9750524 4.1416974 8.557559 0 0.07822404 0.0852009 0 0 1.0584875 9.652133 1.7898964 0.056415882 4.182165 44.4051 0 0 0 0 0 0.07053265 20.512539
"20170700_S25_26" 0 0 0 16.421114 65.64409 0.18747815 0 0 0.42528874 114.698296 2.150198 66.93357 0 0.73269975 0.65537095 0 0 0 21.330774 13.901682 0.09801021 0.37098742 12.57606 112.444984 0 0 0 0.51737964 0.38699874 0 0 0.47278744 31.713486 134.30844 0 0 26.923708 0 0 0 0 2.8260658 0 0.066009 26.653265 25.555866 0 35.55203 86.61991 100.079544 154.32904 0 0.31641054 32.522343 66.43519 0 0 3.5710366 29.681828 0 4.268122 83.84408 0 0 0.74429923 38.608883 0 0.2925817 99.57339
"20160700_S15_2" 0 0.26569384 0.4555517 41.978706 30.987566 7.4582834 0 0 4.1800175 12.837551 9.454455 13.092369 0 4.5266666 4.125421 0 0.12066839 1.1722552 10.328747 2.5476446 0 4.4336123 14.122874 20.126362 0 0.36695886 1.3301717 3.3600647 8.81352 0 0.18368863 8.678588 23.297913 36.888176 0 0.64568883 16.176262 0 0 0.36576816 0.94836533 10.974507 0 4.5243187 19.94428 4.7548857 0.35522285 27.581825 11.758308 19.172468 22.094524 0 9.335093 64.925865 52.585472 0 2.2041833 9.362307 31.126959 1.7902163 19.44028 20.759703 0 3.5865815 9.207142 25.921274 0 6.234736 32.43515
"20110800_S3D_19" 0 0 0 42.160522 58.18562 0 0 0 2.0252028 0.40903997 15.034077 0.10402162 0 0 0 0 0 0 23.203047 0.08858362 0 3.9984148 8.677627 1.3431654 0 0 0 0 0 0 0 0.572639 17.344173 0.35950208 0 0 1.118369 0 0 0 0 0.9976527 0 0.6265747 27.349966 0.15538092 0.16125147 19.140743 3.6558437 8.670276 7.4696264 0 0 0 0 0 0 0 0 6.9207044 20.072668 6.8625264 0 0 0 0 0 1.016809 25.652248
"20110800_S1M_8" 0 0 0 0 20.440504 2.5278711 0 0 0 0 0.1332533 0 0 0 0 0 0 0.36011913 14.921542 0 0 0 0 0.06402441 0 0 0 0 1.2136284 0 0 0 0.74046934 0 0 0 0 0 0 0 0 0 0 0 1.1338273 0 0 0 1.5324019 0.35414892 0.46572384 0 0 0.5041838 0 0 0.5160533 0.4206431 0 0 0.50235295 1.7436068 0 0 0 0 0 0 4.808751
"20130700_S3Z_1" 0 0 0.1027692 0 12.2260065 2.3108733 0 0 0 0.16884597 0 0 0 4.5691214 4.086764 0 0 0 17.032923 0.30872753 0 0 0 6.665899 0 0.059897233 0 0.22746041 11.060973 0 0 0 6.079034 1.7045625 0 0 0.4303602 0 0 0 0 2.2904358 0.14796287 0 26.723772 1.0181737 0 0 4.227831 21.282467 21.45235 0 0.4390425 20.65907 9.069713 0 2.0075047 12.157116 34.053055 0.16913237 0.16204166 2.668745 0 0.28152364 4.166279 6.6300225 0 0 1.0001733
"20170700_S25_38" 0 0.073621064 1.2142254 4.932132 7.0072136 1.2136419 0 0 1.4507362 4.0402837 2.559297 5.545775 0 2.029962 1.7964363 0 0 0.24074282 4.7272577 0.82913613 0 1.7444121 4.7814384 5.899702 0 0 0.704522 2.3300745 2.8765914 0 0 4.2146487 6.634183 6.05828 0 0 6.0739512 0 0 0.09703969 0.44916528 4.0315213 0 0.45210907 4.959796 3.8758526 0 5.2233377 4.2618213 6.501317 8.432537 0 1.2418283 2.9192722 4.2674875 0 0.08123902 5.5411377 5.746681 0.12331282 2.908458 7.282388 0 1.0846922 4.664561 8.048634 0 1.6471472 6.0749345
"20120700_S1D_13" 0 0.07399703 0.76466835 2.9594843 3.3197682 1.2078462 0 0 1.858675 2.3618236 2.1265197 2.554134 0 3.419476 2.9865391 0 0 0.5335027 1.848275 0.58923566 0 1.939949 3.405639 2.889377 0 0 0.43433163 1.3491007 1.6861771 0 0 1.4174048 2.8173444 3.1253915 0 0 4.1398244 0 0 0 1.1229568 2.1360548 0 0.46529806 1.8303335 2.9193196 0 2.893428 1.8035061 3.4241338 3.068903 0 0.7453944 2.4945364 2.6687024 0 0 1.3445656 2.848875 0 1.0477152 2.6009855 0 1.9976747 6.9764028 3.619103 0 0.7193489 2.7407477
"20120700_S1D_25" 0 3.0771506 2.5035086 5.9528165 6.1399817 3.6762238 0.36462724 1.1135635 7.462947 0.9792355 4.2101455 1.0225892 0.14415455 2.0302346 1.9175717 0.43468106 3.7862482 1.803096 3.592104 0.08730248 2.2474413 5.064956 6.1018543 1.6152984 0.2029487 0.68623614 2.1714406 2.5988262 2.7379072 0.5029496 0.9119769 5.404581 3.8053296 1.273032 0 0 4.819088 0.060212523 3.5516639 7.926292 1.4784049 2.2784896 0.09887952 2.4461184 3.1978493 0.7651965 0.3155801 5.607524 1.1788073 3.3133194 1.3562832 0 9.918376 5.727953 2.1226804 0 0.90814555 2.36648 3.3293796 2.0860484 7.642323 3.263975 0.2572566 10.159819 5.753639 3.472914 1.001299 3.9646459 4.1745563
"PLNV01" 0 0 0 7.170257 24.302845 5.1875615 0.10159519 0 8.304409 6.825667 6.6279693 9.492152 0 10.309977 8.1165695 0 0 1.9259348 18.251087 2.0103917 0.062175147 11.771608 17.105267 16.121336 0 0 0 3.1432602 5.4678836 0 0 5.638211 23.557905 13.922782 0 0 28.70843 0 0 0.8192096 4.7780375 20.731447 0 1.1784564 7.4707236 7.2671137 0 4.4884624 7.026015 29.992807 15.382142 0 6.6261296 16.234526 13.442871 0 0 0.066532746 2.5255194 0.15398857 19.93361 7.322005 0 6.605573 24.195448 36.641987 0 2.2242153 8.665446
"20120700_S1D_97" 0 0 0 4.322427 0.5835301 0.18378463 0 0 2.658765 0.36028758 0.67071533 0.13062169 0 0 0 0 0 0 0.11390504 0 0 2.3140483 2.588055 0.36065105 0 0 0.24231043 0.2277401 0.07011266 0 0 1.2375964 0.5013128 0.2688004 0 0 0.75569755 0 0 0 0 0.30163795 0 1.0482186 5.328138 0.25999507 0 5.092585 0.52925944 2.4782596 1.3732566 0 0.30593932 0 0 0 0 0 0 0 2.3586013 1.7801495 0 0 0 0 0 0.3347947 0.6478546
"20160700_S14_9" 0 0.21849167 0.54031736 1.2359744 10.348054 5.6913376 0 0 0.060656983 8.103025 11.668274 2.560447 0 9.438336 8.914634 0 0.19391418 0.23077247 16.057533 0.42148483 0 0 0 10.249208 0 0.0896655 0.29890874 2.0928025 17.340385 0 0.13961855 2.5652962 7.5086493 8.183398 0 0.87972206 7.7282257 0 0 0.261592 0 2.6226666 0 0.4650315 10.702987 0.4549613 0.059760883 0.12893474 6.247597 6.9060884 7.9190183 0.08819118 6.7201457 52.01057 22.70165 0.08147054 13.599962 8.855904 8.152129 3.789534 6.273237 10.094059 0 0.32946613 3.4351444 4.386925 0.72787327 5.520862 12.109318
"20120700_P3D_87" 0 0 0 0 0.78079283 0.73710257 0 0 0 0.57248217 1.0858716 0.47780538 0 0.13231629 0.118872516 0 0 0.13019985 4.8120985 0.42958894 0 0 0 0.72165823 0 0 0 0 1.4307275 0 0 0 2.0806394 1.448623 0 0 0.9282197 0 0.2636555 0 0 0.38063112 0 0 0.414104 0 0 0 1.0241519 0.6140682 0.42892498 0.6335535 0.2022827 10.413264 5.038266 0.06816124 0.70013446 1.3489918 0.8164246 0.7266874 2.3857312 1.7269013 0.075631924 0 2.0847733 4.111578 0.11373333 0 1.5556569
"20120700_P3D_148" 0 0.2895261 0.15543799 0.7569418 0.84885836 0.11179233 0 0.111869745 0.34814742 1.3547431 0.8339998 0.2514668 0 0.3234561 0.3090663 0.3884676 0.51692295 0 3.1177778 0.10798268 0 0.070267506 0 0.5937769 0.07998366 0.093964696 0.09525697 0 0.13095221 0.119589426 0.22467692 0.84577787 0.24067664 1.829513 0.10709919 0.16774419 0.44013238 0 0.20212393 0.50049317 0 0.1544214 0 0.5270389 1.3595943 0.19454883 0.059214626 0.093855314 0.37507892 4.805481 0.958002 0.19014485 0.11719891 0.5644174 0.9016738 0 0.66313344 0.20741987 2.352463 0.2596777 0.28644413 1.5301678 0.057402447 0.27945235 0 0.93631774 0.78262526 1.155845 1.9591649
"20120700_S1D_106" 0 0 0 1.483103 0.43421707 0.61830854 0.0844417 0 2.0947733 0.3260069 0.80658746 0 0 0 0 0 0 0 0 0 0 2.5809667 2.6645699 0.06315568 0 0 0 0 0 0 0 1.2936971 0 0.06849803 0 0 0.15007536 0 0 0 0 0 0 0.3062757 0.14166026 0 0 2.150709 0 0.816908 0.18182836 0 0 0 0 0 0 0 0 0 0.48210976 0 0 0 0 0 0 0.5776214 0.1835212
"20120700_S1D_52" 0 0 0 33.41647 10.892407 5.570884 1.0219784 0.73779315 30.017826 2.5756304 5.2964487 0.07586114 0 0.90300584 0.843386 0.16068484 4.866488 7.367349 0.9582253 0.15077631 1.2598088 20.423265 7.2803674 0.9193569 0 0 1.9179559 1.2185073 0.10877731 0 1.4621989 15.0009775 1.0262341 0.5940299 0 0.07706425 0.9719214 0 0 0.6354624 2.8872492 1.478867 0 12.213636 2.4662771 0.529546 1.7408235 24.405386 1.0733461 5.1081457 2.2867815 0 18.611937 1.7556851 0.9050272 0 0 0 0 0.37248442 0 1.9997364 0 8.163852 0.066997506 0.18930556 0 0.8286355 1.0675112
"PLTJ01" 0 2.6517866 2.100233 3.1467085 0.6531536 2.3831608 0.10429874 0.14802329 3.6347127 0.75988513 1.0232208 1.3764919 0 6.843631 6.8811655 0.07260365 2.3952131 1.2428249 1.3369797 0.37246644 0.24183834 1.9839482 1.439639 0.19793782 0 0.063334905 0.87171584 1.859551 1.4233332 0 0.16397518 2.9686022 0.41029447 0.88197523 0 0 2.2259727 0 0.3376364 0.9702486 2.4490552 1.0471559 0 0.6393283 0.3552229 5.7003107 0 0.7331448 0.28858176 0.8261738 0.58262557 0 5.790432 2.2755334 2.9866424 0 0.32193953 1.347003 1.9345547 0.5358214 0.6607672 0.6051761 0 7.943056 3.393677 2.5231853 0.06094956 0.93538153 0.40601435
"3300037196_14" 0 0.15377368 0.6610096 0.3005167 0.5779732 0.73909354 0 0 0.47755322 0.121069476 0.15386938 0.13928469 0 0.51840454 0.44437703 0 0 0.523067 1.2346439 0 0 0.21403049 0.2570834 0.3499877 0 0.07339248 0.6514105 1.4719639 1.2722659 0 0 0.56795764 0.49505603 0.2103592 0 0 0.27182224 0 0.073533066 1.5811589 0.39047572 0.24781038 0 0.10733305 0.24388096 0 0 0.08576318 0 0.068623655 0 0 3.2813144 1.1843171 0.63472116 0 0 0.44807786 0.08565272 0 3.9969406 0 0 11.979316 1.3079313 0.20263977 0 1.8205658 0
"3300037175_6" 0 0 0 0.7557021 23.355904 0 0 0 0.062942035 15.324117 0 8.372645 0 1.034114 0.8563021 0 0 0 2.819761 1.8044503 0 0 0.57993394 9.377822 0 0 0 0.058927037 0.101189904 0 0 0.12823902 5.717981 18.914103 0 0 0.58290625 0 0 0.09577082 0.10594652 1.5402727 0 0 0.42783776 7.629019 0 0.094580986 11.987818 8.564673 5.905186 0 0 0.43957466 12.691663 0 0 4.4407997 36.731686 0 0.35370004 16.739576 0 0.4614452 4.68012 3.5558553 0 0.11694684 20.9475
"20170700_S25_25" 0 0 0.29822445 13.313732 6.787616 1.0052041 0 0 1.7379907 1.0528363 1.7389686 1.8833333 0 3.6770585 3.5955865 0 0 0.074765794 5.060785 0.12964202 0 2.994732 8.441231 2.6027713 0 0 0.5943059 0.51292384 0.867423 0 0.111622415 4.3587832 7.224415 4.3601947 0 0 7.0719132 0 0 0.23096575 0 2.0931883 0 2.4153206 10.167803 0.39778423 0 14.476629 4.390941 9.729751 4.9267364 0 0.12326746 1.1572738 1.2441212 0 0.36316067 1.9183887 20.706675 0 4.714384 8.288155 0 0.33737338 1.4226067 10.231939 0 3.3120801 11.348757
"20110800_E2D_15" 0 0 0 0.29405117 0.8333287 0 0 0 0 0.7989108 0.1623498 0.95626694 0 0.95626247 0.92901444 0 0 0 0.33621758 0.14825048 0 0 0.5346333 0.7969376 0 0 0 0.14997827 0.1770144 0 0 0 0.6972699 0.97120255 0 0 0.8360619 0 0 0 0 0.23997991 0 0 0.36544427 0.86199164 0 0.42828855 0.727566 0.8480633 1.3282212 0 0 0.5079116 0.6037112 0 0 0.15802982 1.339923 0 0.19322985 0.6964346 0 0 0.2611777 0.5329819 0 0 0.686571
"PLNE01" 0 0 0.112788394 0.76427954 1.9945905 0.31022578 0 0 0.18423298 2.7227523 0.5781707 4.0393987 0 2.1624918 2.1191597 0 0 0.21710366 0.8602935 0.35280582 0 0.28756866 1.3722843 2.7862222 0 0 0 0.9547214 2.2410388 0 0 0.26908365 1.7438816 3.808859 0 0 3.0951145 0 0 0 0.12070637 0.6987912 0 0.091128334 1.1269152 1.555534 0 1.0158876 3.03281 2.716252 7.954169 0 1.5140516 2.5830612 2.0149014 0 0.151675 0.41396442 1.8746257 0 0.5673292 1.9719367 0 0.08506908 1.1829461 1.0015501 0 0.24033523 2.1874127
