genome,slp,etc,aerobic
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.73_78.46_2.70,3,5,TRUE
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.82_95.07_1.37,4,5,TRUE
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.89_82.47_1.72,4,3,TRUE
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.8_73.28_5.60,4,4,TRUE
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.92_85.77_2.75,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.103_96.46_2.57,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.10_95.37_1.58,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.110_78.20_1.49,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.113_89.17_1.61,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.118_78.38_1.99,3,3,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.11_87.40_5.27,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.125_94.44_0.00,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.128_75.59_3.77,3,3,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.129_91.16_1.96,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.12_89.31_4.03,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.133_95.29_6.77,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.134_95.20_1.28,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.135_79.59_4.73,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.136_87.18_1.28,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.138_83.00_1.37,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.13_95.23_6.93,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.141_87.45_6.23,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.2_79.34_2.14,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.3_75.56_1.39,1,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.43_93.97_1.72,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.45_94.77_0.93,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.47_95.55_3.25,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.48_92.11_1.08,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.49_91.55_1.72,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.4_84.10_3.88,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.52_94.99_2.80,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.53_92.50_2.78,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.54_80.98_4.08,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.55_89.12_1.03,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.64_84.68_0.87,2,3,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.67_97.44_8.64,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.68_84.02_2.41,3,3,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.69_96.35_4.13,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.70_70.09_4.35,3,2,FALSE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.74_92.32_2.91,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.81_75.88_4.36,3,2,FALSE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.82_83.27_5.70,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.83_92.88_3.85,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.8_80.79_8.60,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.90_73.44_6.88,4,3,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.91_97.17_0.00,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.94_96.77_0.86,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.9_90.03_4.52,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.103_78.41_3.45,4,2,FALSE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.110_77.50_4.35,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.111_94.92_3.31,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.116_92.25_0.93,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.11_83.73_2.59,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.120_76.88_3.45,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.123_96.63_6.27,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.126_92.18_2.83,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.128_94.59_3.42,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.129_91.29_3.23,3,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.12_98.54_0.88,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.136_89.12_2.85,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.140_93.20_6.54,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.141_93.03_1.37,2,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.146_76.32_3.51,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.151_81.44_9.06,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.154_85.09_7.98,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.155_87.81_2.95,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.156_93.30_2.59,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.15_74.11_5.25,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.171_94.27_1.08,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.181_80.47_3.36,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.186_86.22_6.84,4,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.189_94.89_4.75,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.19_96.98_0.86,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.1_88.26_4.87,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.20_91.12_5.20,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.23_80.53_4.75,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.3_70.14_2.59,4,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.40_98.73_6.58,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.43_92.13_2.41,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.45_86.75_9.78,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.49_95.89_3.48,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.61_94.61_1.71,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.65_98.33_2.13,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.67_88.28_4.52,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.69_88.12_9.66,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.74_89.43_8.75,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.75_83.99_3.91,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.77_89.34_2.53,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.7_96.58_8.26,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.84_94.44_0.27,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.85_90.60_6.41,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.8_71.32_2.59,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.91_90.94_5.49,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.92_86.47_5.56,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.94_73.20_9.03,3,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.95_79.67_4.91,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.96_94.91_3.63,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.97_92.81_6.32,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.99_97.22_1.68,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.100_94.27_1.08,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.102_88.50_1.66,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.103_92.47_0.00,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.104_93.30_2.99,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.106_74.36_8.70,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.10_96.02_0.93,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.115_73.53_3.84,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.118_73.75_7.92,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.121_85.28_0.51,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.122_84.22_0.85,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.132_70.89_4.33,3,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.144_72.18_2.39,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.147_94.52_0.87,2,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.14_98.19_1.52,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.150_70.93_7.86,1,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.152_90.06_5.12,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.161_97.44_7.35,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.166_97.39_8.03,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.16_87.21_3.14,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.170_78.97_4.55,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.17_87.70_6.61,3,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.185_88.24_2.99,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.188_71.55_1.72,4,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.18_84.81_3.85,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.192_85.81_1.34,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.197_99.12_1.75,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.199_72.57_0.00,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.19_89.87_1.16,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.207_96.42_0.98,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.209_93.16_6.41,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.211_92.77_0.00,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.212_82.07_6.03,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.213_78.98_1.72,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.21_95.30_3.89,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.27_95.58_1.35,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.36_89.62_3.85,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.39_71.75_0.60,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.3_89.36_2.60,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.49_84.12_6.55,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.4_95.88_2.80,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.50_92.00_0.86,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.5_94.00_1.64,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.61_75.97_5.12,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.70_93.47_6.45,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.76_79.07_1.41,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.82_94.27_6.10,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.83_70.53_7.76,4,3,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.88_80.38_3.85,3,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.90_92.28_1.15,4,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.93_95.85_8.48,3,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.96_92.20_0.46,4,5,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.98_72.15_9.83,2,4,TRUE
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.99_77.38_5.17,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.111_98.73_1.58,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.115_88.60_1.28,3,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.121_96.24_0.54,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.122_79.89_1.85,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.124_97.92_0.45,3,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.12_71.00_3.45,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.132_85.26_1.13,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.138_78.28_1.72,2,3,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.139_76.75_2.07,4,3,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.144_98.03_1.48,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.146_73.58_1.30,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.150_88.96_0.00,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.152_71.45_2.23,2,3,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.15_95.21_5.43,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.165_93.76_0.00,3,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.167_82.27_1.45,1,2,FALSE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.168_87.95_0.74,3,3,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.170_83.72_0.87,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.174_86.24_0.00,3,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.176_95.48_1.10,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.178_73.60_1.72,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.187_72.60_1.83,3,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.23_92.25_1.19,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.28_77.29_2.59,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.30_93.26_1.76,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.31_82.74_3.45,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.39_95.30_1.37,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.41_89.57_1.28,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.50_80.60_0.00,3,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.56_75.10_2.44,3,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.59_72.83_0.26,3,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.69_88.01_9.12,4,3,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.71_87.20_2.64,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.80_91.38_0.86,4,5,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.82_71.27_7.87,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.89_72.91_1.85,4,4,TRUE
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.95_95.17_1.16,3,1,FALSE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.100_71.51_2.49,3,4,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.104_95.00_2.74,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.106_85.29_3.54,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.107_77.53_3.42,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.10_76.74_0.00,4,4,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.135_82.33_0.00,4,3,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.138_72.55_1.51,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.22_76.59_0.75,3,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.29_82.83_7.41,4,4,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.36_75.58_8.10,4,3,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.37_91.83_0.00,3,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.3_92.23_5.43,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.43_88.42_2.74,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.52_84.88_2.69,3,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.53_81.85_3.64,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.55_94.39_8.54,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.60_80.55_1.99,3,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.61_96.53_1.32,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.62_76.83_1.15,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.66_83.36_1.72,4,3,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.68_90.39_4.09,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.70_71.06_5.98,3,2,FALSE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.73_72.99_2.59,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.82_98.44_2.07,4,4,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.83_93.36_0.86,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.84_83.64_5.02,3,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.89_89.53_6.39,4,5,TRUE
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.8_76.64_4.38,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.110_95.26_1.50,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.111_92.11_1.14,4,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,4,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.124_93.80_4.30,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.125_99.75_5.02,3,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.126_83.33_3.85,3,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.129_90.28_4.63,3,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.12_92.37_7.33,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.130_71.54_0.86,3,3,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.13_97.04_6.70,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.15_95.44_1.16,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.31_71.66_3.46,3,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.34_88.64_2.93,3,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.36_75.24_1.71,4,3,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.37_71.57_1.49,3,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.3_77.40_5.01,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.46_92.05_0.86,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.48_91.96_2.63,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.52_93.88_1.05,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.55_76.62_3.67,4,3,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.56_94.87_2.99,3,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.58_90.30_8.41,4,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.5_88.90_0.93,3,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.60_82.98_3.17,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.62_97.17_1.29,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.63_84.48_4.73,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.65_96.58_3.63,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.67_97.38_0.85,3,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.68_76.77_4.03,3,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.71_88.34_4.27,3,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.74_86.14_5.18,4,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.75_74.71_9.14,4,5,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.78_94.83_6.11,3,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.79_84.08_2.52,4,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.83_97.73_1.62,4,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.97_92.02_2.56,4,4,TRUE
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.9_73.84_8.84,3,5,TRUE
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.101_96.40_0.00,4,4,TRUE
